total_plays,card_set,game_date
"358,447",UNGORO,29/07/2017
"41,060",HOF,4/08/2017
"104,440",GVG,4/08/2017
"80,784",LOE,4/08/2017
"189,073",OG,5/08/2017
"96,915",TEMP1,9/08/2017
"684,023",CORE,10/08/2017
"17,306",INVALID,10/08/2017
"60,423",TEMP1,10/08/2017
"111,796",NAXX,12/08/2017
"594,220",EXPERT1,14/08/2017
"193,033",OG,14/08/2017
"408,437",UNGORO,15/08/2017
"215,044",OG,20/08/2017
"365,576",ICECROWN,29/08/2017
"548,736",EXPERT1,30/08/2017
"174,987",OG,30/08/2017
"340,075",ICECROWN,31/08/2017
"1,165,374",CORE,4/09/2017
"35,538",INVALID,7/09/2017
"293,259",UNGORO,7/09/2017
"547,351",EXPERT1,8/09/2017
"58,599",FP2,11/09/2017
"82,887",KARA,13/09/2017
"317,136",ICECROWN,14/09/2017
"114,578",GVG,16/09/2017
"1,074,998",CORE,17/09/2017
"97,284",KARA,17/09/2017
"34,902",INVALID,25/09/2017
"340,649",UNGORO,25/09/2017
"588,767",EXPERT1,30/09/2017
"52,693",FP2,6/10/2017
"360,961",ICECROWN,6/10/2017
"103,827",KARA,8/10/2017
"373,434",ICECROWN,9/10/2017
"40,182",FP2,11/10/2017
"50,782",FP2,15/10/2017
"759,848",CORE,17/10/2017
"67,126",LOE,17/10/2017
"75,066",KARA,17/10/2017
"61,797",NAXX,19/10/2017
"359,011",ICECROWN,21/10/2017
"51,196",FP2,22/10/2017
"255,944",GANGS,23/10/2017
"54,103",NAXX,24/10/2017
"357,960",EXPERT1,25/10/2017
"57,469",TEMP1,30/10/2017
"725,277",CORE,1/11/2017
"75,265",KARA,1/11/2017
"76,986",GVG,2/11/2017
"64,344",KARA,2/11/2017
"85,490",HERO_SKINS,4/11/2017
"897,262",CORE,5/11/2017
"106,519",GVG,5/11/2017
"87,693",HERO_SKINS,10/11/2017
"124,793",OG,13/11/2017
"9,817",LOOTAPALOOZA,14/11/2017
"27,334",INVALID,22/11/2017
"6,205",LOOTAPALOOZA,28/11/2017
"345,714",ICECROWN,29/11/2017
"325,512",ICECROWN,1/12/2017
"38,803",HOF,2/12/2017
"89,564",OG,9/12/2017
"176,650",LOOTAPALOOZA,11/12/2017
"86,966",OG,18/12/2017
"355,917",EXPERT1,20/12/2017
"84,163",OG,20/12/2017
"227,023",ICECROWN,22/12/2017
"674,409",CORE,23/12/2017
"195,182",UNGORO,23/12/2017
"257,223",ICECROWN,26/12/2017
"83,707",HERO_SKINS,30/12/2017
"28,996",HOF,6/01/2018
"90,469",GVG,6/01/2018
"72,454",NAXX,7/01/2018
"234,351",ICECROWN,11/01/2018
"692,586",CORE,12/01/2018
"61,026",KARA,12/01/2018
"90,762",GVG,13/01/2018
"810,549",CORE,14/01/2018
"296,979",LOOTAPALOOZA,20/01/2018
"69,348",NAXX,22/01/2018
"25,164",HOF,25/01/2018
"47,642",TEMP1,25/01/2018
"895,959",CORE,27/01/2018
"37,354",FP2,31/01/2018
"84,974",HERO_SKINS,1/02/2018
"449,683",EXPERT1,2/02/2018
"279,935",LOOTAPALOOZA,2/02/2018
"59,164",LOE,5/02/2018
"84,388",HERO_SKINS,6/02/2018
"208,025",GANGS,7/02/2018
"289,703",ICECROWN,10/02/2018
"515,556",EXPERT1,11/02/2018
"52,563",TEMP1,12/02/2018
"59,647",LOE,12/02/2018
"84,648",NAXX,13/02/2018
"41,225",FP2,14/02/2018
"89,782",NAXX,24/02/2018
"319,948",ICECROWN,3/03/2018
"73,337",KARA,7/03/2018
"63,805",LOE,8/03/2018
"116,403",NAXX,11/03/2018
"302,310",LOOTAPALOOZA,12/03/2018
"59,818",KARA,14/03/2018
"177,200",UNGORO,14/03/2018
"52,419",LOE,15/03/2018
"90,041",OG,16/03/2018
"807,139",CORE,17/03/2018
"115,768",GVG,17/03/2018
"284,909",LOOTAPALOOZA,19/03/2018
"352,240",EXPERT1,23/03/2018
"66,635",KARA,28/03/2018
"318,891",LOOTAPALOOZA,2/04/2018
"271,358",LOOTAPALOOZA,4/04/2018
"30,906",HOF,8/04/2018
"73,906",LOE,8/04/2018
"98,271",NAXX,9/04/2018
"29,366",FP2,12/04/2018
"50,682",KARA,13/04/2018
"92,828",OG,14/04/2018
"106,081",HERO_SKINS,16/04/2018
"80,467",OG,18/04/2018
"36,424",LOE,19/04/2018
"104,728",GILNEAS,23/04/2018
"17,332",HOF,24/04/2018
"76,956",GVG,24/04/2018
"74,287",TEMP1,24/04/2018
"42,530",LOE,24/04/2018
"183,929",UNGORO,25/04/2018
"26,027",LOE,28/04/2018
"32,410",KARA,28/04/2018
"143,817",ICECROWN,29/04/2018
"286,539",EXPERT1,30/04/2018
"68,678",OG,30/04/2018
"19,836",FP2,4/05/2018
"156,393",OG,3/04/2017
"66,753",KARA,6/04/2017
"79,981",HERO_SKINS,7/04/2017
"43,307",HOF,8/04/2017
"86,332",LOE,8/04/2017
"96,807",KARA,10/04/2017
"106,808",KARA,11/04/2017
"80,305",NAXX,15/04/2017
"575,647",EXPERT1,16/04/2017
"18,898",INVALID,21/04/2017
"21,899",INVALID,22/04/2017
"48,915",FP2,23/04/2017
"69,718",NAXX,24/04/2017
"86,431",GVG,29/04/2017
"1,083,636",CORE,1/05/2017
"92,826",TEMP1,1/05/2017
"99,556",LOE,1/05/2017
"296,420",GANGS,5/05/2017
"150,656",GVG,9/05/2017
"22,262",INVALID,11/05/2017
"111,517",KARA,14/05/2017
"528,664",EXPERT1,15/05/2017
"53,048",FP2,17/05/2017
"46,330",HOF,22/05/2017
"98,132",HERO_SKINS,22/05/2017
"91,411",LOE,22/05/2017
"89,164",LOE,23/05/2017
"379,289",UNGORO,29/05/2017
"596,680",EXPERT1,30/05/2017
"90,574",NAXX,1/06/2017
"102,531",KARA,5/06/2017
"81,316",KARA,9/06/2017
"78,597",LOE,11/06/2017
"18,089",INVALID,12/06/2017
"42,879",FP2,14/06/2017
"40,767",FP2,16/06/2017
"16,964",INVALID,19/06/2017
"31,148",HOF,22/06/2017
"73,139",KARA,22/06/2017
"277,522",UNGORO,29/06/2017
"437,275",EXPERT1,1/07/2017
"136,261",OG,7/07/2017
"20,849",INVALID,9/07/2017
"71,098",HERO_SKINS,12/07/2017
"160,703",OG,16/07/2017
"325,173",UNGORO,17/07/2017
"948,456",CORE,18/07/2017
"22,366",INVALID,18/07/2017
"448,303",EXPERT1,26/07/2017
"1,021,787",CORE,30/07/2017
"47,673",HOF,30/07/2017
"123,640",GVG,30/07/2017
"91,538",TEMP1,30/07/2017
"93,890",LOE,30/07/2017
"109,795",KARA,1/08/2017
"44,670",HOF,2/08/2017
"114,014",GVG,2/08/2017
"85,039",TEMP1,2/08/2017
"82,731",NAXX,3/08/2017
"47,620",HOF,7/08/2017
"126,137",GVG,7/08/2017
"94,565",LOE,7/08/2017
"87,526",KARA,8/08/2017
"178,532",GANGS,10/08/2017
"274,852",GANGS,17/08/2017
"392,335",UNGORO,19/08/2017
"90,899",HERO_SKINS,21/08/2017
"509,569",EXPERT1,26/08/2017
"1,060,866",CORE,27/08/2017
"362,417",UNGORO,27/08/2017
"96,974",KARA,29/08/2017
"1,138,047",CORE,2/09/2017
"75,605",TEMP1,2/09/2017
"107,886",HERO_SKINS,3/09/2017
"92,129",NAXX,6/09/2017
"262,618",GANGS,7/09/2017
"90,727",NAXX,12/09/2017
"112,405",GVG,19/09/2017
"50,247",FP2,21/09/2017
"40,114",INVALID,23/09/2017
"34,216",INVALID,26/09/2017
"45,146",FP2,28/09/2017
"89,286",HERO_SKINS,29/09/2017
"154,647",OG,30/09/2017
"101,100",NAXX,4/10/2017
"54,128",FP2,9/10/2017
"59,761",LOE,12/10/2017
"65,326",KARA,12/10/2017
"29,753",HOF,13/10/2017
"85,699",GVG,13/10/2017
"95,950",GVG,14/10/2017
"62,188",TEMP1,14/10/2017
"94,487",OG,24/10/2017
"93,814",OG,25/10/2017
"771,951",CORE,30/10/2017
"69,136",TEMP1,7/11/2017
"99,051",HERO_SKINS,7/11/2017
"47,654",FP2,8/11/2017
"27,738",INVALID,11/11/2017
"336,298",ICECROWN,15/11/2017
"889,055",CORE,19/11/2017
"24,046",INVALID,23/11/2017
"419,772",EXPERT1,24/11/2017
"29,671",INVALID,26/11/2017
"6,093",LOOTAPALOOZA,27/11/2017
"106,568",HERO_SKINS,3/12/2017
"386,803",ICECROWN,3/12/2017
"80,357",NAXX,4/12/2017
"806,366",CORE,6/12/2017
"75,763",LOE,6/12/2017
"83,598",KARA,6/12/2017
"199,502",ICECROWN,8/12/2017
"76,538",KARA,10/12/2017
"52,255",NAXX,11/12/2017
"219,261",ICECROWN,15/12/2017
"261,192",ICECROWN,17/12/2017
"260,559",ICECROWN,27/12/2017
"86,942",OG,29/12/2017
"385,222",EXPERT1,31/12/2017
"221,750",LOOTAPALOOZA,31/12/2017
"170,653",GANGS,3/01/2018
"59,445",KARA,5/01/2018
"199,877",UNGORO,9/01/2018
"34,910",FP2,19/01/2018
"220,073",GANGS,21/01/2018
"39,051",FP2,23/01/2018
"38,097",INVALID,28/01/2018
"83,751",NAXX,3/02/2018
"96,906",HERO_SKINS,4/02/2018
"51,863",TEMP1,6/02/2018
"209,422",UNGORO,6/02/2018
"25,749",HOF,15/02/2018
"81,346",GVG,15/02/2018
"77,085",NAXX,16/02/2018
"249,657",ICECROWN,26/02/2018
"77,991",KARA,28/02/2018
"105,405",HERO_SKINS,3/03/2018
"220,352",UNGORO,9/03/2018
"217,203",GANGS,10/03/2018
"95,694",NAXX,12/03/2018
"46,848",TEMP1,14/03/2018
"43,665",TEMP1,15/03/2018
"105,001",NAXX,18/03/2018
"186,609",UNGORO,24/03/2018
"44,757",FP2,25/03/2018
"250,379",ICECROWN,25/03/2018
"55,034",LOE,26/03/2018
"75,213",KARA,27/03/2018
"46,892",FP2,31/03/2018
"460,247",EXPERT1,1/04/2018
"115,145",OG,1/04/2018
"688,248",CORE,5/04/2018
"57,155",KARA,5/04/2018
"43,575",TEMP1,10/04/2018
"53,111",LOE,10/04/2018
"41,738",FP2,11/04/2018
"134,415",GILNEAS,14/04/2018
"229,450",UNGORO,17/04/2018
"57,277",KARA,21/04/2018
"31,563",FP2,23/04/2018
"78,918",UNGORO,27/04/2018
"78,391",GILNEAS,30/04/2018
"82,177",OG,1/05/2018
"80,985",HERO_SKINS,4/05/2018
"96,892",LOE,5/04/2017
"27,221",INVALID,9/04/2017
"572,204",UNGORO,9/04/2017
"72,389",TEMP1,11/04/2017
"87,415",HERO_SKINS,12/04/2017
"94,108",HERO_SKINS,14/04/2017
"165,802",OG,16/04/2017
"79,433",EXPERT1,17/04/2017
"921,474",CORE,19/04/2017
"86,467",GVG,20/04/2017
"66,863",LOE,20/04/2017
"75,109",NAXX,21/04/2017
"96,372",HERO_SKINS,23/04/2017
"77,658",HERO_SKINS,26/04/2017
"73,371",KARA,27/04/2017
"50,096",FP2,2/05/2017
"403,148",UNGORO,3/05/2017
"736,156",EXPERT1,5/05/2017
"161,736",NAXX,6/05/2017
"1,294,549",CORE,7/05/2017
"111,439",TEMP1,7/05/2017
"119,068",LOE,7/05/2017
"204,155",OG,8/05/2017
"1,065,673",CORE,13/05/2017
"24,360",INVALID,13/05/2017
"88,176",TEMP1,13/05/2017
"408,518",UNGORO,13/05/2017
"566,627",EXPERT1,16/05/2017
"225,668",GANGS,18/05/2017
"425,559",UNGORO,21/05/2017
"176,899",OG,30/05/2017
"147,875",OG,3/06/2017
"57,258",FP2,4/06/2017
"70,814",NAXX,15/06/2017
"177,513",GANGS,15/06/2017
"202,237",GANGS,19/06/2017
"86,442",KARA,20/06/2017
"16,283",INVALID,21/06/2017
"81,774",KARA,26/06/2017
"407,243",EXPERT1,5/07/2017
"124,162",OG,5/07/2017
"19,610",INVALID,10/07/2017
"913,813",CORE,11/07/2017
"115,035",GVG,11/07/2017
"85,907",LOE,11/07/2017
"68,173",LOE,13/07/2017
"247,332",GANGS,18/07/2017
"140,102",OG,26/07/2017
"170,028",OG,31/07/2017
"19,935",INVALID,4/08/2017
"65,250",FP2,12/08/2017
"33,934",INVALID,13/08/2017
"399,161",ICECROWN,16/08/2017
"166,245",OG,17/08/2017
"33,939",INVALID,19/08/2017
"78,511",HERO_SKINS,23/08/2017
"61,329",NAXX,25/08/2017
"203,867",GANGS,25/08/2017
"66,570",TEMP1,29/08/2017
"89,700",HERO_SKINS,31/08/2017
"39,863",INVALID,4/09/2017
"161,388",OG,6/09/2017
"62,110",FP2,9/09/2017
"106,305",HERO_SKINS,10/09/2017
"55,720",TEMP1,14/09/2017
"79,712",HERO_SKINS,15/09/2017
"94,388",NAXX,16/09/2017
"39,967",INVALID,17/09/2017
"353,495",UNGORO,17/09/2017
"554,761",EXPERT1,18/09/2017
"53,073",FP2,20/09/2017
"300,805",GANGS,23/09/2017
"87,560",HERO_SKINS,28/09/2017
"86,988",KARA,29/09/2017
"17,658",OG,2/10/2017
"98,831",HERO_SKINS,3/10/2017
"86,076",KARA,6/10/2017
"124,294",GVG,7/10/2017
"36,280",INVALID,8/10/2017
"364,691",UNGORO,8/10/2017
"80,656",GVG,11/10/2017
"26,360",HOF,12/10/2017
"248,531",GANGS,14/10/2017
"898,605",CORE,15/10/2017
"104,248",GVG,15/10/2017
"85,732",HERO_SKINS,16/10/2017
"351,895",ICECROWN,16/10/2017
"25,431",INVALID,17/10/2017
"37,617",FP2,19/10/2017
"85,050",KARA,21/10/2017
"87,750",HERO_SKINS,28/10/2017
"302,412",UNGORO,29/10/2017
"23,566",INVALID,1/11/2017
"794,525",CORE,4/11/2017
"508,073",EXPERT1,5/11/2017
"360,577",ICECROWN,6/11/2017
"761,023",CORE,10/11/2017
"23,986",INVALID,10/11/2017
"59,707",TEMP1,10/11/2017
"104,695",HERO_SKINS,12/11/2017
"37,945",FP2,16/11/2017
"72,780",HERO_SKINS,16/11/2017
"81,522",HERO_SKINS,17/11/2017
"49,065",FP2,18/11/2017
"306,225",UNGORO,19/11/2017
"100,746",HERO_SKINS,21/11/2017
"109,569",OG,24/11/2017
"5,136",LOOTAPALOOZA,24/11/2017
"131,625",OG,28/11/2017
"88,187",KARA,29/11/2017
"797,460",CORE,1/12/2017
"63,840",TEMP1,1/12/2017
"74,506",LOE,1/12/2017
"79,744",LOE,5/12/2017
"72,563",HERO_SKINS,19/12/2017
"187,900",LOOTAPALOOZA,21/12/2017
"620,303",CORE,22/12/2017
"36,613",TEMP1,22/12/2017
"44,170",LOE,22/12/2017
"64,142",KARA,26/12/2017
"740,852",CORE,30/12/2017
"43,299",TEMP1,30/12/2017
"61,534",NAXX,31/12/2017
"212,347",UNGORO,2/01/2018
"41,042",FP2,7/01/2018
"735,169",CORE,8/01/2018
"73,465",HERO_SKINS,10/01/2018
"53,731",KARA,11/01/2018
"27,415",INVALID,12/01/2018
"192,039",UNGORO,12/01/2018
"448,840",EXPERT1,14/01/2018
"99,649",OG,14/01/2018
"282,422",LOOTAPALOOZA,14/01/2018
"35,909",FP2,15/01/2018
"281,968",ICECROWN,16/01/2018
"94,703",OG,24/01/2018
"30,889",INVALID,25/01/2018
"26,725",HOF,26/01/2018
"89,429",GVG,26/01/2018
"87,292",HERO_SKINS,26/01/2018
"846,821",CORE,30/01/2018
"27,031",HOF,31/01/2018
"86,292",GVG,31/01/2018
"55,870",LOE,31/01/2018
"26,640",HOF,1/02/2018
"49,538",TEMP1,1/02/2018
"304,973",LOOTAPALOOZA,8/02/2018
"44,994",FP2,13/02/2018
"89,036",HERO_SKINS,18/02/2018
"286,526",ICECROWN,18/02/2018
"233,661",ICECROWN,23/02/2018
"42,381",FP2,24/02/2018
"83,377",HERO_SKINS,24/02/2018
"96,111",NAXX,25/02/2018
"41,875",FP2,27/02/2018
"91,258",KARA,3/03/2018
"269,258",UNGORO,3/03/2018
"349,770",LOOTAPALOOZA,4/03/2018
"579,218",EXPERT1,5/03/2018
"398,364",LOOTAPALOOZA,5/03/2018
"218,603",UNGORO,7/03/2018
"106,855",GVG,8/03/2018
"515,138",EXPERT1,10/03/2018
"367,486",LOOTAPALOOZA,10/03/2018
"53,152",FP2,11/03/2018
"431,710",EXPERT1,12/03/2018
"108,961",OG,12/03/2018
"155,491",GANGS,14/03/2018
"241,871",LOOTAPALOOZA,22/03/2018
"90,764",HERO_SKINS,27/03/2018
"43,680",INVALID,28/03/2018
"194,461",UNGORO,28/03/2018
"79,605",HERO_SKINS,30/03/2018
"240,487",ICECROWN,30/03/2018
"87,397",HERO_SKINS,31/03/2018
"257,028",ICECROWN,3/04/2018
"108,006",GVG,6/04/2018
"51,808",TEMP1,6/04/2018
"454,695",EXPERT1,7/04/2018
"253,697",ICECROWN,9/04/2018
"47,631",KARA,12/04/2018
"105,873",GILNEAS,18/04/2018
"686,261",CORE,21/04/2018
"37,702",KARA,29/04/2018
"99,073",GANGS,3/05/2018
"56,089",GVG,4/05/2018
"170,681",OG,1/04/2017
"83,095",FP2,2/04/2017
"517,328",EXPERT1,3/04/2017
"51,171",FP2,6/04/2017
"116,995",KARA,8/04/2017
"70,168",NAXX,13/04/2017
"152,759",OG,26/04/2017
"67,249",LOE,29/04/2017
"111,514",KARA,1/05/2017
"139,219",NAXX,8/05/2017
"301,281",GANGS,8/05/2017
"1,200,532",CORE,9/05/2017
"101,380",TEMP1,9/05/2017
"107,844",LOE,9/05/2017
"108,033",NAXX,10/05/2017
"347,253",UNGORO,11/05/2017
"59,932",FP2,14/05/2017
"107,824",GVG,18/05/2017
"1,008,312",CORE,26/05/2017
"21,311",INVALID,26/05/2017
"82,789",TEMP1,26/05/2017
"130,569",OG,2/06/2017
"526,973",EXPERT1,4/06/2017
"72,567",NAXX,8/06/2017
"76,544",HERO_SKINS,11/06/2017
"39,187",HOF,12/06/2017
"105,317",GVG,12/06/2017
"83,076",GVG,15/06/2017
"69,818",TEMP1,17/06/2017
"314,745",UNGORO,19/06/2017
"214,115",GANGS,25/06/2017
"85,507",NAXX,2/07/2017
"215,518",GANGS,2/07/2017
"50,586",FP2,3/07/2017
"218,525",GANGS,4/07/2017
"76,026",NAXX,6/07/2017
"436,750",EXPERT1,7/07/2017
"363,478",UNGORO,9/07/2017
"51,605",FP2,12/07/2017
"18,458",INVALID,14/07/2017
"100,351",NAXX,16/07/2017
"45,842",HOF,18/07/2017
"118,327",GVG,18/07/2017
"220,119",GANGS,19/07/2017
"640,474",CORE,20/07/2017
"21,882",INVALID,23/07/2017
"332,407",UNGORO,23/07/2017
"52,319",FP2,28/07/2017
"115,755",KARA,30/07/2017
"257,692",GANGS,31/07/2017
"64,537",FP2,1/08/2017
"88,200",LOE,2/08/2017
"101,068",KARA,2/08/2017
"816,628",CORE,4/08/2017
"89,445",TEMP1,7/08/2017
"52,357",FP2,8/08/2017
"104,607",NAXX,14/08/2017
"577,444",EXPERT1,16/08/2017
"188,269",OG,16/08/2017
"58,800",FP2,21/08/2017
"393,736",ICECROWN,21/08/2017
"36,898",INVALID,22/08/2017
"73,445",TEMP1,22/08/2017
"167,644",OG,23/08/2017
"43,050",TEMP1,25/08/2017
"39,728",HOF,27/08/2017
"111,039",GVG,27/08/2017
"93,065",KARA,27/08/2017
"102,673",KARA,2/09/2017
"386,263",ICECROWN,5/09/2017
"97,932",HERO_SKINS,11/09/2017
"922,000",CORE,13/09/2017
"40,933",HOF,16/09/2017
"69,700",TEMP1,16/09/2017
"92,288",LOE,19/09/2017
"122,264",GVG,23/09/2017
"96,881",LOE,23/09/2017
"617,725",EXPERT1,24/09/2017
"35,918",INVALID,1/10/2017
"4,140",INVALID,2/10/2017
"39,032",UNGORO,2/10/2017
"306,212",GANGS,4/10/2017
"236,232",GANGS,5/10/2017
"108,835",HERO_SKINS,7/10/2017
"74,960",HERO_SKINS,13/10/2017
"65,960",LOE,13/10/2017
"836,830",CORE,14/10/2017
"128,610",OG,16/10/2017
"183,350",GANGS,18/10/2017
"34,665",HOF,29/10/2017
"76,791",LOE,29/10/2017
"26,050",HOF,2/11/2017
"71,194",HERO_SKINS,2/11/2017
"56,601",LOE,2/11/2017
"79,984",KARA,4/11/2017
"478,134",EXPERT1,6/11/2017
"127,245",OG,6/11/2017
"90,325",KARA,7/11/2017
"92,629",KARA,11/11/2017
"309,905",UNGORO,11/11/2017
"140,133",OG,12/11/2017
"79,539",NAXX,14/11/2017
"45,190",FP2,15/11/2017
"38,431",HOF,19/11/2017
"51,811",TEMP1,23/11/2017
"237,044",UNGORO,23/11/2017
"44,866",FP2,25/11/2017
"346,594",ICECROWN,25/11/2017
"310,994",UNGORO,26/11/2017
"83,111",NAXX,28/11/2017
"250,050",GANGS,28/11/2017
"96,418",HERO_SKINS,5/12/2017
"343,977",ICECROWN,5/12/2017
"254,282",ICECROWN,10/12/2017
"73,398",GVG,12/12/2017
"40,052",TEMP1,12/12/2017
"19,556",HOF,14/12/2017
"61,705",GVG,14/12/2017
"40,730",LOE,14/12/2017
"55,297",NAXX,18/12/2017
"54,646",NAXX,20/12/2017
"233,098",LOOTAPALOOZA,29/12/2017
"81,515",HERO_SKINS,2/01/2018
"152,205",GANGS,4/01/2018
"33,660",FP2,5/01/2018
"29,082",HOF,13/01/2018
"94,455",OG,16/01/2018
"263,942",LOOTAPALOOZA,16/01/2018
"184,842",UNGORO,18/01/2018
"73,646",NAXX,20/01/2018
"78,393",NAXX,21/01/2018
"190,152",GANGS,24/01/2018
"76,926",NAXX,2/02/2018
"45,562",FP2,4/02/2018
"82,410",HERO_SKINS,5/02/2018
"70,395",KARA,6/02/2018
"73,116",KARA,9/02/2018
"118,326",OG,11/02/2018
"363,043",LOOTAPALOOZA,11/02/2018
"78,459",HERO_SKINS,14/02/2018
"709,805",CORE,15/02/2018
"44,225",TEMP1,15/02/2018
"50,445",LOE,15/02/2018
"46,007",INVALID,17/02/2018
"224,726",UNGORO,17/02/2018
"120,397",OG,18/02/2018
"438,651",EXPERT1,19/02/2018
"444,431",EXPERT1,20/02/2018
"430,300",EXPERT1,21/02/2018
"103,377",OG,21/02/2018
"46,061",INVALID,25/02/2018
"51,868",TEMP1,25/02/2018
"43,971",FP2,28/02/2018
"15,390",NAXX,1/03/2018
"77,093",NAXX,2/03/2018
"57,989",FP2,3/03/2018
"90,373",HERO_SKINS,7/03/2018
"84,212",HERO_SKINS,8/03/2018
"181,326",GANGS,12/03/2018
"166,577",GANGS,13/03/2018
"701,604",CORE,14/03/2018
"99,080",GVG,14/03/2018
"636,818",CORE,15/03/2018
"52,064",KARA,15/03/2018
"190,586",GANGS,18/03/2018
"172,135",GANGS,19/03/2018
"395,905",EXPERT1,20/03/2018
"99,744",OG,20/03/2018
"273,388",LOOTAPALOOZA,20/03/2018
"68,048",HERO_SKINS,29/03/2018
"203,401",ICECROWN,29/03/2018
"314,551",LOOTAPALOOZA,1/04/2018
"436,255",EXPERT1,3/04/2018
"93,375",NAXX,4/04/2018
"24,334",HOF,5/04/2018
"432,774",EXPERT1,9/04/2018
"54,720",KARA,10/04/2018
"93,125",HERO_SKINS,13/04/2018
"44,331",INVALID,15/04/2018
"50,892",KARA,16/04/2018
"188,195",UNGORO,16/04/2018
"62,677",NAXX,18/04/2018
"35,598",INVALID,20/04/2018
"39,299",INVALID,22/04/2018
"234,979",UNGORO,22/04/2018
"605,916",CORE,25/04/2018
"32,181",INVALID,25/04/2018
"69,857",TEMP1,25/04/2018
"64,127",GILNEAS,26/04/2018
"76,028",HERO_SKINS,28/04/2018
"74,278",GILNEAS,29/04/2018
"223,123",LOOTAPALOOZA,1/05/2018
"23,411",INVALID,3/05/2018
"128,888",UNGORO,3/05/2018
5,TB,25/01/2018
"578,338",EXPERT1,2/04/2017
"174,022",OG,2/04/2017
"925,291",CORE,3/04/2017
"84,587",KARA,3/04/2017
"878,095",CORE,4/04/2017
"57,590",HOF,4/04/2017
"131,586",GVG,4/04/2017
"115,498",TEMP1,4/04/2017
"86,851",NAXX,5/04/2017
"398,753",EXPERT1,6/04/2017
"118,668",OG,6/04/2017
"889,326",CORE,13/04/2017
"6,904",FP2,17/04/2017
"42,063",HOF,18/04/2017
"94,560",HERO_SKINS,18/04/2017
"100,511",KARA,21/04/2017
"849,495",CORE,24/04/2017
"35,341",HOF,24/04/2017
"86,556",GVG,24/04/2017
"85,932",HERO_SKINS,25/04/2017
"59,430",HOF,4/05/2017
"153,484",GVG,4/05/2017
"111,771",LOE,4/05/2017
"141,502",KARA,6/05/2017
"502,690",EXPERT1,12/05/2017
"615,317",EXPERT1,14/05/2017
"175,651",OG,14/05/2017
"111,912",GVG,15/05/2017
"830,065",CORE,1/06/2017
"37,826",HOF,1/06/2017
"105,173",GVG,1/06/2017
"18,084",INVALID,2/06/2017
"22,035",INVALID,4/06/2017
"368,146",UNGORO,4/06/2017
"520,828",EXPERT1,5/06/2017
"158,176",OG,5/06/2017
"92,197",NAXX,6/06/2017
"21,254",HOF,7/06/2017
"55,589",GVG,7/06/2017
"210,275",GANGS,10/06/2017
"79,000",NAXX,13/06/2017
"197,024",GANGS,13/06/2017
"391,674",EXPERT1,16/06/2017
"119,557",OG,16/06/2017
"79,950",NAXX,20/06/2017
"375,593",EXPERT1,22/06/2017
"111,971",OG,22/06/2017
"35,989",FP2,23/06/2017
"823,849",CORE,25/06/2017
"37,360",HOF,25/06/2017
"70,366",TEMP1,25/06/2017
"843,168",CORE,2/07/2017
"141,977",OG,3/07/2017
"76,250",TEMP1,4/07/2017
"78,468",LOE,4/07/2017
"17,486",INVALID,7/07/2017
"72,017",TEMP1,7/07/2017
"305,822",UNGORO,7/07/2017
"145,669",OG,12/07/2017
"77,425",NAXX,13/07/2017
"856,929",CORE,15/07/2017
"110,441",GVG,15/07/2017
"936,713",CORE,16/07/2017
"78,898",LOE,19/07/2017
"36,990",FP2,20/07/2017
"238,213",GANGS,25/07/2017
"135,097",OG,28/07/2017
"62,667",FP2,29/07/2017
"553,481",EXPERT1,1/08/2017
"173,849",OG,1/08/2017
"744,947",CORE,3/08/2017
"36,869",HOF,3/08/2017
"95,184",GVG,3/08/2017
"446,758",EXPERT1,8/08/2017
"142,448",OG,8/08/2017
"40,030",ICECROWN,10/08/2017
"332,470",GANGS,12/08/2017
"1,147,972",CORE,14/08/2017
"397,754",ICECROWN,19/08/2017
"271,705",GANGS,24/08/2017
"325,076",UNGORO,26/08/2017
"572,778",EXPERT1,29/08/2017
"533,835",EXPERT1,31/08/2017
"34,112",HOF,7/09/2017
"314,952",GANGS,9/09/2017
"37,694",HOF,12/09/2017
"110,181",GVG,12/09/2017
"49,852",FP2,13/09/2017
"335,946",ICECROWN,13/09/2017
"398,378",ICECROWN,17/09/2017
"508,298",EXPERT1,21/09/2017
"89,396",NAXX,22/09/2017
"74,839",TEMP1,24/09/2017
"38,052",HOF,25/09/2017
"98,597",KARA,26/09/2017
"1,030,574",CORE,30/09/2017
"34,291",INVALID,30/09/2017
"72,038",TEMP1,30/09/2017
"84,068",NAXX,6/10/2017
"305,074",ICECROWN,17/10/2017
"76,543",NAXX,21/10/2017
"198,565",GANGS,26/10/2017
"28,683",HOF,27/10/2017
"79,639",GVG,27/10/2017
"360,398",ICECROWN,29/10/2017
"315,967",ICECROWN,30/10/2017
"42,051",FP2,1/11/2017
"298,676",ICECROWN,1/11/2017
"36,597",FP2,2/11/2017
"73,384",HERO_SKINS,3/11/2017
"51,133",FP2,5/11/2017
"468,419",EXPERT1,8/11/2017
"244,938",GANGS,13/11/2017
"83,004",NAXX,18/11/2017
"240,442",GANGS,20/11/2017
"807,924",CORE,22/11/2017
"85,816",KARA,22/11/2017
"5,502",LOOTAPALOOZA,25/11/2017
"99,778",GVG,27/11/2017
"23,788",HOF,7/12/2017
"69,554",GVG,7/12/2017
"51,330",LOE,7/12/2017
"164,105",GANGS,9/12/2017
