total_plays,card_set,game_date
"1,938,982",UNGORO,8/03/2018
"920,448",OG,10/03/2018
"809,351",KARA,11/03/2018
"642,226",KARA,16/03/2018
"461,676",HERO_SKINS,21/03/2018
"2,695,539",EXPERT1,22/03/2018
"660,420",OG,22/03/2018
"851,924",OG,7/04/2018
"3,287,495",LOOTAPALOOZA,7/04/2018
"831,060",TEMP1,12/04/2018
"10,126,638",UNGORO,13/04/2018
654,KARA,14/04/2018
703,NAXX,15/04/2018
447,NAXX,16/04/2018
"1,500,166",TEMP1,21/04/2018
"5,961,420",EXPERT1,24/04/2018
376,NAXX,25/04/2018
432,HOF,26/04/2018
880,GVG,26/04/2018
232,LOE,26/04/2018
243,LOE,29/04/2018
11,NAXX,23/07/2017
11,HOF,5/12/2017
23,GVG,22/12/2017
15,TEMP1,10/02/2018
12,GVG,14/02/2018
44,NAXX,15/02/2018
32,TEMP1,27/04/2017
3,FP2,15/05/2017
2,HOF,20/06/2017
1,NAXX,12/12/2017
9,FP2,22/01/2018
5,HOF,12/11/2017
7,NAXX,17/02/2018
8,LOE,27/04/2017
7,TEMP1,11/01/2018
6,GVG,6/08/2017
9,LOE,6/08/2017
3,HOF,21/10/2017
2,GVG,7/05/2017
3,INVALID,13/04/2018
2,HOF,27/04/2017
2,LOE,29/09/2017
4,NAXX,11/11/2017
3,TEMP1,26/06/2017
5,HOF,11/01/2018
1,LOE,26/10/2017
4,HOF,22/12/2017
5,HOF,22/09/2017
1,GVG,22/09/2017
1,HOF,29/11/2017
3,TEMP1,29/11/2017
2,FP2,24/06/2017
2,LOE,25/07/2017
2,TEMP1,6/10/2017
1,NAXX,22/08/2017
1,TEMP1,21/10/2017
"60,754",TEMP1,7/04/2017
"59,295",LOE,7/04/2017
"13,146,100",UNGORO,8/04/2017
"6,436,549",EXPERT1,21/04/2017
"248,414",INVALID,1/05/2017
"7,864,511",UNGORO,1/05/2017
"711,842",HERO_SKINS,2/05/2017
"9,199,586",CORE,3/05/2017
"2,159,778",GANGS,11/05/2017
8,NAXX,16/05/2017
"4,022,804",EXPERT1,18/05/2017
24,TB,21/05/2017
"2,015,647",GANGS,29/05/2017
"1,161,333",KARA,31/05/2017
"3,787,549",UNGORO,9/06/2017
"6,258,435",CORE,11/06/2017
"911,913",KARA,14/06/2017
"393,586",HERO_SKINS,30/06/2017
"910,021",KARA,30/06/2017
"1,165,889",OG,2/07/2017
5,GVG,3/07/2017
"3,458,714",EXPERT1,4/07/2017
"1,138,012",OG,4/07/2017
"2,103,536",GANGS,9/07/2017
"2,255,115",GANGS,17/07/2017
"1,097,284",OG,19/07/2017
"3,445,028",EXPERT1,29/07/2017
"137,161",INVALID,30/07/2017
"130,595",INVALID,2/08/2017
"1,231,516",KARA,6/08/2017
"2,517,098",GANGS,9/08/2017
"599,536",HERO_SKINS,18/08/2017
"11,220,933",CORE,21/08/2017
"1,207,662",KARA,21/08/2017
5,FP2,30/08/2017
"268,160",INVALID,2/09/2017
"4,625,429",UNGORO,2/09/2017
"10,610,729",CORE,3/09/2017
"4,732,363",UNGORO,3/09/2017
"1,072,922",KARA,5/09/2017
"4,774,940",EXPERT1,7/09/2017
"1,406,682",OG,7/09/2017
"721,451",HERO_SKINS,9/09/2017
"270,337",INVALID,13/09/2017
"5,411,803",EXPERT1,25/09/2017
"5,311,975",EXPERT1,26/09/2017
"5,125,257",ICECROWN,4/10/2017
"186,698",INVALID,14/10/2017
"2,741,590",ICECROWN,18/10/2017
11,NAXX,20/10/2017
"6,771,774",CORE,21/10/2017
"134,497",INVALID,30/10/2017
"2,558,566",ICECROWN,31/10/2017
"6,969,733",CORE,7/11/2017
"167,488",INVALID,7/11/2017
"3,374,473",UNGORO,7/11/2017
"2,587,524",GANGS,11/11/2017
"3,469,293",ICECROWN,13/11/2017
"5,802,650",CORE,15/11/2017
"851,200",KARA,15/11/2017
"3,293,456",ICECROWN,20/11/2017
"827,949",OG,22/11/2017
"43,374",LOOTAPALOOZA,22/11/2017
"2,235,720",GANGS,26/11/2017
"1,031,563",KARA,3/12/2017
"6,521,359",CORE,5/12/2017
10,TEMP1,5/12/2017
"3,042,802",UNGORO,6/12/2017
"1,182,641",KARA,8/12/2017
32,GVG,10/12/2017
"893,787",KARA,15/12/2017
"3,019,270",ICECROWN,18/12/2017
"4,390,382",EXPERT1,23/12/2017
"3,592,386",LOOTAPALOOZA,23/12/2017
"2,795,200",ICECROWN,25/12/2017
"785,783",KARA,27/12/2017
"650,681",HERO_SKINS,28/12/2017
"232,867",INVALID,2/01/2018
"795,895",OG,3/01/2018
"739,513",OG,4/01/2018
"2,629,281",UNGORO,5/01/2018
"850,321",HERO_SKINS,7/01/2018
"2,359,120",GANGS,9/01/2018
"733,636",HERO_SKINS,22/01/2018
"1,984,234",GANGS,25/01/2018
"695,756",HERO_SKINS,31/01/2018
18,GVG,4/02/2018
"2,192,929",GANGS,6/02/2018
"2,614,935",GANGS,9/02/2018
"3,077,795",UNGORO,9/02/2018
"684,271",HERO_SKINS,13/02/2018
"2,315,772",ICECROWN,20/02/2018
"626,704",HERO_SKINS,27/02/2018
"237,761",ICECROWN,1/03/2018
"1,350,137",ICECROWN,2/03/2018
"6,630,271",CORE,3/03/2018
"1,942,877",ICECROWN,6/03/2018
"5,581,543",CORE,7/03/2018
"231,461",INVALID,7/03/2018
"812,028",OG,13/03/2018
"221,242",INVALID,15/03/2018
"465,741",HERO_SKINS,16/03/2018
"5,258,769",CORE,28/03/2018
"4,738,784",CORE,29/03/2018
"1,896,706",UNGORO,5/04/2018
"5,546,392",CORE,6/04/2018
"219,826",INVALID,10/04/2018
"1,811,937",UNGORO,10/04/2018
346,LOE,12/04/2018
497,FP2,14/04/2018
"1,700",GANGS,16/04/2018
292,FP2,18/04/2018
"5,515,454",EXPERT1,25/04/2018
"609,786",TEMP1,28/04/2018
170,FP2,30/04/2018
"2,723,530",ICECROWN,30/04/2018
7,NAXX,22/04/2017
8,HOF,11/09/2017
5,GVG,11/09/2017
12,LOE,4/02/2018
15,NAXX,10/03/2018
18,GVG,14/05/2017
47,TEMP1,3/07/2017
4,LOE,3/07/2017
3,FP2,5/08/2017
13,LOE,8/08/2017
2,FP2,9/12/2017
13,HOF,10/12/2017
14,NAXX,8/02/2018
10,TEMP1,14/02/2018
7,LOE,14/02/2018
5,HOF,28/02/2018
11,NAXX,5/03/2018
2,FP2,28/06/2017
13,GVG,8/08/2017
10,FP2,20/12/2017
7,TEMP1,7/03/2018
11,LOE,14/05/2017
5,GVG,16/06/2017
9,HOF,3/07/2017
3,NAXX,17/08/2017
4,NAXX,14/01/2018
9,NAXX,28/01/2018
15,TEMP1,22/05/2017
1,FP2,31/10/2017
7,GVG,5/06/2017
2,TEMP1,11/09/2017
16,GVG,28/02/2018
16,NAXX,4/03/2018
2,TB,13/05/2017
3,TEMP1,11/06/2017
2,FP2,13/11/2017
3,NAXX,3/06/2017
6,FP2,6/07/2017
3,TEMP1,3/09/2017
9,FP2,24/07/2017
2,LOE,9/10/2017
1,HOF,22/10/2017
5,HOF,4/02/2018
4,GVG,14/09/2017
5,HOF,28/07/2017
2,GVG,12/07/2017
3,GVG,1/08/2017
6,HOF,8/08/2017
3,GVG,28/07/2017
1,FP2,20/05/2017
2,FP2,8/07/2017
4,FP2,20/11/2017
1,GVG,22/10/2017
1,LOE,1/08/2017
2,HOF,6/08/2017
1,TEMP1,12/07/2017
3,LOE,5/06/2017
"1,410,594",OG,1/04/2017
"621,602",FP2,2/04/2017
"3,892,916",EXPERT1,3/04/2017
"334,106",FP2,6/04/2017
"2,548,483",KARA,8/04/2017
"1,755,749",OG,26/04/2017
"1,766,206",KARA,1/05/2017
"2,843,891",GANGS,8/05/2017
"8,787,887",CORE,9/05/2017
3,TEMP1,9/05/2017
"4,911,848",UNGORO,11/05/2017
"6,438,363",CORE,26/05/2017
"147,895",INVALID,26/05/2017
18,TEMP1,26/05/2017
"1,174,335",OG,2/06/2017
"4,410,130",EXPERT1,4/06/2017
"476,036",HERO_SKINS,11/06/2017
"3,740,794",UNGORO,19/06/2017
"1,919,559",GANGS,25/06/2017
"2,010,836",GANGS,2/07/2017
"1,976,980",GANGS,4/07/2017
"3,215,172",EXPERT1,7/07/2017
"4,047,789",UNGORO,9/07/2017
"125,000",INVALID,14/07/2017
"2,052,318",GANGS,19/07/2017
"4,251,616",CORE,20/07/2017
"131,854",INVALID,23/07/2017
"3,490,308",UNGORO,23/07/2017
"1,072,333",KARA,30/07/2017
"2,206,758",GANGS,31/07/2017
"1,107,787",KARA,2/08/2017
"5,582,248",CORE,4/08/2017
"6,465,625",EXPERT1,16/08/2017
"2,255,004",OG,16/08/2017
"5,328,505",ICECROWN,21/08/2017
"326,898",INVALID,22/08/2017
"1,751,207",OG,23/08/2017
"997,835",KARA,27/08/2017
"1,168,421",KARA,2/09/2017
"4,631,779",ICECROWN,5/09/2017
"658,427",HERO_SKINS,11/09/2017
"8,226,688",CORE,13/09/2017
"6,013,588",EXPERT1,24/09/2017
"251,370",INVALID,1/10/2017
"25,963",INVALID,2/10/2017
"521,708",UNGORO,2/10/2017
"3,657,869",GANGS,4/10/2017
"2,758,209",GANGS,5/10/2017
"866,239",HERO_SKINS,7/10/2017
"629,691",HERO_SKINS,13/10/2017
"7,102,694",CORE,14/10/2017
"1,034,817",OG,16/10/2017
"2,058,345",GANGS,18/10/2017
"560,666",HERO_SKINS,2/11/2017
"909,899",KARA,4/11/2017
"4,253,494",EXPERT1,6/11/2017
"1,022,555",OG,6/11/2017
"970,940",KARA,7/11/2017
"981,952",KARA,11/11/2017
"3,381,036",UNGORO,11/11/2017
"1,050,800",OG,12/11/2017
"2,484,636",UNGORO,23/11/2017
"3,158,259",ICECROWN,25/11/2017
"3,129,106",UNGORO,26/11/2017
"2,098,193",GANGS,28/11/2017
"659,159",HERO_SKINS,5/12/2017
"3,594,580",ICECROWN,5/12/2017
"3,733,689",ICECROWN,10/12/2017
"3,355,222",LOOTAPALOOZA,29/12/2017
"865,501",HERO_SKINS,2/01/2018
"2,295,103",GANGS,4/01/2018
"671,572",OG,16/01/2018
"3,367,545",LOOTAPALOOZA,16/01/2018
"2,083,366",UNGORO,18/01/2018
4,NAXX,21/01/2018
"2,154,564",GANGS,24/01/2018
42,TB,25/01/2018
"666,848",HERO_SKINS,5/02/2018
"873,341",KARA,6/02/2018
"1,043,204",KARA,9/02/2018
"1,201,793",OG,11/02/2018
"4,958,041",LOOTAPALOOZA,11/02/2018
"634,882",HERO_SKINS,14/02/2018
"6,577,929",CORE,15/02/2018
42,TEMP1,15/02/2018
20,LOE,15/02/2018
"302,054",INVALID,17/02/2018
"2,836,404",UNGORO,17/02/2018
"1,172,204",OG,18/02/2018
"4,162,268",EXPERT1,19/02/2018
"4,020,443",EXPERT1,20/02/2018
"3,854,686",EXPERT1,21/02/2018
"946,532",OG,21/02/2018
"290,713",INVALID,25/02/2018
14,NAXX,1/03/2018
11,NAXX,2/03/2018
32,FP2,3/03/2018
"518,343",HERO_SKINS,7/03/2018
"484,275",HERO_SKINS,8/03/2018
"1,744,727",GANGS,12/03/2018
"1,769,147",GANGS,13/03/2018
"5,194,407",CORE,14/03/2018
"4,668,727",CORE,15/03/2018
"586,411",KARA,15/03/2018
"1,910,867",GANGS,18/03/2018
"1,734,893",GANGS,19/03/2018
"3,090,694",EXPERT1,20/03/2018
"760,030",OG,20/03/2018
"2,871,128",LOOTAPALOOZA,20/03/2018
"433,803",HERO_SKINS,29/03/2018
"1,587,135",ICECROWN,29/03/2018
"3,638,044",LOOTAPALOOZA,1/04/2018
"3,636,843",EXPERT1,3/04/2018
"3,334,485",EXPERT1,9/04/2018
"628,193",KARA,10/04/2018
"2,909,900",HERO_SKINS,13/04/2018
460,KARA,16/04/2018
"7,200,991",UNGORO,16/04/2018
319,NAXX,18/04/2018
"6,933,000",UNGORO,22/04/2018
"8,638,647",CORE,25/04/2018
"997,643",TEMP1,25/04/2018
"1,794,897",GILNEAS,26/04/2018
"1,147,218",HERO_SKINS,28/04/2018
"1,939,598",GILNEAS,29/04/2018
"546,776",LOOTAPALOOZA,1/05/2018
7,NAXX,13/04/2017
6,FP2,14/05/2017
12,TEMP1,7/08/2017
10,GVG,23/09/2017
6,TEMP1,23/11/2017
10,NAXX,20/12/2017
1,TB,6/01/2018
7,NAXX,20/01/2018
2,FP2,4/02/2018
11,TEMP1,25/02/2018
1,NAXX,16/07/2017
17,GVG,18/07/2017
9,FP2,15/11/2017
5,GVG,14/12/2017
3,GVG,18/05/2017
3,NAXX,14/11/2017
4,NAXX,10/05/2017
6,NAXX,8/06/2017
2,NAXX,2/07/2017
2,FP2,8/08/2017
3,TEMP1,22/08/2017
7,FP2,28/02/2018
5,LOE,29/04/2017
3,HOF,18/07/2017
5,LOE,23/09/2017
1,NAXX,18/12/2017
4,NAXX,2/02/2018
4,LOE,2/11/2017
4,GVG,12/12/2017
1,GVG,12/06/2017
1,NAXX,6/07/2017
3,LOE,14/12/2017
2,LOE,9/05/2017
5,TEMP1,17/06/2017
2,HOF,19/11/2017
2,FP2,21/08/2017
1,HOF,29/10/2017
1,HOF,14/12/2017
2,FP2,12/07/2017
2,FP2,28/07/2017
3,HOF,12/06/2017
1,LOE,29/10/2017
2,GVG,27/08/2017
1,FP2,5/01/2018
2,GVG,15/06/2017
"47,582",INVALID,3/04/2017
"954,447",TEMP1,3/04/2017
"229,326",INVALID,16/04/2017
"8,893,500",UNGORO,16/04/2017
"1,509,162",CORE,17/04/2017
14,GVG,22/04/2017
"7,035,877",EXPERT1,23/04/2017
"2,193,848",OG,23/04/2017
"5,049,611",EXPERT1,2/05/2017
"141,808",INVALID,15/05/2017
"4,716,672",UNGORO,15/05/2017
"4,280,827",EXPERT1,17/05/2017
"1,305,188",OG,17/05/2017
"1,101,024",KARA,18/05/2017
"2,377,040",GANGS,20/05/2017
"2,086,348",GANGS,24/05/2017
10,LOE,26/05/2017
"1,137,553",KARA,26/05/2017
"4,459,782",UNGORO,30/05/2017
"1,291,707",OG,6/06/2017
"74,132",INVALID,7/06/2017
"1,061,421",KARA,12/06/2017
"896,407",KARA,15/06/2017
5,LOE,19/06/2017
"402,925",HERO_SKINS,21/06/2017
"1,813,603",GANGS,24/06/2017
"143,507",INVALID,27/06/2017
"3,762,728",UNGORO,27/06/2017
"141,785",INVALID,1/07/2017
"3,958,588",UNGORO,1/07/2017
"6,022,351",CORE,4/07/2017
"1,695,613",GANGS,6/07/2017
"452,498",HERO_SKINS,10/07/2017
"132,089",INVALID,15/07/2017
"1,080,383",KARA,18/07/2017
"3,087,804",UNGORO,26/07/2017
"393,957",HERO_SKINS,29/07/2017
"381,956",HERO_SKINS,4/08/2017
"521,497",HERO_SKINS,9/08/2017
"6,733,969",EXPERT1,11/08/2017
"1,482,084",KARA,15/08/2017
"269,621",INVALID,16/08/2017
"689,961",KARA,25/08/2017
"3,291,287",GANGS,30/08/2017
"698,874",HERO_SKINS,4/09/2017
"1,702,371",OG,5/09/2017
"8,302,095",CORE,7/09/2017
"8,943,015",CORE,12/09/2017
"4,534,830",EXPERT1,15/09/2017
"619,797",HERO_SKINS,17/09/2017
"8,697,185",CORE,18/09/2017
"1,153,053",OG,21/09/2017
"1,298,525",KARA,23/09/2017
"268,023",INVALID,24/09/2017
"8,611,333",CORE,25/09/2017
"4,501,532",EXPERT1,28/09/2017
"996,595",OG,28/09/2017
"4,988,381",UNGORO,1/10/2017
"876,281",HERO_SKINS,8/10/2017
"4,715,735",ICECROWN,8/10/2017
"1,123,951",OG,9/10/2017
"4,161,300",ICECROWN,15/10/2017
"615,214",HERO_SKINS,17/10/2017
"119,511",INVALID,24/10/2017
"122,162",INVALID,25/10/2017
"569,783",HERO_SKINS,30/10/2017
"625,150",HERO_SKINS,1/11/2017
"2,982,466",ICECROWN,2/11/2017
"730,174",HERO_SKINS,5/11/2017
"959,394",OG,8/11/2017
"115,418",LOOTAPALOOZA,8/11/2017
"4,479,196",EXPERT1,12/11/2017
"2,275,400",GANGS,14/11/2017
"3,193,323",EXPERT1,16/11/2017
"50,392",LOOTAPALOOZA,17/11/2017
302,GVG,22/11/2017
"2,600,325",UNGORO,24/11/2017
"5,741,347",CORE,27/11/2017
"178,123",INVALID,27/11/2017
"2,925,133",UNGORO,27/11/2017
"41,126",LOOTAPALOOZA,3/12/2017
"5,047,007",CORE,7/12/2017
"3,444,110",LOOTAPALOOZA,8/12/2017
"4,233,159",EXPERT1,13/12/2017
"3,598,118",LOOTAPALOOZA,13/12/2017
"895,153",KARA,14/12/2017
"3,508,230",LOOTAPALOOZA,15/12/2017
"4,397,703",EXPERT1,19/12/2017
"742,142",OG,19/12/2017
"3,691,837",LOOTAPALOOZA,19/12/2017
"2,278,121",UNGORO,31/12/2017
14,FP2,2/01/2018
"3,692,949",ICECROWN,2/01/2018
"2,716,900",GANGS,7/01/2018
"4,328,241",EXPERT1,10/01/2018
"3,564,504",LOOTAPALOOZA,10/01/2018
"679,537",HERO_SKINS,12/01/2018
"756,912",HERO_SKINS,13/01/2018
"854,650",KARA,13/01/2018
7,TB,17/01/2018
"3,823,342",EXPERT1,19/01/2018
"3,144,223",LOOTAPALOOZA,19/01/2018
"2,323,530",GANGS,20/01/2018
"2,389,026",GANGS,22/01/2018
"4,386,678",EXPERT1,23/01/2018
13,GVG,28/01/2018
2,FP2,5/02/2018
"408,891",INVALID,11/02/2018
"2,465,524",ICECROWN,14/02/2018
"889,862",KARA,15/02/2018
"3,430,992",EXPERT1,22/02/2018
"3,378,408",LOOTAPALOOZA,22/02/2018
"3,884,306",EXPERT1,24/02/2018
28,FP2,8/03/2018
"1,779,175",ICECROWN,8/03/2018
"248,331",INVALID,20/03/2018
"786,889",OG,25/03/2018
"1,756,481",ICECROWN,28/03/2018
"3,533,829",EXPERT1,31/03/2018
"877,578",OG,31/03/2018
"269,161",INVALID,1/04/2018
"2,476,756",UNGORO,1/04/2018
"2,014,711",GANGS,2/04/2018
"5,548,994",ICECROWN,13/04/2018
"1,026",HOF,15/04/2018
"2,460",GVG,15/04/2018
"2,986,779",TEMP1,15/04/2018
739,LOE,15/04/2018
266,FP2,19/04/2018
"4,038,394",ICECROWN,19/04/2018
661,HOF,20/04/2018
"1,625",GVG,20/04/2018
"6,114,945",EXPERT1,23/04/2018
"1,643",OG,23/04/2018
397,LOE,25/04/2018
174,FP2,28/04/2018
9,GVG,26/05/2017
5,FP2,17/06/2017
5,GVG,14/07/2017
6,TEMP1,7/09/2017
5,LOE,22/11/2017
3,NAXX,28/12/2017
2,HOF,4/01/2018
7,FP2,3/09/2017
3,FP2,7/11/2017
20,GVG,31/12/2017
20,TB,24/01/2018
8,HOF,28/01/2018
5,FP2,7/03/2018
3,NAXX,30/06/2017
3,FP2,30/10/2017
4,NAXX,25/05/2017
6,GVG,4/07/2017
1,GVG,1/10/2017
8,TEMP1,22/11/2017
11,NAXX,20/11/2017
1,GVG,26/09/2017
5,FP2,1/05/2017
10,NAXX,25/07/2017
10,NAXX,18/08/2017
3,LOE,26/09/2017
2,HOF,23/12/2017
4,FP2,12/02/2018
1,HOF,19/07/2017
1,FP2,29/10/2017
1,FP2,30/07/2017
3,LOE,1/10/2017
2,HOF,22/11/2017
1,FP2,2/09/2017
1,TEMP1,5/05/2017
"7,916,261",CORE,1/04/2017
"52,162",INVALID,1/04/2017
"1,103,226",TEMP1,1/04/2017
"587,615",HOF,3/04/2017
38,GVG,3/04/2017
"850,676",LOE,4/04/2017
"714,400",KARA,4/04/2017
"2,751,379",OG,7/04/2017
"8,042,705",EXPERT1,10/04/2017
"2,208,087",OG,10/04/2017
"8,099,978",EXPERT1,11/04/2017
13,GVG,13/04/2017
"200,163",INVALID,26/04/2017
"6,375,344",UNGORO,26/04/2017
"2,087,038",GANGS,27/04/2017
"2,129,226",OG,1/05/2017
"1,730,993",OG,3/05/2017
"1,388,171",OG,22/05/2017
17,TEMP1,27/05/2017
"537,960",HERO_SKINS,1/06/2017
"1,192,132",OG,11/06/2017
"1,962,252",GANGS,20/06/2017
"5,338,195",CORE,28/06/2017
"1,005,637",KARA,4/07/2017
"5,531,366",CORE,7/07/2017
"936,931",KARA,7/07/2017
"383,241",HERO_SKINS,19/07/2017
"5,073,469",CORE,21/07/2017
15,TEMP1,27/07/2017
"2,413,267",GANGS,6/08/2017
"3,626,176",GANGS,18/08/2017
"289,211",INVALID,23/08/2017
"4,101,397",UNGORO,23/08/2017
"253,427",INVALID,28/08/2017
"1,872,124",OG,2/09/2017
"4,746,113",ICECROWN,4/09/2017
"644,431",HERO_SKINS,6/09/2017
"956,482",KARA,7/09/2017
"1,318,540",KARA,24/09/2017
"4,861,888",UNGORO,24/09/2017
"1,173,822",KARA,25/09/2017
"182,603",INVALID,28/09/2017
"2,763,159",GANGS,29/09/2017
"1,172,127",KARA,30/09/2017
"7,259,454",CORE,10/10/2017
"191,205",INVALID,10/10/2017
"3,672,781",UNGORO,10/10/2017
"188,829",INVALID,16/10/2017
"3,502,416",UNGORO,16/10/2017
"2,725,828",GANGS,21/10/2017
9,GVG,24/10/2017
12,LOE,25/10/2017
"5,277,992",CORE,27/10/2017
"4,007,355",EXPERT1,4/11/2017
"163,440",INVALID,6/11/2017
"3,376,131",UNGORO,6/11/2017
"1,036,955",OG,7/11/2017
"191,441",INVALID,12/11/2017
"61,313",LOOTAPALOOZA,15/11/2017
"2,208,937",GANGS,1/12/2017
"881,331",OG,6/12/2017
"31,551",LOOTAPALOOZA,6/12/2017
"762,341",KARA,7/12/2017
"206,225",INVALID,8/12/2017
"5,645,596",EXPERT1,10/12/2017
"4,186,819",LOOTAPALOOZA,10/12/2017
"775,918",HERO_SKINS,11/12/2017
"188,452",INVALID,13/12/2017
"6,873,163",CORE,15/12/2017
"240,729",INVALID,15/12/2017
"273,367",INVALID,17/12/2017
"250,023",INVALID,19/12/2017
"1,979,595",GANGS,22/12/2017
"224,717",INVALID,24/12/2017
"883,493",KARA,1/01/2018
"844,508",OG,2/01/2018
"822,733",KARA,4/01/2018
"4,591,398",EXPERT1,5/01/2018
"3,730,374",LOOTAPALOOZA,5/01/2018
"844,008",HERO_SKINS,6/01/2018
"3,798,381",ICECROWN,6/01/2018
"2,063,305",GANGS,11/01/2018
"3,196,842",ICECROWN,12/01/2018
"6,436,248",CORE,16/01/2018
"3,544,648",ICECROWN,27/01/2018
"7,047,486",CORE,2/02/2018
"676,714",HERO_SKINS,8/02/2018
"1,216,501",KARA,11/02/2018
16,LOE,16/02/2018
"326,337",INVALID,18/02/2018
"2,961,025",UNGORO,18/02/2018
"286,590",INVALID,19/02/2018
"2,553,791",UNGORO,19/02/2018
"6,416,238",CORE,21/02/2018
"269,403",INVALID,21/02/2018
41,TEMP1,21/02/2018
"2,363,858",UNGORO,21/02/2018
"6,268,345",CORE,26/02/2018
"4,054,696",EXPERT1,28/02/2018
"3,778,549",LOOTAPALOOZA,28/02/2018
"966,788",OG,3/03/2018
"3,706,716",LOOTAPALOOZA,3/03/2018
"534,484",HERO_SKINS,4/03/2018
"828,214",OG,7/03/2018
"571,019",HERO_SKINS,10/03/2018
"520,958",HERO_SKINS,13/03/2018
"1,815,554",ICECROWN,14/03/2018
"1,997,761",ICECROWN,17/03/2018
"543,752",HERO_SKINS,18/03/2018
"677,323",KARA,20/03/2018
"1,968,457",UNGORO,20/03/2018
"412,990",HERO_SKINS,22/03/2018
"2,937,430",EXPERT1,26/03/2018
"3,283,180",EXPERT1,27/03/2018
"222,331",INVALID,30/03/2018
"1,983,164",UNGORO,30/03/2018
"2,282,616",UNGORO,3/04/2018
"725,115",OG,5/04/2018
"564,483",HERO_SKINS,7/04/2018
"2,115,131",UNGORO,9/04/2018
610,KARA,15/04/2018
"4,419,628",GILNEAS,16/04/2018
"3,787,779",ICECROWN,24/04/2018
833,GANGS,26/04/2018
"922,090",CORE,1/05/2018
94,GVG,1/05/2018
21,LOE,24/10/2017
19,GVG,25/10/2017
1,HOF,29/12/2017
37,TB,22/01/2018
26,LOE,11/02/2018
10,TEMP1,10/05/2017
6,GVG,16/07/2017
5,FP2,10/08/2017
11,GVG,8/09/2017
8,HOF,25/10/2017
3,TEMP1,27/10/2017
9,GVG,29/12/2017
3,FP2,18/05/2017
12,LOE,1/06/2017
4,LOE,27/11/2017
4,FP2,23/12/2017
4,HOF,13/04/2017
2,LOE,3/08/2017
6,LOE,12/09/2017
1,LOE,27/10/2017
5,FP2,25/01/2018
4,GVG,8/06/2017
2,GVG,7/07/2017
2,GVG,30/09/2017
4,NAXX,19/04/2017
13,GVG,2/02/2018
4,TEMP1,15/04/2017
1,FP2,28/04/2017
1,HOF,2/07/2017
4,HOF,16/07/2017
4,NAXX,14/09/2017
2,LOE,15/05/2017
1,HOF,14/11/2017
1,HOF,30/09/2017
2,NAXX,15/10/2017
1,FP2,22/11/2017
2,TEMP1,25/10/2017
2,HOF,24/10/2017
4,NAXX,31/01/2018
2,HOF,8/06/2017
4,HOF,27/05/2017
4,TEMP1,3/08/2017
3,FP2,10/07/2017
4,GVG,4/06/2017
1,HOF,28/11/2017
1,NAXX,11/10/2017
1,LOE,15/07/2017
1,LOE,14/11/2017
"665,041",HOF,1/04/2017
"393,058",HERO_SKINS,3/04/2017
"375,740",HERO_SKINS,4/04/2017
"3,946,136",GANGS,7/04/2017
"1,721,050",KARA,16/04/2017
"1,550,842",OG,29/04/2017
"1,410,939",KARA,30/04/2017
13,NAXX,1/05/2017
"8,367,955",CORE,2/05/2017
35,GVG,2/05/2017
"722,219",HERO_SKINS,5/05/2017
"148,036",INVALID,12/05/2017
"6,808,094",CORE,15/05/2017
"1,162,695",KARA,15/05/2017
"2,122,999",GANGS,17/05/2017
55,TB,19/05/2017
"5,092,082",UNGORO,20/05/2017
26,NAXX,22/05/2017
"4,319,474",EXPERT1,23/05/2017
"4,342,321",UNGORO,24/05/2017
"1,144,889",KARA,30/05/2017
"6,247,337",CORE,2/06/2017
"1,214,702",KARA,3/06/2017
"7,298,405",CORE,4/06/2017
"2,275,981",GANGS,6/06/2017
"5,568,350",CORE,8/06/2017
16,NAXX,11/06/2017
"1,778,842",GANGS,16/06/2017
"431,208",HERO_SKINS,25/06/2017
"971,541",KARA,27/06/2017
"439,705",HERO_SKINS,2/07/2017
"1,993,491",GANGS,3/07/2017
"431,946",HERO_SKINS,4/07/2017
"3,301,712",UNGORO,6/07/2017
8,LOE,8/07/2017
"2,295,567",GANGS,12/07/2017
"3,188,772",EXPERT1,13/07/2017
"441,708",HERO_SKINS,16/07/2017
"1,211,765",OG,2/08/2017
"1,271,707",OG,7/08/2017
"7,622,522",EXPERT1,13/08/2017
"6,804,258",ICECROWN,15/08/2017
"11,915,862",CORE,16/08/2017
"3,008,949",ICECROWN,25/08/2017
"3,785,077",UNGORO,30/08/2017
"1,020,919",KARA,6/09/2017
"611,796",HERO_SKINS,7/09/2017
"317,931",INVALID,9/09/2017
"3,580,706",GANGS,11/09/2017
"1,302,506",OG,19/09/2017
"290,760",INVALID,20/09/2017
"4,247,945",UNGORO,20/09/2017
2,GVG,24/09/2017
"3,074,353",GANGS,9/10/2017
"3,654,214",EXPERT1,11/10/2017
"3,749,502",EXPERT1,12/10/2017
"4,815,765",CORE,25/10/2017
"125,007",INVALID,26/10/2017
"6,806,399",CORE,6/11/2017
5,HOF,6/11/2017
"3,116,018",UNGORO,13/11/2017
"3,022,688",UNGORO,18/11/2017
"578,452",HERO_SKINS,22/11/2017
"845,903",KARA,27/11/2017
"214,403",INVALID,26/12/2017
"693,514",HERO_SKINS,29/12/2017
"3,493,386",LOOTAPALOOZA,30/12/2017
"740,835",KARA,31/12/2017
"805,336",HERO_SKINS,1/01/2018
"3,004,342",UNGORO,7/01/2018
"6,085,165",CORE,19/01/2018
