total_plays,card_set,game_date
"2,248,807",GANGS,22/05/2017
"156,849",INVALID,23/05/2017
"528,369",HERO_SKINS,24/05/2017
"504,607",HERO_SKINS,25/05/2017
4,LOE,4/06/2017
"433,374",HERO_SKINS,8/06/2017
"2,123,477",GANGS,11/06/2017
"1,046,853",OG,19/06/2017
"3,890,797",UNGORO,20/06/2017
"1,231,568",OG,9/07/2017
"1,148,426",OG,23/07/2017
"283,590",HERO_SKINS,27/07/2017
6,NAXX,29/07/2017
"496,093",HERO_SKINS,5/08/2017
"998,900",HERO_SKINS,11/08/2017
"2,151,841",OG,22/08/2017
"982,814",KARA,23/08/2017
"5,107,156",EXPERT1,27/08/2017
"257,520",INVALID,29/08/2017
"571,604",HERO_SKINS,30/08/2017
"8,233,957",CORE,31/08/2017
"9,705,926",CORE,1/09/2017
"1,113,713",KARA,1/09/2017
"4,449,081",UNGORO,1/09/2017
"3,993,219",GANGS,2/09/2017
"9,702,306",CORE,5/09/2017
"3,207,792",GANGS,13/09/2017
"7,826,530",CORE,15/09/2017
"3,572,620",GANGS,17/09/2017
2,LOE,20/09/2017
"4,234,163",UNGORO,22/09/2017
"5,037,880",ICECROWN,24/09/2017
"3,874,063",UNGORO,6/10/2017
"3,357,383",GANGS,7/10/2017
"1,016,570",OG,14/10/2017
"980,831",KARA,16/10/2017
"2,545,816",GANGS,17/10/2017
"770,795",KARA,19/10/2017
"3,405,673",UNGORO,21/10/2017
"724,267",KARA,26/10/2017
"547,816",HERO_SKINS,27/10/2017
"2,865,068",ICECROWN,27/10/2017
"2,280,956",GANGS,1/11/2017
"152,478",INVALID,4/11/2017
"963,101",KARA,6/11/2017
"2,638,541",GANGS,7/11/2017
"1,034,939",KARA,12/11/2017
"627,351",HERO_SKINS,14/11/2017
"5,408,306",CORE,17/11/2017
"5,948,956",CORE,21/11/2017
"711,071",OG,23/11/2017
"892,356",OG,26/11/2017
"5,597,426",CORE,29/11/2017
"180,958",INVALID,1/12/2017
"3,183,244",UNGORO,1/12/2017
"700,074",HERO_SKINS,13/12/2017
"7,790,403",CORE,17/12/2017
"7,216,970",CORE,19/12/2017
"230,775",INVALID,22/12/2017
"2,357,972",UNGORO,22/12/2017
"6,689,436",CORE,24/12/2017
"797,265",KARA,24/12/2017
"6,669,512",CORE,27/12/2017
"206,120",INVALID,30/12/2017
"2,468,603",UNGORO,30/12/2017
"3,305,203",ICECROWN,1/01/2018
"2,589,871",GANGS,2/01/2018
"6,904,170",CORE,10/01/2018
"2,314,145",UNGORO,11/01/2018
"2,181,611",GANGS,12/01/2018
23,LOE,19/01/2018
"7,061,990",CORE,23/01/2018
11,LOE,23/01/2018
28,NAXX,25/01/2018
65,TEMP1,26/01/2018
"781,857",OG,28/01/2018
"6,806,468",CORE,1/02/2018
"247,261",INVALID,1/02/2018
"5,093,231",EXPERT1,9/02/2018
"8,930,275",CORE,10/02/2018
"427,383",INVALID,10/02/2018
"3,330,239",UNGORO,10/02/2018
"3,111,159",ICECROWN,11/02/2018
"1,117,939",OG,17/02/2018
"989,456",KARA,18/02/2018
"2,387,342",ICECROWN,19/02/2018
"819,040",KARA,20/02/2018
"595,625",HERO_SKINS,21/02/2018
"2,214,370",ICECROWN,21/02/2018
17,LOE,23/02/2018
"726,983",KARA,23/02/2018
"769,489",KARA,24/02/2018
"1,788,438",GANGS,7/03/2018
"2,865,101",LOOTAPALOOZA,14/03/2018
"1,481,291",GANGS,15/03/2018
"1,828,213",ICECROWN,20/03/2018
"437,663",HERO_SKINS,23/03/2018
"3,196,743",EXPERT1,24/03/2018
"5,432,811",CORE,25/03/2018
"5,570,683",CORE,27/03/2018
"231,850",INVALID,27/03/2018
"1,630,615",GANGS,28/03/2018
"679,292",KARA,30/03/2018
"5,971,593",CORE,31/03/2018
"604,416",HERO_SKINS,2/04/2018
"803,246",KARA,3/04/2018
"234,969",INVALID,6/04/2018
"739,529",KARA,9/04/2018
"5,599,425",CORE,11/04/2018
"5,976,437",ICECROWN,15/04/2018
"7,441,746",EXPERT1,16/04/2018
"2,019",OG,22/04/2018
693,HOF,23/04/2018
"1,232,055",TEMP1,23/04/2018
516,LOE,23/04/2018
"1,250",OG,25/04/2018
246,KARA,26/04/2018
"3,558,181",UNGORO,26/04/2018
"2,503,895",EXPERT1,27/04/2018
750,GANGS,28/04/2018
24,FP2,1/05/2018
26,TEMP1,12/04/2017
16,NAXX,18/05/2017
6,TEMP1,10/09/2017
3,GVG,16/11/2017
5,NAXX,14/12/2017
8,TEMP1,23/01/2018
37,GVG,23/02/2018
4,HOF,23/04/2017
19,NAXX,21/05/2017
1,LOE,1/09/2017
2,NAXX,30/10/2017
4,HOF,16/11/2017
4,TEMP1,21/11/2017
5,LOE,21/11/2017
2,NAXX,23/12/2017
9,TEMP1,27/12/2017
8,MISSIONS,10/02/2018
9,NAXX,4/09/2017
2,FP2,30/09/2017
1,TB,1/12/2017
10,TEMP1,22/02/2018
7,LOE,10/09/2017
6,NAXX,8/10/2017
9,GVG,8/01/2018
7,HOF,12/05/2017
1,GVG,26/06/2017
3,FP2,7/07/2017
7,GVG,8/11/2017
3,TEMP1,17/11/2017
13,FP2,11/02/2018
3,GVG,29/11/2017
1,HOF,8/01/2018
6,NAXX,28/04/2017
5,GVG,1/09/2017
1,GVG,28/09/2017
1,LOE,3/10/2017
4,TEMP1,28/10/2017
2,NAXX,5/11/2017
3,TEMP1,8/11/2017
2,FP2,24/09/2017
8,FP2,24/10/2017
4,NAXX,1/11/2017
5,HOF,23/02/2018
2,FP2,29/12/2017
4,NAXX,23/06/2017
3,GVG,21/09/2017
7,GVG,23/04/2017
4,HOF,8/11/2017
2,TB,14/02/2018
3,TEMP1,14/04/2017
2,LOE,24/12/2017
3,HOF,28/08/2017
1,GVG,31/08/2017
1,GVG,15/09/2017
2,TEMP1,3/10/2017
2,NAXX,13/01/2018
2,LOE,15/01/2018
2,LOE,28/09/2017
"3,693,504",EXPERT1,4/04/2017
"1,150,750",OG,4/04/2017
"333,106",HERO_SKINS,5/04/2017
"2,260,694",KARA,7/04/2017
"2,180,557",OG,15/04/2017
"1,850,387",OG,24/04/2017
"5,307,404",EXPERT1,4/05/2017
"729,573",HERO_SKINS,7/05/2017
"197,624",INVALID,9/05/2017
"6,171,221",UNGORO,9/05/2017
"695,947",HERO_SKINS,13/05/2017
"7,199,521",CORE,22/05/2017
"1,258,779",KARA,22/05/2017
"4,854,365",UNGORO,22/05/2017
"4,077,766",EXPERT1,1/06/2017
"1,253,065",OG,1/06/2017
"1,944,329",EXPERT1,7/06/2017
"5,739,164",CORE,17/06/2017
"127,704",INVALID,17/06/2017
"3,831,392",UNGORO,17/06/2017
"444,818",HERO_SKINS,20/06/2017
"3,388,004",EXPERT1,25/06/2017
"1,101,424",OG,25/06/2017
"1,014,452",KARA,3/07/2017
"1,042,610",KARA,12/07/2017
"388,469",HERO_SKINS,13/07/2017
"3,576,243",EXPERT1,15/07/2017
"3,254,535",EXPERT1,19/07/2017
"96,789",INVALID,20/07/2017
"998,192",OG,21/07/2017
"2,119,653",GANGS,23/07/2017
"3,704,160",UNGORO,30/07/2017
"3,722,372",UNGORO,2/08/2017
"989,754",OG,3/08/2017
"3,856,381",UNGORO,7/08/2017
"284,394",INVALID,15/08/2017
"5,985,127",ICECROWN,20/08/2017
"4,125,049",ICECROWN,24/08/2017
"1,196,341",KARA,3/09/2017
"3,624,259",GANGS,6/09/2017
"9,212,372",CORE,11/09/2017
"1,060,094",KARA,11/09/2017
"1,449,778",OG,12/09/2017
"296,309",INVALID,16/09/2017
"4,342,546",UNGORO,19/09/2017
"4,444,175",ICECROWN,20/09/2017
"4,313,028",ICECROWN,22/09/2017
"371,458",GANGS,2/10/2017
"1,383,302",OG,4/10/2017
"788,848",HERO_SKINS,6/10/2017
"8,505,030",CORE,7/10/2017
"1,175,129",KARA,7/10/2017
"1,084,688",KARA,9/10/2017
"173,392",INVALID,13/10/2017
"3,199,748",UNGORO,13/10/2017
"3,546,233",UNGORO,14/10/2017
"704,362",HERO_SKINS,21/10/2017
"7,151,980",CORE,22/10/2017
"788,641",OG,27/10/2017
4,TEMP1,2/11/2017
"2,188,149",GANGS,3/11/2017
3,HOF,7/11/2017
"2,177,579",GANGS,9/11/2017
"3,373,719",ICECROWN,18/11/2017
"3,605,576",EXPERT1,22/11/2017
"1,776,233",GANGS,23/11/2017
"1,903,616",GANGS,30/11/2017
2,HOF,1/12/2017
"635,916",HERO_SKINS,1/12/2017
"921,042",OG,4/12/2017
"948,158",KARA,5/12/2017
"873,324",OG,11/12/2017
"178,005",INVALID,12/12/2017
"2,268,702",GANGS,12/12/2017
"215,753",INVALID,14/12/2017
"1,932,580",GANGS,21/12/2017
"696,587",HERO_SKINS,26/12/2017
"4,746,850",EXPERT1,1/01/2018
"8,232,377",CORE,2/01/2018
15,GVG,2/01/2018
6,TEMP1,2/01/2018
"3,858,700",LOOTAPALOOZA,3/01/2018
"4,540,398",EXPERT1,4/01/2018
"3,637,811",LOOTAPALOOZA,4/01/2018
"2,721,752",GANGS,6/01/2018
"3,839,562",ICECROWN,7/01/2018
"642,930",HERO_SKINS,11/01/2018
1,HOF,12/01/2018
"3,233,023",ICECROWN,15/01/2018
"1,818,773",GANGS,18/01/2018
"763,885",OG,21/01/2018
"3,612,062",ICECROWN,22/01/2018
21,NAXX,24/01/2018
"3,406,771",LOOTAPALOOZA,24/01/2018
"2,309,049",GANGS,27/01/2018
"2,087,599",GANGS,29/01/2018
"820,799",OG,3/02/2018
"916,478",KARA,4/02/2018
"6,657,661",CORE,5/02/2018
"251,926",INVALID,5/02/2018
"771,104",HERO_SKINS,10/02/2018
"8,180,730",CORE,12/02/2018
"359,812",INVALID,12/02/2018
"7,237,527",CORE,14/02/2018
"277,712",INVALID,15/02/2018
"2,449,796",UNGORO,15/02/2018
"4,236,702",EXPERT1,16/02/2018
"1,028,653",OG,16/02/2018
"2,074,263",GANGS,25/02/2018
"2,224,256",ICECROWN,27/02/2018
22,GVG,7/03/2018
38,TEMP1,8/03/2018
"3,087,264",LOOTAPALOOZA,13/03/2018
"1,731,469",UNGORO,15/03/2018
"1,765,275",ICECROWN,16/03/2018
"1,843,713",GANGS,17/03/2018
"3,183,952",LOOTAPALOOZA,17/03/2018
"842,881",OG,18/03/2018
"635,912",KARA,26/03/2018
"607,821",KARA,29/03/2018
"1,823,159",GANGS,7/04/2018
"1,027,580",HERO_SKINS,12/04/2018
"14,547,965",CORE,13/04/2018
"1,160",HOF,13/04/2018
"2,485",GVG,13/04/2018
"2,993,390",TEMP1,13/04/2018
751,LOE,13/04/2018
"5,892,352",ICECROWN,14/04/2018
"10,047,913",EXPERT1,15/04/2018
"1,337,899",TEMP1,19/04/2018
"6,037,214",UNGORO,19/04/2018
565,NAXX,22/04/2018
"2,031",GANGS,22/04/2018
173,FP2,26/04/2018
"5,677,076",CORE,28/04/2018
"1,356,494",HERO_SKINS,29/04/2018
19,GVG,22/05/2017
6,GVG,7/11/2017
4,NAXX,9/11/2017
1,GVG,19/11/2017
27,LOE,10/12/2017
19,HOF,2/01/2018
15,NAXX,18/01/2018
3,FP2,10/06/2017
2,FP2,25/07/2017
3,GVG,3/09/2017
10,NAXX,16/12/2017
7,LOE,11/09/2017
8,LOE,28/02/2018
12,LOE,7/10/2017
3,FP2,21/10/2017
24,HOF,3/03/2018
12,GVG,12/01/2018
17,NAXX,17/01/2018
3,TEMP1,5/02/2018
1,FP2,30/06/2017
5,FP2,31/05/2017
1,FP2,13/06/2017
4,FP2,20/08/2017
3,HOF,7/03/2018
1,HOF,7/05/2017
4,TEMP1,21/05/2017
3,LOE,22/10/2017
3,HOF,1/08/2017
4,HOF,21/05/2017
2,FP2,20/06/2017
2,NAXX,18/10/2017
3,NAXX,19/06/2017
2,TEMP1,15/10/2017
4,FP2,18/08/2017
1,NAXX,1/10/2017
2,FP2,28/12/2017
1,NAXX,26/07/2017
1,FP2,29/09/2017
1,LOE,14/09/2017
1,NAXX,5/07/2017
"11,125,759",CORE,12/04/2017
"11,634,609",CORE,14/04/2017
"1,214,538",HERO_SKINS,15/04/2017
"6,681,585",EXPERT1,19/04/2017
"8,678,228",CORE,26/04/2017
"162,973",INVALID,27/04/2017
"4,857,966",EXPERT1,29/04/2017
30,LOE,2/05/2017
"2,757,060",GANGS,3/05/2017
"1,357,030",OG,11/05/2017
"6,745,381",CORE,12/05/2017
"538,163",HERO_SKINS,27/05/2017
"3,738,547",EXPERT1,29/05/2017
25,TEMP1,2/06/2017
"1,295,664",KARA,4/06/2017
"2,356,019",GANGS,5/06/2017
"258,668",HERO_SKINS,7/06/2017
"4,071,256",UNGORO,10/06/2017
"1,135,075",OG,12/06/2017
"3,620,084",UNGORO,13/06/2017
"5,121,196",CORE,26/06/2017
"124,438",INVALID,26/06/2017
"3,364,849",UNGORO,26/06/2017
"2,825,374",EXPERT1,29/06/2017
"1,025,020",KARA,1/07/2017
"412,322",HERO_SKINS,7/07/2017
"3,580,167",EXPERT1,17/07/2017
"1,244,940",OG,18/07/2017
"3,283,924",UNGORO,25/07/2017
"1,787,935",GANGS,28/07/2017
"2,516,336",GANGS,1/08/2017
"348,540",HERO_SKINS,3/08/2017
"1,920,734",GANGS,8/08/2017
"1,714,699",KARA,12/08/2017
"1,382,670",KARA,16/08/2017
"6,170,295",EXPERT1,19/08/2017
"9,162,440",CORE,23/08/2017
"890,509",KARA,26/08/2017
"1,769,157",OG,27/08/2017
"8,352,292",CORE,28/08/2017
18,TEMP1,28/08/2017
"237,613",INVALID,31/08/2017
"255,151",INVALID,1/09/2017
"4,174,797",GANGS,3/09/2017
"4,076,431",ICECROWN,7/09/2017
"8,969,885",CORE,8/09/2017
9,HOF,8/09/2017
"4,409,477",UNGORO,9/09/2017
"10,431,943",CORE,10/09/2017
4,HOF,10/09/2017
"2,931,948",GANGS,14/09/2017
"264,393",INVALID,15/09/2017
"1,347,840",OG,23/09/2017
"4,576,986",ICECROWN,25/09/2017
"4,467,291",ICECROWN,26/09/2017
"3,760,402",UNGORO,29/09/2017
"868,490",HERO_SKINS,30/09/2017
"4,469,070",ICECROWN,30/09/2017
"8,633,299",CORE,3/10/2017
"199,569",INVALID,6/10/2017
"728,736",HERO_SKINS,10/10/2017
"4,793,812",EXPERT1,15/10/2017
"2,891,402",GANGS,22/10/2017
"499,192",HERO_SKINS,25/10/2017
"2,547,326",UNGORO,26/10/2017
"6,481,942",CORE,8/11/2017
"3,868,579",EXPERT1,10/11/2017
3,TEMP1,12/11/2017
6,LOE,16/11/2017
"932,504",OG,19/11/2017
"54,840",LOOTAPALOOZA,19/11/2017
"2,969,825",UNGORO,20/11/2017
"3,205,986",ICECROWN,22/11/2017
"2,911,979",ICECROWN,24/11/2017
2,FP2,27/11/2017
"179,284",INVALID,29/11/2017
"2,872,502",UNGORO,29/11/2017
"4,341,586",EXPERT1,2/12/2017
"634,156",HERO_SKINS,4/12/2017
"2,647,866",GANGS,10/12/2017
"2,546,117",UNGORO,18/12/2017
"3,067,298",ICECROWN,23/12/2017
2,GVG,24/12/2017
"2,396,122",UNGORO,26/12/2017
"2,963,017",ICECROWN,29/12/2017
"743,443",HERO_SKINS,4/01/2018
"3,227,495",ICECROWN,4/01/2018
"4,546,935",EXPERT1,9/01/2018
"194,614",INVALID,11/01/2018
"212,388",INVALID,26/01/2018
"4,318,785",EXPERT1,6/02/2018
6,LOE,19/02/2018
33,TEMP1,23/02/2018
"2,219,698",UNGORO,23/02/2018
"2,121,115",GANGS,28/02/2018
"2,093,972",GANGS,3/03/2018
46,NAXX,8/03/2018
"3,311,773",EXPERT1,9/03/2018
"759,203",OG,14/03/2018
"5,111,485",CORE,21/03/2018
"785,068",OG,24/03/2018
"2,956,005",LOOTAPALOOZA,24/03/2018
"860,879",KARA,1/04/2018
"2,255,296",ICECROWN,1/04/2018
"1,565,671",GANGS,5/04/2018
"2,800,434",LOOTAPALOOZA,5/04/2018
700,NAXX,13/04/2018
"2,475",GANGS,13/04/2018
"8,496,969",EXPERT1,17/04/2018
"8,283,898",LOOTAPALOOZA,17/04/2018
397,NAXX,19/04/2018
312,FP2,20/04/2018
"6,877,708",EXPERT1,21/04/2018
529,OG,27/04/2018
"2,273,618",LOOTAPALOOZA,27/04/2018
238,NAXX,28/04/2018
"3,864,816",UNGORO,29/04/2018
"193,437",HERO_SKINS,1/05/2018
14,HOF,12/04/2017
9,HOF,2/05/2017
11,TB,14/05/2017
21,TB,17/05/2017
5,NAXX,22/10/2017
10,FP2,25/10/2017
4,GVG,18/11/2017
3,GVG,21/11/2017
1,HOF,15/01/2018
36,HOF,19/01/2018
41,GVG,19/01/2018
4,NAXX,12/02/2018
4,TEMP1,18/02/2018
24,TEMP1,24/02/2018
27,GVG,12/04/2017
16,LOE,12/04/2017
5,TEMP1,12/05/2017
4,HOF,4/06/2017
6,LOE,23/08/2017
5,TEMP1,1/09/2017
12,LOE,24/02/2018
1,GVG,17/11/2017
1,HOF,13/12/2017
9,GVG,23/01/2018
6,LOE,18/02/2018
20,LOE,21/02/2018
6,TEMP1,26/04/2017
3,FP2,7/12/2017
1,HOF,24/12/2017
9,GVG,15/01/2018
10,HOF,24/02/2018
4,HOF,15/05/2017
9,NAXX,17/06/2017
5,FP2,7/09/2017
11,LOE,12/11/2017
8,TEMP1,17/12/2017
16,LOE,11/03/2018
2,GVG,14/04/2017
3,FP2,16/04/2017
4,NAXX,2/08/2017
5,TEMP1,6/11/2017
11,FP2,31/12/2017
5,GVG,19/10/2017
2,HOF,28/10/2017
3,HOF,10/01/2018
4,TEMP1,16/11/2017
2,LOE,13/12/2017
5,GVG,10/09/2017
3,LOE,6/11/2017
2,LOE,14/04/2017
3,LOE,19/10/2017
6,HOF,2/06/2017
1,GVG,20/09/2017
3,HOF,3/10/2017
2,TEMP1,23/08/2017
1,NAXX,7/10/2017
2,NAXX,11/09/2017
3,TEMP1,19/12/2017
1,TEMP1,24/12/2017
2,HOF,14/04/2017
2,TEMP1,31/08/2017
2,FP2,14/07/2017
1,HOF,23/01/2018
1,LOE,17/11/2017
"775,905",LOE,5/04/2017
"445,932",INVALID,9/04/2017
"13,427,266",UNGORO,9/04/2017
"1,133,516",HERO_SKINS,12/04/2017
"1,199,633",HERO_SKINS,14/04/2017
"2,003,155",OG,16/04/2017
"976,596",EXPERT1,17/04/2017
"10,389,453",CORE,19/04/2017
"1,008,978",HERO_SKINS,23/04/2017
"752,727",HERO_SKINS,26/04/2017
"1,139,848",KARA,27/04/2017
23,FP2,2/05/2017
"6,518,560",UNGORO,3/05/2017
"5,266,471",EXPERT1,5/05/2017
"8,655,980",CORE,7/05/2017
"1,747,675",OG,8/05/2017
"8,067,841",CORE,13/05/2017
"170,823",INVALID,13/05/2017
"5,610,660",UNGORO,13/05/2017
"4,590,628",EXPERT1,16/05/2017
"2,017,474",GANGS,18/05/2017
"5,295,852",UNGORO,21/05/2017
"1,246,414",OG,30/05/2017
"1,293,009",OG,3/06/2017
"1,714,264",GANGS,15/06/2017
"1,887,725",GANGS,19/06/2017
"999,015",KARA,20/06/2017
"121,193",INVALID,21/06/2017
"869,165",KARA,26/06/2017
"3,051,972",EXPERT1,5/07/2017
"1,011,859",OG,5/07/2017
"142,164",INVALID,10/07/2017
"6,642,283",CORE,11/07/2017
2,GVG,11/07/2017
"2,310,068",GANGS,18/07/2017
"1,013,847",OG,26/07/2017
"1,221,772",OG,31/07/2017
"117,806",INVALID,4/08/2017
7,FP2,12/08/2017
"256,734",INVALID,13/08/2017
"6,263,617",ICECROWN,16/08/2017
"2,001,726",OG,17/08/2017
"275,777",INVALID,19/08/2017
"549,622",HERO_SKINS,23/08/2017
"2,622,805",GANGS,25/08/2017
"561,627",HERO_SKINS,31/08/2017
"263,053",INVALID,4/09/2017
"1,554,132",OG,6/09/2017
"748,650",HERO_SKINS,10/09/2017
"542,997",HERO_SKINS,15/09/2017
"294,447",INVALID,17/09/2017
"3,997,537",UNGORO,17/09/2017
"5,081,725",EXPERT1,18/09/2017
"3,548,226",GANGS,23/09/2017
"739,390",HERO_SKINS,28/09/2017
"1,015,794",KARA,29/09/2017
"149,560",OG,2/10/2017
"892,970",HERO_SKINS,3/10/2017
"1,057,004",KARA,6/10/2017
"230,237",INVALID,8/10/2017
"4,385,477",UNGORO,8/10/2017
"2,839,385",GANGS,14/10/2017
"7,627,913",CORE,15/10/2017
"695,377",HERO_SKINS,16/10/2017
"3,851,082",ICECROWN,16/10/2017
"173,698",INVALID,17/10/2017
"959,752",KARA,21/10/2017
"602,472",HERO_SKINS,28/10/2017
"3,137,028",UNGORO,29/10/2017
"138,453",INVALID,1/11/2017
"6,454,136",CORE,4/11/2017
"4,470,951",EXPERT1,5/11/2017
"3,743,520",ICECROWN,6/11/2017
"6,148,710",CORE,10/11/2017
"152,791",INVALID,10/11/2017
"702,027",HERO_SKINS,12/11/2017
5,FP2,16/11/2017
"509,116",HERO_SKINS,16/11/2017
"549,729",HERO_SKINS,17/11/2017
"3,224,055",UNGORO,19/11/2017
"611,777",HERO_SKINS,21/11/2017
"739,727",OG,24/11/2017
"34,240",LOOTAPALOOZA,24/11/2017
"842,300",OG,28/11/2017
"815,119",KARA,29/11/2017
"6,230,071",CORE,1/12/2017
16,LOE,1/12/2017
"727,894",HERO_SKINS,19/12/2017
"3,320,502",LOOTAPALOOZA,21/12/2017
"6,593,396",CORE,22/12/2017
"794,161",KARA,26/12/2017
"6,806,035",CORE,30/12/2017
11,TEMP1,30/12/2017
"3,007,668",UNGORO,2/01/2018
"7,492,712",CORE,8/01/2018
"699,540",HERO_SKINS,10/01/2018
"721,326",KARA,11/01/2018
"200,041",INVALID,12/01/2018
"2,469,874",UNGORO,12/01/2018
"4,577,905",EXPERT1,14/01/2018
"749,675",OG,14/01/2018
"3,831,449",LOOTAPALOOZA,14/01/2018
"3,129,103",ICECROWN,16/01/2018
"654,944",OG,24/01/2018
"190,913",INVALID,25/01/2018
43,GVG,26/01/2018
"677,516",HERO_SKINS,26/01/2018
"6,869,652",CORE,30/01/2018
6,LOE,31/01/2018
"4,362,722",LOOTAPALOOZA,8/02/2018
"736,471",HERO_SKINS,18/02/2018
"2,762,821",ICECROWN,18/02/2018
"2,094,822",ICECROWN,23/02/2018
"606,964",HERO_SKINS,24/02/2018
"800,538",KARA,3/03/2018
"2,485,865",UNGORO,3/03/2018
"3,248,547",LOOTAPALOOZA,4/03/2018
"3,838,007",EXPERT1,5/03/2018
"3,640,292",LOOTAPALOOZA,5/03/2018
"2,093,212",UNGORO,7/03/2018
69,GVG,8/03/2018
"3,694,286",EXPERT1,10/03/2018
"3,511,664",LOOTAPALOOZA,10/03/2018
15,FP2,11/03/2018
"3,216,761",EXPERT1,12/03/2018
"794,619",OG,12/03/2018
"1,651,691",GANGS,14/03/2018
"2,488,889",LOOTAPALOOZA,22/03/2018
"504,936",HERO_SKINS,27/03/2018
"221,570",INVALID,28/03/2018
"1,932,759",UNGORO,28/03/2018
"482,570",HERO_SKINS,30/03/2018
"1,809,878",ICECROWN,30/03/2018
"554,078",HERO_SKINS,31/03/2018
"2,119,639",ICECROWN,3/04/2018
"3,554,131",EXPERT1,7/04/2018
"1,979,211",ICECROWN,9/04/2018
"380,098",KARA,12/04/2018
"3,825,639",GILNEAS,18/04/2018
"10,598,934",CORE,21/04/2018
219,KARA,29/04/2018
4,TEMP1,7/05/2017
4,FP2,4/06/2017
1,TEMP1,22/12/2017
14,LOE,22/12/2017
12,NAXX,31/12/2017
12,HOF,26/01/2018
20,NAXX,25/02/2018
5,TEMP1,11/04/2017
6,NAXX,15/06/2017
3,GVG,15/10/2017
4,TEMP1,10/11/2017
8,TEMP1,1/12/2017
8,LOE,5/12/2017
3,FP2,7/01/2018
1,NAXX,25/08/2017
4,FP2,27/02/2018
2,FP2,15/01/2018
1,HOF,31/01/2018
11,FP2,13/02/2018
12,GVG,31/01/2018
2,HOF,1/02/2018
2,LOE,7/05/2017
4,FP2,18/11/2017
4,TEMP1,1/02/2018
2,FP2,9/09/2017
7,TEMP1,13/05/2017
2,LOE,11/07/2017
1,LOE,13/07/2017
1,TEMP1,29/08/2017
2,GVG,20/04/2017
1,NAXX,21/04/2017
2,FP2,19/10/2017
1,NAXX,16/09/2017
2,GVG,7/10/2017
8,FP2,24/02/2018
2,NAXX,6/05/2017
"4,506,490",EXPERT1,1/04/2017
"33,653",FP2,7/04/2017
"1,722,713",HERO_SKINS,9/04/2017
"7,358,181",EXPERT1,12/04/2017
"2,050,787",OG,12/04/2017
"7,675,315",EXPERT1,14/04/2017
"2,120,961",OG,14/04/2017
"3,280,526",GANGS,15/04/2017
"8,137,657",UNGORO,22/04/2017
"5,526,062",EXPERT1,26/04/2017
"674,841",HERO_SKINS,28/04/2017
"6,460,292",UNGORO,30/04/2017
"8,787,264",CORE,4/05/2017
"9,373,719",CORE,6/05/2017
"1,470,491",KARA,9/05/2017
"2,215,666",GANGS,10/05/2017
22,NAXX,19/05/2017
"643,426",HERO_SKINS,21/05/2017
"2,021,505",GANGS,25/05/2017
"4,284,917",UNGORO,26/05/2017
"2,158,741",GANGS,27/05/2017
"2,264,455",GANGS,28/05/2017
"4,670,407",UNGORO,3/06/2017
"974,866",OG,14/06/2017
2,TEMP1,15/06/2017
"995,166",KARA,17/06/2017
"331,212",HERO_SKINS,23/06/2017
6,NAXX,8/07/2017
"3,469,903",UNGORO,14/07/2017
7,LOE,18/07/2017
"1,851,196",GANGS,21/07/2017
"1,556,535",GANGS,27/07/2017
"1,138,543",KARA,7/08/2017
"388,230",HERO_SKINS,10/08/2017
"2,219,364",OG,11/08/2017
"870,306",HERO_SKINS,15/08/2017
"4,810,312",UNGORO,17/08/2017
"723,590",HERO_SKINS,19/08/2017
"11,212,001",CORE,22/08/2017
"1,200,338",KARA,22/08/2017
"4,974,250",UNGORO,22/08/2017
"5,111,219",EXPERT1,23/08/2017
"6,574,453",CORE,25/08/2017
"4,947,763",ICECROWN,3/09/2017
"3,997,825",UNGORO,6/09/2017
"5,987,554",EXPERT1,10/09/2017
"1,725,365",OG,10/09/2017
"4,580,919",ICECROWN,11/09/2017
"8,810,084",CORE,16/09/2017
"1,020,804",KARA,16/09/2017
"194,352",INVALID,27/09/2017
"3,950,897",UNGORO,27/09/2017
"5,425,031",EXPERT1,3/10/2017
"1,245,656",OG,3/10/2017
"4,608,289",ICECROWN,7/10/2017
"4,557,435",EXPERT1,10/10/2017
"1,042,128",OG,10/10/2017
"883,428",KARA,13/10/2017
"978,997",KARA,14/10/2017
"742,710",HERO_SKINS,15/10/2017
"4,469,889",EXPERT1,16/10/2017
"3,475,663",EXPERT1,19/10/2017
"2,979,694",UNGORO,20/10/2017
"745,159",HERO_SKINS,22/10/2017
"3,981,397",ICECROWN,22/10/2017
"3,680,733",EXPERT1,28/10/2017
"875,268",OG,28/10/2017
"645,052",HERO_SKINS,29/10/2017
"1,811,146",GANGS,31/10/2017
"2,870,700",UNGORO,3/11/2017
"2,833,633",UNGORO,9/11/2017
6,NAXX,13/11/2017
"3,461,117",EXPERT1,17/11/2017
"796,527",OG,17/11/2017
"3,759,212",EXPERT1,21/11/2017
"869,109",OG,21/11/2017
"715,198",KARA,23/11/2017
"159,608",INVALID,24/11/2017
"2,701,502",UNGORO,30/11/2017
"703,715",HERO_SKINS,2/12/2017
"1,035,072",OG,3/12/2017
"2,260,584",GANGS,4/12/2017
"156,857",INVALID,7/12/2017
"775,327",OG,8/12/2017
"2,326,391",GANGS,11/12/2017
"1,128,615",KARA,12/12/2017
"772,018",OG,13/12/2017
"747,065",OG,15/12/2017
"2,322,264",GANGS,16/12/2017
"829,447",OG,17/12/2017
"233,125",INVALID,21/12/2017
"2,255,050",UNGORO,21/12/2017
