player_class,card_name,times_played,times_won,num_games,win_rate
DRUID,Shapeshift,218776,96441,74683,44.08
DRUID,Jungle Giants,85841,35544,84663,41.4
DRUID,Elder Longneck,64618,29846,48497,46.18
DRUID,Innervate,64424,29849,50109,46.33
DRUID,Wrath,62017,27675,46933,44.62
DRUID,Swipe,56909,26180,44089,46
DRUID,Wild Growth,56896,26550,43615,46.66
DRUID,Tortollan Forager,51790,23593,39552,45.55
DRUID,Shellshifter,48621,22658,38033,46.6
DRUID,Nourish,42287,21556,33533,50.97
DRUID,The Coin,38187,15560,38170,40.74
DRUID,Barnabus the Stomper,33043,20420,32611,61.79
DRUID,Verdant Longneck,30489,14083,24434,46.19
DRUID,Menagerie Warden,28604,17219,22997,60.19
DRUID,Ancient of War,28428,14607,23421,51.38
DRUID,Stranglethorn Tiger,24746,12643,19785,51.09
DRUID,Earthen Scales,23654,11424,18727,48.29
DRUID,Feral Rage,18037,7902,14612,43.8
DRUID,Celestial Dreamer,17790,9209,14342,51.76
DRUID,Mark of Y'Shaarj,16735,8059,13095,48.15
DRUID,Excess Mana,15382,8324,12860,54.11
DRUID,Dark Arakkoa,13871,7171,10999,51.69
DRUID,Volcanosaur,12794,6278,11162,49.06
DRUID,Jade Idol,11029,5285,5908,47.91
DRUID,Giant Anaconda,10896,5586,9555,51.26
DRUID,Jade Blossom,9636,4589,7356,47.62
DRUID,Enchanted Raven,9189,3819,7206,41.56
DRUID,Druid of the Claw,9153,3997,7418,43.66
DRUID,Fandral Staghelm,7927,3922,7891,49.47
DRUID,Kun the Forgotten King,6713,4039,6625,60.16
DRUID,Cenarius,6573,3844,6520,58.48
DRUID,Mire Keeper,6561,3131,5500,47.72
DRUID,Lotus Agents,6494,3110,5309,47.89
DRUID,Coldlight Oracle,6188,2897,5604,46.81
DRUID,The Curator,6143,3191,6123,51.94
DRUID,Jade Behemoth,5931,2865,4562,48.3
DRUID,Tyrantus,5897,3646,5873,61.82
DRUID,Jade Spirit,5659,2728,4292,48.2
DRUID,Alexstrasza,5375,3432,5347,63.85
DRUID,Ironbark Protector,5285,2602,4496,49.23
DRUID,Moonglade Portal,5017,2179,4346,43.43
DRUID,Lunar Visions,4913,2221,4310,45.2
DRUID,Elise the Trailblazer,4780,2398,4696,50.16
DRUID,Bittertide Hydra,4460,2278,3923,51.07
DRUID,Sunfury Protector,3648,1675,3554,45.91
DRUID,Charged Devilsaur,3531,1846,3149,52.27
DRUID,Aya Blackpaw,3473,1974,3425,56.83
DRUID,Naturalize,3100,1174,2756,37.87
DRUID,Gadgetzan Auctioneer,2919,1586,2577,54.33
DRUID,Bog Creeper,2741,1421,2308,51.84
DRUID,Ancient of Lore,2695,1385,2347,51.39
DRUID,Bloodmage Thalnos,2553,1184,2547,46.37
DRUID,Soggoth the Slitherer,2330,1250,2314,53.64
DRUID,Magma Rager,2322,890,1901,38.32
DRUID,Evolving Spores,2214,1016,2076,45.88
DRUID,Giant Wasp,2032,880,1680,43.3
DRUID,"Y'Shaarj, Rage Unbound",1866,1193,1853,63.93
DRUID,Tar Creeper,1850,832,1505,44.97
DRUID,Doomsayer,1743,650,1471,37.29
DRUID,Giant Mastodon,1592,854,1461,53.64
DRUID,Arcane Giant,1586,887,1250,55.92
DRUID,Harrison Jones,1536,779,1529,50.71
DRUID,C'Thun,1513,977,1466,64.57
DRUID,Loot Hoarder,1495,629,1201,42.07
DRUID,Ysera,1461,958,1445,65.57
DRUID,Mark of the Wild,1412,582,1242,41.21
DRUID,Prince Malchezaar,1400,646,1383,46.14
DRUID,Disciple of C'Thun,1341,585,1064,43.62
DRUID,Power of the Wild,1320,572,1134,43.33
DRUID,Deathwing,1314,563,1304,42.84
DRUID,Un'Goro Pack,1236,734,1220,59.38
DRUID,Ancient Brewmaster,1162,532,1004,45.78
DRUID,King Mukla,1141,546,1136,47.85
DRUID,Starfall,1133,425,1057,37.51
DRUID,Starfire,1102,492,982,44.64
DRUID,Sabretooth Stalker,1060,479,989,45.18
DRUID,Stubborn Gastropod,1035,386,857,37.29
DRUID,Devilsaur Egg,1023,416,851,40.66
DRUID,Bright-Eyed Scout,1008,501,861,49.7
DRUID,"Hemet, Jungle Hunter",988,537,985,54.35
DRUID,Moonfire,984,460,767,46.74
DRUID,"Genzo, the Shark",983,498,973,50.66
DRUID,Bananas,958,522,537,54.48
DRUID,Defender of Argus,926,448,840,48.38
DRUID,"Yogg-Saron, Hope's End",914,428,884,46.82
DRUID,Beckoner of Evil,912,431,718,47.25
DRUID,Booty Bay Bodyguard,893,326,806,36.5
DRUID,Golakka Crawler,829,358,722,43.18
DRUID,Tortollan Primalist,779,347,742,44.54
DRUID,Vicious Fledgling,772,359,662,46.5
DRUID,Healing Touch,768,228,693,29.68
DRUID,C'Thun's Chosen,742,360,603,48.51
DRUID,Acolyte of Pain,736,349,629,47.41
DRUID,Baron Geddon,727,403,721,55.43
DRUID,Worgen Greaser,679,287,619,42.26
DRUID,Stonehill Defender,662,285,541,43.05
DRUID,Skeram Cultist,646,338,569,52.32
DRUID,Pterrordax Hatchling,625,233,545,37.28
DRUID,Twilight Elder,621,275,502,44.28
DRUID,Sated Threshadon,599,302,562,50.41
DRUID,Barnes,587,262,586,44.63
DRUID,Gluttonous Ooze,569,248,552,43.58
DRUID,Doomcaller,565,317,531,56.1
DRUID,Primordial Drake,532,317,497,59.58
DRUID,Virmen Sensei,529,273,465,51.6
DRUID,"Medivh, the Guardian",515,296,512,57.47
DRUID,Malygos,515,336,514,65.24
DRUID,Ultrasaur,515,278,486,53.98
DRUID,Sea Giant,508,249,480,49.01
DRUID,Leeroy Jenkins,506,239,503,47.23
DRUID,Mistress of Mixtures,490,172,391,35.1
DRUID,Savage Roar,472,269,444,56.99
DRUID,"Mukla, Tyrant of the Vale",465,248,460,53.33
DRUID,Mark of Nature,462,202,428,43.72
DRUID,Acidic Swamp Ooze,451,154,429,34.14
DRUID,Spiked Hogrider,437,211,426,48.28
DRUID,White Eyes,433,224,428,51.73
DRUID,Faceless Manipulator,431,210,385,48.72
DRUID,Flame Elemental,428,142,276,33.17
DRUID,Corrupted Healbot,428,194,398,45.32
DRUID,Ravasaur Runt,428,157,361,36.68
DRUID,Addled Grizzly,426,141,381,33.09
DRUID,Frost Elemental,422,171,408,40.52
DRUID,Lord of the Arena,418,151,404,36.12
DRUID,Naga Corsair,416,194,392,46.63
DRUID,Living Mana,413,111,394,26.87
DRUID,Keeper of the Grove,410,146,374,35.6
DRUID,Twin Emperor Vek'lor,409,204,406,49.87
DRUID,Mark of the Lotus,407,156,369,38.32
DRUID,Frozen Crusher,395,178,383,45.06
DRUID,Onyxia,380,211,378,55.52
DRUID,Novice Engineer,379,148,302,39.05
DRUID,Reckless Rocketeer,379,165,358,43.53
DRUID,Faceless Shambler,369,212,336,57.45
DRUID,Forbidden Ancient,367,146,328,39.78
DRUID,Gentle Megasaur,366,177,359,48.36
DRUID,"Hogger, Doom of Elwynn",363,205,360,56.47
DRUID,"Sherazin, Corpse Flower",363,164,360,45.17
DRUID,Fight Promoter,352,239,307,67.89
DRUID,"Deathwing, Dragonlord",345,204,341,59.13
DRUID,Flamewreathed Faceless,344,193,343,56.1
DRUID,Boulderfist Ogre,341,162,324,47.5
DRUID,Earth Elemental,339,156,335,46.01
DRUID,Shadow Rager,335,149,334,44.47
DRUID,Fire Elemental,334,169,334,50.59
DRUID,Gruul,331,169,330,51.05
DRUID,Ethereal Peddler,331,191,327,57.7
DRUID,Ornery Direhorn,329,168,329,51.06
DRUID,Claw,328,124,289,37.8
DRUID,Illidan Stormrage,324,183,323,56.48
DRUID,Captain Greenskin,324,145,323,44.75
DRUID,Stegodon,319,127,290,39.81
DRUID,Stormwind Champion,315,180,302,57.14
DRUID,Swamp King Dred,307,197,298,64.16
DRUID,Thing from Below,299,136,297,45.48
DRUID,The Beast,299,135,295,45.15
DRUID,Dream,294,204,260,69.38
DRUID,The Black Knight,291,177,291,60.82
DRUID,Servant of Yogg-Saron,286,116,281,40.55
DRUID,Dirty Rat,286,116,253,40.55
DRUID,Steam Surger,283,134,281,47.34
DRUID,Kabal Songstealer,278,142,277,51.07
DRUID,Mountain Giant,278,149,267,53.59
DRUID,Lotus Assassin,274,130,273,47.44
DRUID,Priestess of Elune,272,109,266,40.07
DRUID,Ysera Awakens,269,203,244,75.46
DRUID,Laughing Sister,261,173,233,66.28
DRUID,Grimestreet Protector,258,161,256,62.4
DRUID,Blood of The Ancient One,257,156,210,60.7
DRUID,Venture Co. Mercenary,257,116,244,45.13
DRUID,Unlicensed Apothecary,256,109,255,42.57
DRUID,Crystalweaver,253,122,253,48.22
DRUID,Tirion Fordring,252,155,250,61.5
DRUID,Defias Cleaner,251,123,250,49
DRUID,Dread Infernal,250,131,248,52.4
DRUID,The Boogeymonster,249,138,247,55.42
DRUID,Kabal Trafficker,247,125,246,50.6
DRUID,Faceless Summoner,247,130,247,52.63
DRUID,Emerald Drake,247,169,230,68.42
DRUID,Abyssal Enforcer,246,138,244,56.09
DRUID,Fireball,245,179,130,73.06
DRUID,Kidnapper,241,127,241,52.69
DRUID,Wind-up Burglebot,240,104,237,43.33
DRUID,Mind Control Tech,234,93,220,39.74
DRUID,Nightmare,233,165,208,70.81
DRUID,Nozdormu,233,109,233,46.78
DRUID,Pit Lord,232,100,231,43.1
DRUID,Ozruk,230,108,225,46.95
DRUID,Usher of Souls,226,102,225,45.13
DRUID,Leatherclad Hogleader,225,110,224,48.88
DRUID,Guardian of Kings,225,97,224,43.11
DRUID,"Ragnaros, Lightlord",224,118,222,52.67
DRUID,Drakonid Operative,223,114,222,51.12
DRUID,Malkorok,223,130,223,58.29
DRUID,Jade Chieftain,223,106,223,47.53
DRUID,Twilight Darkmender,219,118,219,53.88
DRUID,Savannah Highmane,218,112,216,51.37
DRUID,Cho'gall,217,124,216,57.14
DRUID,Volatile Elemental,215,76,196,35.34
DRUID,Blazecaller,214,109,203,50.93
DRUID,Nesting Roc,212,102,194,48.11
DRUID,Don Han'Cho,211,126,208,59.71
DRUID,Alarm-o-Bot,208,97,142,46.63
DRUID,Archmage Antonidas,207,129,206,62.31
DRUID,Raza the Chained,206,102,206,49.51
DRUID,Second-Rate Bruiser,204,79,187,38.72
DRUID,Fire Fly,204,70,177,34.31
DRUID,Princess Huhuran,202,105,202,51.98
DRUID,Luckydo Buccaneer,202,93,202,46.03
DRUID,Emerald Hive Queen,200,84,173,42
DRUID,Mayor Noggenfogger,196,71,195,36.22
DRUID,Ravenholdt Assassin,195,100,195,51.28
DRUID,Grotesque Dragonhawk,190,90,188,47.36
DRUID,Kabal Crystal Runner,189,78,189,41.26
DRUID,Temple Enforcer,189,111,187,58.73
DRUID,Cryomancer,187,82,186,43.85
DRUID,King Krush,185,110,185,59.45
DRUID,Herald Volazj,183,88,181,48.08
DRUID,Youthful Brewmaster,181,77,162,42.54
DRUID,Spiritsinger Umbra,181,97,180,53.59
DRUID,Cruel Dinomancer,180,77,180,42.77
DRUID,Violet Teacher,180,73,149,40.55
DRUID,"Kalimos, Primal Lord",179,94,178,52.51
DRUID,Doomguard,178,101,177,56.74
DRUID,"N'Zoth, the Corruptor",173,86,173,49.71
DRUID,Eldritch Horror,171,86,171,50.29
DRUID,Prophet Velen,170,91,170,53.52
DRUID,Anomalus,168,57,168,33.92
DRUID,Giant Sand Worm,167,90,167,53.89
DRUID,King Mosh,164,94,164,57.31
DRUID,War Golem,163,75,163,46.01
DRUID,Twilight Summoner,163,77,141,47.23
DRUID,Core Hound,162,82,160,50.61
DRUID,Ancient Shieldbearer,159,79,158,49.68
DRUID,Klaxxi Amber-Weaver,157,70,134,44.58
DRUID,Fire Plume Phoenix,156,73,139,46.79
DRUID,Glacial Shard,156,54,141,34.61
DRUID,Madam Goya,155,77,154,49.67
DRUID,Igneous Elemental,154,51,138,33.11
DRUID,Big Game Hunter,151,78,151,51.65
DRUID,Cairne Bloodhoof,151,75,151,49.66
DRUID,Pilfered Power,146,60,145,41.09
DRUID,Razorpetal,144,67,97,46.52
DRUID,Faceless Behemoth,139,80,136,57.55
DRUID,The Voraxx,129,55,127,42.63
DRUID,Shellshifter,128,68,120,53.12
DRUID,Nat Pagle,127,51,127,40.15
DRUID,Midnight Drake,127,55,109,43.3
DRUID,Lorewalker Cho,127,42,126,33.07
DRUID,Molten Giant,127,38,126,29.92
DRUID,Inkmaster Solia,127,63,127,49.6
DRUID,Bite,126,58,121,46.03
DRUID,Ironbeak Owl,126,48,110,38.09
DRUID,Jungle Panther,126,42,99,33.33
DRUID,Wrathion,123,59,123,47.96
DRUID,Crazed Worshipper,119,50,112,42.01
DRUID,Krul the Unshackled,115,52,115,45.21
DRUID,Gnomish Inventor,114,43,91,37.71
DRUID,Hogger,114,47,114,41.22
DRUID,Eater of Secrets,114,57,108,50
DRUID,Stampeding Kodo,114,45,110,39.47
DRUID,Hallucination,113,58,111,51.32
DRUID,Sunwalker,111,48,103,43.24
DRUID,Tinkmaster Overspark,111,35,110,31.53
DRUID,Moroes,107,45,105,42.05
DRUID,Patches the Pirate,107,44,107,41.12
DRUID,Eggnapper,105,45,97,42.85
DRUID,Spellbreaker,104,46,98,44.23
DRUID,Choose Your Path,104,47,27,45.19
DRUID,Sen'jin Shieldmasta,99,37,89,37.37
DRUID,"Finja, the Flying Star",98,45,97,45.91
DRUID,The Storm Guardian,97,57,95,58.76
DRUID,Sergeant Sally,94,26,94,27.65
DRUID,Thunder Lizard,94,38,89,40.42
DRUID,Servant of Kalimos,94,43,82,45.74
DRUID,Bluegill Warrior,91,34,74,37.36
DRUID,Tol'vir Stoneshaper,87,32,78,36.78
DRUID,Vilespine Slayer,85,46,83,54.11
DRUID,Auctionmaster Beardo,83,37,83,44.57
DRUID,"Nat, the Darkfisher",78,23,78,29.48
DRUID,Tidal Surge,78,39,78,50
DRUID,Infested Tauren,76,33,68,43.42
DRUID,Murloc Warleader,76,32,65,42.1
DRUID,Earthen Ring Farseer,74,23,67,31.08
DRUID,Corrupted Seer,74,37,72,50
DRUID,Twilight Geomancer,72,24,70,33.33
DRUID,Mimic Pod,71,33,71,46.47
DRUID,Hot Spring Guardian,68,32,66,47.05
DRUID,Abomination,64,20,56,31.25
DRUID,Spirit Echo,63,42,63,66.66
DRUID,Millhouse Manastorm,63,20,63,31.74
DRUID,Pyros,62,34,61,54.83
DRUID,Friendly Bartender,62,23,59,37.09
DRUID,Emerald Reaver,60,23,53,38.33
DRUID,Devolve,59,26,59,44.06
DRUID,Biteweed,59,38,58,64.4
DRUID,Weasel Tunneler,58,29,55,50
DRUID,Primordial Glyph,58,38,56,65.51
DRUID,Volcano,57,15,57,26.31
DRUID,Razorpetal Volley,57,26,55,45.61
DRUID,Shellshifter,56,23,52,41.07
DRUID,Lightning Storm,56,26,56,46.42
DRUID,Flame Geyser,55,32,55,58.18
DRUID,Hex,55,23,55,41.81
DRUID,Lyra the Sunshard,53,36,51,67.92
DRUID,Humongous Razorleaf,49,15,42,30.61
DRUID,Rockpool Hunter,49,23,42,46.93
DRUID,Soul of the Forest,48,23,48,47.91
DRUID,Lightning Bolt,47,28,47,59.57
DRUID,Backstab,47,17,47,36.17
DRUID,Shadow Visions,46,26,45,56.52
DRUID,Wisps of the Old Gods,45,26,43,57.77
DRUID,Hydrologist,45,22,44,48.88
DRUID,Stormwatcher,44,22,43,50
DRUID,Finders Keepers,44,22,44,50
DRUID,Swashburglar,44,21,44,47.72
DRUID,Wild Pyromancer,43,8,41,18.6
DRUID,Big-Time Racketeer,43,15,39,34.88
DRUID,Ironfur Grizzly,43,17,39,39.53
DRUID,Earth Shock,42,21,42,50
DRUID,Evolve,42,19,41,45.23
DRUID,Razorpetal Lasher,42,18,41,42.85
DRUID,Dire Wolf Alpha,42,17,34,40.47
DRUID,Ancestral Healing,41,23,41,56.09
DRUID,Feral Spirit,41,10,41,24.39
DRUID,Bilefin Tidehunter,40,10,37,25
DRUID,Hungry Crab,40,22,37,55
DRUID,Eviscerate,40,19,40,47.5
DRUID,Daring Reporter,40,14,33,35
DRUID,Cyclopian Horror,40,18,39,45
DRUID,Faerie Dragon,40,15,37,37.5
DRUID,Master of Evolution,38,17,37,44.73
DRUID,Jade Lightning,38,23,38,60.52
DRUID,Shimmering Tempest,38,22,38,57.89
DRUID,Sunkeeper Tarim,38,21,38,55.26
DRUID,Dinomancy,37,26,26,70.27
DRUID,Harvest Golem,37,15,35,40.54
DRUID,Jade Shuriken,36,21,36,58.33
DRUID,Clutchmother Zavas,36,22,36,61.11
DRUID,Obsidian Shard,36,27,36,75
DRUID,Iron Hide,36,23,36,63.88
DRUID,Lava Burst,36,24,36,66.66
DRUID,"Shaku, the Collector",36,25,36,69.44
DRUID,Shadowstep,35,17,35,48.57
DRUID,Journey Below,35,17,35,48.57
DRUID,Chittering Tunneler,35,21,34,60
DRUID,Druid of the Claw,34,20,33,58.82
DRUID,Betrayal,34,9,34,26.47
DRUID,Binding Heal,34,24,34,70.58
DRUID,Thistle Tea,34,17,34,50
DRUID,Al'Akir the Windlord,34,15,34,44.11
DRUID,Kobold Geomancer,33,13,33,39.39
DRUID,Chillwind Yeti,33,9,31,27.27
DRUID,Edwin VanCleef,33,16,33,48.48
DRUID,Mana Tide Totem,33,21,33,63.63
DRUID,Jinyu Waterspeaker,33,15,33,45.45
DRUID,Jade Claws,32,20,32,62.5
DRUID,Sap,32,19,32,59.37
DRUID,Hired Gun,31,11,29,35.48
DRUID,Grievous Bite,31,17,31,54.83
DRUID,Primalfin Totem,31,11,30,35.48
DRUID,Jeweled Macaw,31,20,30,64.51
DRUID,Preparation,30,12,30,40
DRUID,Bloodfen Raptor,29,10,24,34.48
DRUID,Doomhammer,29,15,29,51.72
DRUID,Far Sight,29,16,29,55.17
DRUID,SI:7 Agent,29,13,29,44.82
DRUID,Stormcrack,29,11,29,37.93
DRUID,Crystalline Oracle,29,13,27,44.82
DRUID,Primalfin Lookout,29,13,25,44.82
DRUID,Flametongue Totem,28,20,28,71.42
DRUID,Shiv,28,18,28,64.28
DRUID,Molten Reflection,28,22,28,78.57
DRUID,Perdition's Blade,28,13,28,46.42
DRUID,Shadow Strike,28,12,28,42.85
DRUID,Mana Bind,28,19,28,67.85
DRUID,Blood Imp,27,13,24,48.14
DRUID,Cold Blood,27,16,27,59.25
DRUID,Murloc Tidehunter,27,10,23,37.03
DRUID,Fan of Knives,27,15,27,55.55
DRUID,Direhorn Hatchling,27,12,27,44.44
DRUID,Mind Spike,27,25,13,92.59
DRUID,Curious Glimmerroot,27,17,27,62.96
DRUID,Argent Commander,27,11,26,40.74
DRUID,Air Elemental,27,20,27,74.07
DRUID,"Xaril, Poisoned Mind",26,9,25,34.61
DRUID,Adaptation,26,15,26,57.69
DRUID,Forked Lightning,26,8,26,30.76
DRUID,Shadowcaster,26,18,26,69.23
DRUID,Raptor Hatchling,26,19,26,73.07
DRUID,Spikeridged Steed,26,19,26,73.07
DRUID,Ancestral Spirit,26,16,26,61.53
DRUID,Cult Apothecary,25,7,25,28
DRUID,Argent Squire,25,7,20,28
DRUID,Lost in the Jungle,25,16,25,64
DRUID,Grimscale Oracle,25,10,18,40
DRUID,Assassinate,25,13,25,52
DRUID,Windfury,25,15,25,60
DRUID,Fire Plume Harbinger,25,13,25,52
DRUID,Sprint,24,19,24,79.16
DRUID,Emperor Cobra,24,10,22,41.66
DRUID,Ancient of Blossoms,24,13,23,54.16
DRUID,Savagery,23,10,23,43.47
DRUID,Squirming Tentacle,23,6,21,26.08
DRUID,Meteor,23,14,22,60.86
DRUID,Primalfin Champion,23,10,21,43.47
DRUID,Cornered Sentry,22,14,21,63.63
DRUID,Polluted Hoarder,22,10,20,45.45
DRUID,Explore Un'Goro,22,10,22,45.45
DRUID,Windspeaker,22,16,22,72.72
DRUID,Undercity Huckster,22,8,22,36.36
DRUID,Frost Shock,22,12,22,54.54
DRUID,Gadgetzan Ferryman,21,5,21,23.8
DRUID,Tauren Warrior,21,9,21,42.85
DRUID,Dinomancy,21,10,21,47.61
DRUID,Maelstrom Portal,21,6,21,28.57
DRUID,Crackling Razormaw,21,17,21,80.95
DRUID,Stampede,21,13,21,61.9
DRUID,Arcanologist,21,17,21,80.95
DRUID,Scaled Nightmare,21,12,19,57.14
DRUID,Vanish,21,6,21,28.57
DRUID,Hammer of Twilight,20,14,20,70
DRUID,Zoobot,20,10,15,50
DRUID,Felguard,20,10,20,50
DRUID,Ancient Harbinger,20,9,20,45
DRUID,Sudden Genesis,20,14,20,70
DRUID,Patient Assassin,20,9,20,45
DRUID,Hallazeal the Ascended,20,11,20,55
DRUID,Psych-o-Tron,19,7,19,36.84
DRUID,Mirage Caller,19,11,19,57.89
DRUID,Stormforged Axe,19,10,19,52.63
DRUID,Knife Juggler,19,5,18,26.31
DRUID,Terrorscale Stalker,19,11,19,57.89
DRUID,Lotus Illusionist,19,10,19,52.63
DRUID,Dinosize,19,12,19,63.15
DRUID,Headcrack,18,9,11,50
DRUID,Vinecleaver,18,14,18,77.77
DRUID,Dark Iron Dwarf,18,8,18,44.44
DRUID,Tar Lord,18,6,18,33.33
DRUID,Oasis Snapjaw,18,8,16,44.44
DRUID,Twilight Drake,18,9,17,50
DRUID,Runic Egg,18,2,14,11.11
DRUID,Cult Master,18,7,16,38.88
DRUID,Tar Lurker,18,9,18,50
DRUID,Voidwalker,18,10,17,55.55
DRUID,Tortollan Shellraiser,18,13,18,72.22
DRUID,Nerubian Prophet,17,7,16,41.17
DRUID,Radiant Elemental,17,14,16,82.35
DRUID,Pyros,17,8,16,47.05
DRUID,Crazed Alchemist,17,7,17,41.17
DRUID,Menagerie Magician,17,8,16,47.05
DRUID,Stone Sentinel,17,11,17,64.7
DRUID,Shattered Sun Cleric,17,6,17,35.29
DRUID,Lakkari Felhound,17,6,16,35.29
DRUID,Ravenous Pterrordax,16,11,16,68.75
DRUID,Plant,16,8,15,50
DRUID,Feeding Time,16,10,16,62.5
DRUID,Corrupting Mist,16,6,16,37.5
DRUID,Bloodlust,16,15,16,93.75
DRUID,Evolved Kobold,16,8,14,50
DRUID,Blade of C'Thun,15,11,15,73.33
DRUID,Malchezaar's Imp,15,8,14,53.33
DRUID,Worthless Imp,15,8,9,53.33
DRUID,Jade Swarmer,15,12,15,80
DRUID,Defias Ringleader,15,6,15,40
DRUID,Burgly Bully,14,5,14,35.71
DRUID,Counterfeit Coin,14,8,14,57.14
DRUID,River Crocolisk,14,3,11,21.42
DRUID,Free From Amber,13,6,13,46.15
DRUID,Bladed Cultist,13,6,13,46.15
DRUID,Pint-Sized Summoner,13,6,13,46.15
DRUID,Questing Adventurer,13,7,13,53.84
DRUID,Scarlet Crusader,13,2,13,15.38
DRUID,Shieldbearer,13,2,12,15.38
DRUID,Direhorn Matriarch,12,7,11,58.33
DRUID,Bloodsail Corsair,12,3,11,25
DRUID,Street Trickster,12,6,12,50
DRUID,Noble Sacrifice,12,6,12,50
DRUID,Assassin's Blade,12,6,12,50
DRUID,Netherspite Historian,12,6,8,50
DRUID,Sharp Fork,12,6,12,50
DRUID,Firebloom Toxin,12,5,11,41.66
DRUID,Jade Golem,11,9,11,81.81
DRUID,Void Terror,11,6,11,54.54
DRUID,Fen Creeper,11,4,11,36.36
DRUID,Bloodbloom,11,5,11,45.45
DRUID,Flame Imp,11,6,11,54.54
DRUID,Shadow Word: Death,11,7,11,63.63
DRUID,Getaway Kodo,10,7,10,70
DRUID,Power Word: Shield,10,6,10,60
DRUID,Rockbiter Weapon,10,2,10,20
DRUID,Blood Knight,10,4,10,40
DRUID,Tol'vir Warden,10,6,10,60
DRUID,Frostwolf Warlord,10,4,10,40
DRUID,Pompous Thespian,10,3,8,30
DRUID,Jade Golem,10,4,10,40
DRUID,Force of Nature,9,3,9,33.33
DRUID,Totemic Call,9,5,3,55.55
DRUID,Violet Illusionist,9,6,9,66.66
DRUID,Pantry Spider,9,4,9,44.44
DRUID,Mad Bomber,9,3,7,33.33
DRUID,Moat Lurker,9,3,9,33.33
DRUID,Circle of Healing,9,7,9,77.77
DRUID,Jade Golem,8,5,8,62.5
DRUID,Silverback Patriarch,8,3,8,37.5
DRUID,Blowgill Sniper,8,1,7,12.5
DRUID,Frostwolf Grunt,8,5,8,62.5
DRUID,INFERNO!,8,8,4,100
DRUID,Kingsblood Toxin,8,2,8,25
DRUID,Shadow Sensei,8,2,8,25
DRUID,Thoughtsteal,8,4,8,50
DRUID,Amani Berserker,8,2,8,25
DRUID,Abusive Sergeant,8,3,8,37.5
DRUID,Jade Golem,8,6,8,75
DRUID,Lightfused Stegodon,7,5,7,71.42
DRUID,Hozen Healer,7,6,6,85.71
DRUID,Silver Hand Knight,7,0,7,0
DRUID,Holy Nova,7,3,6,42.85
DRUID,Call in the Finishers,7,4,7,57.14
DRUID,Book Wyrm,7,3,6,42.85
DRUID,Slam,7,6,7,85.71
DRUID,Doppelgangster,7,0,7,0
DRUID,Mogu'shan Warden,7,1,7,14.28
DRUID,Firelands Portal,7,6,7,85.71
DRUID,Forbidden Shaping,7,6,6,85.71
DRUID,Arcanosmith,7,1,7,14.28
DRUID,Master of Disguise,7,4,7,57.14
DRUID,Deadly Fork,7,3,7,42.85
DRUID,Ancient Watcher,6,2,6,33.33
DRUID,Bloodthistle Toxin,6,2,6,33.33
DRUID,Worgen Infiltrator,6,1,6,16.66
DRUID,Fadeleaf Toxin,6,1,6,16.66
DRUID,Sinister Strike,6,6,6,100
DRUID,Raptor Patriarch,6,4,6,66.66
DRUID,Darkscale Healer,6,1,6,16.66
DRUID,Wolfrider,6,2,6,33.33
DRUID,Frostbolt,6,4,6,66.66
DRUID,Arcane Intellect,6,4,6,66.66
DRUID,Divine Spirit,6,3,5,50
DRUID,Mana Wraith,6,2,6,33.33
DRUID,Mana Treant,6,4,5,66.66
DRUID,Mirror Image,6,1,4,16.66
DRUID,Eye for an Eye,6,2,6,33.33
DRUID,Murloc Tidecaller,6,2,6,33.33
DRUID,Jade Golem,6,3,6,50
DRUID,Lesser Heal,6,6,3,100
DRUID,Validated Doomsayer,6,2,6,33.33
DRUID,Cabalist's Tome,5,2,5,40
DRUID,Elven Archer,5,1,5,20
DRUID,Holy Smite,5,4,5,80
DRUID,Slime,5,5,5,100
DRUID,Blubber Baron,5,0,5,0
DRUID,Succubus,5,2,5,40
DRUID,Repentance,5,3,5,60
DRUID,Young Dragonhawk,5,2,5,40
DRUID,Execute,5,2,5,40
DRUID,Arcane Anomaly,5,4,5,80
DRUID,Molten Blade,5,4,5,80
DRUID,Wicked Witchdoctor,5,0,5,0
DRUID,Demolisher,5,0,4,0
DRUID,Pyros,5,2,5,40
DRUID,Briarthorn Toxin,5,3,5,60
DRUID,Silithid Swarmer,5,2,5,40
DRUID,Treant,5,2,5,40
DRUID,Tentacles for Arms,5,4,3,80
DRUID,Lord Jaraxxus,5,5,5,100
DRUID,Tentacle of N'Zoth,5,1,5,20
DRUID,Stonetusk Boar,5,0,5,0
DRUID,Raptor,5,1,3,20
DRUID,Mirror Image,4,0,2,0
DRUID,Kooky Chemist,4,0,3,0
DRUID,Silver Hand Recruit,4,0,1,0
DRUID,Shadow Madness,4,0,3,0
DRUID,Freezing Potion,4,3,4,75
DRUID,Panther,4,1,4,25
DRUID,Mind Blast,4,3,4,75
DRUID,Alley Armorsmith,4,1,3,25
DRUID,Brawl,4,3,4,75
DRUID,Blizzard,4,0,2,0
DRUID,Counterspell,4,2,4,50
DRUID,Goldshire Footman,4,2,4,50
DRUID,Steady Shot,4,2,4,50
DRUID,Onyx Bishop,4,4,4,100
DRUID,Mass Dispel,4,4,4,100
DRUID,Ice Block,4,3,4,75
DRUID,Wisp,4,4,2,100
DRUID,Unbound Elemental,4,1,4,25
DRUID,Pint-Size Potion,4,2,4,50
