games_played_with_card_in_deck,rank_category,dbf_id,card_name
37832,GrindTo15,46031,Drywhisker Armorer
59554,Legend,748,Kirin Tor Mage
5954,GrindToLegend,878,Dread Corsair
184240,GrindToLegend,46551,Spiteful Summoner
21583,Rank15,45995,"Grumble, Worldshaker"
57124,Rank10,40889,Naga Corsair
22472,GrindTo10,40696,Gadgetzan Ferryman
35053,Legend,365,Shadowstep
3646,Rank15,41875,Chittering Tunneler
465019,GrindToLegend,46056,Voidlord
292144,GrindToLegend,41139,Hydrologist
277007,GrindToLegend,475,Murloc Tidecaller
307679,Rank5,950,Hellfire
8899,GrindTo15,1035,Ancient of War
173651,Rank5,46299,Skull of the Man'ari
73216,Rank10,43237,Cavern Shinyfinder
357479,GrindTo10,1100,Siphon Soul
9834,GrindTo15,41191,Ravenous Pterrordax
157380,Rank5,531,Faceless Manipulator
2706,GrindTo5,38334,Feral Rage
219388,GrindTo5,46040,"Rin, the First Disciple"
7686,GrindTo15,41879,Spirit Echo
22425,Rank15,46454,The Darkness
3202,Rank10,30,Thoughtsteal
27087,Rank15,43373,Potion of Heroism
58581,Rank10,42670,Gnomeferatu
22555,GrindTo10,290,Ironbeak Owl
87829,Rank15,45269,Raven Familiar
16276,GrindTo10,46442,Geosculptor Yip
10810,GrindTo5,400,Battle Rage
33647,GrindTo10,636,Whirlwind
8139,GrindTo10,40567,Grimestreet Outfitter
11899,GrindTo10,46107,Twig of the World Tree
13029,Legend,45269,Raven Familiar
5651,GrindTo15,1634,Young Priestess
6689,GrindTo10,42565,Treachery
16643,GrindTo10,42338,Snowflipper Penguin
24842,Legend,974,Soulfire
18763,Rank10,415,Youthful Brewmaster
1119,GrindTo15,157,Lord of the Arena
2035,Rank15,46118,Shrieking Shroom
87560,GrindTo5,41247,Vicious Fledgling
584,GrindTo5,38957,Midnight Drake
20744,GrindTo10,45775,Unidentified Shield
2100,Rank10,42822,Corpse Widow
19357,Rank10,41935,Elise the Trailblazer
7201,Rank5,38868,Twilight Elder
20377,Rank5,38267,Thing from Below
2576,GrindTo10,43022,Strongshell Scavenger
6771,Rank10,41099,Jungle Giants
564,Rank5,43493,Sneaky Devil
2803,GrindTo10,38749,Divine Strength
12487,Rank5,39481,Kindly Grandmother
22389,Rank15,46450,Crushing Walls
9382,Rank10,38882,Dark Arakkoa
2297,Rank5,45321,Sanguine Reveler
7847,Rank15,43439,Hadronox
1714,Rank10,394,Explosive Shot
5447,GrindTo10,43028,Plague Scientist
18928,GrindTo5,546,Shield Slam
6722,GrindTo15,43051,Meat Wagon
8585,GrindTo15,41868,The Last Kaleidosaur
11733,Rank5,1167,Aldor Peacekeeper
4608,GrindTo15,854,Humility
6715,GrindTo10,46258,Benevolent Djinn
3768,Rank15,41871,Corrupting Mist
1908,GrindTo5,40428,Rat Pack
1838,GrindTo15,299,Forked Lightning
61577,Rank10,46007,Drygulch Jailor
6300,Rank5,38863,C'Thun's Chosen
1172,Legend,338,Grommash Hellscream
219,Rank5,42663,Deadscale Knight
30872,GrindTo5,46432,Murmuring Elemental
4211,GrindTo15,810,Gorehowl
650,GrindTo15,38521,Faceless Behemoth
7849,GrindTo15,40742,Lotus Agents
1479,GrindTo10,38897,Ancient Shieldbearer
776,GrindTo10,285,Cruel Taskmaster
2386,GrindTo15,191,Murloc Raider
3243,GrindTo15,41207,Razorpetal Volley
1041,GrindTo15,383,Light's Justice
1429,Rank15,38434,Forbidden Shaping
844,Rank15,39489,Avian Watcher
815,Rank15,43282,Barkskin
20434,GrindTo10,41260,Fire Plume Phoenix
8182,GrindTo10,220,Shadow Madness
1497,Rank15,1522,Blessed Champion
802,GrindTo10,41213,Obsidian Shard
983,Rank15,40568,Grimy Gadgeteer
1535,GrindTo10,40955,Mayor Noggenfogger
1077,GrindTo15,38848,Blood Warriors
17762,GrindTo10,654,Frothing Berserker
184669,GrindTo10,41263,Bittertide Hydra
12075,GrindTo10,511,Upgrade!
140903,GrindTo5,457,Blizzard
26306,Legend,284,Novice Engineer
20253,GrindToLegend,41690,Molten Reflection
38250,Rank10,38418,Cabalist's Tome
187400,Rank15,457,Blizzard
66711,GrindTo15,41414,Sleep with the Fishes
82411,GrindTo15,42804,Shadow Essence
130043,GrindTo15,38312,"Y'Shaarj, Rage Unbound"
46555,GrindTo15,801,Crazed Alchemist
124652,GrindTo15,39442,Priest of the Feast
34946,GrindTo15,443,Hungry Crab
61147,Rank5,64,Swipe
80285,GrindTo15,41170,Binding Heal
142079,GrindTo15,519,Freezing Trap
80842,GrindTo15,43369,Rhok'delar
162479,Rank15,43426,Aluneth
421669,GrindTo5,43426,Aluneth
64566,Rank5,932,Gadgetzan Auctioneer
440426,GrindTo5,40299,Kabal Lackey
105405,Rank15,1090,Flame Imp
237313,GrindTo15,45590,Arcane Artificer
126547,GrindTo5,38433,Shadow Word: Horror
139185,GrindTo10,38843,Stand Against Darkness
199060,GrindTo15,45782,Unidentified Maul
71129,GrindToLegend,41111,Glacial Shard
167898,GrindTo5,1090,Flame Imp
5840,Legend,40408,Kazakus
96981,GrindTo15,41683,Gluttonous Ooze
50598,GrindTo5,42046,Lyra the Sunshard
160163,GrindToLegend,1189,Silence
159601,GrindTo15,45271,Dragon's Fury
10287,GrindTo15,40537,Krul the Unshackled
100076,Rank10,613,Power Word: Shield
142039,Rank15,95,Nourish
16255,Rank15,41222,The Caverns Below
36878,Legend,1186,Ysera
7407,Rank5,42998,Forge of Souls
37299,Rank15,233,Naturalize
90238,Rank10,42743,Despicable Dreadlord
47362,Rank10,45828,Oaken Summons
152590,Rank10,559,Leeroy Jenkins
13398,Rank5,42773,Acherus Veteran
53257,Rank15,41864,Spikeridged Steed
58776,GrindToLegend,306,Edwin VanCleef
23890,Rank15,40297,Volcanic Potion
124869,Legend,43384,Call to Arms
7740,Rank15,41130,Dinosize
295477,Rank5,41145,Sunkeeper Tarim
258556,GrindTo10,453,Coldlight Seer
51672,GrindTo5,46403,Zola the Gorgon
102572,Rank15,40797,Jade Behemoth
10563,GrindTo10,42658,Drain Soul
5916,Rank10,43414,Lesser Ruby Spellstone
590752,Rank5,754,Spellbreaker
2057,GrindToLegend,1007,Heroic Strike
737,Legend,42469,Dark Conviction
98159,GrindToLegend,41289,Spiritsinger Umbra
337491,GrindTo15,531,Faceless Manipulator
33971,GrindTo10,41180,Tortollan Shellraiser
44279,Rank15,272,Cabal Shadow Priest
8795,GrindTo10,38876,Shadowcaster
33643,GrindTo10,41410,Servant of Kalimos
63228,Legend,315,Fireball
67067,Rank5,40393,Bloodfury Potion
190010,Rank10,38496,"N'Zoth, the Corruptor"
135773,Rank5,45930,Plated Beetle
13148,GrindTo10,41099,Jungle Giants
15291,Legend,95,Nourish
60618,Rank10,912,Harrison Jones
68284,Rank10,42656,Spreading Plague
18204,Legend,43392,Valeera the Hollow
11151,Rank15,40636,Wickerflame Burnbristle
48685,Legend,40375,Greater Healing Potion
201990,GrindToLegend,906,Acidic Swamp Ooze
4147,GrindTo10,45528,Dragon Soul
9744,GrindTo15,42630,Rotface
24832,Rank10,39492,Cloaked Huntress
6919,Rank15,38334,Feral Rage
26826,GrindTo15,40954,Burgly Bully
6300,Legend,45263,Sonya Shadowdancer
57012,GrindTo5,41864,Spikeridged Steed
7449,Legend,43423,Scourgelord Garrosh
6150,GrindTo10,43420,Shifting Scroll
24652,Rank15,41105,Primalfin Totem
51244,Rank5,40455,Jade Lightning
10174,GrindTo15,791,Questing Adventurer
192,GrindTo5,960,Stormforged Axe
27003,GrindToLegend,47035,Kingsbane
15412,GrindTo15,40957,Blastcrystal Potion
12132,Rank15,41406,Cornered Sentry
5134,GrindToLegend,38857,C'Thun
83403,Rank5,1361,Divine Spirit
6105,Rank15,1141,Earth Elemental
2377,GrindTo15,38265,Eternal Sentinel
5358,GrindTo15,41876,Clutchmother Zavas
7375,GrindTo5,46442,Geosculptor Yip
2766,GrindTo15,39453,Moroes
17743,Rank10,436,Malygos
2787,GrindTo10,1099,Mind Vision
45006,Legend,40936,Pint-Size Potion
12053,Rank15,46058,Gather Your Party
2588,GrindTo15,39033,Hooded Acolyte
5300,Rank5,38488,Twin Emperor Vek'lor
958,Rank10,46286,Cataclysm
664,Legend,692,Druid of the Claw
542,Rank5,348,Dark Iron Dwarf
6685,GrindTo5,46058,Gather Your Party
3607,Rank10,40469,Grimestreet Enforcer
1580,Rank15,823,Starfire
802,Rank5,41086,Elder Longneck
1679,Rank10,43276,Greater Amethyst Spellstone
4281,Rank10,999,Bloodsail Raider
626,Rank15,40703,Don Han'Cho
1343,GrindTo15,46892,Shimmering Courser
4213,Rank15,41866,Primalfin Champion
6326,Rank10,814,Snipe
4212,GrindTo15,1241,Starving Buzzard
412,GrindTo10,38655,Wisps of the Old Gods
6471,GrindTo15,891,Sunfury Protector
1677,GrindTo15,140,Redemption
957,Rank15,38262,Primal Fusion
8133,GrindTo10,45338,Shadowblade
1667,GrindTo15,42747,Avalanche
2608,GrindTo15,42663,Deadscale Knight
1837,GrindTo15,582,Darkscale Healer
1027,Rank15,41363,Dinomancy
3562,GrindTo10,39433,Runic Egg
674,Rank15,642,Scarlet Crusader
5998,GrindToLegend,847,Truesilver Champion
1767,Rank15,42763,Ice Fishing
4769,Rank10,43486,Dragonslayer
2175,Rank15,1084,Mirror Image
1729,Rank15,570,Tinkmaster Overspark
2813,GrindToLegend,213,Mark of the Wild
3274,GrindTo15,526,Gruul
18236,Rank5,890,Tirion Fordring
4249,Rank10,46445,Seeping Oozeling
5414,Rank5,38447,Darkshire Librarian
859,Rank10,1019,Dread Infernal
3729,Rank15,41318,Stubborn Gastropod
800,Rank15,40423,Finders Keepers
472,Rank15,38875,Forlorn Stalker
4408,Rank10,1651,Earthen Ring Farseer
3682,GrindTo10,42750,Drakkari Defender
75302,GrindToLegend,39210,Book Wyrm
877,GrindTo15,40678,Knuckles
93759,Rank5,39160,Cat Trick
527,GrindTo10,40608,Small-Time Buccaneer
2722,GrindTo5,811,Cult Master
9346,GrindTo5,46541,Leyline Manipulator
1040,GrindTo10,797,Lightwell
2257,GrindToLegend,45784,Shroom Brewer
956,GrindTo5,38958,Crazed Worshipper
603,GrindTo5,43289,Jasper Spellstone
12945,GrindToLegend,42718,Ghastly Conjurer
365,Rank10,790,Amani Berserker
31143,GrindTo15,654,Frothing Berserker
128886,GrindTo15,621,Ice Barrier
422376,GrindTo15,1016,Coldlight Oracle
232266,Rank15,662,Frostbolt
123323,GrindTo15,141,Hunter's Mark
384027,GrindTo10,1087,Pyroblast
110599,GrindTo15,40694,Devolve
17115,Rank15,41353,Jeweled Macaw
110272,GrindTo15,40529,Jade Claws
242621,Rank5,192,Ice Block
40849,Rank15,40953,Doppelgangster
74816,Rank10,284,Novice Engineer
451426,GrindTo15,1037,Twilight Drake
51383,GrindTo15,1074,Slam
601475,GrindTo15,1650,Northshire Cleric
234288,GrindTo15,1004,Flamestrike
160704,GrindTo10,38318,Fandral Staghelm
223341,GrindTo5,41323,Fire Fly
18028,GrindTo10,596,Armorsmith
124802,GrindTo15,453,Coldlight Seer
131286,Rank15,42743,Despicable Dreadlord
4137,GrindTo15,39468,Purify
2214,GrindTo15,38888,Cult Apothecary
39668,Rank15,41159,Volcano
93714,Rank15,585,Explosive Trap
44002,Rank15,699,Tundra Rhino
5148,GrindTo15,40549,Weasel Tunneler
98098,Rank15,45537,Candleshot
31141,Legend,43112,Psychic Scream
80456,Rank5,1243,Unleash the Hounds
13487,GrindToLegend,40323,Raza the Chained
564282,GrindTo10,113,Counterspell
166057,GrindToLegend,40938,Dragonfire Potion
67982,GrindTo10,41170,Binding Heal
282487,GrindTo5,41177,Curious Glimmerroot
76632,Rank10,40375,Greater Healing Potion
102815,GrindTo10,43369,Rhok'delar
461228,GrindTo15,45195,Carnivorous Cube
125040,GrindTo10,42804,Shadow Essence
110268,GrindToLegend,39160,Cat Trick
116223,Rank5,1189,Silence
11379,GrindTo15,45528,Dragon Soul
44668,Rank10,39712,Maelstrom Portal
17635,Rank15,648,Stonetusk Boar
6681,GrindToLegend,39426,Arcane Giant
13968,Rank5,45546,To My Side!
205377,Rank10,42442,Cobalt Scalebane
526025,GrindToLegend,41145,Sunkeeper Tarim
246604,GrindTo5,757,Argent Squire
30772,Rank15,46303,Unstable Evolution
63521,GrindTo15,45535,Evasion
35893,GrindTo5,503,Power of the Wild
13986,GrindTo15,394,Explosive Shot
26569,GrindToLegend,39350,Enchanted Raven
10845,GrindTo5,41331,"Kalimos, Primal Lord"
204613,Rank10,43384,Call to Arms
823397,GrindToLegend,754,Spellbreaker
16682,GrindTo10,40905,"Shaku, the Collector"
108877,GrindToLegend,1361,Divine Spirit
668063,GrindTo10,40378,Drakonid Operative
46219,GrindTo5,46263,Val'anyr
324982,Rank15,1092,Mortal Coil
49678,Rank10,46307,Lesser Diamond Spellstone
782,GrindTo10,45777,Sacred Maul
23091,GrindTo5,46303,Unstable Evolution
25400,Legend,42743,Despicable Dreadlord
3289,Rank10,692,Druid of the Claw
2522,Rank5,1007,Heroic Strike
6138,Rank10,28,Kor'kron Elite
84823,Rank10,1186,Ysera
7126,GrindTo10,38538,Bilefin Tidehunter
98396,GrindTo5,41878,Meteor
10344,Legend,40372,Jade Idol
100773,Rank15,45341,Prince Taldaram
458839,GrindToLegend,43272,Lesser Amethyst Spellstone
72983,Rank5,41289,Spiritsinger Umbra
234101,Rank5,46460,Twilight Acolyte
51368,GrindTo5,41358,Crackling Razormaw
72082,Rank10,43357,Flanking Strike
461824,GrindToLegend,45820,Possessed Lackey
279473,GrindTo5,41243,Stonehill Defender
78703,GrindToLegend,40393,Bloodfury Potion
305382,Rank5,46056,Voidlord
56393,Legend,45341,Prince Taldaram
34516,GrindToLegend,40455,Jade Lightning
18457,Rank15,622,Stormwind Knight
130482,Legend,38496,"N'Zoth, the Corruptor"
588,GrindTo5,352,Doomhammer
8975,GrindTo15,286,Vaporize
9945,GrindTo15,42791,Nerubian Unraveler
6280,GrindTo5,147,Shadowflame
31278,Legend,42670,Gnomeferatu
57928,GrindToLegend,667,Fan of Knives
16065,Rank15,41890,Direhorn Hatchling
10690,GrindTo10,445,Reckless Rocketeer
516,GrindTo10,538,Arathi Weaponsmith
63791,GrindToLegend,39841,"Medivh, the Guardian"
54418,GrindToLegend,64,Swipe
9730,Legend,43483,Arcane Tyrant
181861,GrindTo5,40409,Potion of Polymorph
2133,Rank15,46087,Fungal Enchanter
10627,Rank15,41154,Steam Surger
5518,Rank15,38517,Nerubian Prophet
16278,GrindTo10,43505,Bring It On!
105464,Rank15,41878,Meteor
4060,GrindTo10,39008,Master of Evolution
12162,Rank10,400,Battle Rage
24343,GrindTo5,699,Tundra Rhino
4384,GrindTo15,41925,Humongous Razorleaf
23684,GrindTo15,1373,Blessing of Wisdom
16808,Legend,43237,Cavern Shinyfinder
61969,Rank5,47035,Kingsbane
4191,GrindTo15,43277,Bladed Gauntlet
11618,Rank10,45353,Twilight's Call
1778,Rank5,38578,Shadow Strike
6365,GrindTo10,38578,Shadow Strike
6397,GrindTo10,1091,Misdirection
73702,Rank5,43419,Frost Lich Jaina
2682,GrindTo10,864,Lava Burst
679,Rank10,886,Lightspawn
43446,GrindTo10,40954,Burgly Bully
41065,GrindTo5,45945,Greedy Sprite
3459,Rank5,308,Gnomish Inventor
23853,Rank15,41927,Shimmering Tempest
3883,GrindTo10,38403,"Xaril, Poisoned Mind"
3125,GrindTo5,41154,Steam Surger
3025,GrindTo15,43502,Breath of Sindragosa
2928,Rank15,43474,Stoneskin Basilisk
4447,GrindTo5,41927,Shimmering Tempest
534,Rank15,42748,Gnash
3173,Rank5,46069,Guild Recruiter
185,GrindTo5,42825,Blackguard
980,Rank15,38429,Twilight Darkmender
2559,Rank15,282,Betrayal
111487,Rank5,38792,Eater of Secrets
641,GrindTo10,1241,Starving Buzzard
3787,Rank5,40697,Jade Swarmer
2104,Rank15,39374,Onyx Bishop
136797,GrindTo5,585,Explosive Trap
2189,GrindTo10,41357,Raptor Hatchling
4563,GrindTo15,1182,Ironfur Grizzly
564,Rank5,40940,Kabal Trafficker
8920,GrindTo10,41366,Swamp King Dred
8384,Rank5,38857,C'Thun
6516,GrindTo10,791,Questing Adventurer
1831,Rank10,1656,The Black Knight
166464,Rank5,906,Acidic Swamp Ooze
766,GrindTo15,38655,Wisps of the Old Gods
3960,GrindTo15,774,Unbound Elemental
482,GrindTo10,45905,Primal Talismans
3033,GrindTo10,564,Arcane Missiles
8825,Rank15,41834,Envenom Weapon
2546,GrindTo5,1634,Young Priestess
6976,GrindTo10,818,Far Sight
381,GrindTo15,43489,Toothy Chest
1395,GrindTo15,45377,Hyldnir Frostrider
320,GrindTo5,205,Ironbark Protector
2042,GrindToLegend,42565,Treachery
11527,GrindTo10,43127,Chillblade Champion
23339,GrindTo10,40285,Jinyu Waterspeaker
1793,GrindTo15,41360,Stampede
641,GrindTo10,45329,Bloodworm
273,Rank15,39822,Deadly Fork
359,Rank15,42712,Bone Baron
8999,GrindTo10,41154,Steam Surger
833,Rank15,42810,Animated Berserker
4198,Rank10,41208,Razorpetal Lasher
67563,Rank5,141,Hunter's Mark
649,Rank10,38461,Renounce Darkness
196,Rank10,43269,Kobold Barbarian
934,GrindTo15,38475,Shifter Zerus
483,Rank15,149,Ancestral Healing
759,GrindTo5,42328,Skelemancer
419,GrindTo15,40464,Shadow Rager
681,Rank10,186,Ancient Brewmaster
4047,GrindTo5,43414,Lesser Ruby Spellstone
1001,GrindToLegend,42394,Deathspeaker
8661,GrindTo10,41944,Adaptation
3034,Rank10,46589,King Togwaggle
9154,GrindTo5,814,Snipe
991,GrindTo10,411,Nozdormu
141,Rank15,45773,Runed Shield
711,GrindTo10,42825,Blackguard
292,GrindToLegend,46544,Temporus
4089,GrindToLegend,841,Holy Nova
839,Rank15,556,Illidan Stormrage
2390,GrindTo5,45366,Arfus
980,Rank10,39465,Moat Lurker
1379,GrindTo10,41856,Lakkari Sacrifice
18392,GrindToLegend,455,Snake Trap
1159,Rank10,41107,Fire Plume Harbinger
593,Rank5,86,Starfall
6155,Legend,41212,Mimic Pod
2237,GrindTo10,42566,Devour Mind
681,GrindToLegend,594,Lay on Hands
625,Rank10,40973,Shellshifter
162,GrindToLegend,383,Light's Justice
584,Rank15,43517,Furbolg Mossbinder
5015,Legend,1003,Houndmaster
582,Rank10,41499,Unite the Murlocs
115,Rank5,42781,Tomb Lurker
245,GrindTo5,783,Pit Lord
399,Rank5,286,Vaporize
1252,GrindToLegend,40537,Krul the Unshackled
1575,GrindToLegend,791,Questing Adventurer
548,Rank15,41257,Thunder Lizard
124,Legend,42782,Ticking Abomination
814,GrindTo5,41925,Humongous Razorleaf
985,Rank10,440,Abomination
328,Legend,1657,Big Game Hunter
713,Rank10,1371,Stampeding Kodo
243,Rank5,42909,Corpse Raiser
485,Rank10,38454,Forbidden Ritual
403,GrindTo5,38429,Twilight Darkmender
7142,Legend,163,Sacrificial Pact
254,Rank10,12,Mana Addict
259,GrindTo15,38522,Eldritch Horror
194,Rank10,41324,Stegodon
2246,Legend,39481,Kindly Grandmother
140,GrindTo10,40695,Shadow Sensei
148,Rank15,38340,Forbidden Ancient
178,Rank10,538,Arathi Weaponsmith
1662,Legend,38528,Corrupted Healbot
426,GrindTo5,39374,Onyx Bishop
137,GrindTo15,1009,Warsong Commander
427,GrindTo5,38532,Tentacle of N'Zoth
682,Legend,38749,Divine Strength
115,GrindTo5,40615,Lunar Visions
112,Legend,606,Timber Wolf
161,Legend,39034,Shifting Shade
203,GrindTo5,512,Frost Elemental
179,Rank5,38655,Wisps of the Old Gods
212,Rank5,43528,Gravelsnout Knight
967,Legend,42565,Treachery
499,Legend,42658,Drain Soul
106,Legend,41872,Bloodbloom
162,GrindToLegend,38725,Faceless Summoner
103,GrindToLegend,526,Gruul
7091,Rank15,1007,Heroic Strike
20685,Rank15,878,Dread Corsair
16789,GrindTo10,304,Arcanite Reaper
23025,GrindTo15,999,Bloodsail Raider
9296,GrindTo15,804,Mortal Strike
117063,GrindTo15,38418,Cabalist's Tome
565768,GrindTo5,41153,Arcanologist
16017,GrindTo15,40803,"Finja, the Flying Star"
20437,GrindTo15,1651,Earthen Ring Farseer
127241,GrindTo15,587,Frost Nova
17333,Rank15,38857,C'Thun
184374,Rank15,906,Acidic Swamp Ooze
17345,GrindTo10,38914,N'Zoth's First Mate
50193,GrindTo15,847,Truesilver Champion
304651,GrindTo10,680,Southsea Captain
803421,GrindTo15,41418,Tar Creeper
151766,GrindTo15,1362,Circle of Healing
4564,GrindToLegend,38920,Bloodsail Cultist
376856,GrindTo15,405,Mana Wyrm
52532,GrindTo10,38266,Evolve
93994,GrindTo10,39712,Maelstrom Portal
30208,Rank5,41690,Molten Reflection
377003,GrindTo15,41169,Shadow Visions
271004,GrindToLegend,555,Arcane Intellect
82943,Rank10,39841,"Medivh, the Guardian"
18302,GrindTo15,41427,Fire Plume's Heart
77843,GrindTo10,41929,Primordial Drake
73520,Rank15,42992,Spirit Lash
120717,Rank5,38312,"Y'Shaarj, Rage Unbound"
14460,Rank10,40297,Volcanic Potion
109067,GrindTo10,39442,Priest of the Feast
79673,Rank10,1659,Acolyte of Pain
348313,GrindTo15,43407,Explosive Runes
6742,GrindToLegend,366,Spellbender
35730,GrindToLegend,42046,Lyra the Sunshard
183947,GrindTo10,40375,Greater Healing Potion
687269,GrindTo5,43122,Kobold Librarian
43571,Legend,1366,Mass Dispel
150543,GrindTo10,519,Freezing Trap
252429,GrindToLegend,40299,Kabal Lackey
58472,GrindTo10,41094,Living Mana
33362,GrindTo15,436,Malygos
165262,Rank5,40373,Potion of Madness
192626,Rank15,46460,Twilight Acolyte
16698,GrindTo10,467,Moonfire
51880,GrindTo15,39492,Cloaked Huntress
9590,GrindTo15,42765,Snowfury Giant
131679,Rank5,41177,Curious Glimmerroot
28371,Rank15,45546,To My Side!
57487,GrindTo5,38718,Mire Keeper
85522,Rank10,45590,Arcane Artificer
9127,Rank15,308,Gnomish Inventor
88676,Rank5,48,Voidwalker
358199,GrindTo10,45782,Unidentified Maul
71856,Rank5,45340,Prince Keleseth
19692,Rank5,46263,Val'anyr
22836,GrindTo5,1171,Bloodlust
148334,Rank5,41265,Gentle Megasaur
292425,GrindTo10,1063,Murloc Warleader
59296,Legend,40583,Kabal Crystal Runner
139895,Rank5,42574,Shadow Ascendant
378352,GrindTo10,46032,Grand Archivist
10720,Rank15,43473,Lone Champion
183861,GrindToLegend,45930,Plated Beetle
501241,GrindTo10,8,Mind Control
1264,Legend,654,Frothing Berserker
69812,GrindTo5,47035,Kingsbane
16544,Rank5,503,Power of the Wild
3393,GrindTo5,38584,Fiery Bat
1668,Rank10,41875,Chittering Tunneler
68540,GrindTo5,268,Cold Blood
144643,Rank15,47035,Kingsbane
2216,GrindTo15,921,Jungle Panther
90876,Rank5,40596,Aya Blackpaw
98806,Rank15,40929,Kabal Songstealer
152109,Legend,43415,Bloodreaver Gul'dan
3113,GrindTo10,42394,Deathspeaker
247673,GrindToLegend,46299,Skull of the Man'ari
145316,Rank10,531,Faceless Manipulator
4090,GrindTo15,43276,Greater Amethyst Spellstone
137868,Legend,42471,Defile
6939,Rank15,38584,Fiery Bat
109145,GrindTo5,43419,Frost Lich Jaina
72992,Rank10,95,Nourish
66753,Rank10,45271,Dragon's Fury
3137,GrindTo15,1372,Molten Giant
33084,Rank10,766,Hex
36405,Rank10,41864,Spikeridged Steed
2913,Rank5,38377,On the Hunt
18008,Legend,912,Harrison Jones
25856,GrindTo15,45759,Unidentified Elixir
2072,GrindTo15,39476,Pompous Thespian
4279,GrindTo15,39118,Skeram Cultist
16261,GrindTo10,841,Holy Nova
4556,GrindToLegend,42338,Snowflipper Penguin
2760,GrindTo10,23,Bane of Doom
6674,GrindTo15,43486,Dragonslayer
4390,GrindTo15,38764,Darkshire Alchemist
28740,GrindTo5,45546,To My Side!
5776,GrindTo5,308,Gnomish Inventor
10473,Rank15,46069,Guild Recruiter
7371,GrindToLegend,290,Ironbeak Owl
8739,GrindTo15,40517,Felfire Potion
6278,Rank10,42525,Venomstrike Trap
64729,Rank5,43121,Vulgar Homunculus
137,GrindTo10,1122,Venture Co. Mercenary
7510,GrindTo15,90,Chillwind Yeti
57709,GrindTo5,1261,Savannah Highmane
2621,GrindTo15,41328,Giant Wasp
5219,GrindTo15,43523,Boisterous Bard
14940,Rank10,41081,Earthen Scales
2038,GrindTo15,38567,Blood of The Ancient One
