plays	turn	game_type	play_category
925	35	30	PRIEST
2620	18	30	PRIEST
2811	16	30	PRIEST
5581	16	30	SHAMAN
3808	3	30	SHAMAN
13182	1	30	SHAMAN
245	35	30	SHAMAN
83	68	30	Other
7	45	30	DRUID
451	22	30	The Coin
949	21	30	PALADIN
1183	19	30	ROGUE
327	41	30	WARRIOR
2468	45	30	Other
2402	28	30	NEUTRAL
1833	32	30	NEUTRAL
303	41	2	MAGE
810	35	2	The Coin
15086	27	3	HUNTER
129	59	3	WARRIOR
10564	35	3	WARRIOR
122	58	3	Other
12	39	30	HUNTER
58	63	30	PRIEST
462	53	3	PRIEST
114	30	30	ROGUE
1174	7	3	The Coin
4	64	3	MAGE
110	14	3	NEUTRAL
23	71	30	PRIEST
12	45	30	MAGE
16	50	3	WARLOCK
27	34	30	HUNTER
14	1	3	WARRIOR
3	56	30	DRUID
2	57	30	DRUID
5	85	30	WARRIOR
1	55	3	WARLOCK
3	81	2	NEUTRAL
2	1	30	PRIEST
6	52	2	WARLOCK
6	58	3	PALADIN
2	86	30	WARRIOR
11	53	3	HUNTER
1	75	30	DRUID
1	56	30	MAGE
27186	16	2	PALADIN
7350	26	2	PALADIN
28680	18	2	PALADIN
8431	31	2	PRIEST
18258	24	2	PRIEST
10762	24	2	SHAMAN
2351	31	2	SHAMAN
47591	13	2	WARRIOR
41140	17	2	WARRIOR
39686	19	2	WARRIOR
55935	15	2	DRUID
3863	23	2	The Coin
6365	47	2	WARRIOR
2203507	21	3	Other
47254	20	3	HUNTER
40397	27	3	PRIEST
6262	49	3	Other
38499	20	3	SHAMAN
566	53	3	WARRIOR
32581	14	3	WARRIOR
39272	15	3	WARRIOR
278864	2	3	The Coin
21160	29	30	Other
66443	21	30	Other
37543	25	30	Other
1665	15	30	HUNTER
3155	15	30	PRIEST
697	39	30	PRIEST
2560	23	30	PRIEST
1167	27	30	SHAMAN
1547	17	30	ROGUE
1643	18	30	WARRIOR
337	58	30	Other
10	73	30	WARRIOR
36	63	30	WARRIOR
966	21	30	DRUID
221	1	2	MAGE
38861	22	3	HUNTER
260	51	30	NEUTRAL
36	76	2	PRIEST
218	56	3	PRIEST
30	36	30	WARLOCK
91	86	2	Other
99	85	2	Other
48	72	30	Other
195	49	3	PALADIN
883	51	3	WARRIOR
228	16	3	NEUTRAL
207	53	30	PRIEST
24	63	30	NEUTRAL
64	39	3	NEUTRAL
184	45	2	The Coin
34	56	2	The Coin
3	52	30	The Coin
17	51	2	MAGE
92	47	3	ROGUE
47	51	2	DRUID
89	59	30	PRIEST
1	50	30	WARLOCK
18	75	30	Other
2	74	2	DRUID
1	58	30	PALADIN
2	71	2	HUNTER
11	60	3	SHAMAN
2	48	30	The Coin
4	43	30	WARLOCK
2	50	30	ROGUE
4	59	2	DRUID
1	63	2	PALADIN
2117116	10	2	Other
1239	2	2	HUNTER
43632	10	2	PALADIN
24797	19	2	SHAMAN
44975	16	2	ROGUE
27627	18	2	ROGUE
308	35	2	ROGUE
2152	31	2	MAGE
768	36	2	MAGE
16262	24	2	DRUID
4665	49	2	NEUTRAL
4126	52	2	WARRIOR
3006413	15	3	Other
66535	39	3	Other
4767	32	3	HUNTER
67283	12	3	WARLOCK
43964	11	3	PALADIN
52	53	3	PALADIN
437	46	3	PALADIN
16392	28	3	SHAMAN
33257	24	3	WARRIOR
17778	31	3	WARRIOR
1587	53	3	Other
99	59	3	Other
92605	18	30	Other
126360	14	30	Other
1412	21	30	WARLOCK
2424	24	30	PRIEST
1362	31	30	PRIEST
563	31	30	SHAMAN
2299	16	30	DRUID
16946	6	30	The Coin
2001	16	30	PALADIN
59	31	30	HUNTER
479	36	30	WARRIOR
201	47	30	WARRIOR
687	1	30	DRUID
478	37	2	SHAMAN
113	78	2	WARRIOR
1244	34	3	The Coin
55	71	30	Other
47	40	2	WARLOCK
185	44	2	PALADIN
360	33	30	SHAMAN
84	35	30	MAGE
68	35	30	DRUID
186	1	2	ROGUE
40	49	3	ROGUE
14	54	3	HUNTER
45	66	30	PRIEST
94	39	2	ROGUE
308	43	2	The Coin
28	70	2	NEUTRAL
49	62	3	WARRIOR
1	59	2	ROGUE
22	1	30	MAGE
9	66	3	WARRIOR
8	66	3	PRIEST
4	66	2	DRUID
2	51	30	DRUID
1	62	2	MAGE
1	71	2	ROGUE
1	65	30	The Coin
17016	52	2	Other
1549391	20	2	Other
1183210	22	2	Other
1815062	7	2	Other
27727	48	2	Other
10206	25	2	HUNTER
14085	22	2	PALADIN
1573	45	2	PRIEST
18281	8	2	SHAMAN
25328	6	2	WARRIOR
49712	5	2	ROGUE
12551	22	2	MAGE
27943	7	2	MAGE
210	42	2	MAGE
1677	37	2	DRUID
95148	7	2	DRUID
105244	12	2	The Coin
108	49	2	The Coin
9800	40	2	WARRIOR
16136	39	2	NEUTRAL
87863	23	2	NEUTRAL
68	68	2	NEUTRAL
801	60	2	NEUTRAL
10312	11	2	NEUTRAL
85	48	2	DRUID
671807	28	3	Other
21489	44	3	Other
241077	33	3	Other
128663	36	3	Other
993	38	3	HUNTER
56765	17	3	HUNTER
85601	15	3	WARLOCK
160	50	3	PALADIN
47710	17	3	PALADIN
9930	31	3	PALADIN
2505	38	3	PALADIN
858	43	3	PALADIN
42085	10	3	PRIEST
9982	37	3	PRIEST
37771	4	3	SHAMAN
3597	42	3	WARRIOR
34589	23	3	ROGUE
151175	13	3	MAGE
22636	33	3	MAGE
69690	5	3	MAGE
54361	13	3	PALADIN
15908	27	3	ROGUE
74461	16	3	WARLOCK
49828	5	3	DRUID
4959	34	3	WARLOCK
78549	5	30	Other
3098	14	30	WARLOCK
2700	5	30	PALADIN
10992	10	30	SHAMAN
173	37	30	SHAMAN
2143	16	30	ROGUE
2777	11	30	ROGUE
5146	5	30	DRUID
48	2	30	HUNTER
100	33	30	PALADIN
748	42	30	NEUTRAL
375	48	30	NEUTRAL
129	52	30	WARRIOR
486	42	2	DRUID
358	56	2	PRIEST
740	39	3	WARLOCK
8048	37	3	WARRIOR
1389	48	3	WARRIOR
221	26	30	The Coin
771	2	30	PALADIN
1043	37	3	HUNTER
25	48	2	MAGE
152	46	3	ROGUE
79	47	3	HUNTER
302	3	3	The Coin
17	89	2	WARRIOR
36	52	2	PALADIN
28	62	3	Other
1	61	3	ROGUE
2	88	2	DRUID
20	7	30	NEUTRAL
5	70	30	NEUTRAL
3	57	2	HUNTER
6	78	30	WARRIOR
5	52	3	NEUTRAL
3	53	3	WARLOCK
1	65	3	ROGUE
57674	42	2	Other
16699	23	2	HUNTER
6021	27	2	HUNTER
5782	27	2	PALADIN
18556	20	2	PALADIN
21801	6	2	PRIEST
31742	8	2	PRIEST
2984	40	2	PRIEST
17403	32	2	WARRIOR
14463	35	2	WARRIOR
3170	29	2	MAGE
7325	29	2	DRUID
49571	12	2	ROGUE
6473	46	2	WARRIOR
2350	54	2	NEUTRAL
76612	16	2	NEUTRAL
1792134	5	3	Other
27636	10	3	HUNTER
82377	14	3	WARLOCK
25864	4	3	PRIEST
647	52	3	WARRIOR
22249	7	3	WARRIOR
52424	16	3	ROGUE
30233	5	3	PALADIN
63027	11	3	ROGUE
12186	33	3	DRUID
134579	12	30	Other
8150	36	30	Other
335	28	30	WARLOCK
3287	9	30	PALADIN
3279	21	30	SHAMAN
1546	20	30	WARRIOR
560	34	30	WARRIOR
3053	9	30	MAGE
549	24	30	DRUID
5510	9	30	DRUID
31	38	30	The Coin
214	62	30	Other
611	74	2	Other
283	42	2	PALADIN
650	22	3	NEUTRAL
1382	22	30	WARRIOR
62	19	30	The Coin
532	33	2	ROGUE
75	13	30	The Coin
69	36	30	MAGE
270	26	30	ROGUE
32	71	2	NEUTRAL
116	65	2	PRIEST
700	44	3	PALADIN
30	72	30	PRIEST
546	2	3	HUNTER
388	49	3	SHAMAN
28	44	2	ROGUE
2	55	30	DRUID
6	62	3	MAGE
63	36	30	DRUID
42	42	3	NEUTRAL
9	74	30	WARRIOR
36	84	2	WARRIOR
1	62	30	DRUID
24	87	2	WARRIOR
3	43	30	The Coin
51	45	2	SHAMAN
75	17	30	The Coin
7	47	30	The Coin
4	56	2	HUNTER
3	76	2	NEUTRAL
8	48	3	NEUTRAL
7	41	30	WARLOCK
15	45	2	HUNTER
5	50	30	The Coin
2	54	30	ROGUE
2	61	2	HUNTER
3	72	2	The Coin
2	89	2	NEUTRAL
1	65	2	HUNTER
1	55	30	PALADIN
2163026	15	2	Other
19302	51	2	Other
65270	11	2	HUNTER
42170	19	2	WARLOCK
1905	30	2	WARLOCK
31148	11	2	PRIEST
1439	46	2	PRIEST
39171	6	2	SHAMAN
67700	3	2	WARRIOR
36307	15	2	MAGE
17697	20	2	MAGE
1154	34	2	MAGE
22116	22	2	DRUID
2906	34	2	DRUID
4405	21	2	The Coin
72748	26	2	NEUTRAL
113	37	2	WARLOCK
83	79	2	WARRIOR
2872539	12	3	Other
2461872	9	3	Other
2400	2	3	PALADIN
71207	21	3	PRIEST
40548	21	3	SHAMAN
37911	22	3	WARRIOR
97	60	3	WARRIOR
119858	9	3	MAGE
38078	30	3	MAGE
8408	19	3	The Coin
10381	17	3	The Coin
582	55	3	Other
500	22	30	HUNTER
572	42	30	PRIEST
2770	22	30	PRIEST
1659	25	30	SHAMAN
9083	3	30	ROGUE
2362	12	30	MAGE
1427	49	30	Other
15490	2	30	The Coin
827	29	30	SHAMAN
1580	34	30	NEUTRAL
2477	15	30	NEUTRAL
74	61	30	PRIEST
233	40	2	SHAMAN
4077	37	3	SHAMAN
45	50	3	The Coin
88	30	30	The Coin
6	53	2	MAGE
21	64	30	NEUTRAL
254	36	2	ROGUE
37	57	3	SHAMAN
69	70	30	Other
44	55	3	DRUID
121	55	3	MAGE
37	46	2	SHAMAN
2	60	2	DRUID
8	54	3	ROGUE
24	80	30	Other
10	84	2	PRIEST
17	83	30	Other
1	82	2	The Coin
1	87	2	NEUTRAL
9	46	2	HUNTER
1	60	2	MAGE
4	42	30	HUNTER
2	62	3	DRUID
1030957	4	2	Other
62827	6	2	WARLOCK
29684	12	2	PALADIN
44053	4	2	PALADIN
20769	7	2	SHAMAN
15031	34	2	WARRIOR
58502	14	2	ROGUE
4778	26	2	ROGUE
39698	9	2	MAGE
122737	9	2	DRUID
13	46	2	WARLOCK
799	38	2	The Coin
119	50	2	The Coin
1342	64	2	WARRIOR
29	48	2	SHAMAN
1183	58	2	NEUTRAL
602	52	2	PRIEST
671	70	2	WARRIOR
985399	26	3	Other
2872184	18	3	Other
2989686	16	3	Other
5399	31	3	HUNTER
28825	24	3	HUNTER
21834	26	3	PALADIN
40247	16	3	PALADIN
81958	3	3	PALADIN
2067	39	3	PALADIN
24148	31	3	PRIEST
52578	24	3	PRIEST
3751	43	3	PRIEST
27536	24	3	SHAMAN
25571	5	3	SHAMAN
63068	6	3	MAGE
70012	21	3	WARLOCK
299003	6	3	The Coin
8128	33	3	SHAMAN
79255	16	3	DRUID
132216	13	30	Other
704	25	30	WARLOCK
3683	5	30	PRIEST
1961	24	30	SHAMAN
1347	12	30	WARRIOR
1219	10	30	WARRIOR
2061	18	30	MAGE
2525	3	30	MAGE
1706	18	30	DRUID
6	46	30	The Coin
798	21	30	ROGUE
1144	33	30	PRIEST
2926	19	30	NEUTRAL
480	44	30	PRIEST
144	42	2	SHAMAN
78	48	3	ROGUE
241	29	30	WARLOCK
459	26	30	PALADIN
47	41	2	WARLOCK
314	64	2	NEUTRAL
304	40	3	The Coin
113	45	3	The Coin
28	44	3	NEUTRAL
26	67	30	PRIEST
84	11	30	The Coin
18	56	3	The Coin
3	67	3	PRIEST
1	80	30	NEUTRAL
46	62	3	PRIEST
6	88	2	PRIEST
1	77	2	ROGUE
1	58	3	ROGUE
20	77	30	Other
3	55	2	MAGE
4	62	2	DRUID
1	58	30	ROGUE
1	67	2	The Coin
3	52	2	HUNTER
3	44	30	HUNTER
25966	21	2	HUNTER
25121	21	2	PRIEST
5920	34	2	PRIEST
8334	24	2	ROGUE
2380	30	2	MAGE
666	37	2	MAGE
5939	30	2	DRUID
35274	19	2	DRUID
1376	70	2	Other
187571	10	2	The Coin
1138	36	2	The Coin
7149	45	2	WARRIOR
2874	56	2	WARRIOR
55042	29	2	NEUTRAL
67390	27	2	NEUTRAL
971	31	2	ROGUE
1999	60	2	WARRIOR
362324	31	3	Other
57145	19	3	HUNTER
27252	43	3	Other
55079	23	3	WARLOCK
78604	19	3	PRIEST
29742	10	3	SHAMAN
52539	28	3	MAGE
30004	28	3	DRUID
108844	14	3	The Coin
18066	30	3	WARRIOR
11917	33	30	Other
2456	10	30	PRIEST
820	37	30	PRIEST
2720	4	30	PRIEST
6335	4	30	SHAMAN
1329	7	30	WARRIOR
477	23	30	ROGUE
2752	44	30	Other
1512	5	30	MAGE
816	24	30	MAGE
268	28	30	DRUID
94	33	30	DRUID
39	38	30	PALADIN
2151	30	30	NEUTRAL
180	48	30	WARRIOR
423	37	30	WARRIOR
854	68	2	WARRIOR
1265	18	30	The Coin
55	88	2	Other
221	43	3	HUNTER
326	28	30	PALADIN
1	63	30	WARLOCK
152	31	30	PALADIN
223	52	30	NEUTRAL
39	75	2	PRIEST
145	33	30	MAGE
59	34	30	WARLOCK
12	39	30	ROGUE
21	41	30	DRUID
15	44	30	PALADIN
10	43	30	PALADIN
2	56	3	ROGUE
11	66	3	Other
2	57	3	ROGUE
2	3	30	The Coin
2	80	2	The Coin
1	75	2	HUNTER
1	82	2	HUNTER
1	60	30	ROGUE
1017199	23	2	Other
411641	29	2	Other
768502	25	2	Other
57859	15	2	HUNTER
977	72	2	Other
82181	9	2	WARLOCK
5325	61	2	Other
3978	29	2	PALADIN
26776	15	2	PRIEST
45272	14	2	SHAMAN
30169	15	2	SHAMAN
23067	11	2	WARRIOR
144	38	2	ROGUE
7071	25	2	MAGE
26315	21	2	DRUID
539	53	2	PRIEST
825450	2	3	Other
32119	4	3	HUNTER
35309	12	3	HUNTER
32793	6	3	WARLOCK
3433	35	3	WARLOCK
34670	12	3	SHAMAN
45020	21	3	WARRIOR
31107	6	3	ROGUE
1316	47	3	MAGE
3078	43	3	MAGE
625	50	3	MAGE
11371	24	3	The Coin
1427	31	3	The Coin
118028	9	30	Other
18671	30	30	Other
2711	16	30	WARLOCK
8366	3	30	WARLOCK
1302	19	30	PALADIN
7625	12	30	SHAMAN
13	40	30	ROGUE
2606	6	30	ROGUE
1170	50	30	Other
559	55	30	Other
6134	38	30	Other
2976	13	30	MAGE
2072	19	30	MAGE
2592	17	30	MAGE
1950	17	30	DRUID
1369	19	30	DRUID
3900	13	30	DRUID
1796	17	30	PALADIN
2379	29	30	NEUTRAL
2865	25	30	NEUTRAL
298	49	30	PRIEST
806	1	30	WARLOCK
317	42	30	WARRIOR
390	73	2	WARRIOR
42	38	30	MAGE
66	57	30	WARRIOR
150	45	3	ROGUE
1483	43	3	DRUID
137	36	2	WARLOCK
75	32	30	ROGUE
29	86	2	WARRIOR
225	50	3	DRUID
71	46	3	WARLOCK
66	52	2	The Coin
50	38	30	DRUID
20	44	2	WARLOCK
5	64	2	The Coin
13	37	30	HUNTER
37	43	2	ROGUE
4	82	30	WARRIOR
5	50	2	ROGUE
5	46	30	ROGUE
5	39	30	WARLOCK
2	72	2	DRUID
2	58	2	PALADIN
5	47	30	DRUID
15	6	2	NEUTRAL
14	81	30	Other
4	55	2	ROGUE
6	50	30	DRUID
1	67	30	DRUID
3	50	30	PALADIN
1	63	3	ROGUE
4	72	30	NEUTRAL
1	81	30	DRUID
4	57	2	PALADIN
2	61	2	PALADIN
86276	39	2	Other
65745	41	2	Other
7041	59	2	Other
15123	53	2	Other
47883	16	2	HUNTER
1392	32	2	HUNTER
7868	26	2	HUNTER
3956	63	2	Other
29392	15	2	PALADIN
39522	14	2	PALADIN
27079	1	2	PALADIN
453	39	2	PALADIN
7480	32	2	PRIEST
28593	14	2	MAGE
996	35	2	MAGE
29469	20	2	DRUID
60274	14	2	DRUID
478	54	2	PRIEST
2312	27	2	The Coin
3038	25	2	The Coin
1904	29	2	The Coin
4729	28	2	SHAMAN
1029	35	2	PALADIN
1836	32	2	SHAMAN
6042	47	2	NEUTRAL
792	73	2	Other
23786	28	3	WARLOCK
61164	22	3	PRIEST
50406	25	3	PRIEST
156	57	3	PRIEST
48	61	3	PRIEST
34055	23	3	SHAMAN
27273	25	3	SHAMAN
89989	7	3	MAGE
12896	36	3	MAGE
1054	48	3	MAGE
76861	9	3	DRUID
414	48	3	DRUID
75958	12	3	DRUID
69122	18	3	WARLOCK
525	38	3	The Coin
2857	30	3	The Coin
40032	20	3	WARRIOR
15649	29	3	SHAMAN
1303	7	30	HUNTER
727	20	30	HUNTER
867	24	30	WARLOCK
1889	27	30	PRIEST
2813	20	30	PRIEST
3823	20	30	SHAMAN
1079	8	30	WARRIOR
1735	15	30	WARRIOR
3821	12	30	DRUID
407	57	30	Other
523	35	30	WARRIOR
131	51	30	WARRIOR
132	39	2	HUNTER
164	77	2	WARRIOR
415	37	3	The Coin
151	34	3	NEUTRAL
232	15	3	NEUTRAL
6911	36	3	DRUID
2134	14	30	NEUTRAL
69	60	3	PRIEST
5	79	2	NEUTRAL
373	42	3	HUNTER
75	52	3	PALADIN
12	61	3	SHAMAN
44	47	3	The Coin
56	59	30	WARRIOR
24	74	30	PRIEST
33	42	2	WARLOCK
16	53	2	PALADIN
22	52	3	HUNTER
144	43	3	The Coin
20	82	30	Other
13	1	30	WARRIOR
7	61	2	The Coin
16	57	2	The Coin
4	54	2	HUNTER
3	49	30	PALADIN
2	73	30	NEUTRAL
1	69	30	DRUID
10	49	2	ROGUE
3	53	3	NEUTRAL
1	47	30	ROGUE
3	59	2	PALADIN
2	49	30	DRUID
2	68	2	The Coin
153291	35	2	Other
539200	1	2	Other
1864	31	2	HUNTER
4542	28	2	HUNTER
30107	21	2	WARLOCK
34346	6	2	PALADIN
11724	28	2	PRIEST
28276	5	2	WARRIOR
59029	7	2	ROGUE
28166	16	2	MAGE
33500	11	2	MAGE
464	39	2	MAGE
19551	23	2	DRUID
1115	39	2	DRUID
16969	33	2	WARRIOR
1195	71	2	Other
43239	31	2	NEUTRAL
82670	24	2	NEUTRAL
9014	44	2	NEUTRAL
510	62	2	NEUTRAL
99	67	2	PRIEST
156	46	2	DRUID
33903	42	3	Other
2192672	7	3	Other
31184	29	3	PRIEST
30056	11	3	WARRIOR
40255	23	3	WARRIOR
3847	33	3	ROGUE
30135	24	3	ROGUE
318	52	3	MAGE
121730	12	3	The Coin
498686	4	3	The Coin
47024	21	3	HUNTER
3074	2	3	DRUID
141	27	30	HUNTER
251	25	30	HUNTER
2782	11	30	PRIEST
7315	8	30	SHAMAN
2411	23	30	SHAMAN
1818	14	30	WARRIOR
1706	16	30	WARRIOR
2670	7	30	MAGE
1112	22	30	MAGE
4654	7	30	DRUID
24	38	30	WARLOCK
1050	39	30	NEUTRAL
1531	35	30	NEUTRAL
160	56	30	PRIEST
399	45	30	PRIEST
853	22	30	DRUID
9	49	2	WARLOCK
6286	31	3	ROGUE
433	27	3	NEUTRAL
387	23	30	HUNTER
906	52	30	Other
197	53	30	NEUTRAL
922	45	3	SHAMAN
20	42	30	MAGE
1105	42	3	PALADIN
62	59	30	NEUTRAL
23	53	2	DRUID
546	20	3	NEUTRAL
17	68	30	WARRIOR
26	78	30	Other
60	56	3	SHAMAN
101	60	30	PRIEST
60	89	2	Other
16	65	3	WARRIOR
15	71	30	WARRIOR
1	54	2	MAGE
9	37	30	The Coin
6	52	30	DRUID
6	48	30	MAGE
2	52	30	PALADIN
5	48	30	DRUID
3	65	2	The Coin
2	56	3	NEUTRAL
2	58	3	HUNTER
2	52	2	ROGUE
1	62	3	ROGUE
2	47	30	WARLOCK
666473	26	2	Other
12921	24	2	HUNTER
999	33	2	HUNTER
19080	23	2	WARLOCK
5489	27	2	WARLOCK
49860	3	2	PALADIN
32812	9	2	PRIEST
34946	17	2	SHAMAN
1455	33	2	SHAMAN
56887	5	2	SHAMAN
417	38	2	SHAMAN
427	34	2	ROGUE
5506	26	2	MAGE
11822	26	2	DRUID
605	40	2	The Coin
286790	6	2	The Coin
12959	36	2	WARRIOR
24458	12	2	NEUTRAL
5068	10	2	NEUTRAL
401	55	2	PRIEST
182	62	2	PRIEST
42	83	2	WARRIOR
2597559	20	3	Other
197464	34	3	Other
606	40	3	HUNTER
141	45	3	HUNTER
81773	4	3	WARLOCK
47632	15	3	PALADIN
22808	6	3	PRIEST
2617	45	3	PRIEST
5996	40	3	PRIEST
355	54	3	PRIEST
1998	41	3	SHAMAN
56720	9	3	ROGUE
52237	10	3	ROGUE
55821	12	3	ROGUE
130732	20	3	MAGE
62851	27	3	MAGE
64071	7	3	DRUID
77386	20	3	DRUID
28059	26	3	WARRIOR
41501	20	3	PALADIN
258	44	3	ROGUE
35698	22	3	PALADIN
55345	10	3	WARLOCK
409	46	30	PRIEST
1289	32	30	PRIEST
1113	51	30	Other
8434	6	30	SHAMAN
2825	3	30	WARRIOR
6848	4	30	ROGUE
2563	14	30	PALADIN
1214	20	30	PALADIN
2639	26	30	NEUTRAL
8844	32	3	SHAMAN
207	30	30	WARLOCK
103	40	30	SHAMAN
112	34	30	MAGE
733	46	3	SHAMAN
394	54	3	WARRIOR
2000	36	3	ROGUE
344	18	3	NEUTRAL
55	54	2	The Coin
70	80	2	WARRIOR
4	61	2	WARLOCK
26	29	30	The Coin
59	69	2	NEUTRAL
19	35	30	HUNTER
3	51	30	PALADIN
1	56	3	HUNTER
2	56	2	WARLOCK
6	54	30	SHAMAN
3	58	30	DRUID
5	87	30	PRIEST
2	55	2	HUNTER
1	57	30	The Coin
1	60	3	PALADIN
1	77	30	NEUTRAL
1	60	3	HUNTER
1	85	30	NEUTRAL
75263	40	2	Other
1982622	8	2	Other
7979	58	2	Other
66304	14	2	HUNTER
1812	1	2	HUNTER
27256	8	2	PALADIN
14592	26	2	PRIEST
5273	35	2	PRIEST
7321	26	2	SHAMAN
38542	18	2	WARRIOR
23300	28	2	WARRIOR
124313	4	2	ROGUE
22460	8	2	MAGE
97750	8	2	DRUID
1315	7	2	The Coin
1461654	4	3	Other
27811	7	3	HUNTER
37951	12	3	PALADIN
49207	4	3	PALADIN
34237	7	3	PRIEST
591	52	3	PRIEST
30242	7	3	SHAMAN
500	48	3	SHAMAN
1515	42	3	SHAMAN
15369	8	3	WARRIOR
50017	18	3	ROGUE
491	41	3	ROGUE
88916	4	3	MAGE
4	62	3	The Coin
37516	9	3	PALADIN
21039	26	3	ROGUE
242	45	30	WARRIOR
3160	23	30	NEUTRAL
480	46	30	NEUTRAL
186	28	30	ROGUE
160	37	2	ROGUE
2	64	2	DRUID
549	35	2	HUNTER
66828	4	3	DRUID
33425	22	3	SHAMAN
1048	34	30	PRIEST
14	88	30	Other
85	56	30	WARRIOR
30	51	2	PALADIN
99	32	30	WARLOCK
51	36	30	The Coin
1061	33	3	The Coin
322	5	3	The Coin
5	77	2	NEUTRAL
57	64	30	PRIEST
22	64	3	WARRIOR
3	54	2	SHAMAN
2	49	30	MAGE
11	1	2	PRIEST
16	55	3	The Coin
9	43	30	ROGUE
11	87	2	PRIEST
65	8	30	NEUTRAL
27	45	3	NEUTRAL
2	85	2	NEUTRAL
3	58	2	DRUID
2	55	2	WARLOCK
1	83	2	ROGUE
1792454	18	2	Other
744823	3	2	Other
49271	5	2	HUNTER
20726	5	2	PRIEST
6830	33	2	PRIEST
54336	13	2	SHAMAN
103855	11	2	DRUID
47750	16	2	DRUID
234829	8	2	The Coin
5546	11	2	The Coin
1637	62	2	WARRIOR
23572	36	2	NEUTRAL
73	87	2	Other
42343	11	3	HUNTER
24029	25	3	HUNTER
9150	29	3	HUNTER
96594	13	3	WARLOCK
81821	19	3	WARLOCK
14317	29	3	PALADIN
31564	7	3	PALADIN
31072	8	3	PRIEST
57858	11	3	PRIEST
243	51	3	SHAMAN
23993	8	3	SHAMAN
6171	39	3	WARRIOR
33861	16	3	WARRIOR
112877	22	3	MAGE
3946	42	3	MAGE
1886	42	3	DRUID
66602	22	3	DRUID
78693	17	3	WARLOCK
35045	23	3	HUNTER
120	35	3	NEUTRAL
2206	52	3	Other
10502	34	30	Other
6840	4	30	WARLOCK
919	2	30	WARLOCK
3020	6	30	PRIEST
737	40	30	PRIEST
7984	11	30	SHAMAN
3129	15	30	MAGE
3055	10	30	ROGUE
2444	12	30	ROGUE
1070	26	30	WARRIOR
2504	18	30	NEUTRAL
2446	16	30	NEUTRAL
85	34	30	PALADIN
136	66	2	PRIEST
47	47	3	WARLOCK
588	6	30	HUNTER
27	42	30	DRUID
115	52	3	DRUID
23	58	3	SHAMAN
21	42	30	The Coin
33	45	30	SHAMAN
19	76	30	PRIEST
5	77	30	WARRIOR
33	46	30	SHAMAN
1	66	2	HUNTER
36	68	30	PRIEST
2	63	2	The Coin
31	36	30	ROGUE
89	43	2	SHAMAN
12	65	3	PRIEST
5	68	3	WARRIOR
9	89	30	PRIEST
4	68	2	DRUID
19	44	2	HUNTER
6	44	30	ROGUE
2	55	3	ROGUE
5	71	30	NEUTRAL
4	89	30	WARRIOR
13	64	3	Other
1	80	2	NEUTRAL
5	76	30	WARRIOR
2	68	3	PRIEST
1721640	19	2	Other
98398	38	2	Other
2260752	13	2	Other
1943091	17	2	Other
31129	47	2	Other
55035	12	2	HUNTER
59668	16	2	WARLOCK
694	38	2	PALADIN
31897	17	2	PALADIN
20938	19	2	PALADIN
27687	12	2	PRIEST
2083	32	2	The Coin
326	44	2	The Coin
2728	57	2	WARRIOR
915	49	2	PRIEST
78440	25	2	NEUTRAL
1388	57	2	NEUTRAL
151	47	2	DRUID
66623	3	3	HUNTER
45210	14	3	PALADIN
4580	35	3	PALADIN
31914	3	3	PRIEST
20136	32	3	PRIEST
11401	31	3	SHAMAN
104320	4	3	ROGUE
128522	16	3	MAGE
130290	18	3	MAGE
134663	14	3	MAGE
15698	35	3	MAGE
92385	15	3	DRUID
5508	23	3	The Coin
3005	27	3	The Coin
4122	25	3	The Coin
2143	29	3	The Coin
47227	21	3	ROGUE
3446	7	30	WARLOCK
44	44	30	SHAMAN
1782	17	30	WARRIOR
2370	16	30	The Coin
674	54	30	Other
1573	18	30	PALADIN
1694	19	30	WARRIOR
2540	17	30	NEUTRAL
1097	38	30	NEUTRAL
1936	13	30	NEUTRAL
294	25	30	ROGUE
59	50	2	PALADIN
72	69	2	PRIEST
484	72	2	WARRIOR
1593	37	3	WARLOCK
144	50	30	WARRIOR
30	40	30	DRUID
76	47	2	PALADIN
30	27	30	The Coin
330	17	3	NEUTRAL
20	47	3	NEUTRAL
110	66	30	Other
19	49	2	SHAMAN
7	75	2	NEUTRAL
89	53	3	DRUID
16	41	30	PALADIN
12	39	30	The Coin
37	43	3	NEUTRAL
35	48	3	WARLOCK
24	1	3	MAGE
10	72	2	NEUTRAL
7	55	2	SHAMAN
18	85	30	Other
1	73	30	DRUID
4	49	2	HUNTER
3	54	2	WARLOCK
1	56	30	ROGUE
2	69	2	HUNTER
1	66	2	The Coin
4	81	30	WARRIOR
21763	50	2	Other
50940	43	2	Other
60946	9	2	HUNTER
58288	11	2	WARLOCK
4684	36	2	PRIEST
28822	2	2	SHAMAN
49317	8	2	ROGUE
348	77	2	Other
148154	3	2	DRUID
4149	28	2	The Coin
1367	31	2	The Coin
5431	49	2	WARRIOR
3017656	14	3	Other
2316905	8	3	Other
14158	6	3	HUNTER
2218	46	3	PRIEST
3359	51	3	Other
2250	40	3	SHAMAN
62574	3	3	WARRIOR
144972	15	3	MAGE
7151	39	3	MAGE
1883	47	3	WARRIOR
115768	8	30	Other
133640	11	30	Other
203	26	30	HUNTER
987	18	30	HUNTER
1273	22	30	WARLOCK
1135	3	30	PRIEST
2401	14	30	MAGE
