nzoth_created_entity,week_of_year,year,game_type,card_class,num_occurances,wins
Sludge Belcher,6,2018,BGT_RANKED_WILD,HUNTER,255,152
Sludge Belcher,6,2018,BGT_RANKED_WILD,SHAMAN,246,165
Plated Beetle,6,2018,BGT_RANKED_WILD,PALADIN,166,90
Voidlord,6,2018,BGT_RANKED_WILD,WARLOCK,5223,3512
Gilded Gargoyle,6,2018,BGT_RANKED_STANDARD,PRIEST,583,303
Zealous Initiate,37,2017,BGT_RANKED_STANDARD,PRIEST,140,79
Sneed's Old Shredder,43,2017,BGT_RANKED_WILD,SHAMAN,105,83
Plated Beetle,2,2018,BGT_RANKED_WILD,HUNTER,112,71
Nerubian Egg,3,2018,BGT_RANKED_WILD,WARLOCK,123,60
Cairne Bloodhoof,5,2018,BGT_RANKED_WILD,WARRIOR,143,92
Mistress of Mixtures,6,2018,BGT_RANKED_STANDARD,PALADIN,534,250
Cursed Disciple,6,2018,BGT_RANKED_STANDARD,DRUID,193,88
Plated Beetle,6,2018,BGT_RANKED_STANDARD,PALADIN,2738,1391
Plated Beetle,6,2018,BGT_RANKED_WILD,WARRIOR,203,150
Bloodmage Thalnos,44,2017,BGT_RANKED_WILD,WARRIOR,136,103
Twilight Summoner,50,2017,BGT_RANKED_STANDARD,PALADIN,126,76
Possessed Lackey,52,2017,BGT_RANKED_WILD,PRIEST,131,82
Devilsaur Egg,39,2017,BGT_RANKED_STANDARD,PRIEST,513,317
Bone Drake,39,2017,BGT_RANKED_STANDARD,DRUID,165,115
Loot Hoarder,39,2017,BGT_RANKED_STANDARD,SHAMAN,169,91
Zealous Initiate,39,2017,BGT_RANKED_STANDARD,PRIEST,107,79
Pyros,39,2017,BGT_RANKED_STANDARD,PRIEST,297,217
Bone Drake,39,2017,BGT_RANKED_WILD,PALADIN,148,91
Bloodmage Thalnos,40,2017,BGT_RANKED_STANDARD,PRIEST,7161,4981
Pyros,40,2017,BGT_RANKED_STANDARD,PRIEST,235,165
Bone Drake,40,2017,BGT_RANKED_STANDARD,PALADIN,1054,693
Loot Hoarder,40,2017,BGT_RANKED_WILD,ROGUE,564,285
Abomination,40,2017,BGT_RANKED_STANDARD,PRIEST,584,379
Mistress of Mixtures,40,2017,BGT_RANKED_STANDARD,HUNTER,1447,672
Mistress of Mixtures,40,2017,BGT_RANKED_STANDARD,SHAMAN,214,112
Abominable Bowman,40,2017,BGT_RANKED_WILD,HUNTER,117,68
Twilight Summoner,40,2017,BGT_RANKED_STANDARD,ROGUE,119,53
Deathlord,41,2017,BGT_RANKED_WILD,ROGUE,9466,6679
Deathlord,41,2017,BGT_RANKED_WILD,DRUID,710,447
Piloted Shredder,41,2017,BGT_RANKED_WILD,HUNTER,1622,962
Infested Wolf,41,2017,BGT_RANKED_WILD,HUNTER,369,202
Rat Pack,41,2017,BGT_RANKED_STANDARD,HUNTER,802,405
Tortollan Shellraiser,41,2017,BGT_RANKED_STANDARD,PRIEST,17247,11785
Raptor Hatchling,41,2017,BGT_RANKED_STANDARD,HUNTER,377,174
Harvest Golem,41,2017,BGT_RANKED_STANDARD,PALADIN,107,53
Twilight Summoner,41,2017,BGT_RANKED_WILD,PRIEST,136,91
"Deathwing, Dragonlord",41,2017,BGT_RANKED_STANDARD,WARRIOR,139,106
Sylvanas Windrunner,42,2017,BGT_RANKED_WILD,PALADIN,541,353
Voidcaller,42,2017,BGT_RANKED_WILD,WARLOCK,1527,926
Dark Cultist,42,2017,BGT_RANKED_WILD,PRIEST,1986,1363
Aya Blackpaw,42,2017,BGT_RANKED_STANDARD,ROGUE,2320,1613
Mistress of Mixtures,42,2017,BGT_RANKED_STANDARD,ROGUE,2564,1426
Direhorn Hatchling,42,2017,BGT_RANKED_STANDARD,PRIEST,322,237
Polluted Hoarder,42,2017,BGT_RANKED_WILD,PRIEST,153,99
Zombie Chow,42,2017,BGT_RANKED_WILD,WARLOCK,109,71
Infested Tauren,43,2017,BGT_RANKED_STANDARD,HUNTER,314,169
Polluted Hoarder,43,2017,BGT_RANKED_WILD,PRIEST,135,95
Shifting Shade,43,2017,BGT_RANKED_STANDARD,PRIEST,6461,4316
Crystalline Oracle,43,2017,BGT_RANKED_STANDARD,PRIEST,8085,5361
Arfus,43,2017,BGT_RANKED_STANDARD,HUNTER,353,210
Cairne Bloodhoof,43,2017,BGT_RANKED_WILD,SHAMAN,112,63
Bloodmage Thalnos,43,2017,BGT_RANKED_WILD,WARLOCK,116,69
Mechanical Yeti,43,2017,BGT_RANKED_WILD,PRIEST,176,118
Exploding Bloatbat,43,2017,BGT_RANKED_WILD,HUNTER,153,79
Boom Bot,43,2017,BGT_RANKED_WILD,ROGUE,184,132
Dreadsteed,43,2017,BGT_RANKED_WILD,PRIEST,106,68
Sylvanas Windrunner,44,2017,BGT_RANKED_WILD,PRIEST,3053,2177
"Xaril, Poisoned Mind",44,2017,BGT_RANKED_STANDARD,ROGUE,686,356
Infested Tauren,44,2017,BGT_RANKED_STANDARD,PALADIN,1735,1098
Shaky Zipgunner,44,2017,BGT_RANKED_STANDARD,HUNTER,451,227
Tortollan Shellraiser,44,2017,BGT_RANKED_WILD,PRIEST,5344,3609
Mistress of Mixtures,44,2017,BGT_RANKED_WILD,PRIEST,1426,950
Skelemancer,44,2017,BGT_RANKED_STANDARD,PALADIN,581,348
Bone Drake,44,2017,BGT_RANKED_STANDARD,MAGE,103,61
Arfus,44,2017,BGT_RANKED_WILD,HUNTER,268,146
Chillmaw,44,2017,BGT_RANKED_WILD,PRIEST,177,135
Infested Tauren,44,2017,BGT_RANKED_WILD,WARRIOR,181,101
Aya Blackpaw,44,2017,BGT_RANKED_STANDARD,SHAMAN,339,207
Arfus,44,2017,BGT_RANKED_STANDARD,PALADIN,176,118
Huge Toad,44,2017,BGT_RANKED_WILD,PRIEST,171,103
Abomination,45,2017,BGT_RANKED_STANDARD,ROGUE,133,54
"Deathwing, Dragonlord",45,2017,BGT_RANKED_STANDARD,PALADIN,148,113
Aya Blackpaw,45,2017,BGT_RANKED_STANDARD,PRIEST,220,132
Exploding Bloatbat,45,2017,BGT_RANKED_WILD,HUNTER,198,107
Bone Drake,45,2017,BGT_RANKED_STANDARD,WARLOCK,126,72
Arfus,45,2017,BGT_RANKED_STANDARD,HUNTER,449,237
Cairne Bloodhoof,45,2017,BGT_RANKED_WILD,SHAMAN,160,102
Feugen,45,2017,BGT_RANKED_WILD,HUNTER,166,109
Feugen,45,2017,BGT_RANKED_WILD,WARRIOR,103,73
"Sherazin, Corpse Flower",45,2017,BGT_RANKED_WILD,ROGUE,145,77
Master Chest,45,2017,BGT_RANKED_STANDARD,MAGE,141,59
Cairne Bloodhoof,46,2017,BGT_RANKED_STANDARD,PRIEST,5010,3654
Sylvanas Windrunner,46,2017,BGT_RANKED_WILD,HUNTER,1494,919
Dancing Swords,46,2017,BGT_RANKED_WILD,DRUID,183,129
Sneed's Old Shredder,46,2017,BGT_RANKED_WILD,PRIEST,330,229
Shallow Gravedigger,46,2017,BGT_RANKED_WILD,ROGUE,101,41
Bloodmage Thalnos,46,2017,BGT_RANKED_STANDARD,SHAMAN,216,112
Clockwork Gnome,46,2017,BGT_RANKED_WILD,PRIEST,249,157
Mistress of Mixtures,46,2017,BGT_RANKED_WILD,HUNTER,296,144
Loot Hoarder,47,2017,BGT_RANKED_STANDARD,ROGUE,1002,537
Cairne Bloodhoof,47,2017,BGT_RANKED_WILD,WARLOCK,117,81
White Eyes,47,2017,BGT_RANKED_STANDARD,SHAMAN,549,318
Mistress of Mixtures,47,2017,BGT_RANKED_WILD,ROGUE,1392,905
Direhorn Hatchling,47,2017,BGT_RANKED_STANDARD,WARRIOR,30107,20294
Shallow Gravedigger,47,2017,BGT_RANKED_STANDARD,ROGUE,163,74
Toshley,47,2017,BGT_RANKED_WILD,PRIEST,120,87
Bloodmage Thalnos,48,2017,BGT_RANKED_WILD,ROGUE,1073,655
Sludge Belcher,48,2017,BGT_RANKED_WILD,DRUID,902,561
Boom Bot,48,2017,BGT_RANKED_WILD,PRIEST,1611,1126
Abomination,31,2017,BGT_RANKED_STANDARD,WARRIOR,132,83
Bloodmage Thalnos,31,2017,BGT_RANKED_WILD,PRIEST,1099,676
Tirion Fordring,31,2017,BGT_RANKED_STANDARD,PALADIN,10542,7920
Sludge Belcher,31,2017,BGT_RANKED_WILD,SHAMAN,4385,2918
Sludge Belcher,31,2017,BGT_RANKED_WILD,WARRIOR,3299,2100
Sludge Belcher,31,2017,BGT_RANKED_WILD,HUNTER,661,400
Explosive Sheep,31,2017,BGT_RANKED_WILD,PRIEST,268,179
Piloted Sky Golem,31,2017,BGT_RANKED_WILD,PRIEST,290,220
Shaky Zipgunner,31,2017,BGT_RANKED_WILD,HUNTER,132,76
"Sherazin, Corpse Flower",31,2017,BGT_RANKED_STANDARD,ROGUE,1593,963
Devilsaur Egg,31,2017,BGT_RANKED_WILD,PRIEST,221,134
Loot Hoarder,31,2017,BGT_RANKED_WILD,HUNTER,164,91
Anubisath Sentinel,31,2017,BGT_RANKED_WILD,PRIEST,146,91
Pyros,31,2017,BGT_RANKED_WILD,PRIEST,129,92
Devilsaur Egg,31,2017,BGT_RANKED_STANDARD,WARRIOR,1065,599
Loot Hoarder,32,2017,BGT_RANKED_WILD,DRUID,133,80
Cairne Bloodhoof,32,2017,BGT_RANKED_STANDARD,PRIEST,36956,27788
Haunted Creeper,32,2017,BGT_RANKED_WILD,HUNTER,417,227
Deathlord,32,2017,BGT_RANKED_WILD,SHAMAN,229,125
Unstable Ghoul,32,2017,BGT_RANKED_WILD,ROGUE,318,225
Sneed's Old Shredder,32,2017,BGT_RANKED_WILD,PRIEST,626,481
Huge Toad,32,2017,BGT_RANKED_WILD,PRIEST,473,296
"Deathwing, Dragonlord",32,2017,BGT_RANKED_STANDARD,DRUID,542,371
Undercity Huckster,32,2017,BGT_RANKED_STANDARD,ROGUE,17135,9171
Deadly Fork,32,2017,BGT_RANKED_STANDARD,ROGUE,796,403
Feugen,32,2017,BGT_RANKED_WILD,PALADIN,110,77
Anomalus,32,2017,BGT_RANKED_STANDARD,MAGE,205,104
Fiery Bat,32,2017,BGT_RANKED_WILD,HUNTER,705,375
Vryghoul,32,2017,BGT_RANKED_STANDARD,ROGUE,1356,731
Arfus,32,2017,BGT_RANKED_STANDARD,MAGE,636,313
Frozen Champion,32,2017,BGT_RANKED_STANDARD,PRIEST,1404,955
Rattling Rascal,32,2017,BGT_RANKED_STANDARD,PRIEST,134,76
Loot Hoarder,33,2017,BGT_RANKED_WILD,PRIEST,4959,3070
Loot Hoarder,33,2017,BGT_RANKED_STANDARD,WARRIOR,3758,2286
Cairne Bloodhoof,33,2017,BGT_RANKED_WILD,DRUID,184,105
Leper Gnome,33,2017,BGT_RANKED_STANDARD,PRIEST,344,193
Deathlord,33,2017,BGT_RANKED_WILD,WARLOCK,2548,1628
Sludge Belcher,33,2017,BGT_RANKED_WILD,PRIEST,11990,8079
Piloted Shredder,33,2017,BGT_RANKED_WILD,ROGUE,971,566
Huge Toad,33,2017,BGT_RANKED_WILD,HUNTER,804,416
"Xaril, Poisoned Mind",33,2017,BGT_RANKED_WILD,ROGUE,1029,643
Infested Wolf,33,2017,BGT_RANKED_STANDARD,HUNTER,12309,5893
Spawn of N'Zoth,33,2017,BGT_RANKED_WILD,PRIEST,153,90
Twilight Summoner,33,2017,BGT_RANKED_STANDARD,PRIEST,2010,1399
Shifting Shade,33,2017,BGT_RANKED_STANDARD,ROGUE,247,146
Mistress of Mixtures,33,2017,BGT_RANKED_STANDARD,PALADIN,1547,911
Mistress of Mixtures,33,2017,BGT_RANKED_STANDARD,MAGE,425,252
Polluted Hoarder,33,2017,BGT_RANKED_STANDARD,HUNTER,178,86
Bone Drake,33,2017,BGT_RANKED_WILD,PALADIN,140,82
Cairne Bloodhoof,34,2017,BGT_RANKED_WILD,WARLOCK,233,160
Infested Tauren,34,2017,BGT_RANKED_STANDARD,SHAMAN,398,248
Shifting Shade,34,2017,BGT_RANKED_WILD,PRIEST,7109,4684
White Eyes,34,2017,BGT_RANKED_STANDARD,SHAMAN,1283,744
Volatile Elemental,34,2017,BGT_RANKED_WILD,PRIEST,1170,711
Skelemancer,34,2017,BGT_RANKED_STANDARD,HUNTER,176,93
Bone Drake,34,2017,BGT_RANKED_WILD,PRIEST,1069,717
Bone Drake,34,2017,BGT_RANKED_STANDARD,WARRIOR,1796,1140
Mana Treant,34,2017,BGT_RANKED_STANDARD,PRIEST,321,203
Abomination,35,2017,BGT_RANKED_STANDARD,WARRIOR,146,73
Huge Toad,35,2017,BGT_RANKED_WILD,PRIEST,356,218
Fiery Bat,35,2017,BGT_RANKED_WILD,HUNTER,433,232
Undercity Huckster,35,2017,BGT_RANKED_STANDARD,ROGUE,6870,3664
Jade Swarmer,35,2017,BGT_RANKED_STANDARD,ROGUE,12019,7188
Mistress of Mixtures,35,2017,BGT_RANKED_STANDARD,WARLOCK,578,305
Arfus,35,2017,BGT_RANKED_STANDARD,ROGUE,708,368
Abomination,35,2017,BGT_RANKED_STANDARD,HUNTER,112,56
Cairne Bloodhoof,35,2017,BGT_RANKED_WILD,ROGUE,172,89
Deadly Fork,35,2017,BGT_RANKED_STANDARD,ROGUE,290,130
Bloodmage Thalnos,36,2017,BGT_RANKED_STANDARD,PALADIN,321,201
Mad Scientist,36,2017,BGT_RANKED_WILD,HUNTER,726,419
Unstable Ghoul,36,2017,BGT_RANKED_WILD,HUNTER,150,80
Undercity Huckster,36,2017,BGT_RANKED_WILD,ROGUE,2147,1167
Kindly Grandmother,36,2017,BGT_RANKED_STANDARD,HUNTER,8500,3998
Rat Pack,36,2017,BGT_RANKED_STANDARD,PRIEST,150,109
Raptor Hatchling,36,2017,BGT_RANKED_STANDARD,PRIEST,213,152
Skelemancer,36,2017,BGT_RANKED_STANDARD,PRIEST,751,548
Harvest Golem,36,2017,BGT_RANKED_WILD,PRIEST,352,226
Abomination,36,2017,BGT_RANKED_STANDARD,PALADIN,166,98
Giant Anaconda,36,2017,BGT_RANKED_STANDARD,DRUID,159,101
Bloodmage Thalnos,37,2017,BGT_RANKED_WILD,SHAMAN,142,72
Piloted Shredder,37,2017,BGT_RANKED_WILD,ROGUE,792,439
Boom Bot,37,2017,BGT_RANKED_WILD,MAGE,481,258
Infested Tauren,37,2017,BGT_RANKED_STANDARD,PRIEST,3267,2169
Jade Swarmer,37,2017,BGT_RANKED_WILD,ROGUE,1935,1086
Mistress of Mixtures,37,2017,BGT_RANKED_WILD,WARLOCK,2094,1255
Exploding Bloatbat,37,2017,BGT_RANKED_STANDARD,HUNTER,699,348
Skelemancer,37,2017,BGT_RANKED_STANDARD,PRIEST,590,402
Plated Beetle,3,2018,BGT_RANKED_WILD,PALADIN,497,248
Kathrena Winterwisp,3,2018,BGT_RANKED_STANDARD,HUNTER,245,145
Possessed Lackey,3,2018,BGT_RANKED_WILD,PRIEST,146,93
Loot Hoarder,4,2018,BGT_RANKED_STANDARD,SHAMAN,106,56
Sylvanas Windrunner,4,2018,BGT_RANKED_WILD,HUNTER,421,251
Deathlord,4,2018,BGT_RANKED_WILD,WARLOCK,594,387
Kobold Illusionist,4,2018,BGT_RANKED_STANDARD,ROGUE,796,352
"Deathwing, Dragonlord",4,2018,BGT_RANKED_STANDARD,PRIEST,281,191
Deathlord,5,2018,BGT_RANKED_WILD,DRUID,768,503
Sludge Belcher,5,2018,BGT_RANKED_WILD,MAGE,1110,719
Kindly Grandmother,5,2018,BGT_RANKED_WILD,HUNTER,300,129
Aya Blackpaw,5,2018,BGT_RANKED_WILD,ROGUE,311,184
Grizzled Guardian,5,2018,BGT_RANKED_WILD,DRUID,400,215
Plated Beetle,5,2018,BGT_RANKED_STANDARD,SHAMAN,138,71
Sylvanas Windrunner,6,2018,BGT_RANKED_WILD,HUNTER,164,113
Piloted Shredder,6,2018,BGT_RANKED_WILD,ROGUE,207,118
"Xaril, Poisoned Mind",6,2018,BGT_RANKED_WILD,ROGUE,126,75
Infested Tauren,6,2018,BGT_RANKED_STANDARD,ROGUE,118,64
Southsea Squidface,6,2018,BGT_RANKED_STANDARD,ROGUE,731,494
Mistress of Mixtures,6,2018,BGT_RANKED_STANDARD,MAGE,1631,960
Carnivorous Cube,6,2018,BGT_RANKED_STANDARD,ROGUE,181,113
Possessed Lackey,6,2018,BGT_RANKED_STANDARD,WARLOCK,43450,28675
Sylvanas Windrunner,6,2018,BGT_RANKED_WILD,SHAMAN,173,124
Piloted Shredder,6,2018,BGT_RANKED_WILD,MAGE,127,68
Mistress of Mixtures,47,2017,BGT_RANKED_WILD,WARRIOR,129,70
Cairne Bloodhoof,50,2017,BGT_RANKED_WILD,WARLOCK,141,92
Voidlord,50,2017,BGT_RANKED_WILD,PRIEST,120,83
Frozen Champion,5,2018,BGT_RANKED_WILD,MAGE,123,66
Deathlord,38,2017,BGT_RANKED_WILD,WARRIOR,2596,1624
Piloted Shredder,38,2017,BGT_RANKED_WILD,PALADIN,1238,696
Polluted Hoarder,38,2017,BGT_RANKED_STANDARD,PRIEST,503,338
White Eyes,38,2017,BGT_RANKED_WILD,SHAMAN,782,500
Boom Bot,38,2017,BGT_RANKED_WILD,WARRIOR,446,302
Meat Wagon,38,2017,BGT_RANKED_STANDARD,HUNTER,306,150
Boom Bot,38,2017,BGT_RANKED_WILD,HUNTER,374,201
Infested Tauren,38,2017,BGT_RANKED_WILD,WARRIOR,215,117
Southsea Squidface,38,2017,BGT_RANKED_STANDARD,ROGUE,401,215
Loot Hoarder,39,2017,BGT_RANKED_STANDARD,WARRIOR,1140,723
Leper Gnome,39,2017,BGT_RANKED_STANDARD,PRIEST,140,84
Zombie Chow,39,2017,BGT_RANKED_WILD,PRIEST,769,518
Nerubian Egg,39,2017,BGT_RANKED_WILD,HUNTER,342,148
Boom Bot,39,2017,BGT_RANKED_WILD,WARLOCK,620,356
Huge Toad,39,2017,BGT_RANKED_WILD,HUNTER,319,180
Twilight Summoner,39,2017,BGT_RANKED_STANDARD,PRIEST,492,333
"Deathwing, Dragonlord",39,2017,BGT_RANKED_STANDARD,PRIEST,754,584
Mistress of Mixtures,39,2017,BGT_RANKED_WILD,HUNTER,566,258
Arrogant Crusader,39,2017,BGT_RANKED_STANDARD,PALADIN,256,151
"Xaril, Poisoned Mind",39,2017,BGT_RANKED_WILD,ROGUE,574,343
Aya Blackpaw,39,2017,BGT_RANKED_WILD,SHAMAN,115,72
Webspinner,40,2017,BGT_RANKED_WILD,HUNTER,455,207
Savannah Highmane,40,2017,BGT_RANKED_STANDARD,HUNTER,3465,2021
Piloted Shredder,40,2017,BGT_RANKED_WILD,WARLOCK,872,546
Mistress of Mixtures,40,2017,BGT_RANKED_STANDARD,WARRIOR,1508,1083
Shimmering Tempest,40,2017,BGT_RANKED_STANDARD,PRIEST,204,145
Bone Drake,40,2017,BGT_RANKED_STANDARD,ROGUE,300,176
Cairne Bloodhoof,41,2017,BGT_RANKED_WILD,WARLOCK,136,88
Infested Tauren,41,2017,BGT_RANKED_STANDARD,SHAMAN,152,90
Infested Tauren,41,2017,BGT_RANKED_STANDARD,HUNTER,391,210
Bone Drake,41,2017,BGT_RANKED_WILD,PRIEST,933,630
Bone Drake,41,2017,BGT_RANKED_STANDARD,WARRIOR,1539,1090
Zombie Chow,41,2017,BGT_RANKED_WILD,WARLOCK,114,65
Frozen Champion,41,2017,BGT_RANKED_WILD,MAGE,449,251
Cairne Bloodhoof,42,2017,BGT_RANKED_WILD,HUNTER,112,61
Sylvanas Windrunner,42,2017,BGT_RANKED_WILD,MAGE,790,542
Sylvanas Windrunner,42,2017,BGT_RANKED_WILD,ROGUE,805,528
Mechanical Yeti,42,2017,BGT_RANKED_WILD,PRIEST,207,142
Shifting Shade,42,2017,BGT_RANKED_STANDARD,PRIEST,9167,6004
Raptor Hatchling,42,2017,BGT_RANKED_STANDARD,HUNTER,383,170
Volatile Elemental,42,2017,BGT_RANKED_STANDARD,PRIEST,1777,1117
Arfus,42,2017,BGT_RANKED_STANDARD,HUNTER,467,257
Boom Bot,42,2017,BGT_RANKED_WILD,ROGUE,176,92
Cairne Bloodhoof,42,2017,BGT_RANKED_WILD,SHAMAN,107,60
Bloodmage Thalnos,42,2017,BGT_RANKED_WILD,WARLOCK,140,80
Bloodmage Thalnos,43,2017,BGT_RANKED_STANDARD,ROGUE,1005,563
Piloted Shredder,43,2017,BGT_RANKED_WILD,PRIEST,2194,1490
Aya Blackpaw,43,2017,BGT_RANKED_STANDARD,PRIEST,148,93
Bone Baron,43,2017,BGT_RANKED_STANDARD,ROGUE,495,231
Arfus,43,2017,BGT_RANKED_WILD,PRIEST,554,384
Piloted Shredder,44,2017,BGT_RANKED_WILD,MAGE,794,505
Pyros,44,2017,BGT_RANKED_STANDARD,MAGE,320,197
Cairne Bloodhoof,44,2017,BGT_RANKED_STANDARD,DRUID,155,82
Eggnapper,44,2017,BGT_RANKED_STANDARD,PRIEST,155,101
Bone Baron,44,2017,BGT_RANKED_WILD,ROGUE,127,54
Cairne Bloodhoof,45,2017,BGT_RANKED_WILD,WARRIOR,475,307
Bloodmage Thalnos,45,2017,BGT_RANKED_STANDARD,ROGUE,1596,885
Mad Scientist,45,2017,BGT_RANKED_WILD,MAGE,1276,751
Infested Tauren,45,2017,BGT_RANKED_STANDARD,WARLOCK,174,97
Mountainfire Armor,45,2017,BGT_RANKED_STANDARD,PRIEST,185,126
Bone Baron,45,2017,BGT_RANKED_STANDARD,ROGUE,871,450
Arfus,45,2017,BGT_RANKED_WILD,PRIEST,617,420
Sylvanas Windrunner,45,2017,BGT_RANKED_WILD,DRUID,190,122
Arfus,45,2017,BGT_RANKED_STANDARD,WARRIOR,495,325
Nerubian Egg,46,2017,BGT_RANKED_WILD,HUNTER,264,136
"Xaril, Poisoned Mind",46,2017,BGT_RANKED_WILD,ROGUE,746,419
Infested Wolf,46,2017,BGT_RANKED_STANDARD,HUNTER,826,377
Mistress of Mixtures,46,2017,BGT_RANKED_STANDARD,PALADIN,411,233
Meat Wagon,46,2017,BGT_RANKED_STANDARD,HUNTER,117,64
Mistress of Mixtures,46,2017,BGT_RANKED_WILD,SHAMAN,157,84
Loot Hoarder,46,2017,BGT_RANKED_STANDARD,SHAMAN,124,69
Chillmaw,46,2017,BGT_RANKED_WILD,WARRIOR,121,69
Raptor Hatchling,47,2017,BGT_RANKED_WILD,HUNTER,184,92
Volatile Elemental,47,2017,BGT_RANKED_WILD,PRIEST,649,405
Bone Drake,47,2017,BGT_RANKED_STANDARD,MAGE,103,60
Tirion Fordring,47,2017,BGT_RANKED_STANDARD,PRIEST,112,95
Cairne Bloodhoof,48,2017,BGT_RANKED_STANDARD,PRIEST,11859,8453
Unstable Ghoul,48,2017,BGT_RANKED_WILD,ROGUE,475,346
Sneed's Old Shredder,48,2017,BGT_RANKED_WILD,PRIEST,353,267
Huge Toad,48,2017,BGT_RANKED_WILD,PRIEST,239,150
Undercity Huckster,48,2017,BGT_RANKED_STANDARD,ROGUE,3102,1731
Arfus,48,2017,BGT_RANKED_STANDARD,ROGUE,310,150
Deadly Fork,48,2017,BGT_RANKED_STANDARD,ROGUE,156,89
Haunted Creeper,48,2017,BGT_RANKED_WILD,HUNTER,199,116
Harvest Golem,49,2017,BGT_RANKED_WILD,PRIEST,240,138
Sylvanas Windrunner,49,2017,BGT_RANKED_WILD,WARRIOR,1246,930
Boom Bot,49,2017,BGT_RANKED_WILD,MAGE,364,224
Infested Tauren,49,2017,BGT_RANKED_WILD,PALADIN,102,60
Sylvanas Windrunner,38,2017,BGT_RANKED_WILD,WARRIOR,1184,850
Deathlord,38,2017,BGT_RANKED_WILD,PALADIN,157,84
Shallow Gravedigger,38,2017,BGT_RANKED_STANDARD,HUNTER,258,128
Arfus,38,2017,BGT_RANKED_WILD,PALADIN,107,62
Sylvanas Windrunner,39,2017,BGT_RANKED_WILD,WARLOCK,1741,1130
Mad Scientist,39,2017,BGT_RANKED_WILD,PRIEST,242,161
Stalagg,39,2017,BGT_RANKED_WILD,HUNTER,221,139
Unstable Ghoul,39,2017,BGT_RANKED_WILD,PRIEST,654,434
Undercity Huckster,39,2017,BGT_RANKED_STANDARD,PRIEST,161,113
Jade Swarmer,39,2017,BGT_RANKED_STANDARD,PRIEST,113,63
Piloted Shredder,39,2017,BGT_RANKED_WILD,DRUID,109,56
"Deathwing, Dragonlord",39,2017,BGT_RANKED_STANDARD,WARRIOR,182,143
Primalfin Champion,39,2017,BGT_RANKED_STANDARD,PRIEST,102,69
Bone Drake,39,2017,BGT_RANKED_WILD,ROGUE,106,61
Loot Hoarder,40,2017,BGT_RANKED_STANDARD,SHAMAN,137,88
Mistress of Mixtures,40,2017,BGT_RANKED_STANDARD,PALADIN,634,369
Deathlord,40,2017,BGT_RANKED_WILD,WARLOCK,907,560
Unstable Ghoul,40,2017,BGT_RANKED_WILD,PRIEST,465,308
Bone Drake,40,2017,BGT_RANKED_STANDARD,DRUID,217,133
Infested Tauren,40,2017,BGT_RANKED_WILD,WARLOCK,135,82
Boom Bot,40,2017,BGT_RANKED_WILD,WARLOCK,518,328
Leper Gnome,40,2017,BGT_RANKED_STANDARD,PRIEST,115,56
Mad Scientist,41,2017,BGT_RANKED_WILD,MAGE,1167,681
"Xaril, Poisoned Mind",41,2017,BGT_RANKED_STANDARD,ROGUE,1278,727
Spawn of N'Zoth,41,2017,BGT_RANKED_STANDARD,PRIEST,201,123
Polluted Hoarder,41,2017,BGT_RANKED_STANDARD,ROGUE,127,82
Mistress of Mixtures,41,2017,BGT_RANKED_WILD,ROGUE,1466,839
Mistress of Mixtures,41,2017,BGT_RANKED_STANDARD,SHAMAN,279,143
Bone Drake,41,2017,BGT_RANKED_STANDARD,PALADIN,941,652
Shallow Gravedigger,41,2017,BGT_RANKED_STANDARD,ROGUE,287,139
Piloted Shredder,41,2017,BGT_RANKED_WILD,SHAMAN,186,97
Harvest Golem,41,2017,BGT_RANKED_STANDARD,ROGUE,128,65
Cairne Bloodhoof,42,2017,BGT_RANKED_WILD,WARLOCK,127,90
Infested Tauren,42,2017,BGT_RANKED_STANDARD,WARRIOR,1148,697
Infested Tauren,42,2017,BGT_RANKED_STANDARD,HUNTER,310,146
White Eyes,42,2017,BGT_RANKED_STANDARD,SHAMAN,685,415
Volatile Elemental,42,2017,BGT_RANKED_WILD,PRIEST,697,419
Direhorn Hatchling,42,2017,BGT_RANKED_STANDARD,WARRIOR,48417,32799
Cairne Bloodhoof,43,2017,BGT_RANKED_STANDARD,ROGUE,264,158
Boom Bot,43,2017,BGT_RANKED_WILD,PRIEST,1343,873
Chillmaw,43,2017,BGT_RANKED_WILD,PRIEST,207,137
Infested Tauren,43,2017,BGT_RANKED_WILD,PRIEST,660,440
Shifting Shade,43,2017,BGT_RANKED_WILD,PRIEST,4109,2688
Kindly Grandmother,43,2017,BGT_RANKED_WILD,HUNTER,846,443
Crystalline Oracle,43,2017,BGT_RANKED_WILD,PRIEST,5254,3385
Raptor Hatchling,43,2017,BGT_RANKED_WILD,HUNTER,138,55
Bone Drake,43,2017,BGT_RANKED_STANDARD,MAGE,110,57
Piloted Shredder,43,2017,BGT_RANKED_WILD,WARRIOR,409,232
Vryghoul,43,2017,BGT_RANKED_STANDARD,PALADIN,106,54
Loot Hoarder,44,2017,BGT_RANKED_WILD,PRIEST,3314,2251
Deathlord,44,2017,BGT_RANKED_WILD,WARRIOR,3308,2248
Sneed's Old Shredder,44,2017,BGT_RANKED_WILD,HUNTER,251,169
Infested Tauren,44,2017,BGT_RANKED_STANDARD,ROGUE,607,306
Stalagg,44,2017,BGT_RANKED_WILD,PRIEST,477,345
Polluted Hoarder,44,2017,BGT_RANKED_STANDARD,PRIEST,317,198
