nzoth_created_entity,week_of_year,year,game_type,card_class,num_occurances,wins
Loot Hoarder,32,2017,BGT_RANKED_STANDARD,SHAMAN,1070,695
Loot Hoarder,32,2017,BGT_RANKED_STANDARD,WARRIOR,1064,656
Leper Gnome,32,2017,BGT_RANKED_STANDARD,PRIEST,371,202
Bloodmage Thalnos,32,2017,BGT_RANKED_STANDARD,WARLOCK,251,139
Sylvanas Windrunner,32,2017,BGT_RANKED_WILD,WARRIOR,1623,1124
Deathlord,32,2017,BGT_RANKED_WILD,MAGE,1818,1105
Corrupted Healbot,32,2017,BGT_RANKED_STANDARD,PALADIN,114,73
"Deathwing, Dragonlord",32,2017,BGT_RANKED_STANDARD,PRIEST,2070,1665
Aya Blackpaw,32,2017,BGT_RANKED_WILD,SHAMAN,215,155
Jade Swarmer,32,2017,BGT_RANKED_WILD,ROGUE,2711,1652
Crystalline Oracle,32,2017,BGT_RANKED_STANDARD,ROGUE,255,141
Mistress of Mixtures,32,2017,BGT_RANKED_STANDARD,MAGE,480,248
Shifting Shade,32,2017,BGT_RANKED_STANDARD,ROGUE,231,144
Meat Wagon,32,2017,BGT_RANKED_STANDARD,WARRIOR,157,74
Loot Hoarder,33,2017,BGT_RANKED_WILD,HUNTER,1086,601
Cairne Bloodhoof,33,2017,BGT_RANKED_STANDARD,WARRIOR,11230,7156
Cairne Bloodhoof,33,2017,BGT_RANKED_WILD,PRIEST,2988,2181
Abomination,33,2017,BGT_RANKED_STANDARD,PALADIN,331,179
Bloodmage Thalnos,33,2017,BGT_RANKED_STANDARD,PALADIN,445,282
Tomb Pillager,33,2017,BGT_RANKED_WILD,ROGUE,1431,840
Pyros,33,2017,BGT_RANKED_STANDARD,PRIEST,1064,826
Giant Anaconda,33,2017,BGT_RANKED_STANDARD,DRUID,345,201
Raptor Hatchling,33,2017,BGT_RANKED_STANDARD,PRIEST,474,337
Arfus,33,2017,BGT_RANKED_STANDARD,PRIEST,12216,8667
Arfus,33,2017,BGT_RANKED_WILD,ROGUE,306,177
Unstable Ghoul,33,2017,BGT_RANKED_WILD,HUNTER,218,112
Deadly Fork,33,2017,BGT_RANKED_WILD,ROGUE,123,60
Loot Hoarder,33,2017,BGT_RANKED_WILD,SHAMAN,141,73
Mistress of Mixtures,33,2017,BGT_RANKED_WILD,PALADIN,334,208
Piloted Shredder,34,2017,BGT_RANKED_WILD,WARLOCK,1984,1213
Arfus,34,2017,BGT_RANKED_WILD,WARLOCK,117,70
Loot Hoarder,35,2017,BGT_RANKED_WILD,PRIEST,5036,3264
Mad Scientist,35,2017,BGT_RANKED_WILD,PRIEST,194,141
Sludge Belcher,35,2017,BGT_RANKED_WILD,WARLOCK,3841,2393
Piloted Shredder,35,2017,BGT_RANKED_WILD,ROGUE,948,523
Boom Bot,35,2017,BGT_RANKED_WILD,MAGE,644,400
Mistress of Mixtures,35,2017,BGT_RANKED_STANDARD,PALADIN,1024,585
Frozen Champion,35,2017,BGT_RANKED_STANDARD,PALADIN,151,97
Bloodmage Thalnos,35,2017,BGT_RANKED_STANDARD,WARLOCK,114,59
Shallow Gravedigger,35,2017,BGT_RANKED_STANDARD,WARRIOR,197,113
Loot Hoarder,36,2017,BGT_RANKED_WILD,WARRIOR,484,316
Bloodmage Thalnos,36,2017,BGT_RANKED_WILD,WARLOCK,234,135
Mechanical Yeti,36,2017,BGT_RANKED_WILD,PRIEST,397,268
Infested Tauren,36,2017,BGT_RANKED_STANDARD,HUNTER,1119,597
Skelemancer,36,2017,BGT_RANKED_STANDARD,HUNTER,124,69
Frozen Champion,36,2017,BGT_RANKED_WILD,MAGE,435,240
Sylvanas Windrunner,36,2017,BGT_RANKED_WILD,ROGUE,914,577
Fiery Bat,36,2017,BGT_RANKED_STANDARD,PRIEST,140,109
Skelemancer,36,2017,BGT_RANKED_STANDARD,WARRIOR,115,65
Deathlord,36,2017,BGT_RANKED_WILD,DRUID,352,215
Loot Hoarder,37,2017,BGT_RANKED_STANDARD,ROGUE,2936,1589
Loot Hoarder,37,2017,BGT_RANKED_STANDARD,MAGE,128,61
Harvest Golem,37,2017,BGT_RANKED_STANDARD,PALADIN,100,62
Sylvanas Windrunner,37,2017,BGT_RANKED_WILD,PALADIN,778,480
Zombie Chow,37,2017,BGT_RANKED_WILD,WARLOCK,170,103
Boom Bot,37,2017,BGT_RANKED_WILD,ROGUE,304,187
Rat Pack,37,2017,BGT_RANKED_STANDARD,HUNTER,2148,1010
Sated Threshadon,37,2017,BGT_RANKED_STANDARD,HUNTER,249,139
"Sherazin, Corpse Flower",37,2017,BGT_RANKED_STANDARD,PRIEST,282,203
Bone Drake,37,2017,BGT_RANKED_STANDARD,WARRIOR,3397,2306
Bone Drake,37,2017,BGT_RANKED_WILD,PRIEST,1088,718
Shallow Gravedigger,37,2017,BGT_RANKED_STANDARD,PALADIN,273,153
Abominable Bowman,37,2017,BGT_RANKED_STANDARD,HUNTER,973,593
Aya Blackpaw,37,2017,BGT_RANKED_STANDARD,DRUID,218,139
Abomination,38,2017,BGT_RANKED_WILD,PRIEST,302,185
Abomination,38,2017,BGT_RANKED_STANDARD,WARRIOR,215,114
Bloodmage Thalnos,38,2017,BGT_RANKED_WILD,PRIEST,6124,4052
Bloodmage Thalnos,38,2017,BGT_RANKED_STANDARD,WARRIOR,600,414
Explosive Sheep,38,2017,BGT_RANKED_WILD,PRIEST,357,215
Clockwork Gnome,38,2017,BGT_RANKED_WILD,PRIEST,537,359
Sneed's Old Shredder,38,2017,BGT_RANKED_WILD,PRIEST,526,393
Mistress of Mixtures,38,2017,BGT_RANKED_WILD,HUNTER,636,307
Hadronox,38,2017,BGT_RANKED_WILD,DRUID,183,120
Possessed Villager,38,2017,BGT_RANKED_STANDARD,WARLOCK,133,63
Deadly Fork,38,2017,BGT_RANKED_STANDARD,ROGUE,275,158
Voidcaller,38,2017,BGT_RANKED_WILD,PRIEST,136,96
Nerubian Egg,39,2017,BGT_RANKED_WILD,WARLOCK,161,90
Deathlord,39,2017,BGT_RANKED_WILD,MAGE,915,566
Loot Hoarder,31,2017,BGT_RANKED_STANDARD,PRIEST,7251,4334
Bloodmage Thalnos,31,2017,BGT_RANKED_WILD,DRUID,125,83
Nerubian Egg,31,2017,BGT_RANKED_WILD,PRIEST,195,135
Deathlord,31,2017,BGT_RANKED_WILD,WARRIOR,2040,1311
Dancing Swords,31,2017,BGT_RANKED_WILD,ROGUE,1112,750
Huge Toad,31,2017,BGT_RANKED_WILD,PRIEST,313,196
"Xaril, Poisoned Mind",31,2017,BGT_RANKED_STANDARD,ROGUE,1746,1101
Infested Tauren,31,2017,BGT_RANKED_WILD,WARRIOR,378,233
Spawn of N'Zoth,31,2017,BGT_RANKED_STANDARD,PRIEST,284,164
Deathlord,31,2017,BGT_RANKED_WILD,SHAMAN,395,231
Boom Bot,31,2017,BGT_RANKED_WILD,HUNTER,279,134
Boom Bot,31,2017,BGT_RANKED_WILD,SHAMAN,315,197
Sated Threshadon,31,2017,BGT_RANKED_STANDARD,PALADIN,117,93
Piloted Shredder,32,2017,BGT_RANKED_WILD,HUNTER,1389,802
Shifting Shade,32,2017,BGT_RANKED_WILD,PRIEST,11101,7321
Kindly Grandmother,32,2017,BGT_RANKED_WILD,HUNTER,2237,1181
Aya Blackpaw,32,2017,BGT_RANKED_WILD,ROGUE,1124,787
Igneous Elemental,32,2017,BGT_RANKED_STANDARD,MAGE,257,145
Piloted Shredder,32,2017,BGT_RANKED_WILD,SHAMAN,426,257
Boom Bot,32,2017,BGT_RANKED_WILD,DRUID,266,173
Devilsaur Egg,32,2017,BGT_RANKED_WILD,WARLOCK,204,108
Direhorn Hatchling,32,2017,BGT_RANKED_WILD,PRIEST,210,158
Nerubian Egg,32,2017,BGT_RANKED_WILD,ROGUE,151,78
Shallow Gravedigger,32,2017,BGT_RANKED_STANDARD,ROGUE,1046,528
Bone Drake,32,2017,BGT_RANKED_WILD,PRIEST,1094,764
Arfus,32,2017,BGT_RANKED_STANDARD,WARLOCK,142,80
Bloodmage Thalnos,33,2017,BGT_RANKED_WILD,ROGUE,1975,1256
Deathlord,33,2017,BGT_RANKED_WILD,PRIEST,7169,4707
Piloted Shredder,33,2017,BGT_RANKED_WILD,WARLOCK,2242,1403
Pyros,33,2017,BGT_RANKED_WILD,MAGE,1387,827
Pyros,33,2017,BGT_RANKED_STANDARD,MAGE,4201,2479
Volatile Elemental,33,2017,BGT_RANKED_STANDARD,PALADIN,167,81
Cruel Dinomancer,33,2017,BGT_RANKED_STANDARD,WARLOCK,141,84
Arfus,33,2017,BGT_RANKED_STANDARD,MAGE,499,273
Cairne Bloodhoof,34,2017,BGT_RANKED_STANDARD,WARRIOR,4615,2912
Bloodmage Thalnos,34,2017,BGT_RANKED_STANDARD,MAGE,626,303
Tirion Fordring,34,2017,BGT_RANKED_STANDARD,PALADIN,8427,5757
Mad Scientist,34,2017,BGT_RANKED_WILD,HUNTER,965,543
Sludge Belcher,34,2017,BGT_RANKED_WILD,WARRIOR,2947,1878
Tomb Pillager,34,2017,BGT_RANKED_WILD,ROGUE,1160,645
Selfless Hero,34,2017,BGT_RANKED_STANDARD,PALADIN,242,120
Devilsaur Egg,34,2017,BGT_RANKED_WILD,PRIEST,165,96
Unstable Ghoul,34,2017,BGT_RANKED_WILD,HUNTER,239,124
Unstable Ghoul,34,2017,BGT_RANKED_WILD,WARRIOR,150,83
Runic Egg,34,2017,BGT_RANKED_STANDARD,PRIEST,144,94
Pyros,34,2017,BGT_RANKED_WILD,PRIEST,193,128
Cairne Bloodhoof,35,2017,BGT_RANKED_WILD,WARLOCK,221,142
Piloted Shredder,35,2017,BGT_RANKED_WILD,HUNTER,1168,648
Piloted Shredder,35,2017,BGT_RANKED_WILD,SHAMAN,210,102
"Xaril, Poisoned Mind",35,2017,BGT_RANKED_STANDARD,ROGUE,1555,874
White Eyes,35,2017,BGT_RANKED_STANDARD,SHAMAN,1832,1052
Crystalline Oracle,35,2017,BGT_RANKED_WILD,PRIEST,8973,5817
Mana Treant,35,2017,BGT_RANKED_STANDARD,PRIEST,239,185
Arfus,35,2017,BGT_RANKED_WILD,HUNTER,306,173
Raptor Hatchling,35,2017,BGT_RANKED_WILD,HUNTER,281,135
Sylvanas Windrunner,36,2017,BGT_RANKED_WILD,HUNTER,1006,655
Sylvanas Windrunner,36,2017,BGT_RANKED_WILD,SHAMAN,1079,690
Nerubian Egg,36,2017,BGT_RANKED_WILD,HUNTER,379,178
Huge Toad,36,2017,BGT_RANKED_WILD,HUNTER,364,203
"Xaril, Poisoned Mind",36,2017,BGT_RANKED_WILD,ROGUE,755,425
Infested Tauren,36,2017,BGT_RANKED_STANDARD,ROGUE,1257,658
Twilight Summoner,36,2017,BGT_RANKED_STANDARD,PRIEST,789,514
"Deathwing, Dragonlord",36,2017,BGT_RANKED_STANDARD,PRIEST,1258,1000
Shifting Shade,36,2017,BGT_RANKED_STANDARD,ROGUE,139,69
White Eyes,36,2017,BGT_RANKED_WILD,SHAMAN,1095,709
Aya Blackpaw,36,2017,BGT_RANKED_WILD,SHAMAN,133,90
Mistress of Mixtures,36,2017,BGT_RANKED_WILD,HUNTER,641,310
Shallow Gravedigger,36,2017,BGT_RANKED_STANDARD,HUNTER,221,105
Spawn of N'Zoth,36,2017,BGT_RANKED_WILD,PRIEST,134,75
Volatile Elemental,36,2017,BGT_RANKED_STANDARD,ROGUE,145,59
Mistress of Mixtures,36,2017,BGT_RANKED_STANDARD,MAGE,249,134
Shallow Gravedigger,36,2017,BGT_RANKED_WILD,ROGUE,165,99
Frozen Champion,36,2017,BGT_RANKED_STANDARD,WARRIOR,318,219
Meat Wagon,36,2017,BGT_RANKED_STANDARD,HUNTER,202,107
Leper Gnome,37,2017,BGT_RANKED_STANDARD,PRIEST,116,65
"Deathwing, Dragonlord",37,2017,BGT_RANKED_STANDARD,PRIEST,1059,832
Mistress of Mixtures,37,2017,BGT_RANKED_WILD,PRIEST,2552,1670
Bone Drake,37,2017,BGT_RANKED_STANDARD,ROGUE,369,208
Obsidian Statue,37,2017,BGT_RANKED_STANDARD,PRIEST,45043,33579
Shallow Gravedigger,37,2017,BGT_RANKED_WILD,ROGUE,151,66
Cairne Bloodhoof,38,2017,BGT_RANKED_WILD,WARRIOR,261,173
Piloted Shredder,38,2017,BGT_RANKED_WILD,PRIEST,3872,2611
Corrupted Healbot,38,2017,BGT_RANKED_STANDARD,PRIEST,155,109
Tentacle of N'Zoth,38,2017,BGT_RANKED_STANDARD,PRIEST,158,92
Twilight Summoner,38,2017,BGT_RANKED_STANDARD,PALADIN,173,110
"Deathwing, Dragonlord",38,2017,BGT_RANKED_STANDARD,PALADIN,210,158
Bone Drake,38,2017,BGT_RANKED_STANDARD,WARLOCK,208,141
Arfus,47,2017,BGT_RANKED_STANDARD,PRIEST,1656,1140
Master Chest,47,2017,BGT_RANKED_STANDARD,WARRIOR,1376,779
Loot Hoarder,47,2017,BGT_RANKED_WILD,HUNTER,388,217
Bloodmage Thalnos,47,2017,BGT_RANKED_STANDARD,PALADIN,116,73
Bloodmage Thalnos,47,2017,BGT_RANKED_WILD,WARRIOR,111,77
Arfus,47,2017,BGT_RANKED_WILD,ROGUE,126,71
Deathlord,48,2017,BGT_RANKED_WILD,DRUID,580,377
Mechanical Yeti,48,2017,BGT_RANKED_WILD,PRIEST,190,129
Tortollan Shellraiser,48,2017,BGT_RANKED_STANDARD,PRIEST,22322,15034
Mistress of Mixtures,48,2017,BGT_RANKED_STANDARD,PRIEST,13447,8720
Mistress of Mixtures,48,2017,BGT_RANKED_WILD,ROGUE,2029,1317
Frozen Champion,48,2017,BGT_RANKED_WILD,MAGE,546,342
Sylvanas Windrunner,48,2017,BGT_RANKED_WILD,ROGUE,859,550
Infested Wolf,48,2017,BGT_RANKED_WILD,HUNTER,281,142
Piloted Shredder,49,2017,BGT_RANKED_WILD,WARLOCK,695,441
Silver Vanguard,49,2017,BGT_RANKED_STANDARD,PALADIN,1462,861
Sludge Belcher,50,2017,BGT_RANKED_WILD,ROGUE,7344,5285
Mistress of Mixtures,50,2017,BGT_RANKED_WILD,ROGUE,1259,792
Bone Drake,50,2017,BGT_RANKED_STANDARD,PALADIN,437,265
Shallow Gravedigger,50,2017,BGT_RANKED_STANDARD,ROGUE,294,110
Arfus,50,2017,BGT_RANKED_STANDARD,WARLOCK,216,147
Plated Beetle,50,2017,BGT_RANKED_STANDARD,WARRIOR,5165,2960
"Rin, the First Disciple",50,2017,BGT_RANKED_WILD,WARLOCK,1322,888
Mad Scientist,50,2017,BGT_RANKED_WILD,MAGE,560,330
Bloodmage Thalnos,51,2017,BGT_RANKED_WILD,ROGUE,542,306
Deathlord,51,2017,BGT_RANKED_WILD,PRIEST,1605,1021
Boom Bot,51,2017,BGT_RANKED_WILD,PRIEST,676,451
Plated Beetle,51,2017,BGT_RANKED_WILD,HUNTER,152,73
Pyros,51,2017,BGT_RANKED_STANDARD,MAGE,156,105
Abomination,52,2017,BGT_RANKED_WILD,PRIEST,152,99
Bloodmage Thalnos,52,2017,BGT_RANKED_WILD,PRIEST,1033,662
Savannah Highmane,52,2017,BGT_RANKED_WILD,HUNTER,611,343
Zombie Chow,52,2017,BGT_RANKED_WILD,PRIEST,228,146
Deathlord,52,2017,BGT_RANKED_WILD,WARLOCK,483,312
Infested Tauren,52,2017,BGT_RANKED_STANDARD,DRUID,1620,772
Carnivorous Cube,52,2017,BGT_RANKED_STANDARD,DRUID,937,440
Cursed Disciple,52,2017,BGT_RANKED_STANDARD,DRUID,1465,692
Plated Beetle,52,2017,BGT_RANKED_STANDARD,ROGUE,2746,1376
Kobold Illusionist,52,2017,BGT_RANKED_STANDARD,ROGUE,892,436
Loot Hoarder,52,2017,BGT_RANKED_STANDARD,WARRIOR,463,250
Infested Wolf,52,2017,BGT_RANKED_STANDARD,HUNTER,312,132
Astral Tiger,52,2017,BGT_RANKED_WILD,DRUID,1008,495
Harvest Golem,1,2018,BGT_RANKED_WILD,PRIEST,166,97
Dark Cultist,1,2018,BGT_RANKED_WILD,PRIEST,1151,756
Kindly Grandmother,1,2018,BGT_RANKED_STANDARD,HUNTER,829,356
Aya Blackpaw,1,2018,BGT_RANKED_STANDARD,ROGUE,2034,1194
Bone Drake,1,2018,BGT_RANKED_STANDARD,PRIEST,2290,1536
Shallow Gravedigger,1,2018,BGT_RANKED_WILD,PRIEST,589,346
Grizzled Guardian,1,2018,BGT_RANKED_STANDARD,DRUID,7174,3844
Stalagg,1,2018,BGT_RANKED_WILD,WARRIOR,105,67
Master Chest,1,2018,BGT_RANKED_STANDARD,WARRIOR,202,135
Frozen Champion,1,2018,BGT_RANKED_STANDARD,MAGE,165,87
Savannah Highmane,2,2018,BGT_RANKED_STANDARD,HUNTER,1251,655
Sylvanas Windrunner,2,2018,BGT_RANKED_WILD,PRIEST,2101,1493
Infested Tauren,2,2018,BGT_RANKED_STANDARD,PALADIN,418,225
Tortollan Shellraiser,2,2018,BGT_RANKED_WILD,PRIEST,3365,2166
Mistress of Mixtures,2,2018,BGT_RANKED_WILD,PRIEST,973,566
Skelemancer,2,2018,BGT_RANKED_STANDARD,PALADIN,462,255
Plated Beetle,2,2018,BGT_RANKED_STANDARD,MAGE,228,129
Piloted Shredder,2,2018,BGT_RANKED_WILD,PALADIN,425,237
Webspinner,2,2018,BGT_RANKED_WILD,HUNTER,171,82
Aya Blackpaw,2,2018,BGT_RANKED_STANDARD,SHAMAN,186,112
Carnivorous Cube,2,2018,BGT_RANKED_STANDARD,PALADIN,150,95
Loot Hoarder,3,2018,BGT_RANKED_WILD,HUNTER,208,112
Cairne Bloodhoof,3,2018,BGT_RANKED_STANDARD,WARRIOR,569,355
Tirion Fordring,3,2018,BGT_RANKED_STANDARD,PALADIN,5139,2975
Mad Scientist,3,2018,BGT_RANKED_WILD,HUNTER,608,323
Runic Egg,3,2018,BGT_RANKED_STANDARD,PRIEST,306,140
Plated Beetle,3,2018,BGT_RANKED_STANDARD,DRUID,732,329
Greedy Sprite,3,2018,BGT_RANKED_WILD,DRUID,334,139
Piloted Sky Golem,3,2018,BGT_RANKED_WILD,PRIEST,101,70
Abomination,3,2018,BGT_RANKED_WILD,PRIEST,143,79
Silver Vanguard,3,2018,BGT_RANKED_WILD,ROGUE,181,87
Bloodmage Thalnos,4,2018,BGT_RANKED_WILD,PRIEST,1175,763
Explosive Sheep,4,2018,BGT_RANKED_WILD,PRIEST,124,74
Possessed Villager,4,2018,BGT_RANKED_STANDARD,WARLOCK,177,103
Infested Tauren,4,2018,BGT_RANKED_STANDARD,DRUID,1042,543
Carnivorous Cube,4,2018,BGT_RANKED_WILD,WARLOCK,3564,2123
Cursed Disciple,4,2018,BGT_RANKED_STANDARD,DRUID,590,340
Piloted Sky Golem,4,2018,BGT_RANKED_WILD,PRIEST,103,73
Mistress of Mixtures,4,2018,BGT_RANKED_WILD,HUNTER,113,38
Hadronox,4,2018,BGT_RANKED_WILD,DRUID,153,99
Nerubian Egg,4,2018,BGT_RANKED_WILD,HUNTER,108,41
Clockwork Gnome,4,2018,BGT_RANKED_WILD,PRIEST,226,140
Loot Hoarder,5,2018,BGT_RANKED_WILD,PALADIN,425,233
Loot Hoarder,5,2018,BGT_RANKED_STANDARD,ROGUE,764,357
Bloodmage Thalnos,5,2018,BGT_RANKED_WILD,MAGE,305,201
Sludge Belcher,5,2018,BGT_RANKED_WILD,PALADIN,756,397
Direhorn Hatchling,5,2018,BGT_RANKED_STANDARD,WARRIOR,11435,7416
Shimmering Tempest,5,2018,BGT_RANKED_WILD,MAGE,223,129
Fiery Bat,5,2018,BGT_RANKED_STANDARD,HUNTER,169,73
Loot Hoarder,6,2018,BGT_RANKED_STANDARD,WARRIOR,205,106
Abomination,6,2018,BGT_RANKED_STANDARD,WARLOCK,240,153
Bloodmage Thalnos,6,2018,BGT_RANKED_STANDARD,WARLOCK,1640,967
Unstable Ghoul,6,2018,BGT_RANKED_WILD,PRIEST,115,69
Plated Beetle,6,2018,BGT_RANKED_STANDARD,ROGUE,620,314
Mana Treant,39,2017,BGT_RANKED_STANDARD,PRIEST,113,80
Frozen Champion,52,2017,BGT_RANKED_STANDARD,MAGE,180,108
Cairne Bloodhoof,31,2017,BGT_RANKED_WILD,WARLOCK,143,93
Cairne Bloodhoof,31,2017,BGT_RANKED_STANDARD,DRUID,108,69
Tirion Fordring,31,2017,BGT_RANKED_STANDARD,PRIEST,250,210
Moat Lurker,31,2017,BGT_RANKED_STANDARD,PRIEST,176,107
White Eyes,31,2017,BGT_RANKED_STANDARD,SHAMAN,4104,2804
Volatile Elemental,31,2017,BGT_RANKED_WILD,PRIEST,1383,849
Igneous Elemental,31,2017,BGT_RANKED_STANDARD,PALADIN,116,70
Raptor Hatchling,31,2017,BGT_RANKED_WILD,HUNTER,132,69
Loot Hoarder,32,2017,BGT_RANKED_STANDARD,PALADIN,3256,1946
Sludge Belcher,32,2017,BGT_RANKED_WILD,MAGE,3285,2094
Unstable Ghoul,32,2017,BGT_RANKED_WILD,WARRIOR,323,170
Tomb Pillager,32,2017,BGT_RANKED_WILD,ROGUE,2003,1287
Rat Pack,32,2017,BGT_RANKED_STANDARD,HUNTER,6189,2996
Mistress of Mixtures,32,2017,BGT_RANKED_STANDARD,ROGUE,16308,9000
Loot Hoarder,32,2017,BGT_RANKED_WILD,SHAMAN,200,113
Tentacle of N'Zoth,32,2017,BGT_RANKED_STANDARD,PRIEST,589,338
Mana Treant,32,2017,BGT_RANKED_STANDARD,DRUID,253,75
Shimmering Tempest,32,2017,BGT_RANKED_STANDARD,MAGE,2296,1239
Loot Hoarder,32,2017,BGT_RANKED_WILD,WARRIOR,306,227
"Sherazin, Corpse Flower",32,2017,BGT_RANKED_STANDARD,PRIEST,732,476
Mistress of Mixtures,32,2017,BGT_RANKED_WILD,PALADIN,392,239
Shallow Gravedigger,32,2017,BGT_RANKED_STANDARD,PALADIN,976,596
Abominable Bowman,32,2017,BGT_RANKED_STANDARD,HUNTER,4315,2717
Bloodmage Thalnos,32,2017,BGT_RANKED_STANDARD,MAGE,1305,640
Abomination,32,2017,BGT_RANKED_STANDARD,MAGE,150,64
Loot Hoarder,33,2017,BGT_RANKED_STANDARD,DRUID,227,94
Cairne Bloodhoof,33,2017,BGT_RANKED_WILD,WARRIOR,503,321
Bloodmage Thalnos,33,2017,BGT_RANKED_STANDARD,DRUID,345,178
Sylvanas Windrunner,33,2017,BGT_RANKED_WILD,ROGUE,990,646
Piloted Shredder,33,2017,BGT_RANKED_WILD,SHAMAN,280,155
Infested Tauren,33,2017,BGT_RANKED_STANDARD,WARRIOR,3339,1930
Eggnapper,33,2017,BGT_RANKED_STANDARD,ROGUE,170,82
Giant Anaconda,33,2017,BGT_RANKED_STANDARD,PRIEST,117,89
Skelemancer,33,2017,BGT_RANKED_STANDARD,WARRIOR,301,156
Mountainfire Armor,33,2017,BGT_RANKED_STANDARD,PRIEST,363,268
Bone Baron,33,2017,BGT_RANKED_STANDARD,ROGUE,3955,2008
Arfus,33,2017,BGT_RANKED_STANDARD,WARRIOR,2224,1394
Devilsaur Egg,33,2017,BGT_RANKED_STANDARD,ROGUE,115,58
Mana Treant,33,2017,BGT_RANKED_STANDARD,PRIEST,813,495
Cairne Bloodhoof,34,2017,BGT_RANKED_STANDARD,HUNTER,423,225
Cairne Bloodhoof,34,2017,BGT_RANKED_STANDARD,SHAMAN,451,279
Sylvanas Windrunner,34,2017,BGT_RANKED_WILD,WARLOCK,2829,1849
Stalagg,34,2017,BGT_RANKED_WILD,PRIEST,613,431
Dancing Swords,34,2017,BGT_RANKED_WILD,PRIEST,147,101
Kindly Grandmother,34,2017,BGT_RANKED_STANDARD,PRIEST,454,367
Jade Swarmer,34,2017,BGT_RANKED_STANDARD,PRIEST,186,104
"Sherazin, Corpse Flower",34,2017,BGT_RANKED_STANDARD,ROGUE,1674,856
Mistress of Mixtures,34,2017,BGT_RANKED_WILD,WARLOCK,3395,2106
Exploding Bloatbat,34,2017,BGT_RANKED_STANDARD,HUNTER,1055,518
Vryghoul,34,2017,BGT_RANKED_STANDARD,PRIEST,285,187
Arfus,34,2017,BGT_RANKED_STANDARD,ROGUE,785,407
Arfus,34,2017,BGT_RANKED_WILD,PALADIN,139,84
Cairne Bloodhoof,34,2017,BGT_RANKED_WILD,ROGUE,172,104
Nerubian Egg,34,2017,BGT_RANKED_WILD,WARLOCK,131,68
Sneed's Old Shredder,34,2017,BGT_RANKED_WILD,SHAMAN,327,223
Loot Hoarder,35,2017,BGT_RANKED_STANDARD,ROGUE,2644,1371
Rat Pack,35,2017,BGT_RANKED_STANDARD,HUNTER,4572,2095
Shallow Gravedigger,35,2017,BGT_RANKED_STANDARD,PALADIN,347,187
Cairne Bloodhoof,35,2017,BGT_RANKED_STANDARD,MAGE,180,109
Infested Tauren,35,2017,BGT_RANKED_WILD,DRUID,113,50
Abomination,36,2017,BGT_RANKED_STANDARD,PRIEST,1053,697
Bloodmage Thalnos,36,2017,BGT_RANKED_STANDARD,PRIEST,17437,12041
Haunted Creeper,36,2017,BGT_RANKED_WILD,HUNTER,426,219
Webspinner,36,2017,BGT_RANKED_WILD,HUNTER,636,329
Pyros,36,2017,BGT_RANKED_STANDARD,PRIEST,517,383
Mistress of Mixtures,36,2017,BGT_RANKED_STANDARD,HUNTER,3950,1766
Mistress of Mixtures,36,2017,BGT_RANKED_STANDARD,SHAMAN,441,245
Mistress of Mixtures,36,2017,BGT_RANKED_STANDARD,WARRIOR,691,441
Loot Hoarder,37,2017,BGT_RANKED_WILD,ROGUE,784,402
Mad Scientist,37,2017,BGT_RANKED_WILD,MAGE,1197,692
Sludge Belcher,37,2017,BGT_RANKED_WILD,ROGUE,15661,11004
Twilight Summoner,37,2017,BGT_RANKED_STANDARD,ROGUE,150,73
Rat Pack,37,2017,BGT_RANKED_WILD,HUNTER,354,193
Bone Drake,37,2017,BGT_RANKED_STANDARD,PALADIN,1873,1270
Hadronox,37,2017,BGT_RANKED_STANDARD,DRUID,1050,629
Abominable Bowman,37,2017,BGT_RANKED_WILD,HUNTER,128,80
Bloodmage Thalnos,38,2017,BGT_RANKED_WILD,HUNTER,163,86
Bloodmage Thalnos,38,2017,BGT_RANKED_WILD,WARRIOR,109,68
Deathlord,38,2017,BGT_RANKED_WILD,ROGUE,13231,9469
Sludge Belcher,38,2017,BGT_RANKED_WILD,WARLOCK,2704,1679
Infested Tauren,38,2017,BGT_RANKED_STANDARD,PRIEST,3254,2150
Kindly Grandmother,38,2017,BGT_RANKED_STANDARD,HUNTER,6576,3296
Crystalline Oracle,38,2017,BGT_RANKED_STANDARD,PRIEST,18171,12094
Devilsaur Egg,38,2017,BGT_RANKED_STANDARD,PALADIN,226,125
Skelemancer,38,2017,BGT_RANKED_STANDARD,PRIEST,485,337
Mountainfire Armor,38,2017,BGT_RANKED_WILD,WARRIOR,1835,1229
Leper Gnome,31,2017,BGT_RANKED_STANDARD,PRIEST,136,69
Dancing Swords,31,2017,BGT_RANKED_WILD,DRUID,157,95
"Deathwing, Dragonlord",31,2017,BGT_RANKED_STANDARD,PRIEST,254,194
Tortollan Shellraiser,31,2017,BGT_RANKED_WILD,PRIEST,7522,5085
Mistress of Mixtures,31,2017,BGT_RANKED_WILD,PRIEST,2724,1709
Sylvanas Windrunner,31,2017,BGT_RANKED_WILD,HUNTER,239,166
Loot Hoarder,32,2017,BGT_RANKED_WILD,PALADIN,540,299
Sylvanas Windrunner,32,2017,BGT_RANKED_WILD,DRUID,438,265
Mad Scientist,32,2017,BGT_RANKED_WILD,MAGE,2272,1392
Selfless Hero,32,2017,BGT_RANKED_WILD,PALADIN,116,57
Infested Tauren,32,2017,BGT_RANKED_STANDARD,WARLOCK,545,306
