player_class,card_name,dbfid,times_played,wins
PRIEST,Alexstrasza,581,17732,9243
PALADIN,Lynessa Sunsorrow,45539,17721,8384
PRIEST,Carnivorous Cube,45195,17599,9486
PRIEST,Prince Keleseth,45340,17317,9407
MAGE,Shatter,38407,17247,8418
WARRIOR,Southsea Deckhand,724,17201,8200
SHAMAN,Jade Chieftain,40422,17182,8439
PRIEST,Corridor Creeper,43515,17096,8634
HUNTER,Multi-Shot,292,17056,5051
PRIEST,"Medivh, the Guardian",39841,16956,10346
HUNTER,Hungry Crab,443,16943,8185
DRUID,Bonemare,42790,16781,8942
PALADIN,Benevolent Djinn,46258,16701,6847
DRUID,Barnabus the Stomper,41100,16635,10505
MAGE,Glacial Mysteries,42760,16624,7411
WARRIOR,Mountainfire Armor,42698,16609,7129
WARRIOR,The Lich King,42818,16606,7857
WARRIOR,Woecleaver,46077,16535,9481
HUNTER,Dispatch Kodo,41126,16492,6989
PRIEST,Devilsaur Egg,41259,16478,7897
PRIEST,"N'Zoth, the Corruptor",38496,16465,9602
DRUID,Twilight Elder,38868,16396,8137
DRUID,Prince Keleseth,45340,16332,8680
PALADIN,Tar Creeper,41418,16200,6792
PALADIN,Ivory Knight,39439,16148,6981
ROGUE,Plated Beetle,45930,16146,6448
MAGE,Mistress of Mixtures,41566,16130,7835
HUNTER,Flame Elemental,42044,16098,6622
MAGE,Pyros,41164,16080,8891
DRUID,Disciple of C'Thun,38547,16072,7744
PRIEST,Bloodmage Thalnos,749,16070,6989
DRUID,Feral Rage,38334,16023,7439
WARRIOR,Spellbreaker,754,16006,6952
DRUID,Mark of the Wild,213,15986,6008
DRUID,Beckoner of Evil,38859,15938,7441
SHAMAN,Flamewreathed Faceless,38263,15861,6653
PRIEST,Auchenai Soulpriest,237,15848,6396
WARRIOR,Arcanite Reaper,304,15805,6697
ROGUE,Acidic Swamp Ooze,906,15543,7105
PRIEST,Gluttonous Ooze,41683,15537,7799
HUNTER,Loot Hoarder,251,15535,6656
PALADIN,Harrison Jones,912,15527,7925
HUNTER,Nesting Roc,41305,15515,6650
DRUID,Primordial Drake,41929,15493,7227
SHAMAN,"Kalimos, Primal Lord",41331,15470,8562
PALADIN,Skulking Geist,42784,15195,7607
WARRIOR,Direhorn Matriarch,41889,15173,7954
PALADIN,Auctionmaster Beardo,40605,15170,11359
MAGE,Vicious Fledgling,41247,15056,7910
ROGUE,Bluegill Warrior,739,15020,8285
HUNTER,Raptor Hatchling,41357,14983,5658
PALADIN,Crystal Lion,45833,14937,7301
WARRIOR,Dread Corsair,878,14853,6823
DRUID,Golakka Crawler,41316,14829,6382
HUNTER,Fire Fly,41323,14772,6349
WARRIOR,Reckless Flurry,46026,14735,5927
PRIEST,Kobold Librarian,43122,14647,7468
PRIEST,Saronite Chain Gang,42395,14624,6777
ROGUE,Jade Spirit,40527,14585,6611
HUNTER,Seeping Oozeling,46445,14544,7026
PRIEST,Kazakus,40408,14522,6504
MAGE,Sindragosa,43506,14479,8457
ROGUE,Questing Adventurer,791,14408,6872
PRIEST,Dirty Rat,41567,14397,6557
PALADIN,"Ragnaros, Lightlord",38758,14356,7414
PRIEST,Raza the Chained,40323,14296,6515
PRIEST,Stormwind Knight,622,14285,6339
PALADIN,Blessing of Might,70,14269,6178
ROGUE,Shadowblade,45338,14243,5884
PRIEST,Sleepy Dragon,43494,14093,5917
DRUID,Acidic Swamp Ooze,906,14005,6628
DRUID,Hungry Crab,443,13947,6874
PRIEST,Scaled Nightmare,38832,13920,7191
PRIEST,Gilded Gargoyle,46495,13809,5339
HUNTER,Carnivorous Cube,45195,13807,7663
WARRIOR,Bloodsail Cultist,38920,13776,7146
MAGE,Blazecaller,41928,13747,7320
PALADIN,Bloodmage Thalnos,749,13697,6705
PRIEST,Hellfire,950,13690,6337
HUNTER,Ironbeak Owl,290,13657,4641
ROGUE,,,13650,5458
DRUID,Bloodsail Corsair,997,13648,6168
SHAMAN,Far Sight,818,13579,5468
PRIEST,Voidlord,46056,13575,6267
PRIEST,Kabal Courier,40496,13557,6079
PALADIN,Steward of Darkshire,38911,13502,6392
PRIEST,Faceless Manipulator,531,13500,6430
PRIEST,Weasel Tunneler,40549,13334,6144
HUNTER,King Krush,1144,13281,7593
SHAMAN,Earth Elemental,1141,13259,5311
HUNTER,Southsea Deckhand,724,13247,6032
SHAMAN,Healing Rain,46067,13246,5031
PRIEST,Binding Heal,41170,13233,5794
HUNTER,Charged Devilsaur,41286,13223,5542
MAGE,Greater Ruby Spellstone,43411,13211,6507
ROGUE,Shadow Strike,38578,13197,5101
WARLOCK,Silverware Golem,39380,13160,4504
DRUID,Grizzled Guardian,45835,13160,5907
SHAMAN,Feral Spirit,238,13123,4782
PRIEST,Fireball,315,13031,7395
PRIEST,Firelands Portal,39715,13014,6913
PRIEST,Midnight Drake,38957,12965,6355
WARRIOR,Primordial Drake,41929,12897,6168
WARRIOR,Southsea Captain,680,12863,6420
MAGE,Golakka Crawler,41316,12848,6008
PALADIN,Murloc Tidehunter,976,12788,5828
DRUID,Faceless Manipulator,531,12786,7431
ROGUE,Sinister Strike,710,12752,6396
PRIEST,Frostbolt,662,12733,6919
PALADIN,Lightfused Stegodon,41945,12631,6451
WARRIOR,Geosculptor Yip,46442,12626,6924
WARLOCK,Possessed Villager,38774,12598,5394
HUNTER,Rat Pack,40428,12591,5277
HUNTER,Grievous Bite,41350,12587,4969
WARRIOR,Upgrade!,511,12555,5926
PRIEST,Embrace the Shadow,38439,12548,6800
WARLOCK,The Darkness,46454,12536,6082
PALADIN,Divine Strength,38749,12433,4939
ROGUE,Shadowcaster,38876,12349,6494
HUNTER,Infested Wolf,38734,12343,5082
MAGE,Stonehill Defender,41243,12276,5448
HUNTER,Acidic Swamp Ooze,906,12248,5004
SHAMAN,Acolyte of Pain,1659,12223,5077
HUNTER,Misdirection,1091,12198,4362
PALADIN,"N'Zoth, the Corruptor",38496,12165,6242
WARLOCK,Dread Infernal,1019,12093,4758
DRUID,Argent Squire,757,12082,5702
DRUID,Twig of the World Tree,46107,12062,5915
WARRIOR,Sulfuras,41426,12033,6357
MAGE,Cobalt Scalebane,42442,11980,5790
PALADIN,Cairne Bloodhoof,420,11947,6246
PALADIN,The Lich King,42818,11944,5817
HUNTER,Devilsaur Egg,41259,11927,5476
WARLOCK,Mind Control Tech,734,11920,5672
HUNTER,Doomsayer,138,11825,4100
SHAMAN,Bloodmage Thalnos,749,11822,5018
PALADIN,Mistress of Mixtures,41566,11743,5230
WARLOCK,Sacrificial Pact,163,11727,6234
PRIEST,Prophet Velen,9,11723,6377
PRIEST,Doom Pact,42587,11656,5456
MAGE,Water Elemental,46458,11636,7057
WARRIOR,Serrated Shield,45771,11599,5105
ROGUE,Eater of Secrets,38792,11585,5350
DRUID,Stonehill Defender,41243,11560,4773
PALADIN,Doomsayer,138,11556,4568
HUNTER,Terrorscale Stalker,41304,11518,5619
PRIEST,Coldlight Oracle,1016,11507,4169
MAGE,The Lich King,42818,11427,5731
WARLOCK,Kabal Courier,40496,11419,5419
WARLOCK,Corridor Creeper,43515,11364,4949
PALADIN,The Last Kaleidosaur,41868,11259,4146
MAGE,Corridor Creeper,43515,11232,4939
ROGUE,Loot Hoarder,251,11188,4532
WARRIOR,Grommash Hellscream,338,11153,5871
WARLOCK,Master Oakheart,46449,11103,6171
HUNTER,Wolf,46446,11094,5862
WARRIOR,Heroic Strike,1007,11041,4274
WARRIOR,Bloodsail Raider,999,11017,5159
ROGUE,Bilefin Tidehunter,38538,10989,5445
ROGUE,Assassinate,345,10986,3445
MAGE,Gluttonous Ooze,41683,10934,5571
SHAMAN,Jinyu Waterspeaker,40285,10902,4440
DRUID,Coldlight Oracle,1016,10870,4525
HUNTER,Tar Creeper,41418,10864,4625
WARLOCK,Southsea Captain,680,10863,5088
HUNTER,Knife Juggler,1073,10753,4998
WARRIOR,Tower Shield +10,45770,10744,4914
MAGE,Hungry Crab,443,10706,5378
PALADIN,"Finja, the Flying Star",40803,10692,4677
WARRIOR,Runed Shield,45773,10674,4781
WARRIOR,Spiked Shield,45774,10578,4616
ROGUE,Fire Plume Phoenix,41260,10566,4772
MAGE,Bright-Eyed Scout,41096,10502,5676
SHAMAN,Lightning Bolt,505,10497,4099
DRUID,Scarab Beetle,45301,10455,5165
PALADIN,Spiteful Summoner,46551,10258,5158
PALADIN,Acidic Swamp Ooze,906,10248,4296
WARLOCK,Felguard,517,10211,4808
HUNTER,Cave Hydra,43358,10192,3979
PALADIN,Primalfin Lookout,41478,10160,4259
PRIEST,Elise the Trailblazer,41935,10156,5088
DRUID,Mind Control Tech,734,10125,4583
PRIEST,"Deathwing, Dragonlord",38943,10084,5186
HUNTER,Explosive Shot,394,10080,3502
SHAMAN,Drakkari Defender,42750,10077,3499
PRIEST,Shadow Madness,220,10062,4538
WARLOCK,Krul the Unshackled,40537,10044,6217
WARLOCK,Shadowflame,147,9989,4996
ROGUE,Sudden Betrayal,45529,9986,3748
HUNTER,Carnassa's Brood,42013,9931,3985
HUNTER,Ravasaur Runt,41137,9912,4256
HUNTER,Leeroy Jenkins,559,9892,6032
WARLOCK,Succubus,592,9854,3415
HUNTER,Corpse Widow,42822,9830,4297
PRIEST,Counterspell,113,9812,5915
PRIEST,Malygos,436,9705,5444
SHAMAN,Crushing Hand,43322,9600,3494
ROGUE,Leyline Spider,45869,9587,4445
WARRIOR,Plated Beetle,45930,9520,4077
PRIEST,Golakka Crawler,41316,9515,4207
WARLOCK,Kazakus Potion,41603,9508,5010
PRIEST,Temporus,46544,9504,3826
DRUID,Tortollan Forager,41252,9478,3627
ROGUE,Kobold Illusionist,45936,9429,3694
SHAMAN,Fire Plume Phoenix,41260,9396,4081
PRIEST,Hoarding Dragon,43507,9390,4251
PALADIN,Argent Protector,1022,9384,3729
ROGUE,Vicious Fledgling,41247,9384,4183
MAGE,Saronite Chain Gang,42395,9377,4128
PALADIN,Fire Fly,41323,9375,4269
SHAMAN,"Grumble, Worldshaker",45995,9368,5065
PRIEST,Hungry Crab,443,9319,4793
ROGUE,Journey Below,38393,9311,3368
PALADIN,Flame Elemental,42044,9261,4033
HUNTER,Corridor Creeper,43515,9250,3835
DRUID,Corridor Creeper,43515,9236,3712
ROGUE,Corridor Creeper,43515,9209,3954
PALADIN,Stand Against Darkness,38843,9177,3957
HUNTER,Cobalt Scalebane,42442,9170,4219
ROGUE,The Lich King,42818,9122,3831
PALADIN,Primalfin Champion,41866,9104,3370
MAGE,Bonemare,42790,9095,4309
WARLOCK,Drain Life,919,9089,2781
PALADIN,Bonemare,42790,9043,4134
SHAMAN,Nerubian Prophet,38517,9028,4190
HUNTER,Dinomancy,41362,9024,3410
HUNTER,Plated Beetle,45930,9019,3857
DRUID,Southsea Captain,680,8943,3945
WARRIOR,Tar Lord,41881,8918,3404
PRIEST,Zola the Gorgon,46403,8902,4919
HUNTER,Arfus,45366,8814,3110
ROGUE,Blazecaller,41928,8814,4332
SHAMAN,Guild Recruiter,46069,8728,3935
MAGE,Ruby Spellstone,43412,8618,3358
DRUID,Leeroy Jenkins,559,8601,5083
DRUID,C'Thun's Chosen,38863,8567,4198
PALADIN,Zola the Gorgon,46403,8558,4397
PRIEST,Lesser Amethyst Spellstone,43272,8548,3402
PRIEST,Mortal Coil,1092,8506,4249
ROGUE,Envenom Weapon,41834,8481,3702
DRUID,Doomsayer,138,8462,3430
ROGUE,Aya Blackpaw,40596,8439,4430
PRIEST,Ice Block,192,8403,3674
PALADIN,Hammer of Wrath,250,8392,2746
MAGE,Faceless Summoner,38725,8385,3560
SHAMAN,Coldlight Oracle,1016,8376,2956
PRIEST,Corrupted Healbot,38528,8315,4029
ROGUE,Igneous Elemental,41926,8314,3857
MAGE,Ice Walker,42716,8286,3091
HUNTER,Spiteful Summoner,46551,8282,4268
HUNTER,Exploding Bloatbat,42320,8240,2359
PALADIN,Doppelgangster,40953,8227,3839
WARLOCK,Clutchmother Zavas,41876,8220,3333
WARLOCK,Ravenous Pterrordax,41191,8178,3314
PALADIN,Primordial Drake,41929,8146,3441
WARLOCK,Golakka Crawler,41316,8138,3595
SHAMAN,Fire Plume Harbinger,41107,8097,3199
PRIEST,Lightspawn,886,8085,2929
DRUID,Master Oakheart,46449,8078,5044
PRIEST,Plague Lord,43182,8000,3645
MAGE,The Curator,39225,7990,4200
PRIEST,Backstab,180,7957,3283
SHAMAN,Earth Shock,767,7952,2992
SHAMAN,Ancestral Spirit,404,7930,3680
DRUID,Guild Recruiter,46069,7930,3646
PRIEST,Defile,42471,7930,2832
WARLOCK,Sen'jin Shieldmasta,635,7923,3617
DRUID,Elder Longneck,41086,7908,3576
ROGUE,Hungry Crab,443,7903,3842
DRUID,Malygos,436,7883,5588
WARLOCK,Lakkari Felhound,41873,7874,2821
DRUID,"Ixlid, Fungal Lord",45859,7862,4628
SHAMAN,Bloodsail Corsair,997,7834,3622
PRIEST,Flame Elemental,42044,7828,3730
HUNTER,Pterrordax Hatchling,41076,7808,2535
PRIEST,Purify,39468,7808,3524
PALADIN,Dinosize,41130,7797,4058
PALADIN,Silver Hand Murloc,38822,7789,3758
PALADIN,Humility,854,7770,3001
ROGUE,Stonehill Defender,41243,7753,2929
SHAMAN,Murloc Tidehunter,976,7749,2745
WARLOCK,Knife Juggler,1073,7740,3360
DRUID,Carnivorous Cube,45195,7736,4346
PALADIN,Coldlight Oracle,1016,7709,2780
PRIEST,Explosive Runes,43407,7683,4574
PRIEST,Mountain Giant,993,7667,4131
PRIEST,Dragon Soul,45528,7610,2876
WARLOCK,Blastcrystal Potion,40957,7606,3362
HUNTER,Bonemare,42790,7596,3320
MAGE,Lone Champion,43473,7552,3465
PRIEST,Arcane Intellect,555,7546,3944
WARLOCK,Defender of Argus,763,7525,3504
PRIEST,Army of the Dead,42586,7486,3551
ROGUE,Argent Squire,757,7480,3252
PRIEST,Acolyte of Agony,42596,7444,3154
MAGE,Baron Geddon,336,7426,3892
SHAMAN,Master of Evolution,39008,7424,3455
PALADIN,Silvermoon Portal,39716,7401,3117
SHAMAN,White Eyes,40486,7360,3099
HUNTER,Knuckles,40678,7358,2840
ROGUE,Patches the Pirate,40465,7357,2959
PRIEST,Bloodreaver Gul'dan,43415,7356,4298
SHAMAN,Snowfury Giant,42765,7345,3274
HUNTER,The Lich King,42818,7279,2972
DRUID,Dragonhatcher,46557,7196,3902
PALADIN,Forbidden Healing,38666,7175,2859
MAGE,Leeroy Jenkins,559,7162,4208
PRIEST,Kazakus Potion,41603,7151,3263
DRUID,C'Thun,38857,7138,4235
DRUID,Ironbark Protector,205,7136,2448
WARLOCK,Leeroy Jenkins,559,7095,4223
WARRIOR,Ornery Direhorn,41404,7078,2785
MAGE,Kazakus,40408,7072,3546
WARLOCK,Elise the Trailblazer,41935,7054,3985
PRIEST,Devour Mind,42566,7054,2713
ROGUE,Sprint,630,7053,3015
PRIEST,Siphon Soul,1100,7027,3004
PALADIN,Grimestreet Protector,40295,7020,3413
SHAMAN,Brrrloc,42678,7012,2404
SHAMAN,Murloc Tidecaller,475,6982,2894
PRIEST,Fire Fly,41323,6914,3410
WARLOCK,Second-Rate Bruiser,40906,6912,3485
PRIEST,Cairne Bloodhoof,420,6894,3685
ROGUE,Plague Scientist,43028,6876,2462
DRUID,Eater of Secrets,38792,6867,3431
PRIEST,Elixir of Purity,45753,6851,3066
HUNTER,Violet Wurm,43526,6817,2812
PRIEST,Righteous Protector,42467,6809,3439
PRIEST,Elixir of Shadows,45756,6784,3032
PRIEST,Humongous Razorleaf,41925,6765,2878
WARLOCK,Zola the Gorgon,46403,6762,3992
PALADIN,The Curator,39225,6761,2877
DRUID,Harrison Jones,912,6751,3650
ROGUE,"Sherazin, Corpse Flower",41218,6727,2984
PRIEST,Elixir of Life,45751,6723,2891
DRUID,Glacial Shard,41111,6710,3363
DRUID,Grand Archivist,46032,6709,3659
PRIEST,Shadowstep,365,6698,2507
MAGE,Meat Wagon,43051,6691,3380
SHAMAN,Kobold Hermit,43329,6682,2242
WARLOCK,Chittering Tunneler,41875,6668,3146
PRIEST,Elixir of Hope,45757,6650,2931
SHAMAN,Rockpool Hunter,41245,6640,2809
PRIEST,Archbishop Benedictus,42633,6631,3132
DRUID,Defender of Argus,763,6627,3225
WARRIOR,Saronite Chain Gang,42395,6624,2728
MAGE,Fire Plume Phoenix,41260,6604,2975
PALADIN,Level Up!,45877,6585,3665
MAGE,Sen'jin Shieldmasta,635,6571,1929
WARLOCK,Sanguine Reveler,45321,6552,2872
PALADIN,Vinecleaver,41859,6547,3197
MAGE,Tol'vir Stoneshaper,41241,6522,2922
DRUID,Sleepy Dragon,43494,6427,2459
PRIEST,Jade Idol,40372,6404,2069
DRUID,Ancient of War,1035,6399,2743
SHAMAN,Bluegill Warrior,739,6386,2389
HUNTER,Defender of Argus,763,6378,2819
ROGUE,"Xaril, Poisoned Mind",38403,6368,2685
HUNTER,Novice Engineer,284,6358,2530
WARLOCK,Sunwalker,759,6356,3335
WARLOCK,Stubborn Gastropod,41318,6341,3072
DRUID,Plated Beetle,45930,6332,2670
WARLOCK,Psych-o-Tron,38526,6309,3264
PALADIN,Sword of Justice,643,6289,2537
MAGE,Harrison Jones,912,6276,3430
PRIEST,Preparation,1158,6264,2050
HUNTER,Silver Vanguard,45287,6232,3064
WARLOCK,Ironbeak Owl,290,6224,3040
WARLOCK,Lakkari Sacrifice,41856,6222,2103
ROGUE,Carnivorous Cube,45195,6216,3106
ROGUE,Skulking Geist,42784,6190,3022
PRIEST,Sorcerer's Apprentice,614,6132,3224
PRIEST,The First Seal,46039,6108,3253
HUNTER,Professor Putricide,42563,6093,2960
SHAMAN,Grimscale Oracle,510,6069,2352
MAGE,Skeleton,43052,6053,2660
WARLOCK,Bane of Doom,23,6022,2521
HUNTER,Smuggler's Crate,40679,5983,2303
HUNTER,Stampeding Kodo,1371,5971,2192
PALADIN,Young Dragonhawk,641,5964,2650
MAGE,Glacial Shard,41111,5961,2467
HUNTER,The Marsh Queen,41368,5940,2065
DRUID,Alexstrasza,581,5913,3657
HUNTER,Southsea Captain,680,5903,2599
MAGE,"Yogg-Saron, Hope's End",38505,5893,1793
DRUID,"Yogg-Saron, Hope's End",38505,5883,1949
PALADIN,Eater of Secrets,38792,5880,2578
PRIEST,Onyxia,363,5861,2827
DRUID,Starfire,823,5838,2108
WARRIOR,Public Defender,40364,5823,2186
PRIEST,Deathwing,834,5793,1382
WARRIOR,"N'Zoth, the Corruptor",38496,5780,3377
WARLOCK,Devilsaur Egg,41259,5769,2489
PALADIN,Selfless Hero,38740,5759,2699
PRIEST,Beckoner of Evil,38859,5748,2167
PRIEST,Ancient Watcher,605,5740,2250
WARRIOR,The Curator,39225,5733,2872
WARLOCK,Infested Tauren,38784,5705,3085
WARLOCK,Spiteful Summoner,46551,5679,3078
SHAMAN,Murloc Warleader,1063,5676,2676
SHAMAN,Acidic Swamp Ooze,906,5665,2224
WARLOCK,Treachery,42565,5644,3133
MAGE,Elise the Trailblazer,41935,5562,2947
PRIEST,Swipe,64,5535,2794
WARLOCK,"Medivh, the Guardian",39841,5529,3466
PRIEST,Kingsbane,47035,5527,1997
PRIEST,"Rin, the First Disciple",46040,5502,2994
PRIEST,Defender of Argus,763,5488,2526
DRUID,Bright-Eyed Scout,41096,5487,2710
HUNTER,Angry Chicken,1688,5482,2013
HUNTER,Bloodfen Raptor,216,5473,1895
WARLOCK,Unwilling Sacrifice,42391,5443,2375
PRIEST,Youthful Brewmaster,415,5438,2660
SHAMAN,Al'Akir the Windlord,32,5430,2641
PRIEST,Twisting Nether,859,5422,1621
WARLOCK,Kabal Trafficker,40940,5418,2725
DRUID,"Deathwing, Dragonlord",38943,5382,2993
WARRIOR,Cleave,940,5378,1237
HUNTER,Infest,38329,5377,2025
PRIEST,Forbidden Shaping,38434,5358,2515
MAGE,Secretkeeper,158,5352,2636
PALADIN,Galvadon,41946,5352,2454
WARRIOR,Beckoner of Evil,38859,5349,2061
PRIEST,Sap,461,5348,1768
DRUID,Keeper of the Grove,601,5325,2126
PRIEST,Mana Wyrm,405,5298,3067
PRIEST,Nozdormu,411,5297,2533
PRIEST,,,5297,3452
PRIEST,Gnomish Inventor,308,5286,2214
WARRIOR,Disciple of C'Thun,38547,5286,2088
PRIEST,Doomguard,631,5265,3283
DRUID,Moonglade Portal,39714,5255,2125
PRIEST,Un'Goro Pack,41491,5241,2614
SHAMAN,Unite the Murlocs,41499,5199,2222
WARLOCK,Primordial Drake,41929,5185,2970
PRIEST,Sen'jin Shieldmasta,635,5176,1583
WARLOCK,Faceless Shambler,38569,5168,2910
SHAMAN,Primalfin Lookout,41478,5159,2094
DRUID,Strongshell Scavenger,43022,5156,2499
PRIEST,The Second Seal,46038,5142,2794
ROGUE,Defias Ringleader,201,5133,1687
PRIEST,Vicious Fledgling,41247,5131,2674
DRUID,"Y'Shaarj, Rage Unbound",38312,5121,2990
PRIEST,Mind Spike,1622,5085,1992
PRIEST,Mind Control Tech,734,5077,2055
MAGE,Igneous Elemental,41926,5046,2115
WARLOCK,Corrupting Mist,41871,5006,2074
ROGUE,Roll the Bones,42560,4995,1862
PRIEST,Polymorph,77,4993,2180
DRUID,Mistress of Mixtures,41566,4988,2329
PALADIN,Prince Keleseth,45340,4980,2486
PRIEST,Lightwell,797,4959,1755
PALADIN,Desperate Stand,42824,4951,1909
WARLOCK,Sense Demons,860,4915,1718
WARLOCK,Hungry Ettin,46082,4898,2377
PRIEST,Blizzard,457,4885,1984
SHAMAN,Unbound Elemental,774,4881,1708
WARRIOR,Cruel Taskmaster,285,4849,1545
PRIEST,Frost Lich Jaina,43419,4817,2723
DRUID,Hadronox,43439,4805,2458
MAGE,Pyros,41166,4798,2775
WARLOCK,Stegodon,41324,4796,2511
HUNTER,Stonetusk Boar,648,4762,1635
PRIEST,Arcanologist,41153,4760,2326
PALADIN,Elise the Trailblazer,41935,4757,2272
HUNTER,Swamp King Dred,41366,4741,2252
WARLOCK,Cyclopian Horror,39041,4735,2466
PRIEST,Mindgames,145,4714,1929
PALADIN,Patches the Pirate,40465,4694,2230
WARLOCK,Wax Elemental,43463,4694,2282
WARRIOR,C'Thun's Chosen,38863,4693,1933
WARLOCK,Death Grip,42590,4687,2261
DRUID,Ysera,1186,4670,2445
WARLOCK,Coldlight Oracle,1016,4667,1920
PRIEST,Glacial Shard,41111,4657,2307
PRIEST,Twilight Elder,38868,4656,1915
WARRIOR,Elise the Trailblazer,41935,4651,2118
PRIEST,Eviscerate,904,4647,2320
SHAMAN,Argent Squire,757,4646,1993
PRIEST,Onyx Bishop,39374,4643,1934
SHAMAN,Coldlight Seer,453,4609,1943
SHAMAN,Call in the Finishers,40419,4596,1761
DRUID,Starfall,86,4590,1670
PALADIN,Lay on Hands,594,4565,1741
WARLOCK,Trogg Gloomeater,45837,4545,2217
HUNTER,"Y'Shaarj, Rage Unbound",38312,4538,1373
WARLOCK,Death Coil,45384,4534,2651
WARLOCK,Argent Squire,757,4520,2044
WARRIOR,"Y'Shaarj, Rage Unbound",38312,4498,2310
PRIEST,Animal Companion,437,4460,2554
ROGUE,Betrayal,282,4443,1501
WARLOCK,Death and Decay,46194,4382,2554
PRIEST,Spiritsinger Umbra,41289,4379,2197
ROGUE,Disciple of C'Thun,38547,4374,1742
WARRIOR,Sleepy Dragon,43494,4369,1650
PALADIN,Gluttonous Ooze,41683,4363,2027
SHAMAN,Bilefin Tidehunter,38538,4345,1628
PRIEST,Meteor,41878,4342,1796
DRUID,Drakkari Enchanter,45309,4336,2122
PRIEST,Dark Pact,43128,4324,1481
PRIEST,Gnomeferatu,42670,4312,2213
WARRIOR,Fire Fly,41323,4310,1989
WARLOCK,Felfire Potion,40517,4307,2010
WARRIOR,Bladed Gauntlet,43277,4296,1711
PRIEST,Power Word: Tentacles,38426,4285,2092
HUNTER,Starving Buzzard,1241,4283,1374
PRIEST,The Third Seal,46037,4279,2443
PRIEST,Hydrologist,41139,4268,2097
HUNTER,Argent Squire,757,4247,1736
WARLOCK,Fen Creeper,602,4245,2198
MAGE,Wolfrider,289,4229,1651
PALADIN,Southsea Captain,680,4225,1882
HUNTER,Shaky Zipgunner,40681,4224,1656
ROGUE,Razorpetal Volley,41207,4214,1599
WARRIOR,Ysera,1186,4212,2053
PALADIN,Defender of Argus,763,4211,1889
HUNTER,Mistress of Mixtures,41566,4211,1552
HUNTER,Ironfur Grizzly,1182,4208,1316
ROGUE,"N'Zoth, the Corruptor",38496,4203,2292
PALADIN,Worgen Infiltrator,994,4201,1588
WARLOCK,Bog Creeper,38534,4184,2345
PALADIN,Golakka Crawler,41316,4182,1826
HUNTER,Trogg Beastrager,40684,4182,1867
PALADIN,Runic Egg,39433,4178,2050
PALADIN,Bilefin Tidehunter,38538,4165,1713
WARRIOR,Doomsayer,138,4165,1625
HUNTER,Tol'vir Warden,41354,4141,1666
PALADIN,Dark Conviction,42469,4121,1542
PRIEST,Call to Arms,43384,4120,2000
SHAMAN,Lava Burst,864,4100,1697
WARRIOR,Ancient Shieldbearer,38897,4093,1829
WARLOCK,Anti-Magic Shell,45387,4086,2585
MAGE,Twilight Flamecaller,38409,4086,1620
DRUID,Jade Golem,42100,4083,2425
WARLOCK,Hired Gun,40911,4082,2063
WARRIOR,Rotface,42630,4074,1800
DRUID,Twin Emperor Vek'lor,38488,4063,1934
WARRIOR,Acidic Swamp Ooze,906,4060,1511
HUNTER,Emerald Reaver,41309,4056,1683
DRUID,Jade Golem,42101,4044,2368
PRIEST,Injured Blademaster,1109,4038,1643
HUNTER,Bestial Wrath,903,4035,1951
WARRIOR,Flame Elemental,42044,4022,1792
HUNTER,Twilight Summoner,38833,4022,1933
PRIEST,Shallow Gravedigger,42785,4017,1744
WARRIOR,Stubborn Gastropod,41318,4017,1527
SHAMAN,Rockbiter Weapon,239,4016,1329
DRUID,Death Grip,42590,4014,1928
ROGUE,Bladed Cultist,38391,4012,1570
DRUID,Death Coil,45384,4003,2240
PRIEST,Arfus,45366,3978,1947
PALADIN,Ysera,1186,3962,2196
WARRIOR,Prince Keleseth,45340,3948,2003
WARLOCK,Frostmourne,43012,3948,2369
PRIEST,Disciple of C'Thun,38547,3944,1588
HUNTER,Prince Keleseth,45340,3933,1765
ROGUE,Gluttonous Ooze,41683,3906,1867
SHAMAN,Glacial Shard,41111,3897,1372
MAGE,Zola the Gorgon,46403,3896,2187
WARLOCK,Lone Champion,43473,3893,1735
PALADIN,A Light in the Darkness,38913,3874,1198
DRUID,Kobold Monk,46079,3843,1798
DRUID,Death and Decay,46194,3833,2242
SHAMAN,Doomsayer,138,3832,1306
