"games_played_with_card_in_deck","rank_category","card_name"
12223,"other","Faceless Manipulator"
10709,"GrindTo15","Al'Akir the Windlord"
7999,"Rank15","Wolfrider"
1754,"other","Hallazeal the Ascended"
5801,"other","Primalfin Champion"
2432,"GrindTo15","Wrathion"
17779,"GrindTo10","Darkshire Librarian"
20067,"GrindTo10","Stubborn Gastropod"
32232,"Rank15","Tortollan Forager"
11365,"GrindTo5","White Eyes"
5759,"Rank15","Blessing of Might"
5670,"other","Psych-o-Tron"
570,"GrindTo10","Tinkmaster Overspark"
3057,"other","Big Game Hunter"
17174,"GrindTo10","The Black Knight"
2140,"GrindTo15","Frostwolf Grunt"
4879,"GrindTo5","Wolfrider"
6811,"GrindTo5","Ravenous Pterrordax"
32654,"Rank5","Blazecaller"
2203,"GrindTo5","Bane of Doom"
4629,"Rank5","Call of the Wild"
1010,"GrindTo15","Alarm-o-Bot"
15614,"Legend","Crystalline Oracle"
511,"other","Blubber Baron"
2702,"GrindToLegend","Mountain Giant"
25447,"Legend","Curious Glimmerroot"
1109,"GrindTo15","Summoning Portal"
810,"Legend","Blood To Ichor"
167,"Rank5","Stegodon"
797,"GrindToLegend","Awaken the Makers"
1860,"GrindToLegend","Beckoner of Evil"
819,"GrindTo5","Crystalweaver"
3423,"Legend","Molten Reflection"
700,"Legend","Stranglethorn Tiger"
616,"Rank5","Zoobot"
740,"GrindToLegend","Shaky Zipgunner"
229,"Legend","Potion of Polymorph"
116,"Rank10","Boulderfist Ogre"
131,"GrindToLegend","Jungle Giants"
115406,"Rank10","Dread Corsair"
168720,"GrindToLegend","Arcanite Reaper"
180589,"GrindTo10","Curious Glimmerroot"
172048,"GrindTo15","The Caverns Below"
51579,"Rank5","Whirlwind"
8476,"GrindTo10","Tar Lurker"
456430,"GrindTo10","Gentle Megasaur"
27724,"Rank15","Mirage Caller"
29018,"Legend","Sunkeeper Tarim"
97660,"Rank15","Hot Spring Guardian"
105008,"GrindTo5","SI:7 Agent"
123142,"GrindTo10","Crystalline Oracle"
215866,"GrindToLegend","Power of the Wild"
1215,"Rank10","Molten Blade"
18814,"GrindTo10","Potion of Polymorph"
26829,"Legend","Tirion Fordring"
14973,"GrindTo15","Shadow Word: Horror"
11956,"other","Flare"
2694,"Rank15","Tortollan Primalist"
23131,"GrindTo5","Undercity Huckster"
7010,"Rank15","Blessing of Wisdom"
76081,"Rank5","Finja, the Flying Star"
17802,"GrindTo10","Molten Giant"
512,"Rank15","Hogger"
13757,"Rank15","Shadowcaster"
2342,"Rank15","Unbound Elemental"
9843,"GrindTo5","Shadowcaster"
767,"Rank15","Unlicensed Apothecary"
1874,"other","Blood Knight"
2722,"Rank10","Trogg Beastrager"
13622,"GrindTo5","Shifting Shade"
2190,"Rank15","Hand of Protection"
2150,"Rank10","Lava Burst"
107,"GrindToLegend","Madam Goya"
1045,"GrindToLegend","Lotus Agents"
1842,"GrindToLegend","Kun the Forgotten King"
120,"GrindTo5","The Beast"
437,"Rank10","Hozen Healer"
174,"Legend","Hobart Grapplehammer"
1109,"GrindTo10","Raging Worgen"
194,"GrindTo5","Hogger"
356,"GrindTo10","Demented Frostcaller"
405,"Legend","Grievous Bite"
242,"GrindToLegend","King Mukla"
110,"Legend","The Voraxx"
138,"GrindTo5","Darkspeaker"
391537,"GrindTo5","Golakka Crawler"
47977,"GrindTo5","Loot Hoarder"
11854,"GrindTo5","Open the Waygate"
58029,"other","Frost Nova"
433176,"GrindTo15","Murloc Warleader"
50459,"GrindTo15","Auchenai Soulpriest"
70492,"other","Fiery Bat"
12401,"GrindTo10","Lord Jaraxxus"
525778,"Rank10","Stonehill Defender"
322637,"Rank10","Firelands Portal"
24288,"Rank15","Tol'vir Warden"
168158,"Rank15","Equality"
46467,"other","Silence"
43104,"GrindTo10","Coldlight Oracle"
6127,"GrindTo10","Keeper of the Grove"
185394,"Rank15","Wild Pyromancer"
104480,"GrindTo10","Purify"
427435,"GrindTo10","Kabal Talonpriest"
63488,"GrindToLegend","Unleash the Hounds"
32396,"GrindTo15","Faerie Dragon"
241745,"Rank10","Shadow Visions"
1394,"GrindToLegend","Volcanosaur"
151703,"Rank5","Mark of Y'Shaarj"
8096,"other","Starfall"
18137,"GrindTo15","Kabal Chemist"
3052,"GrindToLegend","Tidal Surge"
12137,"Rank15","Shadow Word: Horror"
2816,"GrindTo5","Shadow Madness"
46785,"Rank10","Fire Plume's Heart"
8017,"other","Wisp"
95257,"Rank10","Mortal Strike"
2358,"other","Arcanosmith"
11712,"Rank10","Shimmering Tempest"
1335,"GrindTo10","Piranha Launcher"
6981,"Rank10","Darkshire Alchemist"
1484,"GrindTo10","Explosive Shot"
794,"GrindTo5","Rockbiter Weapon"
6412,"Rank5","Silverware Golem"
5846,"GrindTo5","Grimestreet Informant"
4922,"Legend","Genzo, the Shark"
173,"Rank15","Silithid Swarmer"
3742,"GrindToLegend","Evolved Kobold"
767,"GrindToLegend","Argent Commander"
2256,"Rank10","Harvest Golem"
931,"GrindTo5","Cornered Sentry"
379,"GrindToLegend","Forbidden Ritual"
814,"Rank5","Argent Protector"
1036,"Rank5","Soul of the Forest"
274,"GrindToLegend","Sword of Justice"
115,"GrindToLegend","Mad Bomber"
159,"GrindToLegend","Prophet Velen"
119,"Rank5","Deadly Fork"
112,"GrindTo5","Brass Knuckles"
410,"Rank5","Blood Imp"
138,"Rank15","Validated Doomsayer"
323921,"Rank15","Golakka Crawler"
296299,"GrindTo15","Fan of Knives"
154450,"GrindTo5","Finja, the Flying Star"
88961,"other","Stonetusk Boar"
29200,"Rank10","Defender of Argus"
178351,"other","Animal Companion"
53620,"other","Lightning Storm"
447362,"GrindToLegend","Fireball"
13571,"other","Fire Plume Harbinger"
131609,"Rank10","Kill Command"
3649,"other","Tyrantus"
335128,"GrindTo10","Eater of Secrets"
106873,"GrindTo5","Whirlwind"
21465,"GrindTo15","Elder Longneck"
69360,"Rank15","Mistress of Mixtures"
9332,"GrindTo5","Ironbeak Owl"
43550,"other","Doppelgangster"
4708,"other","DOOM!"
27698,"Rank15","Grimestreet Outfitter"
3542,"other","Molten Blade"
388,"Rank5","Cleave"
7487,"GrindTo15","Bloodfury Potion"
17756,"GrindTo15","Holy Smite"
13311,"GrindTo15","Dark Iron Dwarf"
7069,"other","Renounce Darkness"
24212,"GrindTo5","Pantry Spider"
2374,"GrindTo10","Nerubian Prophet"
4940,"other","Archmage"
3551,"Rank10","Mana Geode"
5768,"Rank10","Reckless Rocketeer"
12689,"Rank10","Explosive Trap"
10286,"GrindTo5","Twilight Summoner"
2191,"GrindTo10","Sinister Strike"
8856,"Rank5","Earthen Ring Farseer"
6014,"GrindToLegend","Grommash Hellscream"
1382,"Rank10","Forbidden Flame"
4711,"Rank5","Abyssal Enforcer"
685,"GrindTo10","Auctionmaster Beardo"
1839,"Legend","Shadow Word: Horror"
2298,"GrindToLegend","Call of the Wild"
1993,"Rank5","Drain Life"
229,"Rank5","King Krush"
209,"Legend","Corruption"
587,"GrindTo5","Wicked Witchdoctor"
282,"GrindTo10","Tauren Warrior"
523,"GrindTo10","Stormwind Knight"
248,"GrindTo5","Polluted Hoarder"
128,"GrindToLegend","Arathi Weaponsmith"
130,"Rank10","Magma Rager"
247,"GrindTo5","Hand of Protection"
133496,"GrindTo15","Tortollan Shellraiser"
109403,"GrindTo15","Murloc Tidehunter"
483533,"Rank15","Mana Wyrm"
380247,"Rank5","Frostbolt"
122020,"other","Babbling Book"
37008,"other","Armorsmith"
222714,"GrindTo5","Glacial Shard"
1174444,"GrindTo10","Arcanologist"
16509,"other","Sunfury Protector"
153394,"other","Scavenging Hyena"
107509,"Rank10","Bilefin Tidehunter"
292853,"GrindTo5","Shadow Word: Death"
60633,"Rank15","Circle of Healing"
58563,"GrindTo15","Cairne Bloodhoof"
50288,"GrindTo5","Faceless Shambler"
33743,"GrindToLegend","Wickerflame Burnbristle"
4791,"GrindToLegend","The Black Knight"
11094,"other","Tidal Surge"
49220,"GrindTo5","Sap"
14322,"GrindToLegend","Cabal Shadow Priest"
18331,"GrindTo15","Twisting Nether"
21075,"GrindTo15","Flamewreathed Faceless"
5676,"GrindTo15","Hand of Protection"
13909,"GrindTo15","Thunder Lizard"
437,"GrindTo15","Stormpike Commando"
16030,"Rank5","Flare"
7173,"GrindTo15","Cleave"
20726,"Rank10","Binding Heal"
56526,"Rank10","Blessing of Kings"
4563,"other","Void Terror"
3524,"Rank15","The Marsh Queen"
3811,"Rank15","Giant Wasp"
29673,"GrindToLegend","Ivory Knight"
1109,"other","Eternal Sentinel"
12542,"GrindToLegend","Barnes"
864,"Legend","Wisp"
1503,"GrindTo10","Gnomish Inventor"
3710,"Rank10","Blastcrystal Potion"
3383,"GrindTo10","Malkorok"
10623,"GrindTo5","Journey Below"
2510,"GrindToLegend","Holy Smite"
23399,"Legend","Finja, the Flying Star"
1755,"Rank5","Hemet, Jungle Hunter"
433,"GrindTo5","The Marsh Queen"
5044,"GrindToLegend","Flame Imp"
1669,"GrindTo10","Celestial Dreamer"
917,"GrindToLegend","Stubborn Gastropod"
2989,"Rank5","Steam Surger"
1018,"Rank10","Hooded Acolyte"
534,"Rank10","Murloc Raider"
805,"Rank5","Leper Gnome"
125,"GrindToLegend","Don Han'Cho"
228,"Legend","Blade of C'Thun"
333,"GrindTo5","Skeram Cultist"
228,"GrindToLegend","Tinkmaster Overspark"
190,"GrindTo5","Dread Infernal"
1233,"GrindTo10","Mad Bomber"
313,"GrindToLegend","Smuggler's Crate"
331830,"GrindTo15","Doomsayer"
157631,"other","Primordial Glyph"
322217,"GrindTo10","Brawl"
344568,"GrindTo15","Execute"
290949,"GrindTo15","Savage Roar"
265090,"Rank15","Backstab"
165160,"GrindTo5","Vilespine Slayer"
64013,"GrindTo15","Battle Rage"
30231,"GrindTo15","Shadow Bolt"
15834,"GrindTo15","Holy Fire"
90045,"GrindTo10","Circle of Healing"
7389,"other","Potion of Polymorph"
97684,"Rank15","Rat Pack"
309154,"Rank15","Mana Tide Totem"
166392,"GrindTo10","Book Wyrm"
78888,"Rank5","Coldlight Seer"
426495,"GrindTo10","Murloc Tidecaller"
261243,"GrindTo5","Backstab"
205539,"Rank15","Kabal Courier"
57973,"Legend","Volcanic Potion"
52027,"Legend","Jade Behemoth"
50904,"other","Gentle Megasaur"
30379,"other","Molten Reflection"
3404,"other","Blood To Ichor"
13138,"other","Stranglethorn Tiger"
126284,"Rank10","Eater of Secrets"
61093,"GrindTo10","Pyros"
28835,"GrindTo15","Raza the Chained"
552144,"GrindTo5","Mana Tide Totem"
24549,"other","Curious Glimmerroot"
1678,"Rank15","Big Game Hunter"
81213,"GrindToLegend","Bloodhoof Brave"
131400,"Rank5","Kabal Talonpriest"
1710,"GrindToLegend","Ravenous Pterrordax"
4496,"GrindTo15","Getaway Kodo"
13745,"Rank15","Mountain Giant"
1791,"Rank10","Sinister Strike"
15376,"GrindTo15","Bloodfen Raptor"
2201,"GrindTo15","Biteweed"
1990,"Rank15","Servant of Yogg-Saron"
18278,"Rank15","Awaken the Makers"
12248,"GrindTo10","Mass Dispel"
25959,"GrindTo5","Deathwing"
3638,"Rank15","Arcane Shot"
1326,"Rank15","Windfury"
1637,"Rank10","Verdant Longneck"
978,"GrindTo10","River Crocolisk"
273,"GrindTo5","Holy Light"
315,"Rank10","Auctionmaster Beardo"
5076,"Rank5","Twisting Nether"
1582,"GrindTo5","Big Game Hunter"
1283,"GrindTo5","Servant of Yogg-Saron"
6866,"Rank5","Twilight Summoner"
137,"Rank10","Tauren Warrior"
1659,"other","Dragonling Mechanic"
471,"GrindTo5","Herald Volazj"
379,"GrindToLegend","Embrace the Shadow"
4916,"Rank5","Ironbeak Owl"
530,"Rank10","Nerubian Prophet"
285,"Legend","Dinosize"
205,"GrindTo5","Goldshire Footman"
353,"Rank10","Stormwind Knight"
152,"Rank10","Tentacle of N'Zoth"
205,"GrindTo5","Noble Sacrifice"
760,"Legend","Naturalize"
272,"Rank5","Explosive Shot"
101295,"GrindTo15","Circle of Healing"
368646,"GrindTo10","N'Zoth's First Mate"
366811,"GrindTo10","Arcanite Reaper"
16151,"other","Faceless Summoner"
169282,"GrindToLegend","Bloodsail Cultist"
457842,"GrindToLegend","Arcane Intellect"
827226,"GrindTo15","Mana Wyrm"
6653,"GrindTo10","Bane of Doom"
44204,"GrindTo5","Cold Blood"
583127,"GrindTo10","Murloc Warleader"
93059,"Rank10","Hex"
401405,"GrindTo10","Priest of the Feast"
172723,"GrindTo10","Holy Nova"
153391,"Rank10","Nourish"
222970,"Rank10","Acolyte of Pain"
201474,"Rank10","Primalfin Totem"
11413,"GrindTo15","Giant Wasp"
56504,"Rank15","Acidic Swamp Ooze"
327,"Rank10","Knuckles"
12851,"GrindTo10","Freezing Trap"
30768,"Rank5","Shellshifter"
3454,"Rank15","Sinister Strike"
4538,"Rank15","Tyrantus"
4272,"GrindTo15","Stormcrack"
6177,"GrindTo15","Skeram Cultist"
631,"GrindTo10","King Mukla"
56581,"Rank5","Ragnaros, Lightlord"
3105,"Rank10","Faceless Manipulator"
2026,"GrindTo10","Hooded Acolyte"
3659,"Rank10","Grimy Gadgeteer"
698,"Rank15","Virmen Sensei"
805,"GrindTo5","Meanstreet Marshal"
3747,"Rank5","Reckless Rocketeer"
1682,"Rank5","Commanding Shout"
1511,"GrindTo15","Hidden Cache"
15067,"Rank5","Voidwalker"
25913,"GrindToLegend","Kabal Lackey"
8962,"Rank5","Y'Shaarj, Rage Unbound"
1400,"GrindTo5","Blessing of Might"
1373,"other","Pint-Sized Summoner"
2071,"Rank5","Mana Geode"
779,"GrindTo5","Verdant Longneck"
2016,"Rank10","Primalfin Champion"
1550,"Rank10","Dispatch Kodo"
1215,"GrindToLegend","Hobart Grapplehammer"
1109,"GrindTo5","Sinister Strike"
1339,"Rank10","Friendly Bartender"
600,"Rank15","Tentacle of N'Zoth"
164,"Rank10","Bite"
389,"Rank10","Luckydo Buccaneer"
175,"GrindTo10","Demolisher"
292565,"GrindTo15","Heroic Strike"
288897,"GrindToLegend","Fiery War Axe"
23272,"other","Hellfire"
473932,"GrindTo15","Hydrologist"
253086,"GrindTo15","Fiery Bat"
227911,"Rank15","Wrath"
468459,"GrindTo10","Volcanic Potion"
33920,"other","Gluttonous Ooze"
157696,"GrindTo15","Silence"
28266,"other","Flame Imp"
146476,"Rank5","Shadowstep"
89472,"other","Divine Spirit"
62429,"GrindTo15","Smuggler's Run"
9369,"other","Wickerflame Burnbristle"
15779,"GrindTo5","Malchezaar's Imp"
352284,"GrindTo10","Jade Behemoth"
39032,"GrindTo10","Steward of Darkshire"
396021,"GrindTo5","Consecration"
138348,"Rank10","Jade Blossom"
4264,"other","Avian Watcher"
726196,"GrindTo10","Thing from Below"
17584,"GrindTo15","Spiritsinger Umbra"
22847,"Legend","Meteor"
33734,"Rank15","Malchezaar's Imp"
9410,"other","Razorfen Hunter"
246,"Legend","Mind Blast"
836,"Rank15","Nat Pagle"
3117,"other","Getaway Kodo"
3699,"GrindTo5","Swamp King Dred"
13023,"GrindToLegend","Ravasaur Runt"
1942,"GrindTo15","Arcanosmith"
12970,"GrindTo10","Ethereal Peddler"
19183,"GrindTo15","Mark of the Wild"
8746,"GrindTo15","Gnomish Inventor"
9344,"GrindTo15","Twilight Geomancer"
112782,"Rank5","Kirin Tor Mage"
2138,"GrindTo10","Primal Fusion"
1190,"GrindTo10","Don Han'Cho"
464,"other","Tinkmaster Overspark"
2423,"other","The Voraxx"
6873,"GrindTo5","Gorehowl"
6083,"Rank10","Bog Creeper"
3021,"Rank10","Stampede"
2101,"Rank5","Kun the Forgotten King"
439,"Rank10","Mark of Nature"
829,"GrindTo10","Stormwind Champion"
730,"Rank15","Young Priestess"
1834,"Legend","Infested Wolf"
10847,"Legend","Crackling Razormaw"
2055,"Rank5","Doomcaller"
4642,"Legend","Argent Squire"
550,"Rank5","Moat Lurker"
113,"Rank15","Faceless Behemoth"
347,"Rank10","Midnight Drake"
158,"GrindToLegend","Charged Devilsaur"
543,"Rank15","King Mukla"
207,"GrindTo10","Zealous Initiate"
239,"GrindToLegend","Lotus Assassin"
34600,"Rank10","Spellbreaker"
204653,"GrindTo15","Direhorn Hatchling"
21514,"other","Barnes"
353952,"GrindTo10","Eviscerate"
164232,"GrindTo15","Infested Wolf"
464128,"GrindTo15","Tundra Rhino"
95576,"other","Vicious Fledgling"
20767,"GrindTo15","Lord Jaraxxus"
143921,"GrindTo15","Meteor"
307674,"GrindTo10","Dire Wolf Alpha"
129129,"GrindTo5","Yogg-Saron, Hope's End"
90596,"other","Maelstrom Portal"
40091,"Rank5","Sherazin, Corpse Flower"
41829,"GrindTo5","Kabal Songstealer"
317487,"GrindTo5","Potion of Madness"
37775,"Legend","Shadow Word: Death"
62651,"GrindTo5","Forbidden Healing"
89856,"Rank10","Divine Spirit"
9862,"other","Smuggler's Crate"
260199,"Rank10","Jade Lightning"
343321,"GrindToLegend","Mana Tide Totem"
131622,"Rank10","Enchanted Raven"
20830,"GrindTo15","Ironbark Protector"
30227,"Rank5","Cold Blood"
586,"GrindTo5","Ancient Brewmaster"
8931,"GrindTo5","Deathwing, Dragonlord"
5159,"Rank5","Ravenous Pterrordax"
6835,"Legend","Faceless Shambler"
3760,"Rank15","Crystalweaver"
6452,"Rank5","White Eyes"
5943,"GrindTo10","Inner Rage"
10604,"Rank15","Tar Lurker"
1647,"other","Don Han'Cho"
1429,"other","Grimestreet Pawnbroker"
1674,"Rank15","Ironforge Portal"
3951,"GrindTo5","Bladed Cultist"
8960,"GrindTo5","Molten Reflection"
3709,"Rank10","Flame Geyser"
1987,"Rank10","Shadowform"
3253,"Rank5","Snake Trap"
1008,"Rank15","Misdirection"
1090,"Rank10","Kara Kazham!"
2140,"Rank10","Soggoth the Slitherer"
379,"Rank5","Public Defender"
2168,"Rank5","Wolfrider"
1244,"GrindTo5","On the Hunt"
4885,"Legend","Sea Giant"
763,"GrindToLegend","Servant of Yogg-Saron"
234,"GrindToLegend","Herald Volazj"
3125,"Legend","Defender of Argus"
9878,"Rank15","Captain Greenskin"
301562,"Rank15","Thing from Below"
72192,"GrindTo15","Tortollan Forager"
12290,"other","Abyssal Enforcer"
89161,"GrindTo15","Archmage Antonidas"
45587,"other","Cabalist's Tome"
109835,"Rank5","Arcane Giant"
135368,"GrindToLegend","Dirty Rat"
117498,"other","Shadow Visions"
1117410,"GrindTo10","Medivh's Valet"
111303,"GrindTo10","Loot Hoarder"
201813,"GrindTo5","Tirion Fordring"
53059,"Legend","Murloc Warleader"
283907,"Rank10","Innervate"
292221,"GrindTo5","Medivh, the Guardian"
251619,"GrindTo5","Jade Behemoth"
17786,"Rank15","Steward of Darkshire"
21382,"other","Earthen Ring Farseer"
543553,"GrindTo5","Thing from Below"
35937,"Rank10","Ancient Watcher"
50419,"GrindToLegend","Crystalline Oracle"
25646,"Rank15","C'Thun's Chosen"
94174,"GrindTo10","Knife Juggler"
4830,"Rank10","Mind Vision"
5387,"GrindTo15","Addled Grizzly"
13783,"GrindTo15","Snake Trap"
28007,"Rank15","Mind Control"
11277,"other","Darkshire Alchemist"
12107,"other","Harvest Golem"
8119,"GrindTo15","Public Defender"
10382,"Rank15","Ethereal Peddler"
1610,"Rank15","Sudden Genesis"
2441,"other","Manic Soulcaster"
3748,"other","King Krush"
4880,"other","Lunar Visions"
33157,"GrindTo5","Steward of Darkshire"
10448,"other","Drain Life"
1667,"Rank15","Power Word: Tentacles"
1261,"Rank5","Stampede"
2006,"Rank10","Keeper of the Grove"
91445,"GrindToLegend","Curious Glimmerroot"
1500,"other","Blood of The Ancient One"
10827,"GrindTo10","Grimestreet Informant"
837,"GrindTo15","Priestess of Elune"
2824,"GrindToLegend","Potion of Polymorph"
1249,"Rank15","Stormwind Champion"
2078,"Rank5","Corruption"
2122,"Rank5","Ancient Shieldbearer"
193,"GrindToLegend","Spreading Madness"
1151,"GrindTo10","Emerald Hive Queen"
278,"GrindTo5","Healing Touch"
2591,"Legend","Xaril, Poisoned Mind"
929,"Legend","Ravenous Pterrordax"
1986,"GrindTo10","Rockbiter Weapon"
1608,"GrindToLegend","Stranglethorn Tiger"
203,"Legend","Thistle Tea"
170,"GrindToLegend","Arcane Explosion"
62224,"other","Dread Corsair"
470469,"GrindTo5","Fiery War Axe"
345420,"Rank15","Fiery War Axe"
57534,"Rank5","Slam"
1130803,"GrindTo10","Primordial Glyph"
444522,"GrindTo15","Kindly Grandmother"
79870,"other","Bloodmage Thalnos"
209598,"Rank10","Preparation"
52369,"GrindTo15","Spellbender"
153478,"Rank15","Vilespine Slayer"
649815,"GrindTo15","Houndmaster"
185260,"GrindToLegend","Shadowstep"
89770,"other","Consecration"
12719,"GrindTo15","Stormforged Axe"
17005,"Rank10","Eggnapper"
162201,"GrindToLegend","Pyroblast"
103097,"Rank15","Ravasaur Runt"
24927,"Rank10","Deadly Shot"
24038,"Rank15","Deathwing"
12675,"other","Tar Lurker"
12765,"other","Jade Swarmer"
69923,"Legend","Golakka Crawler"
574037,"GrindTo5","Jade Claws"
11657,"GrindTo10","Blood To Ichor"
7890,"Rank10","White Eyes"
8609,"other","Trogg Beastrager"
30491,"Rank5","Murloc Tidehunter"
18517,"GrindTo5","Thoughtsteal"
14908,"Rank15","Call in the Finishers"
3723,"Rank15","Lightwell"
10510,"GrindTo15","Divine Strength"
23110,"GrindTo10","Molten Reflection"
32417,"GrindTo5","Infested Tauren"
3561,"other","Booty Bay Bodyguard"
2314,"Rank15","Charged Devilsaur"
2546,"Rank15","Worgen Infiltrator"
23770,"Rank5","Cairne Bloodhoof"
1163,"other","Hozen Healer"
1589,"Rank15","Herald Volazj"
708,"Rank10","Elven Archer"
5349,"GrindTo5","Call in the Finishers"
5890,"GrindToLegend","Xaril, Poisoned Mind"
3176,"Rank10","Wolfrider"
11052,"GrindTo10","Stranglethorn Tiger"
43044,"Legend","Wild Pyromancer"
38197,"Legend","The Caverns Below"
2076,"Rank5","Flamewreathed Faceless"
3818,"Legend","Open the Waygate"
132,"GrindTo5","Sacrificial Pact"
623,"Legend","Tol'vir Warden"
420,"GrindTo5","Lotus Assassin"
1117,"GrindTo10","Lorewalker Cho"
204,"GrindTo15","Defias Cleaner"
326,"Rank5","Hand of Protection"
279,"Rank5","Fight Promoter"
109,"Rank5","Windspeaker"
250546,"GrindTo5","Bloodsail Cultist"
158857,"other","Jeweled Macaw"
17339,"Rank10","Coldlight Oracle"
44833,"Rank15","Ethereal Arcanist"
9919,"other","Flamewreathed Faceless"
66844,"Rank5","The Caverns Below"
353966,"Rank10","Tar Creeper"
53028,"Legend","Jade Blossom"
5844,"Legend","Burgly Bully"
83909,"GrindToLegend","Harrison Jones"
5204,"other","Explosive Shot"
200158,"Rank5","Golakka Crawler"
9449,"other","Second-Rate Bruiser"
6788,"other","Snipe"
314797,"Rank10","Bloodsail Corsair"
35214,"GrindToLegend","Jinyu Waterspeaker"
30758,"Legend","Gluttonous Ooze"
2028,"GrindTo15","Fool's Bane"
5204,"Rank15","Stormforged Axe"
36549,"Rank10","Fire Elemental"
39648,"Legend","Priest of the Feast"
35071,"Legend","Eviscerate"
8305,"GrindTo10","Blade of C'Thun"
5652,"GrindTo15","Forbidden Shaping"
203208,"Rank10","Hydrologist"
88744,"Rank10","Twilight Drake"
15885,"GrindTo10","Awaken the Makers"
1793,"GrindTo15","Blessed Champion"
6904,"Rank15","Crazed Worshipper"
5814,"Rank15","Divine Strength"
5605,"GrindTo10","Malygos"
2590,"Rank15","Cenarius"
13353,"GrindTo5","Cat Trick"
4739,"GrindTo5","Twin Emperor Vek'lor"
23994,"GrindToLegend","Argent Squire"
776,"Rank5","Rockbiter Weapon"
724,"GrindTo10","Toxic Sewer Ooze"
3236,"GrindTo5","Violet Illusionist"
14823,"Rank5","Open the Waygate"
2010,"Rank10","Manic Soulcaster"
616,"Rank15","Protect the King!"
1839,"GrindToLegend","Shimmering Tempest"
1599,"other","Stormpike Commando"
3613,"Legend","Binding Heal"
188,"Legend","Freezing Trap"
636,"GrindTo5","Rampage"
204,"Rank10","Ancient of Lore"
1972,"other","Hobart Grapplehammer"
81356,"other","Doomsayer"
320620,"Rank15","Babbling Book"
6872,"other","Cornered Sentry"
352726,"GrindTo15","Aya Blackpaw"
