"player_class","card_name","times_played","wins"
"DRUID","Argent Squire",3758,1566
"MAGE","Kabal Lackey",3737,1615
"HUNTER","Powershot",3737,1437
"SHAMAN","Everyfin is Awesome",3733,2342
"SHAMAN","Call in the Finishers",3730,1738
"HUNTER","Snake Trap",3720,1755
"MAGE","Mind Spike",3708,2092
"PRIEST","Onyx Bishop",3701,1757
"PRIEST","Harrison Jones",3682,1962
"ROGUE","Earthen Ring Farseer",3680,1539
"ROGUE","Bloodthistle Toxin",3671,1627
"DRUID","Life Tap",3661,1636
"ROGUE","Ragnaros the Firelord",3658,1939
"ROGUE","Reno Jackson",3656,1862
"PALADIN","Southsea Deckhand",3651,1502
"WARRIOR","Finja, the Flying Star",3636,1964
"WARRIOR","Beckoner of Evil",3619,1530
"PALADIN","Redemption",3619,1638
"PRIEST","Lightning Bolt",3591,2208
"WARLOCK","Tiny Knight of Evil",3591,1611
"WARLOCK","Succubus",3575,1495
"PALADIN","Argent Protector",3546,1387
"HUNTER","The Curator",3546,1693
"PRIEST","Feral Spirit",3543,2076
"PRIEST","Faceless Shambler",3536,1671
"DRUID","Soul of the Forest",3526,1844
"SHAMAN","The Curator",3487,1914
"HUNTER","Dire Wolf Alpha",3470,1553
"MAGE","Twilight Drake",3469,1891
"PRIEST","Eerie Statue",3436,1545
"DRUID","Twin Emperor Vek'lor",3430,1795
"PRIEST","Cairne Bloodhoof",3387,1905
"WARLOCK","Silverware Golem",3382,994
"DRUID","Astral Communion",3380,1666
"MAGE","Kirin Tor Mage",3369,1580
"PALADIN","Faerie Dragon",3366,1347
"PALADIN","Small-Time Buccaneer",3364,1382
"PALADIN","Infested Tauren",3363,1547
"PRIEST","Forbidden Shaping",3355,1528
"WARLOCK","Elven Archer",3313,1654
"WARLOCK","Alexstrasza",3311,2221
"ROGUE","Sprint",3302,1638
"HUNTER","Acidic Swamp Ooze",3299,1404
"HUNTER","Grimestreet Informant",3293,1367
"DRUID","Sylvanas Windrunner",3282,1576
"PRIEST","Hungry Dragon",3270,1496
"HUNTER","Arcane Shot",3269,1256
"PRIEST","Firelands Portal",3229,2056
"WARLOCK","Voodoo Doctor",3228,1644
"WARRIOR","Cairne Bloodhoof",3221,1670
"WARRIOR","Ironforge Portal",3214,1323
"PALADIN","Small-Time Recruits",3208,1284
"PALADIN","Doppelgangster",3204,1460
"PRIEST","Kazakus Potion",3201,1488
"MAGE","Coldlight Oracle",3190,1437
"WARLOCK","Disciple of C'Thun",3190,1730
"PRIEST","Midnight Drake",3188,1559
"PALADIN","Blackwing Corruptor",3173,1472
"WARLOCK","Beckoner of Evil",3157,1692
"PALADIN","Getaway Kodo",3149,1304
"MAGE","Kabal Crystal Runner",3141,1521
"HUNTER","Smuggler's Crate",3113,1138
"WARLOCK","Curse of Rafaam",3109,1800
"PALADIN","Dragon Consort",3107,1549
"ROGUE","Defias Ringleader",3104,1333
"PRIEST","Jade Claws",3098,1837
"DRUID","Darnassus Aspirant",3092,1339
"PRIEST","Mind Blast",3075,2305
"PRIEST","Garrison Commander",3070,1775
"PRIEST","Eviscerate",3069,1886
"ROGUE","Dark Iron Skulker",3069,1345
"SHAMAN","Argent Squire",3057,1384
"WARLOCK","Bane of Doom",3049,1451
"HUNTER","Explosive Shot",3049,1269
"HUNTER","Sir Finley Mrrgglton",3039,1346
"PALADIN","Murloc Tidecaller",3019,1215
"SHAMAN","Unbound Elemental",3018,1409
"DRUID","Steady Shot",2992,1185
"PALADIN","The Tidal Hand",2991,910
"WARLOCK","Forbidden Ritual",2976,1057
"PRIEST","Aya Blackpaw",2968,1755
"PRIEST","Purify",2943,1395
"SHAMAN","N'Zoth, the Corruptor",2935,1843
"DRUID","Runic Egg",2920,1210
"WARRIOR","Captain Greenskin",2914,1489
"HUNTER","Infested Tauren",2883,1259
"WARLOCK","Krul the Unshackled",2881,1829
"DRUID","Klaxxi Amber-Weaver",2876,1366
"PRIEST","Nexus-Champion Saraad",2873,1639
"PRIEST","Flametongue Totem",2869,2056
"ROGUE","Jungle Panther",2866,1402
"PRIEST","Jeweled Scarab",2862,1322
"PRIEST","Shadow Word: Horror",2859,1323
"PALADIN","Blackwing Technician",2840,1277
"DRUID","Y'Shaarj, Rage Unbound",2832,1791
"ROGUE","The Curator",2805,1419
"MAGE","Spellslinger",2803,1184
"MAGE","Evolved Kobold",2800,1923
"PRIEST","Dragonkin Sorcerer",2795,1405
"PRIEST","Prophet Velen",2782,1799
"PRIEST","Barnes",2775,1281
"PRIEST","The Curator",2735,1378
"WARRIOR","C'Thun",2734,1465
"DRUID","Bloodsail Corsair",2727,1266
"WARLOCK","C'Thun's Chosen",2694,1530
"HUNTER","Timber Wolf",2677,1250
"PALADIN","Fireblast",2667,1021
"DRUID","Cenarius",2642,1474
"PALADIN","Abusive Sergeant",2611,1143
"PALADIN","Fight Promoter",2608,1289
"MAGE","Jeweled Scarab",2603,1184
"PALADIN","Grimscale Chum",2595,972
"SHAMAN","Stormforged Axe",2586,1129
"WARRIOR","Emperor Thaurissan",2572,1170
"PRIEST","Malygos",2564,1413
"PRIEST","Frostbolt",2562,1529
"PALADIN","Grimscale Oracle",2560,978
"PALADIN","Novice Engineer",2554,1009
"WARRIOR","Coldlight Oracle",2554,1074
"ROGUE","Infested Tauren",2546,1122
"PRIEST","Wrath",2546,1181
"PRIEST","Roaring Torch",2534,1599
"PRIEST","Confuse",2519,1028
"DRUID","Bluegill Warrior",2515,1184
"WARLOCK","Shieldbearer",2513,1303
"SHAMAN","Emperor Thaurissan",2500,1283
"PRIEST","Wrathion",2492,1270
"WARRIOR","Wolfrider",2490,1066
"SHAMAN","Nerubian Prophet",2484,1159
"PRIEST","Elise Starseeker",2483,1278
"ROGUE","Stranglethorn Tiger",2483,1248
"SHAMAN","Finders Keepers",2476,1092
"WARRIOR","Inner Rage",2476,1060
"ROGUE","Shadow Rager",2458,1080
"DRUID","Druid of the Flame",2451,1030
"ROGUE","Violet Teacher",2450,1195
"PRIEST","Medivh, the Guardian",2444,1578
"WARRIOR","Twin Emperor Vek'lor",2425,1163
"PRIEST","Youthful Brewmaster",2425,1207
"WARLOCK","Twilight Guardian",2422,1187
"PRIEST","Forgotten Torch",2415,1424
"HUNTER","Fireblast",2400,1031
"WARLOCK","Big Game Hunter",2396,1396
"PALADIN","Murloc Knight",2394,920
"PRIEST","Spirit Claws",2389,1491
"PRIEST","Siphon Soul",2384,901
"PRIEST","Refreshment Vendor",2384,1112
"DRUID","Fireblast",2383,935
"ROGUE","Assassinate",2376,898
"MAGE","Gadgetzan Auctioneer",2356,1011
"DRUID","Totemic Call",2344,783
"SHAMAN","Totemic Might",2341,1226
"HUNTER","Reno Jackson",2339,1083
"SHAMAN","Excavated Evil",2339,574
"PRIEST","Beckoner of Evil",2327,991
"DRUID","Harrison Jones",2321,1236
"PALADIN","Grimestreet Protector",2304,1098
"PRIEST","INFERNO!",2299,1134
"PRIEST","Faceless Manipulator",2298,997
"MAGE","Arcane Giant",2296,1139
"WARLOCK","Crazed Worshipper",2281,1257
"WARRIOR","Alexstrasza",2268,1143
"HUNTER","Knife Juggler",2264,968
"PRIEST","Disciple of C'Thun",2260,976
"PALADIN","Book Wyrm",2256,1093
"MAGE","Ethereal Arcanist",2241,1056
"DRUID","North Sea Kraken",2237,1305
"MAGE","Elise Starseeker",2230,1110
"SHAMAN","Twilight Guardian",2224,980
"WARLOCK","Young Priestess",2224,1153
"PALADIN","A Light in the Darkness",2210,926
"WARLOCK","Sacrificial Pact",2208,1297
"WARLOCK","Goldshire Footman",2182,1049
"ROGUE","Shady Dealer",2176,1031
"PALADIN","Bloodmage Thalnos",2170,1028
"WARLOCK","Stonetusk Boar",2167,1087
"PALADIN","Cairne Bloodhoof",2161,1151
"WARRIOR","Malkorok",2157,1022
"PALADIN","Worgen Infiltrator",2152,826
"PRIEST","Abyssal Enforcer",2150,1100
"PRIEST","Innervate",2142,1091
"PALADIN","Seal of Champions",2133,1095
"SHAMAN","Dirty Rat",2133,1011
"PRIEST","Infested Tauren",2130,1045
"PRIEST","Leeroy Jenkins",2128,1586
"PRIEST","Devolve",2128,793
"PALADIN","Life Tap",2116,911
"WARLOCK","Bloodmage Thalnos",2105,1021
"WARLOCK","Twilight Elder",2099,1143
"PALADIN","Argent Lance",2095,824
"DRUID","Soggoth the Slitherer",2088,1045
"DRUID","Second-Rate Bruiser",2083,880
"PRIEST","Polymorph",2082,1069
"SHAMAN","Cairne Bloodhoof",2080,1113
"DRUID","Bog Creeper",2076,999
"PRIEST","Archmage Antonidas",2066,1413
"SHAMAN","Murloc Tidecaller",2061,903
"WARRIOR","Baron Geddon",2059,980
"SHAMAN","Finja, the Flying Star",2059,1094
"WARLOCK","Blackwing Corruptor",2051,1118
"PRIEST","Backstab",2043,1189
"WARRIOR","Arathi Weaponsmith",2042,860
"WARRIOR","I Know a Guy",2041,679
"DRUID","Murloc Warleader",2038,971
"HUNTER","Argent Horserider",2017,852
"PRIEST","Nozdormu",2006,937
"WARLOCK","Wrathguard",1993,893
"PRIEST","Volcanic Drake",1993,1093
"PALADIN","Argent Commander",1989,942
"HUNTER","On the Hunt",1981,795
"PALADIN","Noble Sacrifice",1966,775
"PALADIN","Bilefin Tidehunter",1962,712
"ROGUE","Arcane Giant",1961,993
"PALADIN","Don Han'Cho",1958,907
"PRIEST","Feral Rage",1948,947
"DRUID","Deathwing",1945,749
"PALADIN","Blessing of Might",1942,970
"PALADIN","Steady Shot",1938,789
"PRIEST","Blastcrystal Potion",1938,765
"PRIEST","N'Zoth, the Corruptor",1928,1243
"WARLOCK","Tournament Attendee",1916,917
"PRIEST","Fiery War Axe",1902,1277
"PALADIN","Shapeshift",1897,781
"PRIEST","Cabalist's Tome",1892,1098
"PRIEST","Mountain Giant",1887,904
"PALADIN","Grimestreet Smuggler",1883,698
"DRUID","Youthful Brewmaster",1877,1211
"MAGE","Twilight Guardian",1870,932
"PRIEST","Jinyu Waterspeaker",1859,782
"WARLOCK","Twin Emperor Vek'lor",1846,1151
"WARLOCK","Worgen Infiltrator",1842,883
"WARLOCK","Crazed Alchemist",1839,846
"MAGE","Rhonin",1837,1047
"PALADIN","Avenging Wrath",1833,929
"WARLOCK","Netherspite Historian",1824,890
"SHAMAN","Ysera",1823,1070
"WARLOCK","Gadgetzan Jouster",1813,892
"PRIEST","Ancient of War",1806,884
"PRIEST","Holy Champion",1801,798
"PRIEST","Lava Burst",1792,1221
"PALADIN","N'Zoth, the Corruptor",1783,1065
"MAGE","Netherspite Historian",1783,867
"WARLOCK","C'Thun",1780,1306
"PALADIN","Enter the Coliseum",1768,740
"ROGUE","Second-Rate Bruiser",1761,609
"WARRIOR","N'Zoth, the Corruptor",1750,968
"PALADIN","Nightbane Templar",1741,751
"SHAMAN","Murloc Tidehunter",1741,713
"MAGE","Excavated Evil",1736,634
"DRUID","Lance Carrier",1733,767
"PALADIN","Flame Juggler",1727,693
"ROGUE","Bladed Cultist",1725,744
"DRUID","Ysera",1722,974
"ROGUE","Feral Spirit",1719,826
"MAGE","Youthful Brewmaster",1719,892
"PRIEST","Jade Idol",1715,564
"WARLOCK","Weasel Tunneler",1709,890
"ROGUE","Lightning Bolt",1705,848
"PRIEST","Twilight Elder",1686,701
"ROGUE","Southsea Squidface",1677,828
"HUNTER","N'Zoth, the Corruptor",1668,826
"HUNTER","Sylvanas Windrunner",1657,742
"PRIEST","C'Thun's Chosen",1655,721
"ROGUE","Fireball",1649,949
"PALADIN","Vilefin Inquisitor",1633,636
"WARRIOR","Loot Hoarder",1627,667
"PALADIN","Light's Justice",1624,645
"MAGE","INFERNO!",1615,1126
"WARLOCK","Dark Iron Dwarf",1613,703
"PRIEST","Shadow Bolt",1613,592
"SHAMAN","Spirit Wolf",1609,1037
"DRUID","Faerie Dragon",1607,729
"ROGUE","Kabal Courier",1607,785
"WARLOCK","Felguard",1603,717
"PALADIN","Lesser Heal",1603,658
"PRIEST","Map to the Golden Monkey",1600,944
"SHAMAN","Bilefin Tidehunter",1595,645
"ROGUE","Betrayal",1594,611
"ROGUE","Red Mana Wyrm",1591,825
"DRUID","Faceless Manipulator",1591,1074
"PRIEST","Bluegill Warrior",1590,782
"ROGUE","Forked Lightning",1588,662
"WARRIOR","Cleave",1587,560
"PRIEST","Flamewreathed Faceless",1582,1186
"HUNTER","Shapeshift",1576,696
"WARLOCK","Fireball",1571,905
"ROGUE","Lightning Storm",1569,764
"WARLOCK","Lesser Heal",1568,711
"WARLOCK","Sir Finley Mrrgglton",1562,751
"PRIEST","Arcane Missiles",1562,877
"PRIEST","Lord Jaraxxus",1556,673
"PALADIN","Coldlight Seer",1553,659
"WARLOCK","Drain Life",1552,621
"DRUID","Wild Pyromancer",1551,713
"PRIEST","Twisting Nether",1546,489
"PRIEST","Mana Tide Totem",1531,822
"PALADIN","Squirming Tentacle",1516,548
"DRUID","Reinforce",1511,508
"WARLOCK","Ysera",1510,916
"ROGUE","Novice Engineer",1507,598
"PRIEST","Babbling Book",1505,887
"ROGUE","Kabal Chemist",1501,705
"PRIEST","Kor'kron Elite",1496,1007
"WARLOCK","Sea Giant",1489,681
"MAGE","Blackwing Corruptor",1486,780
"WARLOCK","Dread Infernal",1482,721
"PRIEST","Ice Block",1481,690
"ROGUE","Earth Elemental",1480,665
"PRIEST","Mana Geode",1480,683
"WARLOCK","Argent Horserider",1468,624
"WARLOCK","Book Wyrm",1464,808
"PRIEST","Living Roots",1463,785
"WARLOCK","Reliquary Seeker",1462,841
"SHAMAN","Grimscale Oracle",1461,628
"WARRIOR","Twilight Elder",1460,570
"PRIEST","Mind Shatter",1459,897
"WARRIOR","Fool's Bane",1448,594
"PALADIN","Blessing of Wisdom",1445,640
"HUNTER","Leeroy Jenkins",1444,833
"DRUID","Mistress of Mixtures",1438,626
"PRIEST","Hellfire",1436,616
"ROGUE","Dread Corsair",1433,641
"PALADIN","Holy Wrath",1429,698
"ROGUE","Ancestral Healing",1424,630
"ROGUE","Flamewreathed Faceless",1417,708
"DRUID","Novice Engineer",1414,655
"PALADIN","Dragon Egg",1412,587
"WARRIOR","Prince Malchezaar",1410,652
"ROGUE","Arcane Missiles",1408,696
"ROGUE","Far Sight",1405,615
"MAGE","Kobold Geomancer",1405,616
"ROGUE","Fire Elemental",1404,741
"PALADIN","Silvermoon Portal",1403,683
"WARRIOR","Stolen Goods",1402,439
"ROGUE","Stormcrack",1400,572
"HUNTER","Lesser Heal",1400,589
"ROGUE","Maelstrom Portal",1400,708
"ROGUE","Mind Spike",1400,555
"ROGUE","Disciple of C'Thun",1394,585
"HUNTER","Stranglethorn Tiger",1390,592
"WARRIOR","Crazed Worshipper",1390,544
"ROGUE","Cairne Bloodhoof",1389,663
"ROGUE","Rockbiter Weapon",1386,665
"PRIEST","Swashburglar",1386,685
"PRIEST","Flamestrike",1384,729
"PRIEST","Sap",1383,695
"PRIEST","Hooded Acolyte",1382,569
"PALADIN","Runic Egg",1379,555
"ROGUE","Finders Keepers",1373,602
"WARRIOR","Yogg-Saron, Hope's End",1371,546
"ROGUE","Perdition's Blade",1371,616
"ROGUE","Dust Devil",1365,523
"SHAMAN","Fireguard Destroyer",1364,621
"DRUID","Acolyte of Pain",1362,588
"PALADIN","Murloc Tidehunter",1361,461
"ROGUE","Lava Burst",1351,706
"ROGUE","Earth Shock",1350,596
"WARRIOR","Chillmaw",1341,610
"WARLOCK","Dragon Egg",1341,647
"ROGUE","Anub'arak",1335,780
"ROGUE","Jinyu Waterspeaker",1335,594
"ROGUE","Doomhammer",1333,699
"PRIEST","Sir Finley Mrrgglton",1333,737
"SHAMAN","Naga Corsair",1330,649
"ROGUE","Flametongue Totem",1327,726
"ROGUE","Frost Shock",1321,586
"PALADIN","Cyclopian Horror",1316,530
"ROGUE","Totem Golem",1308,653
"ROGUE","Assassin's Blade",1308,614
"PRIEST","Cold Blood",1307,920
"ROGUE","Windfury",1303,848
"ROGUE","Jade Claws",1297,618
"WARLOCK","Unlicensed Apothecary",1295,590
"WARRIOR","Barnes",1289,586
"HUNTER","Argent Squire",1289,515
"WARLOCK","Leper Gnome",1288,668
"ROGUE","Lava Shock",1288,570
"ROGUE","Ancestral Knowledge",1288,597
"PALADIN","Holy Light",1281,510
"ROGUE","Mana Tide Totem",1277,614
"WARRIOR","Grimestreet Pawnbroker",1277,572
"WARLOCK","Armor Up!",1272,427
"PRIEST","Raven Idol",1272,591
"ROGUE","White Eyes",1271,591
"WARLOCK","Void Terror",1271,562
"WARLOCK","Elise Starseeker",1270,590
"PALADIN","Steward of Darkshire",1264,474
"SHAMAN","Coldlight Seer",1261,537
"WARRIOR","Emerald Drake",1261,777
"ROGUE","Tunnel Trogg",1259,581
"ROGUE","Jade Lightning",1259,639
"WARRIOR","Ysera Awakens",1258,862
"WARLOCK","Lowly Squire",1256,654
"WARLOCK","Dreadsteed",1256,627
"PRIEST","Arcane Intellect",1251,743
"PALADIN","Psych-o-Tron",1247,473
"MAGE","Voidwalker",1242,658
"PRIEST","C'Thun",1241,737
"ROGUE","Stormforged Axe",1239,538
"ROGUE","Tuskarr Totemic",1234,540
"PALADIN","Leeroy Jenkins",1234,745
"WARRIOR","Public Defender",1234,346
"DRUID","Wisps of the Old Gods",1232,743
"WARLOCK","Tentacle of N'Zoth",1232,499
"PALADIN","Emperor Thaurissan",1231,606
"WARLOCK","Flame Juggler",1231,497
"WARLOCK","Zealous Initiate",1230,616
"MAGE","Ysera",1223,749
"PRIEST","Twilight Darkmender",1222,521
"MAGE","Abyssal Enforcer",1221,767
"SHAMAN","Eternal Sentinel",1215,515
"ROGUE","Fireguard Destroyer",1215,597
"WARRIOR","Blackwing Technician",1214,540
"DRUID","Zoobot",1214,625
"PALADIN","Sword of Justice",1208,472
"PALADIN","Harrison Jones",1204,572
"MAGE","Red Mana Wyrm",1204,445
"PRIEST","Nourish",1199,536
"PALADIN","Earthen Ring Farseer",1198,493
"ROGUE","Windspeaker",1196,712
"SHAMAN","Twilight Drake",1192,571
"ROGUE","Ancestral Spirit",1191,555
"PRIEST","Embrace the Shadow",1191,627
"PALADIN","Mysterious Challenger",1181,620
"PRIEST","Thing from Below",1180,568
"WARRIOR","Soggoth the Slitherer",1176,559
"PRIEST","Arcane Blast",1175,630
"WARLOCK","Excavated Evil",1174,509
"ROGUE","Spirit Claws",1170,538
"ROGUE","Devolve",1169,471
"WARLOCK","Bilefin Tidehunter",1169,469
"ROGUE","Lightning Jolt",1163,506
"ROGUE","Charged Hammer",1163,527
"WARRIOR","Dream",1162,660
"SHAMAN","Murloc Tinyfin",1162,488
"WARRIOR","Twilight Summoner",1160,563
"SHAMAN","Blackwing Corruptor",1157,541
"DRUID","Finja, the Flying Star",1155,680
"PRIEST","Blizzard",1154,491
"ROGUE","Unbound Elemental",1154,512
"WARLOCK","Prince Malchezaar",1153,546
"PALADIN","Eadric the Pure",1153,484
"PRIEST","Dark Peddler",1151,483
"WARLOCK","Barnes",1149,553
"WARLOCK","Renounce Darkness",1148,322
"ROGUE","Shadow Sensei",1148,577
"PRIEST","Murloc Warleader",1141,555
"WARLOCK","Runic Egg",1140,560
"WARRIOR","Laughing Sister",1140,635
"PALADIN","Mind Control Tech",1134,475
"WARLOCK","Fireblast",1125,487
"PRIEST","Totem Golem",1122,666
"ROGUE","Eternal Sentinel",1116,470
"ROGUE","Al'Akir the Windlord",1115,664
"ROGUE","Elemental Destruction",1115,353
"PRIEST","Water Elemental",1109,654
"PRIEST","Power Overwhelming",1108,698
"PRIEST","Tirion Fordring",1106,679
"ROGUE","Rumbling Elemental",1106,502
"WARRIOR","Reno Jackson",1106,524
"HUNTER","Life Tap",1105,541
"WARRIOR","Don Han'Cho",1103,510
"WARRIOR","Argent Commander",1102,486
"DRUID","Crazed Worshipper",1102,430
"MAGE","Book Wyrm",1101,610
"ROGUE","Hex",1097,444
"MAGE","Beckoner of Evil",1091,437
"ROGUE","The Mistcaller",1091,513
"DRUID","Lesser Heal",1090,398
"HUNTER","Carrion Grub",1088,428
"PRIEST","Manic Soulcaster",1081,668
"ROGUE","Evolve",1081,447
"PALADIN","Jeweled Scarab",1073,424
"PRIEST","Druid of the Claw",1071,562
"ROGUE","Master of Evolution",1071,484
"PRIEST","Kodorider",1070,653
"PRIEST","Coldlight Oracle",1069,429
"MAGE","Dragonfire Potion",1067,520
"ROGUE","Wicked Witchdoctor",1066,509
"ROGUE","Burgly Bully",1060,499
"ROGUE","Thistle Tea",1054,414
"MAGE","Felfire Potion",1053,536
"ROGUE","Healing Wave",1051,374
"HUNTER","Flare",1046,363
"HUNTER","Doomsayer",1043,377
"PALADIN","Coldlight Oracle",1038,328
"WARRIOR","Nefarian",1031,483
"MAGE","Fireblast Rank 2",1030,656
"PRIEST","Mortal Coil",1027,468
"MAGE","Greater Healing Potion",1027,493
"ROGUE","Hammer of Twilight",1026,522
"ROGUE","Deadly Fork",1025,464
"ROGUE","Bloodsail Raider",1023,398
"ROGUE","Lotus Illusionist",1021,478
"PRIEST","Golden Monkey",1013,570
"MAGE","Blastcrystal Potion",1013,499
"MAGE","Prince Malchezaar",1009,506
"PRIEST","Auctionmaster Beardo",1006,528
"DRUID","Infested Tauren",1004,450
"WARLOCK","Steady Shot",1004,422
"ROGUE","Hallazeal the Ascended",1004,463
"DRUID","Cairne Bloodhoof",1001,491
"PRIEST","Mindgames",996,443
"PRIEST","Hozen Healer",996,491
"PRIEST","Shadowflame",995,363
"PRIEST","Earthen Ring Farseer",993,440
"DRUID","Force of Nature",993,395
"MAGE","Disciple of C'Thun",988,405
"MAGE","Fallen Hero",988,456
"PALADIN","Ysera",986,563
"PRIEST","Fireblast",982,539
"SHAMAN","Lightning Jolt",982,504
"WARRIOR","Doomcaller",978,475
"ROGUE","Lotus Assassin",978,482
"SHAMAN","Blowgill Sniper",977,375
"HUNTER","Bloodmage Thalnos",975,380
"ROGUE","Undercity Valiant",974,485
"PRIEST","Volcanic Potion",972,439
"ROGUE","Kazakus",970,395
"WARRIOR","Second-Rate Bruiser",969,333
"PALADIN","The Silver Hand",968,528
"ROGUE","Totemic Might",967,410
"PRIEST","Novice Engineer",966,389
"ROGUE","Reckless Rocketeer",965,481
"SHAMAN","Weasel Tunneler",965,420
"PRIEST","Forbidden Flame",964,522
"DRUID","Burgly Bully",962,505
"ROGUE","Grimestreet Informant",957,439
"MAGE","Map to the Golden Monkey",956,468
"ROGUE","Thing from Below",956,372
"PRIEST","Spawn of Shadows",953,658
"ROGUE","Draenei Totemcarver",951,388
"PRIEST","Imp Gang Boss",951,441
"PALADIN","Twilight Drake",949,444
"PRIEST","Felfire Potion",946,497
"ROGUE","Call in the Finishers",946,424
"MAGE","Potion of Madness",945,459
"PRIEST","Jade Chieftain",945,449
"SHAMAN","Defender of Argus",944,464
"WARLOCK","Cursed!",944,443
"HUNTER","Bluegill Warrior",941,388
"WARLOCK","Lightwarden",937,499
"PRIEST","Truesilver Champion",936,497
"PRIEST","Grommash Hellscream",934,623
"MAGE","Thoughtsteal",930,487
"WARLOCK","Arcane Anomaly",925,448
"MAGE","Servant of Yogg-Saron",925,365
"WARRIOR","Nightmare",923,646
"WARRIOR","Varian Wrynn",922,457
"PRIEST","Lightspawn",916,382
"MAGE","Lord Jaraxxus",915,530
"MAGE","Twilight Elder",914,387
"ROGUE","Excavated Evil",913,258
"PRIEST","Twin Emperor Vek'lor",905,444
"SHAMAN","Forked Lightning",905,293
"HUNTER","Desert Camel",905,368
"PRIEST","Mulch",905,444
"MAGE","Imp Gang Boss",904,508
"MAGE","C'Thun's Chosen",902,400
"WARRIOR","Brass Knuckles",902,332
"MAGE","Raza the Chained",901,559
"SHAMAN","Pantry Spider",901,376
"ROGUE","C'Thun's Chosen",898,414
"PALADIN","Armor Up!",896,341
"MAGE","Felguard",892,481
"PRIEST","Harvest Golem",891,424
"PRIEST","Frothing Berserker",890,646
"PALADIN","Knife Juggler",888,356
"PALADIN","Repentance",888,408
"HUNTER","Armor Up!",885,380
"ROGUE","Blade of C'Thun",882,463
"PRIEST","Potion of Polymorph",880,490
"PRIEST","Jade Spirit",878,398
"HUNTER","Cult Master",877,380
"WARLOCK","Cairne Bloodhoof",877,520
"HUNTER","Multi-Shot",877,269
"PRIEST","Fan of Knives",875,408
"SHAMAN","Second-Rate Bruiser",873,375
"WARRIOR","Bloodsail Corsair",872,374
"HUNTER","Acolyte of Pain",868,321
"WARLOCK","Shapeshift",867,323
"WARLOCK","Jeweled Scarab",865,372
"MAGE","Blood Imp",864,454
"SHAMAN","Windfury",861,546
"WARLOCK","Arcane Missiles",859,467
"HUNTER","Emperor Thaurissan",855,366
"SHAMAN","Coldlight Oracle",852,306
"PALADIN","Patches the Pirate",850,284
"MAGE","Animated Armor",849,423
"ROGUE","Beckoner of Evil",846,357
"PRIEST","Twilight Summoner",845,461
"PRIEST","Freezing Potion",844,409
"MAGE","Squire",843,521
"MAGE","Shadow Word: Death",841,438
"WARRIOR","Twilight Drake",838,390
"MAGE","Dreadsteed",835,479
"SHAMAN","Acolyte of Pain",831,397
"PRIEST","Abomination",830,315
"PRIEST","Sen'jin Shieldmasta",828,352
"SHAMAN","Burgly Bully",826,385
"PRIEST","Edwin VanCleef",824,504
"PRIEST","SI:7 Agent",823,518
"SHAMAN","Infested Tauren",823,366
"PRIEST","Ethereal Conjurer",823,456
"ROGUE","Cutpurse",822,359
"ROGUE","Kor'kron Elite",821,410
"ROGUE","Argent Commander",820,381
"ROGUE","Jade Chieftain",818,326
"PRIEST","Prince Malchezaar",816,388
"PRIEST","Fel Orc Soulfiend",815,354
"PRIEST","Power Word: Glory",810,325
"SHAMAN","Chillmaw",808,409
"ROGUE","Thunder Bluff Valiant",808,339
"PRIEST","Preparation",806,398
"PALADIN","Reno Jackson",806,387
"SHAMAN","Faceless Manipulator",801,408
"WARRIOR","Excavated Evil",798,194
"PRIEST","Execute",798,471
"SHAMAN","Book Wyrm",797,394
"PALADIN","Blowgill Sniper",794,282
"MAGE","Siphon Soul",793,412
"MAGE","Museum Curator",792,389
"PALADIN","Harvest Golem",791,340
"MAGE","Holy Fire",787,399
"DRUID","Master Jouster",786,393
"SHAMAN","Bloodsail Raider",784,367
"WARLOCK","Pit Lord",784,378
"WARRIOR","Commanding Shout",782,272
"WARLOCK","Totemic Call",782,250
"ROGUE","Grimestreet Smuggler",782,373
"ROGUE","Yogg-Saron, Hope's End",778,277
"ROGUE","Kobold Geomancer",775,303
"PRIEST","Dread Corsair",775,570
"MAGE","Confessor Paletress",774,452
"PRIEST","Lightwell",773,264
"DRUID","Keeper of the Grove",772,353
"MAGE","Holy Nova",772,418
"DRUID","Sen'jin Shieldmasta",770,321
"MAGE","Bane of Doom",768,413
"PRIEST","The Skeleton Knight",765,408
"SHAMAN","Hammer of Twilight",765,374
"PRIEST","White Eyes",763,383
"HUNTER","Ram Wrangler",763,349
"PRIEST","Tomb Pillager",763,441
"PRIEST","Jade Behemoth",762,319
"PALADIN","Divine Strength",762,323
"ROGUE","Fiery War Axe",761,400
"PALADIN","Guardian of Kings",760,288
"ROGUE","Drakonid Operative",760,379
"ROGUE","Sparring Partner",758,434
"WARLOCK","Fearsome Doomguard",757,398
"SHAMAN","Y'Shaarj, Rage Unbound",756,451
"ROGUE","Armorsmith",756,370
"DRUID","Patches the Pirate",756,282
"PALADIN","Chillmaw",755,320
"MAGE","Dread Infernal",754,397
"PALADIN","Totemic Call",754,205
"PRIEST","Counterspell",754,473
"ROGUE","Inner Rage",753,380
"DRUID","Sunfury Protector",752,327
"ROGUE","Fierce Monkey",750,376
"ROGUE","Power Word: Shield",749,412
"ROGUE","Sir Finley Mrrgglton",749,306
"MAGE","Shadow Bolt",746,355
"ROGUE","Headcrack",741,375
"WARLOCK","Stampeding Kodo",741,381
