"player_class","card_name","times_played","wins"
"PRIEST","Shapeshift",741,404
"PRIEST","Mortal Strike",740,540
"DRUID","Savagery",738,298
"WARLOCK","Illidan Stormrage",737,398
"WARRIOR","Skycap'n Kragg",735,358
"PALADIN","Dread Corsair",732,318
"SHAMAN","Cursed!",731,296
"PRIEST","Flame Lance",730,388
"MAGE","Shadow Word: Pain",728,376
"ROGUE","Counterspell",727,391
"HUNTER","Totemic Call",726,247
"PRIEST","Finja, the Flying Star",725,390
"PRIEST","Huge Toad",725,343
"WARLOCK","Reckless Rocketeer",722,464
"ROGUE","Cruel Taskmaster",721,341
"ROGUE","Bash",720,392
"PALADIN","Competitive Spirit",719,342
"PRIEST","Voidwalker",718,367
"MAGE","Shadowform",718,370
"MAGE","Entomb",717,369
"DRUID","Dire Wolf Alpha",717,312
"PALADIN","Bloodsail Raider",716,266
"WARLOCK","Friendly Bartender",716,349
"WARLOCK","Harvest Golem",715,320
"ROGUE","I Know a Guy",715,350
"PRIEST","Mirror Entity",713,411
"DRUID","Mind Control Tech",712,321
"MAGE","Spellbreaker",712,338
"HUNTER","Hidden Cache",711,221
"PRIEST","Yogg-Saron, Hope's End",710,240
"ROGUE","Primal Fusion",709,256
"ROGUE","Sharp Fork",708,336
"DRUID","Excavated Evil",707,314
"WARRIOR","Bananas",706,343
"ROGUE","Thoughtsteal",705,334
"MAGE","Twisting Nether",704,378
"ROGUE","Blood To Ichor",703,332
"ROGUE","Shield Block",698,344
"SHAMAN","Flame Juggler",698,284
"MAGE","Fearsome Doomguard",698,435
"WARLOCK","Fist of Jaraxxus",697,227
"WARRIOR","Grimestreet Smuggler",696,214
"HUNTER","Flame Juggler",696,272
"ROGUE","Upgrade!",695,303
"ROGUE","Freezing Potion",694,309
"HUNTER","Misdirection",694,232
"PRIEST","Soulfire",691,392
"ROGUE","Frothing Berserker",689,321
"WARLOCK","Potion of Polymorph",689,369
"WARLOCK","Southsea Deckhand",687,362
"ROGUE","Worthless Imp",687,245
"DRUID","Baron Geddon",687,338
"MAGE","Malchezaar's Imp",687,378
"ROGUE","Mind Vision",686,319
"ROGUE","Bloodhoof Brave",686,366
"DRUID","Dirty Rat",686,288
"MAGE","Forbidden Shaping",684,348
"MAGE","Chillmaw",684,340
"DRUID","Madam Goya",682,343
"ROGUE","Frostbolt",682,361
"ROGUE","Public Defender",681,367
"DRUID","Pilfered Power",679,338
"PRIEST","Consecration",679,314
"MAGE","Power Word: Shield",678,342
"WARLOCK","Loot Hoarder",677,279
"DRUID","Chillmaw",677,307
"ROGUE","Shadow Word: Pain",677,352
"WARRIOR","King's Defender",676,251
"ROGUE","Kabal Talonpriest",676,366
"ROGUE","Bloodlust",675,480
"ROGUE","Arcane Intellect",672,368
"PALADIN","Twilight Geomancer",672,255
"PALADIN","Blessed Champion",668,468
"PRIEST","Mirror Image",668,356
"ROGUE","Potion of Polymorph",668,313
"ROGUE","Voidwalker",667,319
"HUNTER","Mistress of Mixtures",665,249
"MAGE","Mind Vision",665,314
"WARLOCK","Freezing Potion",665,307
"MAGE","Darkshire Alchemist",663,366
"ROGUE","Slam",662,315
"MAGE","Shifting Shade",661,340
"ROGUE","Gadgetzan Ferryman",660,301
"MAGE","Tiny Knight of Evil",660,374
"ROGUE","Jade Idol",659,277
"WARLOCK","Greater Healing Potion",658,328
"PRIEST","Gadgetzan Auctioneer",657,315
"DRUID","Virmen Sensei",656,315
"DRUID","Pantry Spider",656,282
"DRUID","Sunwalker",656,295
"WARLOCK","Street Trickster",654,303
"DRUID","Druid of the Claw",654,250
"PRIEST","Arcanite Reaper",653,548
"MAGE","Illidan Stormrage",652,363
"DRUID","Jeweled Scarab",652,282
"PRIEST","N'Zoth's First Mate",650,351
"PALADIN","Ancient of Blossoms",649,201
"MAGE","Priest of the Feast",648,377
"PRIEST","Bloodlust",647,588
"ROGUE","Blood Imp",647,293
"PRIEST","Pyroblast",647,483
"ROGUE","N'Zoth's First Mate",647,300
"MAGE","Coldarra Drake",646,360
"MAGE","Prophet Velen",645,387
"ROGUE","Twilight Summoner",645,301
"MAGE","Krul the Unshackled",644,375
"ROGUE","Mirror Entity",643,304
"PALADIN","Soggoth the Slitherer",642,296
"PRIEST","Bog Creeper",642,285
"ROGUE","Holy Smite",641,323
"MAGE","Flame Imp",641,352
"PRIEST","Steady Shot",641,399
"WARRIOR","Wild Pyromancer",640,208
"ROGUE","Mortal Strike",640,308
"ROGUE","Swipe",639,363
"ROGUE","Dark Peddler",639,322
"PRIEST","Small-Time Buccaneer",637,317
"MAGE","Demented Frostcaller",636,283
"MAGE","Cabal Shadow Priest",634,382
"ROGUE","C'Thun",633,385
"PRIEST","Anyfin Can Happen",633,441
"MAGE","Faerie Dragon",633,279
"DRUID","Dire Shapeshift",632,305
"ROGUE","Mirror Image",631,272
"MAGE","Drakonid Operative",631,362
"DRUID","Dagger Mastery",628,238
"PRIEST","Armor Up!",628,359
"MAGE","Mindgames",628,295
"WARLOCK","Bluegill Warrior",628,245
"ROGUE","Wyrmrest Agent",627,255
"ROGUE","Battle Rage",626,270
"ROGUE","Mindgames",626,255
"PRIEST","Power Word: Tentacles",625,338
"PRIEST","Spellbreaker",624,251
"DRUID","Twilight Guardian",623,285
"HUNTER","Southsea Deckhand",623,275
"MAGE","Malygos",622,377
"ROGUE","Heroic Strike",621,324
"HUNTER","Murloc Warleader",620,284
"PRIEST","Ice Barrier",619,305
"MAGE","Infested Tauren",619,331
"ROGUE","Mana Wyrm",617,320
"MAGE","Street Trickster",616,326
"PALADIN","Sacred Trial",615,251
"SHAMAN","Abusive Sergeant",615,278
"DRUID","Addled Grizzly",614,255
"ROGUE","Museum Curator",614,318
"ROGUE","Bane of Doom",611,294
"MAGE","Cairne Bloodhoof",609,359
"ROGUE","Shadow Word: Death",609,305
"ROGUE","Sorcerer's Apprentice",608,290
"ROGUE","Babbling Book",608,308
"ROGUE","Northshire Cleric",608,277
"HUNTER","Lock and Load",607,222
"ROGUE","Twilight Whelp",604,286
"WARLOCK","Frostbolt",604,326
"WARLOCK","Psych-o-Tron",604,314
"WARLOCK","Infested Tauren",603,316
"ROGUE","Twilight Elder",603,253
"PRIEST","Alexstrasza's Champion",602,366
"WARRIOR","Flame Juggler",602,285
"WARLOCK","Map to the Golden Monkey",602,268
"PRIEST","Frost Nova",601,263
"ROGUE","Power of the Wild",601,375
"PALADIN","Bloodsail Corsair",601,228
"ROGUE","Arcanosmith",600,237
"ROGUE","Forgotten Torch",599,296
"ROGUE","Ice Lance",599,249
"SHAMAN","Jade Golem",598,374
"ROGUE","Everyfin is Awesome",597,346
"ROGUE","Alexstrasza's Champion",595,300
"ROGUE","Resurrect",595,290
"ROGUE","Alley Armorsmith",592,354
"PRIEST","Convert",592,268
"WARRIOR","Bolster",590,184
"ROGUE","Huge Toad",590,221
"ROGUE","Mark of the Wild",589,334
"PRIEST","Crazed Worshipper",589,264
"ROGUE","Spellbender",589,333
"WARRIOR","Nexus-Champion Saraad",588,275
"ROGUE","Patient Assassin",588,277
"ROGUE","King's Defender",588,281
"ROGUE","Bloodsail Cultist",587,307
"MAGE","Sen'jin Shieldmasta",587,244
"WARLOCK","Eater of Secrets",585,320
"MAGE","Avian Watcher",584,259
"WARLOCK","Ice Block",584,298
"HUNTER","Knuckles",583,253
"PALADIN","Dire Wolf Alpha",583,251
"SHAMAN","Jade Golem",582,380
"DRUID","Reno Jackson",582,252
"PRIEST","Bash",582,362
"MAGE","Shadow Madness",582,272
"PRIEST","Gorehowl",581,429
"ROGUE","Water Elemental",581,301
"ROGUE","Fireblast",581,247
"ROGUE","Firelands Portal",579,301
"HUNTER","Grimestreet Smuggler",579,164
"WARLOCK","Babbling Book",579,292
"MAGE","Void Crusher",579,320
"ROGUE","Ethereal Conjurer",579,290
"ROGUE","Spellslinger",577,281
"WARRIOR","Violet Illusionist",577,250
"ROGUE","Arcane Blast",577,275
"ROGUE","Cabalist's Tome",576,250
"ROGUE","Moonfire",575,326
"WARLOCK","Murloc Tidecaller",573,248
"ROGUE","Flamewaker",573,311
"PALADIN","Alexstrasza",572,340
"PALADIN","Sunwalker",571,228
"ROGUE","Shifting Shade",571,262
"SHAMAN","Stoneclaw Totem",570,341
"MAGE","Dalaran Aspirant",570,296
"DRUID","Doomcaller",570,246
"ROGUE","Mass Dispel",570,239
"ROGUE","Ironforge Portal",569,274
"ROGUE","Polymorph",568,231
"WARRIOR","Chromaggus",567,245
"ROGUE","Shadow Bolt",565,274
"MAGE","Holy Smite",565,294
"PALADIN","Tuskarr Jouster",564,227
"ROGUE","Raven Idol",564,300
"PRIEST","Menagerie Magician",563,327
"ROGUE","Orgrimmar Aspirant",562,251
"ROGUE","Arathi Weaponsmith",562,264
"SHAMAN","Mind Control Tech",561,216
"ROGUE","Chillmaw",561,227
"ROGUE","Arcane Explosion",560,238
"ROGUE","Shadow Madness",560,233
"ROGUE","Flame Imp",560,286
"ROGUE","Lightwell",559,223
"PRIEST","Heroic Strike",559,406
"ROGUE","Faceless Manipulator",558,299
"ROGUE","Vaporize",558,200
"PRIEST","Aldor Peacekeeper",556,274
"WARLOCK","Chillmaw",556,268
"ROGUE","Commanding Shout",554,244
"DRUID","Twilight Summoner",553,270
"MAGE","Hellfire",553,299
"ROGUE","Wrath",553,281
"ROGUE","Potion of Madness",553,275
"ROGUE","Innervate",553,320
"ROGUE","Lightspawn",553,235
"WARRIOR","Mind Control Tech",552,227
"HUNTER","Infest",551,217
"PRIEST","Polymorph: Boar",551,300
"WARLOCK","Potion of Madness",551,277
"PRIEST","Temple Enforcer",551,286
"ROGUE","Bloodfury Potion",550,303
"HUNTER","Stampeding Kodo",550,241
"MAGE","Unlicensed Apothecary",550,271
"WARLOCK","Mind Spike",548,276
"WARLOCK","Volcanic Potion",548,239
"MAGE","Anomalus",548,243
"ROGUE","Curse of Rafaam",547,278
"PRIEST","Slam",546,305
"ROGUE","Whirlwind",546,215
"ROGUE","Felfire Potion",545,276
"ROGUE","Arcanite Reaper",545,270
"MAGE","Void Terror",545,286
"PALADIN","Elise Starseeker",545,224
"ROGUE","Charge",545,185
"HUNTER","Dart Trap",544,204
"ROGUE","Mark of Nature",543,309
"PALADIN","Disciple of C'Thun",542,230
"ROGUE","Holy Nova",542,275
"PALADIN","Refreshment Vendor",541,213
"ROGUE","Mortal Coil",541,276
"ROGUE","Polymorph: Boar",540,267
"ROGUE","Silence",540,269
"WARLOCK","Soggoth the Slitherer",540,317
"WARRIOR","Grim Patron",540,205
"ROGUE","Cone of Cold",539,198
"ROGUE","Malchezaar's Imp",538,252
"PRIEST","Arcane Giant",538,261
"HUNTER","Small-Time Buccaneer",538,242
"ROGUE","Holy Fire",538,257
"PRIEST","Wild Growth",536,219
"SHAMAN","Lotus Illusionist",536,252
"ROGUE","Warsong Commander",535,238
"HUNTER","Abusive Sergeant",535,204
"ROGUE","Priest of the Feast",535,212
"WARLOCK","Toxic Sewer Ooze",534,275
"ROGUE","Protect the King!",533,231
"PRIEST","Vaporize",533,269
"ROGUE","Druid of the Claw",533,309
"ROGUE","Pit Snake",532,246
"MAGE","Mind Control",532,318
"WARLOCK","Firelands Portal",531,319
"ROGUE","Blastcrystal Potion",531,225
"ROGUE","Archmage Antonidas",530,318
"ROGUE","Effigy",530,245
"ROGUE","Darkshire Councilman",529,267
"ROGUE","Cleave",529,230
"ROGUE","Claw",529,307
"ROGUE","Twilight Guardian",528,255
"MAGE","Silence",528,249
"WARLOCK","Spreading Madness",527,184
"PRIEST","Alley Armorsmith",527,310
"SHAMAN","Malygos",527,314
"SHAMAN","Big-Time Racketeer",527,246
"ROGUE","Imp Gang Boss",525,238
"PRIEST","Argent Horserider",525,313
"ROGUE","Harrison Jones",525,237
"WARLOCK","Murloc Warleader",525,258
"ROGUE","Fist of Jaraxxus",524,232
"WARLOCK","Polymorph",524,267
"ROGUE","Dragon's Breath",523,244
"PRIEST","Cone of Cold",523,237
"MAGE","Nefarian",522,297
"PRIEST","Demonwrath",522,186
"PRIEST","Greater Arcane Missiles",521,296
"SHAMAN","Laughing Sister",521,306
"WARLOCK","Ysera Awakens",520,382
"ROGUE","Possessed Villager",520,230
"ROGUE","Master of Disguise",519,274
"PALADIN","Dagger Mastery",519,204
"ROGUE","Shadowfiend",519,264
"MAGE","Onyx Bishop",519,277
"WARRIOR","Abusive Sergeant",519,235
"MAGE","Pit Lord",518,270
"ROGUE","Execute",517,212
"PALADIN","C'Thun's Chosen",517,220
"WARLOCK","Laughing Sister",517,309
"ROGUE","Frost Nova",517,175
"ROGUE","Feral Rage",517,283
"PRIEST","Southsea Deckhand",516,293
"ROGUE","Ice Barrier",516,179
"ROGUE","Flame Lance",516,209
"SHAMAN","Ysera Awakens",516,347
"ROGUE","Onyx Bishop",515,224
"WARLOCK","Medivh, the Guardian",515,340
"ROGUE","Living Roots",514,277
"ROGUE","Ravaging Ghoul",514,230
"ROGUE","Cabal Shadow Priest",513,258
"ROGUE","Mark of the Lotus",512,353
"ROGUE","Mind Blast",511,322
"WARRIOR","The Black Knight",511,246
"WARLOCK","Young Dragonhawk",511,271
"ROGUE","Convert",511,192
"ROGUE","Twin Emperor Vek'lor",510,269
"ROGUE","Flash Heal",510,207
"ROGUE","Divine Spirit",509,237
"ROGUE","Naturalize",509,253
"ROGUE","Starfire",509,279
"WARRIOR","Wrathion",509,203
"WARLOCK","Sense Demons",509,199
"ROGUE","Grimy Gadgeteer",508,251
"ROGUE","Druid of the Saber",508,298
"SHAMAN","Reno Jackson",507,235
"MAGE","C'Thun",507,248
"DRUID","Icehowl",507,296
"PRIEST","Dragon's Breath",506,276
"WARLOCK","Small-Time Buccaneer",506,262
"PRIEST","Shadowfiend",506,220
"DRUID","Nefarian",506,290
"ROGUE","Tiny Knight of Evil",506,244
"ROGUE","Pint-Size Potion",506,247
"ROGUE","Brass Knuckles",506,207
"PRIEST","Corrupted Healbot",506,247
"MAGE","Mortal Coil",506,261
"WARLOCK","Dream",505,330
"ROGUE","Keeper of the Grove",505,264
"WARRIOR","Onyxia",505,238
"WARLOCK","Counterspell",505,294
"WARLOCK","Forgotten Torch",504,265
"MAGE","Flash Heal",502,259
"MAGE","Kabal Songstealer",501,250
"ROGUE","Wrathguard",501,271
"WARLOCK","Nightmare",501,391
"ROGUE","Soulfire",500,279
"DRUID","Armor Up!",499,199
"ROGUE","Hobart Grapplehammer",499,212
"ROGUE","Power Overwhelming",499,325
"WARRIOR","Bloodmage Thalnos",499,199
"PRIEST","Ragnaros, Lightlord",498,213
"ROGUE","Forbidden Shaping",498,217
"ROGUE","Enchanted Raven",498,260
"ROGUE","Demonfire",497,223
"MAGE","Resurrect",494,253
"PALADIN","Beckoner of Evil",494,215
"ROGUE","Nourish",494,259
"ROGUE","Drain Life",494,241
"ROGUE","Bite",494,265
"ROGUE","Forbidden Flame",494,210
"ROGUE","Greater Arcane Missiles",494,237
"ROGUE","Dalaran Aspirant",493,228
"ROGUE","Shadowform",493,217
"ROGUE","Starfall",493,222
"ROGUE","Mark of Y'Shaarj",492,271
"ROGUE","Power Word: Glory",492,200
"WARLOCK","Faerie Dragon",491,217
"WARLOCK","Void Crusher",490,228
"ROGUE","Medivh's Valet",490,210
"ROGUE","Kirin Tor Mage",490,218
"WARLOCK","Emerald Drake",490,329
"ROGUE","Corruption",489,207
"ROGUE","Felguard",486,201
"ROGUE","Magnataur Alpha",485,220
"PRIEST","Ice Lance",485,260
"ROGUE","Entomb",485,206
"PRIEST","Bane of Doom",484,243
"ROGUE","Faceless Summoner",484,230
"ROGUE","Harvest Golem",484,187
"ROGUE","Power Word: Tentacles",483,280
"MAGE","Wrathguard",483,277
"WARLOCK","Ethereal Conjurer",483,266
"WARRIOR","Arcane Giant",483,206
"MAGE","Summoning Stone",483,229
"MAGE","Mass Dispel",482,230
"MAGE","Demonwrath",481,236
"ROGUE","Dreadsteed",481,227
"ROGUE","Mind Control Tech",481,173
"ROGUE","Rhonin",480,234
"HUNTER","King Krush",480,274
"ROGUE","Jeweled Scarab",480,194
"WARLOCK","Dragonfire Potion",480,234
"WARLOCK","Murloc Raider",479,222
"WARLOCK","Ancient Watcher",479,206
"ROGUE","Mana Geode",479,219
"ROGUE","Shado-Pan Rider",478,234
"ROGUE","Greater Healing Potion",478,158
"PALADIN","Hand of Protection",478,209
"ROGUE","Holy Champion",478,208
"ROGUE","Kabal Songstealer",477,235
"PRIEST","The Storm Guardian",475,260
"PRIEST","Conceal",475,284
"SHAMAN","Totemic Slam",475,237
"MAGE","Kabal Talonpriest",474,256
"WARLOCK","Injured Kvaldir",473,224
"ROGUE","Spawn of Shadows",473,268
"MAGE","Soggoth the Slitherer",473,254
"MAGE","Dark Peddler",472,237
"DRUID","Ysera Awakens",472,345
"ROGUE","Blackwing Corruptor",472,236
"HUNTER","Tomb Spider",471,182
"ROGUE","Fallen Hero",471,230
"ROGUE","Prophet Velen",471,238
"ROGUE","Demented Frostcaller",471,189
"WARLOCK","Cabalist's Tome",470,235
"ROGUE","Axe Flinger",470,220
"PRIEST","Tunnel Trogg",470,243
"ROGUE","Dirty Rat",469,166
"PRIEST","Crazed Alchemist",469,206
"ROGUE","Pit Lord",469,226
"ROGUE","Animated Armor",468,229
"PALADIN","Sunfury Protector",468,169
"ROGUE","Blizzard",467,158
"WARLOCK","Holy Fire",466,256
"ROGUE","Mounted Raptor",466,276
"MAGE","Bloodfury Potion",466,249
"ROGUE","Auchenai Soulpriest",465,175
"WARLOCK","Thoughtsteal",464,235
"ROGUE","Darkshire Alchemist",464,208
"ROGUE","Darnassus Aspirant",464,266
"ROGUE","Servant of Yogg-Saron",464,184
"HUNTER","Wild Pyromancer",462,144
"PRIEST","Bloodfury Potion",462,247
"WARLOCK","Reinforce",462,144
"PRIEST","Faceless Summoner",462,263
"WARLOCK","Museum Curator",462,245
"ROGUE","Soul of the Forest",461,266
"DRUID","Huge Toad",460,178
"PRIEST","Spellbender",460,264
"SHAMAN","Dream",459,273
"PRIEST","Effigy",459,274
"PRIEST","Weasel Tunneler",459,216
"ROGUE","Cult Sorcerer",459,196
"ROGUE","Ethereal Arcanist",459,190
"ROGUE","Volcanic Potion",459,134
"DRUID","Daring Reporter",458,201
"ROGUE","Kabal Lackey",458,186
"SHAMAN","Jade Golem",458,305
"ROGUE","Summoning Portal",457,190
"ROGUE","Confessor Paletress",457,200
"WARLOCK","Blizzard",457,207
"PRIEST","Corruption",457,163
"ROGUE","Sleep with the Fishes",456,207
"PALADIN","Silent Knight",456,198
"SHAMAN","Emerald Drake",455,287
"WARRIOR","Genzo, the Shark",455,189
"PALADIN","Nefarian",454,241
"ROGUE","Forbidden Ritual",453,182
"ROGUE","Revenge",453,154
"HUNTER","Forlorn Stalker",452,168
"ROGUE","Siphon Soul",451,187
"ROGUE","Hooded Acolyte",451,188
"MAGE","Kabal Trafficker",451,240
"PRIEST","Rend Blackhand",450,226
"HUNTER","Starving Buzzard",450,167
"ROGUE","Wild Growth",449,225
"ROGUE","Celestial Dreamer",448,246
"ROGUE","Lesser Heal",447,149
"ROGUE","Purify",447,208
"ROGUE","Addled Grizzly",446,257
"MAGE","Power Word: Glory",446,224
"ROGUE","Reliquary Seeker",445,201
"WARRIOR","Mistress of Mixtures",444,163
"ROGUE","Savagery",444,214
"ROGUE","Druid of the Flame",444,240
"ROGUE","Kara Kazham!",443,174
"ROGUE","Hellfire",442,204
"WARRIOR","Arch-Thief Rafaam",440,218
"ROGUE","Dark Arakkoa",440,226
"HUNTER","Explorer's Hat",440,170
"ROGUE","Unlicensed Apothecary",439,209
"PRIEST","Burgly Bully",439,268
"PRIEST","Polluted Hoarder",437,213
"PRIEST","Flamewaker",437,254
"DRUID","Chromaggus",437,255
"PRIEST","Sunwalker",437,200
"ROGUE","Evolved Kobold",435,237
"HUNTER","Reinforce",435,193
"ROGUE","Force of Nature",435,240
"ROGUE","Confuse",435,182
"DRUID","Blackwing Corruptor",434,209
"WARLOCK","Ice Barrier",434,203
"ROGUE","Coldarra Drake",434,206
"SHAMAN","Charged Hammer",434,205
"PALADIN","Secretkeeper",433,184
"HUNTER","Wolfrider",433,171
"SHAMAN","Nightmare",433,306
"PRIEST","Upgrade!",432,262
"ROGUE","Savage Combatant",432,241
"WARLOCK","Kara Kazham!",432,165
"WARLOCK","Hungry Crab",431,231
"PRIEST","Bananas",431,231
"WARLOCK","Mirror Entity",431,215
"ROGUE","Don Han'Cho",431,232
"WARLOCK","Demonfuse",430,181
"ROGUE","Usher of Souls",430,196
"WARLOCK","Raza the Chained",429,270
"SHAMAN","Corrupted Seer",428,97
"ROGUE","Circle of Healing",428,227
"ROGUE","Crystalweaver",428,194
"ROGUE","Mulch",427,240
"PRIEST","Questing Adventurer",426,238
"ROGUE","Tentacles for Arms",426,146
"PALADIN","Stand Against Darkness",425,171
"MAGE","Pint-Size Potion",424,192
"ROGUE","Silverware Golem",424,182
"HUNTER","Cairne Bloodhoof",423,181
"MAGE","Cryomancer",423,213
"ROGUE","Temple Enforcer",422,228
"HUNTER","Gladiator's Longbow",422,193
"DRUID","N'Zoth, the Corruptor",422,228
"ROGUE","Herald Volazj",422,209
"DRUID","Deathwing, Dragonlord",421,256
"WARRIOR","Hogger",421,191
"DRUID","Netherspite Historian",420,198
"ROGUE","Jade Blossom",420,215
"SHAMAN","The Mistcaller",420,214
"ROGUE","Inner Fire",420,170
"DRUID","Dream",419,262
"ROGUE","Grimestreet Pawnbroker",417,179
"ROGUE","Silent Knight",417,191
"ROGUE","Forbidden Ancient",416,227
"ROGUE","Void Terror",415,155
"WARLOCK","Shadow Word: Death",415,218
"WARLOCK","Usher of Souls",415,218
"WARRIOR","Obsidian Destroyer",415,169
"ROGUE","Ancient of War",414,204
"SHAMAN","Jade Golem",413,276
"ROGUE","Twilight Darkmender",413,181
"PRIEST","Ivory Knight",412,163
"PRIEST","Doomcaller",411,188
"ROGUE","Spreading Madness",411,164
"SHAMAN","Dire Wolf Alpha",410,202
"ROGUE","Flamestrike",408,149
"WARLOCK","Flamestrike",408,231
"ROGUE","Acolyte of Pain",408,158
"PRIEST","Shadow Strike",408,217
"PRIEST","Totemic Call",407,138
"ROGUE","Shadow Word: Horror",407,149
"PALADIN","Spellbreaker",406,183
"ROGUE","Twilight Flamecaller",406,172
"WARLOCK","Water Elemental",406,212
"ROGUE","Doomguard",405,240
"ROGUE","Manic Soulcaster",405,185
"ROGUE","Raza the Chained",405,172
"PALADIN","Twilight Summoner",404,215
"MAGE","The Storm Guardian",404,232
"ROGUE","Sense Demons",404,157
"ROGUE","Demonwrath",404,131
"WARRIOR","Deathwing, Dragonlord",403,198
"MAGE","Corruption",403,170
"ROGUE","Moonglade Portal",402,180
"MAGE","The Curator",401,198
"WARRIOR","Lorewalker Cho",401,172
"HUNTER","Defender of Argus",401,148
"ROGUE","Savage Roar",401,258
"ROGUE","Ironbark Protector",400,175
"PRIEST","Felguard",400,206
"ROGUE","Renounce Darkness",400,124
"PRIEST","Stampeding Kodo",400,204
"MAGE","Bananas",399,223
"SHAMAN","Draenei Totemcarver",398,187
"WARRIOR","Tinkmaster Overspark",398,131
"ROGUE","Dread Infernal",397,141
"MAGE","Shadowflame",396,205
"ROGUE","Dragonfire Potion",395,103
"PRIEST","Gnomish Inventor",394,177
"PRIEST","Arcane Explosion",394,199
"SHAMAN","Novice Engineer",394,142
"WARLOCK","Darkshire Alchemist",393,212
"PRIEST","Dreadsteed",393,217
"PRIEST","Bomb Squad",392,175
"ROGUE","Fandral Staghelm",392,205
"MAGE","Doomguard",392,236
"ROGUE","Shield Slam",392,166
"PRIEST","Shadowstep",391,222
"ROGUE","Ice Block",391,143
"ROGUE","Void Crusher",391,133
"ROGUE","Kabal Trafficker",390,196
"ROGUE","Cryomancer",390,162
"DRUID","Jungle Panther",389,146
"DRUID","Jade Golem",389,264
"PRIEST","Healing Wave",389,101
"HUNTER","Brann Bronzebeard",388,162
"WARRIOR","Spellbreaker",388,179
"ROGUE","Obsidian Destroyer",387,245
"HUNTER","Princess Huhuran",387,192
"DRUID","Celestial Dreamer",387,206
"HUNTER","Jeweled Scarab",387,132
"HUNTER","Injured Kvaldir",386,138
"PALADIN","Twilight Elder",386,157
"WARLOCK","Mirror Image",385,174
"ROGUE","Abyssal Enforcer",385,197
"DRUID","Naga Sea Witch",385,211
"WARLOCK","Mind Vision",384,185
"DRUID","Volcanic Lumberer",384,205
"MAGE","N'Zoth, the Corruptor",383,254
"ROGUE","Jade Behemoth",382,209
"ROGUE","Mire Keeper",382,216
"PRIEST","Blood Imp",381,202
"PRIEST","Evolve",381,200
"WARLOCK","Vaporize",381,191
"PRIEST","Lightwarden",380,168
"WARRIOR","Tirion Fordring",380,192
"WARLOCK","Shadow Word: Pain",379,204
"WARLOCK","Secretkeeper",379,181
"PRIEST","Anubisath Sentinel",379,209
"WARLOCK","Confessor Paletress",379,225
"MAGE","Blackwing Technician",378,168
"DRUID","Laughing Sister",378,220
"SHAMAN","Arcanosmith",378,143
"SHAMAN","Windspeaker",377,199
"WARLOCK","Cone of Cold",377,180
"ROGUE","Klaxxi Amber-Weaver",377,206
"HUNTER","Faerie Dragon",376,137
"MAGE","Defender of Argus",376,181
"PRIEST","Soggoth the Slitherer",376,200
"ROGUE","Crazed Worshipper",374,148
"ROGUE","Steady Shot",374,156
"DRUID","Ancient of Lore",374,193
"WARLOCK","Faceless Summoner",374,221
"PALADIN","Blood Knight",372,151
"DRUID","Twilight Geomancer",372,139
"DRUID","Argent Horserider",372,171
"MAGE","Golden Monkey",372,148
"ROGUE","Armor Up!",371,143
"ROGUE","Mind Control",371,160
"MAGE","Deathwing",371,147
"WARLOCK","Lance Carrier",371,159
"ROGUE","Sea Reaver",370,189
"HUNTER","Twilight Guardian",370,152
"WARLOCK","Entomb",370,195
"SHAMAN","Wrath of Air Totem",370,250
"ROGUE","Malkorok",370,187
"PRIEST","Excess Mana",369,156
"WARLOCK","Forbidden Flame",369,187
"PRIEST","Tournament Medic",369,178
"DRUID","Summoning Stone",368,172
"ROGUE","Rampage",368,195
"WARRIOR","Ironbeak Owl",368,155
"MAGE","Nexus-Champion Saraad",367,176
"WARRIOR","Sen'jin Shieldmasta",366,132
"WARRIOR","Arcane Missiles",366,191
"ROGUE","Shapeshift",366,144
"DRUID","Abusive Sergeant",365,160
"MAGE","Convert",364,156
"PRIEST","Inkmaster Solia",364,199
"WARLOCK","Flame Lance",364,171
"HUNTER","Finja, the Flying Star",364,186
"HUNTER","Novice Engineer",363,118
"WARLOCK","Cyclopian Horror",362,200
"ROGUE","Kabal Crystal Runner",362,124
"WARLOCK","Murloc Tidehunter",361,141
"WARRIOR","The Skeleton Knight",361,185
"DRUID","Nightmare",361,245
"WARLOCK","Acolyte of Pain",360,149
"PALADIN","Huge Toad",360,143
"WARLOCK","Polymorph: Boar",360,182
"WARLOCK","Sunwalker",360,203
"PALADIN","Excavated Evil",359,109
"WARRIOR","Sparring Partner",359,131
"WARLOCK","Holy Smite",357,178
"ROGUE","Fearsome Doomguard",357,136
"ROGUE","Lunar Visions",357,187
"MAGE","Lightwell",357,185
"DRUID","Emerald Drake",357,215
"MAGE","Big Game Hunter",356,184
"ROGUE","Pilfered Power",355,202
"WARLOCK","N'Zoth, the Corruptor",355,230
"WARLOCK","Archmage Antonidas",355,207
"WARLOCK","Power Word: Shield",354,189
"WARLOCK","Inkmaster Solia",354,208
"PRIEST","Illidan Stormrage",354,216
"ROGUE","Shadowflame",353,134
"DRUID","Wildwalker",353,172
"WARLOCK","Frost Nova",352,161
"PRIEST","Argent Commander",352,181
"SHAMAN","Earthen Ring Farseer",351,157
"PRIEST","Life Tap",351,158
"WARLOCK","Argent Commander",351,165
"WARLOCK","Forbidden Shaping",350,162
"PRIEST","Fire Elemental",349,237
