player_class,card_name,times_played,wins,win_pc
MAGE,Entomb,1051,549,0.5223596575
WARLOCK,Fist of Jaraxxus,1049,330,0.3145853194
ROGUE,Primal Fusion,1048,390,0.3721374046
ROGUE,Headcrack,1048,529,0.5047709924
ROGUE,Blood To Ichor,1047,489,0.4670487106
MAGE,Krul the Unshackled,1047,603,0.5759312321
MAGE,Spellbreaker,1045,497,0.4755980861
PALADIN,Dread Corsair,1044,454,0.4348659004
ROGUE,Armorsmith,1044,514,0.4923371648
DRUID,Pilfered Power,1043,505,0.4841802493
WARRIOR,Skycap'n Kragg,1042,519,49.81%
SHAMAN,Faceless Manipulator,1038,523,0.5038535645
ROGUE,Kobold Geomancer,1037,413,0.3982642237
ROGUE,Potion of Polymorph,1036,494,0.4768339768
ROGUE,Kor'kron Elite,1035,522,0.5043478261
MAGE,Shadow Bolt,1035,491,0.4743961353
MAGE,Shadow Word: Pain,1035,523,0.5053140097
DRUID,Keeper of the Grove,1033,472,0.4569215876
MAGE,Malchezaar's Imp,1032,568,0.5503875969
PALADIN,Competitive Spirit,1030,494,0.4796116505
MAGE,Forbidden Shaping,1030,524,0.5087378641
PRIEST,"Yogg-Saron, Hope's End",1029,347,0.3372206025
ROGUE,Bloodhoof Brave,1026,549,0.5350877193
ROGUE,Jade Idol,1026,436,0.4249512671
PRIEST,Shapeshift,1025,555,0.5414634146
MAGE,Shadowform,1019,508,0.4985279686
PRIEST,Flame Lance,1016,543,0.5344488189
DRUID,Sen'jin Shieldmasta,1013,424,0.4185587364
ROGUE,Fiery War Axe,1005,515,0.5124378109
ROGUE,Shield Block,1004,497,0.4950199203
ROGUE,Power Word: Shield,999,542,0.5425425425
SHAMAN,Jade Golem,998,621,0.622244489
HUNTER,Grimestreet Smuggler,996,314,0.3152610442
DRUID,Mind Control Tech,992,429,0.4324596774
MAGE,Fearsome Doomguard,992,606,0.6108870968
ROGUE,Worthless Imp,992,351,0.3538306452
ROGUE,Argent Commander,991,472,0.4762865792
PRIEST,Mortal Strike,989,717,0.7249747219
ROGUE,Shadow Word: Pain,989,521,0.5267947422
WARRIOR,Bananas,988,471,47.67%
DRUID,Virmen Sensei,987,472,0.4782168186
ROGUE,Kabal Talonpriest,986,523,0.5304259635
HUNTER,Southsea Deckhand,986,423,0.4290060852
MAGE,Twisting Nether,986,529,0.5365111562
WARLOCK,Freezing Potion,984,473,0.4806910569
HUNTER,Totemic Call,982,370,0.3767820774
ROGUE,Alley Armorsmith,982,589,0.599796334
ROGUE,N'Zoth's First Mate,980,460,0.4693877551
MAGE,Shifting Shade,980,504,0.5142857143
MAGE,Darkshire Alchemist,980,528,0.5387755102
PRIEST,Soulfire,979,560,0.5720122574
PALADIN,Refreshment Vendor,976,399,0.4088114754
WARLOCK,Illidan Stormrage,976,526,0.5389344262
DRUID,Savagery,975,400,0.4102564103
PRIEST,Voidwalker,973,479,0.4922918808
HUNTER,Flame Juggler,973,394,0.4049331963
ROGUE,Bloodlust,971,680,0.7003089598
PALADIN,Soggoth the Slitherer,969,456,0.4705882353
DRUID,Pantry Spider,966,436,0.4513457557
WARRIOR,Wild Pyromancer,966,328,33.95%
MAGE,Priest of the Feast,966,570,0.5900621118
WARLOCK,Murloc Warleader,960,439,0.4572916667
MAGE,Bane of Doom,958,517,0.5396659708
WARLOCK,Greater Healing Potion,957,481,0.5026123302
MAGE,Tiny Knight of Evil,956,532,0.5564853556
PALADIN,Blessed Champion,955,654,0.6848167539
ROGUE,Mind Vision,954,445,0.4664570231
PRIEST,N'Zoth's First Mate,953,547,0.573976915
MAGE,Demented Frostcaller,953,418,0.4386149003
DRUID,Jeweled Scarab,952,399,0.4191176471
ROGUE,Slam,952,438,0.4600840336
PRIEST,Counterspell,950,603,0.6347368421
ROGUE,Inner Rage,949,492,0.5184404636
PRIEST,Crazed Worshipper,948,441,0.4651898734
ROGUE,Frothing Berserker,946,462,0.488372093
ROGUE,Huge Toad,946,359,0.3794926004
HUNTER,Knuckles,945,413,0.437037037
DRUID,Madam Goya,944,480,0.5084745763
MAGE,Mind Vision,944,456,0.4830508475
WARLOCK,Street Trickster,944,444,0.4703389831
WARLOCK,Southsea Deckhand,942,491,0.5212314225
DRUID,Dire Wolf Alpha,941,405,0.4303931987
MAGE,Street Trickster,940,505,0.5372340426
SHAMAN,Lotus Illusionist,939,439,0.4675186368
ROGUE,Cruel Taskmaster,935,433,0.4631016043
SHAMAN,Jade Golem,935,587,0.6278074866
MAGE,Infested Tauren,934,506,0.5417558887
HUNTER,Small-Time Buccaneer,934,414,0.443254818
ROGUE,Twilight Summoner,933,443,0.474812433
MAGE,Avian Watcher,933,416,0.4458735263
PRIEST,Power Word: Tentacles,929,494,0.5317545748
WARRIOR,King's Defender,928,340,36.64%
PRIEST,Mirror Image,927,479,0.5167206041
DRUID,Druid of the Claw,926,344,0.3714902808
MAGE,Drakonid Operative,925,528,0.5708108108
PALADIN,Bloodsail Corsair,924,368,0.3982683983
PRIEST,Gadgetzan Auctioneer,924,451,0.4880952381
ROGUE,Babbling Book,923,482,0.5222101842
ROGUE,Arcanosmith,922,358,0.3882863341
WARLOCK,Map to the Golden Monkey,921,414,0.4495114007
PRIEST,Bog Creeper,921,406,0.44082519
ROGUE,Upgrade!,920,400,0.4347826087
WARLOCK,Infested Tauren,920,481,0.522826087
PRIEST,Pyroblast,920,698,0.7586956522
MAGE,Flame Imp,918,498,0.5424836601
MAGE,Coldarra Drake,917,523,0.5703380589
PRIEST,Bloodlust,917,827,0.9018538713
DRUID,Addled Grizzly,916,398,0.4344978166
PALADIN,Tuskarr Jouster,915,378,0.4131147541
PRIEST,Anyfin Can Happen,915,627,0.6852459016
ROGUE,Frostbolt,913,485,0.5312157722
ROGUE,Counterspell,913,499,0.5465498357
ROGUE,Dark Peddler,913,467,0.5115005476
ROGUE,Forgotten Torch,911,445,0.4884742042
ROGUE,Heroic Strike,910,479,0.5263736264
WARLOCK,Reckless Rocketeer,907,571,0.6295479603
ROGUE,C'Thun,906,565,0.6236203091
ROGUE,Wyrmrest Agent,905,372,0.4110497238
ROGUE,Thoughtsteal,905,448,0.4950276243
PRIEST,Convert,904,410,0.453539823
ROGUE,Voidwalker,902,424,0.4700665188
MAGE,Chillmaw,901,443,0.4916759156
ROGUE,Twilight Elder,900,383,0.4255555556
PRIEST,Consecration,900,418,0.4644444444
PALADIN,Sacred Trial,899,377,0.4193548387
ROGUE,Mirror Image,898,382,0.425389755
PRIEST,Mirror Entity,896,517,0.5770089286
MAGE,Power Word: Shield,891,458,0.5140291807
PALADIN,Dire Wolf Alpha,890,400,0.4494382022
DRUID,Chillmaw,889,382,0.429696288
ROGUE,King's Defender,886,419,0.4729119639
ROGUE,Ironforge Portal,886,433,0.4887133183
ROGUE,Alexstrasza's Champion,885,429,0.4847457627
WARLOCK,"Medivh, the Guardian",885,560,0.6327683616
HUNTER,Lock and Load,883,323,0.3657984145
ROGUE,Mortal Strike,882,410,0.4648526077
ROGUE,Firelands Portal,882,459,0.5204081633
PALADIN,Sunwalker,880,356,0.4045454545
WARRIOR,Bolster,878,279,31.78%
ROGUE,Bloodfury Potion,878,481,0.5478359909
ROGUE,Bloodsail Cultist,877,444,0.5062713797
ROGUE,Arcane Intellect,875,491,0.5611428571
WARRIOR,Flame Juggler,874,400,45.77%
MAGE,Malygos,873,523,0.5990836197
ROGUE,Everyfin is Awesome,872,506,0.5802752294
ROGUE,Cabalist's Tome,871,397,0.4557979334
ROGUE,Northshire Cleric,870,403,0.4632183908
PRIEST,Armor Up!,870,469,0.5390804598
PRIEST,Alexstrasza's Champion,868,515,0.5933179724
WARLOCK,Loot Hoarder,867,365,0.4209919262
PRIEST,Spellbreaker,866,357,0.4122401848
ROGUE,Museum Curator,865,444,0.5132947977
ROGUE,Twilight Whelp,865,398,0.4601156069
MAGE,Illidan Stormrage,864,485,0.5613425926
PRIEST,Frost Nova,863,378,0.4380069525
WARLOCK,Eater of Secrets,861,470,0.5458768873
DRUID,Baron Geddon,860,424,0.4930232558
SHAMAN,Big-Time Racketeer,860,388,0.4511627907
ROGUE,Blood Imp,858,395,0.4603729604
ROGUE,Shadow Word: Death,857,426,0.4970828471
DRUID,Sunwalker,855,381,0.4456140351
DRUID,Dire Shapeshift,854,403,0.4718969555
DRUID,Dagger Mastery,854,321,0.3758782201
ROGUE,Ethereal Conjurer,854,431,0.5046838407
HUNTER,Infest,854,336,0.393442623
WARLOCK,Babbling Book,853,438,0.5134818288
MAGE,Unlicensed Apothecary,852,425,0.4988262911
ROGUE,Holy Smite,852,438,0.514084507
ROGUE,Patient Assassin,852,408,0.4788732394
WARRIOR,Nexus-Champion Saraad,851,383,45.01%
ROGUE,Shifting Shade,850,402,0.4729411765
ROGUE,Raven Idol,849,445,0.5241460542
ROGUE,Blastcrystal Potion,848,372,0.4386792453
ROGUE,Jeweled Scarab,848,339,0.3997641509
DRUID,Doomcaller,845,367,0.4343195266
HUNTER,Dart Trap,842,336,0.3990498812
ROGUE,Potion of Madness,842,414,0.4916864608
DRUID,Twilight Guardian,841,367,0.4363852556
PRIEST,Arcane Giant,840,427,0.5083333333
MAGE,Faerie Dragon,838,372,0.4439140811
PALADIN,Disciple of C'Thun,838,356,0.4248210024
SHAMAN,Totemic Slam,837,433,0.5173237754
HUNTER,Wild Pyromancer,836,258,0.3086124402
MAGE,Void Crusher,835,450,0.5389221557
PALADIN,Elise Starseeker,834,377,0.4520383693
ROGUE,Felfire Potion,833,421,0.5054021609
ROGUE,Shadow Bolt,832,421,0.5060096154
WARLOCK,Firelands Portal,831,486,0.5848375451
ROGUE,Curse of Rafaam,830,425,0.5120481928
PRIEST,Aldor Peacekeeper,830,412,0.4963855422
ROGUE,Orgrimmar Aspirant,829,365,0.4402895054
ROGUE,Flamewaker,829,452,0.5452352232
ROGUE,Mirror Entity,827,403,0.4873035067
PRIEST,Arcanite Reaper,827,686,0.8295042322
ROGUE,Pint-Size Potion,827,382,0.46191052
ROGUE,Swipe,825,466,0.5648484848
MAGE,Hellfire,824,438,0.5315533981
ROGUE,Arcane Blast,822,382,0.4647201946
ROGUE,Battle Rage,821,343,0.4177831912
ROGUE,Mana Wyrm,821,431,0.5249695493
ROGUE,Spellslinger,821,402,0.4896467722
ROGUE,Resurrect,820,392,0.4780487805
WARLOCK,Volcanic Potion,819,376,0.4590964591
MAGE,Prophet Velen,818,491,0.6002444988
ROGUE,Commanding Shout,817,363,0.4443084455
WARLOCK,Frostbolt,816,441,0.5404411765
WARLOCK,Potion of Madness,816,435,0.5330882353
WARRIOR,Violet Illusionist,815,348,42.70%
WARRIOR,Chromaggus,815,368,45.15%
PRIEST,Bash,815,497,0.6098159509
PALADIN,C'Thun's Chosen,815,351,0.4306748466
PRIEST,Ice Barrier,814,409,0.5024570025
ROGUE,Possessed Villager,813,381,0.4686346863
ROGUE,Mindgames,812,339,0.4174876847
WARLOCK,Spreading Madness,812,267,0.328817734
SHAMAN,Abusive Sergeant,809,365,0.4511742892
WARRIOR,Grim Patron,809,307,37.95%
MAGE,Dalaran Aspirant,806,410,0.5086848635
PRIEST,Heroic Strike,805,585,0.7267080745
ROGUE,Protect the King!,805,343,0.4260869565
MAGE,Cairne Bloodhoof,805,462,0.5739130435
ROGUE,Malchezaar's Imp,804,385,0.4788557214
ROGUE,Darkshire Councilman,803,405,0.504358655
PRIEST,Gorehowl,802,590,0.7356608479
MAGE,Mindgames,800,385,0.48125
SHAMAN,Stoneclaw Totem,800,473,0.59125
WARLOCK,Psych-o-Tron,799,414,0.5181476846
ROGUE,Hobart Grapplehammer,799,330,0.4130162703
WARLOCK,Chillmaw,798,396,0.4962406015
ROGUE,Silence,797,389,0.4880803011
ROGUE,Twilight Guardian,797,383,0.4805520703
MAGE,Cabal Shadow Priest,796,468,0.5879396985
MAGE,Kabal Songstealer,796,401,0.5037688442
ROGUE,Flame Imp,795,396,0.4981132075
WARLOCK,Toxic Sewer Ooze,795,408,0.5132075472
DRUID,Reno Jackson,794,347,0.4370277078
MAGE,C'Thun,793,409,0.5157629256
ROGUE,Mark of the Lotus,793,532,0.6708701135
PRIEST,Polymorph: Boar,792,424,0.5353535354
ROGUE,Living Roots,791,429,0.5423514539
ROGUE,Grimy Gadgeteer,790,376,0.4759493671
PRIEST,Alley Armorsmith,790,485,0.6139240506
MAGE,Anomalus,788,342,0.4340101523
ROGUE,Mass Dispel,787,346,0.4396442186
ROGUE,Priest of the Feast,787,330,0.4193138501
ROGUE,Twin Emperor Vek'lor,786,410,0.5216284987
PALADIN,Alexstrasza,786,456,0.5801526718
ROGUE,Chillmaw,786,318,0.4045801527
ROGUE,Mortal Coil,784,404,0.5153061224
ROGUE,Fireblast,782,318,0.4066496164
MAGE,Summoning Stone,781,383,0.490396927
ROGUE,Sorcerer's Apprentice,781,373,0.4775928297
ROGUE,Ice Lance,780,327,0.4192307692
PRIEST,Argent Horserider,780,457,0.5858974359
ROGUE,Wrath,780,413,0.5294871795
ROGUE,Power of the Wild,779,486,0.6238767651
ROGUE,Greater Arcane Missiles,779,383,0.4916559692
PRIEST,Steady Shot,777,473,0.6087516088
PRIEST,Wild Growth,777,294,0.3783783784
SHAMAN,Mind Control Tech,776,299,0.3853092784
ROGUE,Moonfire,775,455,0.5870967742
ROGUE,Enchanted Raven,775,399,0.5148387097
PRIEST,Temple Enforcer,775,406,0.5238709677
ROGUE,Ravaging Ghoul,772,341,0.4417098446
ROGUE,Tiny Knight of Evil,771,386,0.5006485084
PRIEST,Greater Arcane Missiles,771,434,0.5629053178
WARLOCK,Small-Time Buccaneer,769,384,0.4993498049
WARRIOR,The Black Knight,768,371,48.31%
HUNTER,Stampeding Kodo,767,333,0.4341590613
PRIEST,Slam,767,426,0.555410691
MAGE,Onyx Bishop,767,419,0.5462842243
ROGUE,Pit Snake,767,350,0.4563233377
ROGUE,Harrison Jones,767,339,0.4419817471
ROGUE,Mark of the Wild,765,419,0.5477124183
ROGUE,Brass Knuckles,765,318,0.4156862745
DRUID,Daring Reporter,765,333,0.4352941176
MAGE,Void Terror,764,420,0.5497382199
ROGUE,Imp Gang Boss,762,337,0.4422572178
ROGUE,Kabal Songstealer,762,383,0.5026246719
ROGUE,Lightwell,761,312,0.4099868594
ROGUE,Holy Fire,761,368,0.4835742444
ROGUE,Feral Rage,760,417,0.5486842105
ROGUE,Dragon's Breath,760,355,0.4671052632
WARLOCK,Soggoth the Slitherer,760,446,0.5868421053
MAGE,Sen'jin Shieldmasta,759,328,0.4321475626
ROGUE,Bane of Doom,759,373,0.4914361001
ROGUE,Polymorph: Boar,759,397,0.5230566535
ROGUE,Onyx Bishop,758,329,0.4340369393
PALADIN,Sunfury Protector,758,290,0.382585752
ROGUE,Fist of Jaraxxus,758,324,0.4274406332
ROGUE,Cleave,758,324,0.4274406332
ROGUE,Water Elemental,757,387,0.5112285337
PRIEST,The Storm Guardian,756,411,0.5436507937
ROGUE,Archmage Antonidas,755,470,0.6225165563
ROGUE,Warsong Commander,755,316,0.4185430464
HUNTER,"Finja, the Flying Star",754,390,0.5172413793
ROGUE,Spellbender,753,418,0.5551128818
MAGE,Nefarian,753,433,0.5750332005
WARLOCK,Forgotten Torch,753,377,0.5006640106
MAGE,Kabal Trafficker,752,412,0.5478723404
PRIEST,"Ragnaros, Lightlord",752,324,0.4308510638
ROGUE,Mana Geode,752,344,0.4574468085
ROGUE,Whirlwind,751,288,0.3834886818
ROGUE,Arathi Weaponsmith,751,359,0.4780292943
WARLOCK,Ice Block,750,380,0.5066666667
ROGUE,Medivh's Valet,749,330,0.4405874499
PALADIN,Beckoner of Evil,749,319,0.4259012016
ROGUE,Shadowfiend,748,363,0.4852941176
ROGUE,Holy Nova,747,378,0.5060240964
ROGUE,Wrathguard,746,406,0.5442359249
ROGUE,Dirty Rat,746,258,0.345844504
WARLOCK,Sense Demons,746,289,0.3873994638
ROGUE,Divine Spirit,745,345,0.4630872483
MAGE,Holy Smite,745,392,0.5261744966
ROGUE,Druid of the Saber,745,444,0.5959731544
PRIEST,Shadowfiend,744,317,0.4260752688
ROGUE,Shado-Pan Rider,744,355,0.4771505376
WARLOCK,Dragonfire Potion,744,361,0.4852150538
WARLOCK,Reinforce,743,235,0.3162853297
MAGE,Mortal Coil,743,379,0.5100942127
ROGUE,Effigy,741,355,0.4790823212
ROGUE,Sleep with the Fishes,741,338,0.4561403509
ROGUE,Unlicensed Apothecary,739,348,0.4709066306
WARRIOR,Mistress of Mixtures,739,291,39.38%
ROGUE,Grimestreet Pawnbroker,738,327,0.4430894309
WARLOCK,Murloc Tidecaller,736,307,0.4171195652
ROGUE,Arcane Explosion,735,313,0.4258503401
MAGE,Shadow Madness,734,343,0.4673024523
ROGUE,Lightspawn,734,321,0.4373297003
PRIEST,Weasel Tunneler,734,335,0.4564032698
MAGE,Bloodfury Potion,733,402,0.548431105
ROGUE,Evolved Kobold,733,398,0.5429740791
ROGUE,Power Word: Glory,733,299,0.4079126876
ROGUE,Cult Sorcerer,733,334,0.4556616644
PRIEST,Menagerie Magician,732,433,0.5915300546
MAGE,Silence,731,347,0.4746922025
ROGUE,Dreadsteed,731,334,0.4569083447
WARRIOR,Mind Control Tech,731,304,41.59%
ROGUE,Druid of the Claw,730,416,0.5698630137
ROGUE,Dalaran Aspirant,730,331,0.4534246575
ROGUE,Soulfire,729,414,0.5679012346
ROGUE,Animated Armor,729,348,0.4773662551
ROGUE,Vaporize,728,262,0.3598901099
PALADIN,Nefarian,728,387,0.5315934066
PRIEST,Demonwrath,727,247,0.3397524072
ROGUE,Claw,727,416,0.5722145805
ROGUE,Faceless Summoner,727,358,0.492434663
ROGUE,Flash Heal,726,302,0.4159779614
DRUID,Nefarian,725,397,0.5475862069
ROGUE,Forbidden Shaping,725,321,0.4427586207
PRIEST,Tunnel Trogg,724,389,0.5372928177
ROGUE,Mark of Y'Shaarj,723,395,0.5463347165
MAGE,Pit Lord,722,386,0.5346260388
ROGUE,Cone of Cold,722,263,0.364265928
WARRIOR,Wrathion,722,281,38.92%
ROGUE,Forbidden Flame,722,310,0.4293628809
ROGUE,Flame Lance,721,296,0.4105409154
WARLOCK,Young Dragonhawk,718,382,0.5320334262
ROGUE,Charge,718,255,0.3551532033
ROGUE,Convert,718,283,0.3941504178
MAGE,Flash Heal,718,370,0.5153203343
PRIEST,Burgly Bully,718,419,0.5835654596
PRIEST,Bloodfury Potion,717,387,0.539748954
ROGUE,Entomb,716,309,0.4315642458
PRIEST,Dragon's Breath,716,400,0.5586592179
ROGUE,Greater Healing Potion,716,228,0.3184357542
ROGUE,Master of Disguise,716,374,0.5223463687
SHAMAN,Reno Jackson,716,326,0.4553072626
ROGUE,Drain Life,715,339,0.4741258741
ROGUE,Shadowform,715,325,0.4545454545
ROGUE,Execute,715,305,0.4265734266
MAGE,Kabal Talonpriest,714,384,0.5378151261
ROGUE,Polymorph,713,300,0.4207573633
ROGUE,Arcanite Reaper,713,366,0.5133239832
HUNTER,Forlorn Stalker,713,253,0.3548387097
WARRIOR,Bloodmage Thalnos,711,280,39.38%
WARRIOR,"Genzo, the Shark",710,308,43.38%
HUNTER,Abusive Sergeant,710,264,0.3718309859
ROGUE,Magnataur Alpha,710,312,0.4394366197
ROGUE,Kabal Lackey,710,286,0.4028169014
ROGUE,Blackwing Corruptor,709,363,0.5119887165
ROGUE,Volcanic Potion,708,204,0.2881355932
PRIEST,Southsea Deckhand,708,394,0.5564971751
ROGUE,Corruption,708,296,0.418079096
ROGUE,Shadow Madness,707,304,0.4299858557
MAGE,Cryomancer,706,351,0.4971671388
ROGUE,Starfire,705,395,0.5602836879
ROGUE,Faceless Manipulator,705,364,0.5163120567
ROGUE,Power Overwhelming,705,465,0.6595744681
ROGUE,Mark of Nature,705,389,0.5517730496
WARLOCK,Void Crusher,705,331,0.4695035461
ROGUE,Demented Frostcaller,705,278,0.3943262411
PRIEST,Corrupted Healbot,703,338,0.4807965861
ROGUE,Demonfire,703,318,0.4523470839
WARLOCK,Dream,702,453,0.6452991453
WARRIOR,Arcane Giant,702,304,43.30%
ROGUE,Servant of Yogg-Saron,701,281,0.4008559201
MAGE,Wrathguard,700,399,0.57
DRUID,Armor Up!,700,277,0.3957142857
WARLOCK,Ethereal Conjurer,700,370,0.5285714286
ROGUE,Power Word: Tentacles,699,406,0.5808297568
ROGUE,Ice Barrier,695,240,0.345323741
ROGUE,Mounted Raptor,695,400,0.5755395683
ROGUE,Don Han'Cho,695,372,0.5352517986
MAGE,Resurrect,694,358,0.5158501441
WARLOCK,Cabalist's Tome,693,350,0.5050505051
HUNTER,King Krush,693,380,0.5483405483
WARLOCK,Ysera Awakens,692,510,0.7369942197
MAGE,Pint-Size Potion,691,327,0.4732272069
PRIEST,Cone of Cold,691,316,0.4573082489
ROGUE,Innervate,691,408,0.5904486252
ROGUE,Holy Champion,690,298,0.431884058
PRIEST,Effigy,690,418,0.6057971014
PRIEST,Faceless Summoner,688,382,0.5552325581
ROGUE,Kara Kazham!,687,287,0.4177583697
MAGE,Mind Control,687,414,0.6026200873
SHAMAN,Jade Golem,687,455,0.6622998544
PRIEST,Vaporize,686,348,0.5072886297
WARLOCK,Injured Kvaldir,685,326,0.4759124088
ROGUE,Fallen Hero,685,329,0.4802919708
MAGE,Mass Dispel,684,317,0.4634502924
MAGE,Soggoth the Slitherer,684,368,0.5380116959
WARLOCK,Mind Spike,683,341,0.4992679356
ROGUE,Darnassus Aspirant,682,383,0.5615835777
ROGUE,Harvest Golem,682,262,0.3841642229
ROGUE,Addled Grizzly,682,390,0.5718475073
ROGUE,Kirin Tor Mage,681,317,0.4654919236
HUNTER,Tomb Spider,680,269,0.3955882353
MAGE,Dark Peddler,680,327,0.4808823529
DRUID,Huge Toad,680,282,0.4147058824
ROGUE,Axe Flinger,679,317,0.4668630339
WARLOCK,Faerie Dragon,679,294,0.4329896907
PRIEST,Conceal,678,402,0.592920354
DRUID,Twilight Summoner,677,326,0.4815361891
ROGUE,Ethereal Arcanist,677,278,0.4106351551
PRIEST,Rend Blackhand,676,354,0.5236686391
ROGUE,Frost Nova,675,237,0.3511111111
WARLOCK,Laughing Sister,674,409,0.6068249258
PALADIN,Silent Knight,674,273,0.4050445104
ROGUE,Celestial Dreamer,674,374,0.5548961424
ROGUE,Felguard,673,284,0.4219910847
DRUID,Icehowl,673,390,0.5794947994
PALADIN,Hand of Protection,673,308,0.4576523031
SHAMAN,Charged Hammer,673,327,0.485884101
ROGUE,Siphon Soul,672,279,0.4151785714
ROGUE,Cabal Shadow Priest,672,337,0.5014880952
WARLOCK,Kara Kazham!,672,275,0.4092261905
ROGUE,Mind Blast,671,415,0.6184798808
ROGUE,Summoning Portal,669,279,0.4170403587
PRIEST,Crazed Alchemist,669,293,0.4379671151
ROGUE,Bite,668,364,0.5449101796
ROGUE,Darkshire Alchemist,668,287,0.4296407186
SHAMAN,Jade Golem,668,432,0.6467065868
ROGUE,Naturalize,666,331,0.496996997
WARLOCK,Polymorph,666,341,0.512012012
ROGUE,Spawn of Shadows,666,383,0.5750750751
WARLOCK,Emerald Drake,665,461,0.6932330827
ROGUE,Dark Arakkoa,665,338,0.5082706767
ROGUE,Reliquary Seeker,665,300,0.4511278195
ROGUE,Hooded Acolyte,664,280,0.421686747
ROGUE,Druid of the Flame,663,351,0.5294117647
ROGUE,Forbidden Ritual,663,281,0.4238310709
ROGUE,Blizzard,662,220,0.332326284
HUNTER,Starving Buzzard,662,245,0.3700906344
WARLOCK,Usher of Souls,661,344,0.5204236006
ROGUE,Keeper of the Grove,660,343,0.5196969697
ROGUE,Tentacles for Arms,659,228,0.3459787557
SHAMAN,Corrupted Seer,659,149,0.2261001517
WARLOCK,Counterspell,657,373,0.5677321157
ROGUE,Rhonin,657,319,0.4855403349
ROGUE,Confessor Paletress,656,290,0.4420731707
MAGE,Demonwrath,655,321,0.4900763359
PRIEST,Flamewaker,654,386,0.5902140673
SHAMAN,Malygos,653,384,0.5880551302
DRUID,Jade Golem,652,428,0.6564417178
WARLOCK,Museum Curator,651,349,0.5360983103
PRIEST,Sunwalker,650,293,0.4507692308
WARLOCK,Murloc Raider,649,306,0.4714946071
WARLOCK,Nightmare,649,504,0.7765793529
WARLOCK,Raza the Chained,648,414,0.6388888889
ROGUE,Lesser Heal,648,224,0.3456790123
PALADIN,Dagger Mastery,648,255,0.3935185185
WARRIOR,Onyxia,647,309,47.76%
ROGUE,Wild Growth,647,321,0.4961360124
PRIEST,Polluted Hoarder,647,312,0.4822256569
ROGUE,Jade Blossom,646,325,0.5030959752
ROGUE,Pit Lord,645,322,0.4992248062
WARLOCK,Holy Fire,645,353,0.5472868217
ROGUE,Forbidden Ancient,645,336,0.5209302326
ROGUE,Usher of Souls,645,296,0.4589147287
ROGUE,Kabal Trafficker,644,317,0.4922360248
ROGUE,Manic Soulcaster,644,294,0.4565217391
MAGE,The Storm Guardian,644,379,0.5885093168
ROGUE,Revenge,644,205,0.3183229814
ROGUE,Abyssal Enforcer,644,344,0.5341614907
ROGUE,Crystalweaver,643,288,0.4479004666
WARRIOR,Abusive Sergeant,643,290,45.10%
PALADIN,Stand Against Darkness,642,261,0.4065420561
PRIEST,Corruption,640,233,0.3640625
ROGUE,Silverware Golem,638,276,0.4326018809
ROGUE,Twilight Flamecaller,638,265,0.4153605016
ROGUE,Spreading Madness,637,249,0.3908948195
ROGUE,Mind Control Tech,636,221,0.3474842767
ROGUE,Savage Combatant,634,365,0.5757097792
WARRIOR,Arch-Thief Rafaam,634,314,49.53%
ROGUE,Silent Knight,633,277,0.4375987362
ROGUE,Circle of Healing,632,338,0.5348101266
ROGUE,Acolyte of Pain,632,268,0.4240506329
SHAMAN,Laughing Sister,632,367,0.5806962025
ROGUE,Dragonfire Potion,631,173,0.2741679873
MAGE,Power Word: Glory,630,323,0.5126984127
WARLOCK,Ancient Watcher,629,269,0.4276629571
SHAMAN,Ysera Awakens,628,434,0.6910828025
ROGUE,Raza the Chained,627,252,0.4019138756
PRIEST,Shadow Strike,627,320,0.5103668262
PRIEST,Ice Lance,626,337,0.5383386581
ROGUE,Hellfire,626,299,0.4776357827
ROGUE,Cryomancer,624,265,0.4246794872
ROGUE,Coldarra Drake,624,305,0.4887820513
ROGUE,Purify,624,281,0.4503205128
ROGUE,Mulch,624,349,0.5592948718
HUNTER,Jeweled Scarab,622,234,0.3762057878
DRUID,Chromaggus,622,355,0.5707395498
ROGUE,Confuse,621,265,0.4267310789
WARLOCK,Shadow Word: Death,621,338,0.5442834138
ROGUE,Temple Enforcer,618,324,0.5242718447
ROGUE,Starfall,618,286,0.4627831715
ROGUE,Lunar Visions,618,334,0.5404530744
SHAMAN,Dream,617,379,0.6142625608
PRIEST,Lightwarden,617,265,0.4294975689
DRUID,Netherspite Historian,617,268,0.4343598055
ROGUE,Ancient of War,616,313,0.5081168831
ROGUE,Herald Volazj,614,323,0.5260586319
DRUID,Celestial Dreamer,610,316,0.5180327869
MAGE,Bananas,609,345,0.5665024631
PRIEST,Bananas,609,339,0.5566502463
PRIEST,Spellbender,607,349,0.5749588138
WARRIOR,"Deathwing, Dragonlord",607,284,46.79%
PRIEST,Ivory Knight,607,258,0.4250411862
MAGE,The Curator,607,305,0.5024711697
WARLOCK,Blizzard,605,270,0.4462809917
ROGUE,Auchenai Soulpriest,604,237,0.392384106
ROGUE,Nourish,604,319,0.5281456954
ROGUE,Savagery,602,293,0.4867109635
ROGUE,Soul of the Forest,601,351,0.5840266223
HUNTER,Explorer's Hat,601,218,0.3627287854
PALADIN,Twilight Elder,600,241,0.4016666667
ROGUE,Twilight Darkmender,598,248,0.4147157191
ROGUE,Jade Behemoth,598,311,0.5200668896
DRUID,Ysera Awakens,597,437,0.7319932998
ROGUE,Prophet Velen,597,304,0.5092127303
