player_class,card_name,times_played,wins,win_pc
WARLOCK,Prophet Velen,293,161,0.5494880546
PALADIN,Twin Emperor Vek'lor,293,150,0.5119453925
WARRIOR,Cursed Blade,291,138,47.42%
MAGE,Power Overwhelming,290,159,0.5482758621
MAGE,Confuse,289,131,0.4532871972
MAGE,Sir Finley Mrrgglton,289,106,0.3667820069
PRIEST,Runic Egg,288,124,0.4305555556
WARLOCK,Wolfrider,286,129,0.451048951
PRIEST,Brawl,286,121,0.4230769231
PRIEST,Injured Kvaldir,286,125,0.4370629371
PALADIN,Nightmare,286,199,0.6958041958
PRIEST,Servant of Yogg-Saron,286,115,0.4020979021
MAGE,Curse of Rafaam,286,173,0.6048951049
DRUID,Prince Malchezaar,286,110,0.3846153846
PRIEST,Mana Wyrm,285,162,0.5684210526
ROGUE,Kazakus Potion,285,128,0.449122807
PALADIN,Ironbeak Owl,285,119,0.4175438596
WARLOCK,Coldlight Seer,284,113,0.3978873239
PRIEST,Kara Kazham!,284,128,0.4507042254
WARLOCK,Frostwolf Warlord,284,146,0.514084507
PRIEST,Sorcerer's Apprentice,284,156,0.5492957746
PRIEST,Eater of Secrets,284,106,0.3732394366
PRIEST,Lotus Agents,284,166,0.5845070423
DRUID,Ancient of Blossoms,284,123,0.4330985915
PALADIN,Emerald Drake,283,196,0.6925795053
HUNTER,"Yogg-Saron, Hope's End",283,107,0.3780918728
SHAMAN,Beckoner of Evil,283,112,0.3957597173
PRIEST,Zealous Initiate,282,125,0.4432624113
WARRIOR,Princess Huhuran,282,118,41.84%
HUNTER,Coldlight Oracle,280,87,0.3107142857
PRIEST,Animated Armor,280,128,0.4571428571
PRIEST,Lava Shock,279,156,0.5591397849
WARRIOR,Twilight Geomancer,279,99,35.48%
SHAMAN,Madam Goya,278,145,0.5215827338
WARLOCK,Arcane Explosion,277,145,0.523465704
PRIEST,Zoobot,277,140,0.5054151625
PALADIN,Stormwind Knight,276,118,0.4275362319
MAGE,Divine Spirit,276,150,0.5434782609
PRIEST,Earth Shock,276,146,0.5289855072
ROGUE,Dark Iron Dwarf,275,138,0.5018181818
WARLOCK,Malygos,275,170,0.6181818182
PRIEST,Anomalus,275,123,0.4472727273
SHAMAN,Jade Golem,275,170,0.6181818182
WARLOCK,Imp Master,274,106,0.3868613139
SHAMAN,"Yogg-Saron, Hope's End",273,115,0.4212454212
ROGUE,Aviana,273,107,0.3919413919
WARLOCK,Summoning Portal,272,129,0.4742647059
SHAMAN,Totemic Slam,272,166,0.6102941176
PRIEST,Bloodhoof Brave,272,174,0.6397058824
PALADIN,Murloc Raider,272,78,0.2867647059
WARRIOR,Aya Blackpaw,272,99,36.40%
PRIEST,Burgle,272,143,0.5257352941
WARRIOR,Kazakus Potion,272,130,47.79%
PALADIN,Moroes,271,105,0.3874538745
PALADIN,"Deathwing, Dragonlord",270,144,0.5333333333
PALADIN,Youthful Brewmaster,270,124,0.4592592593
MAGE,Spawn of Shadows,269,130,0.4832713755
PRIEST,Argent Squire,269,136,0.5055762082
PRIEST,Naturalize,268,119,0.4440298507
PALADIN,Crazed Worshipper,268,110,0.4104477612
WARLOCK,Mad Bomber,267,129,0.4831460674
PRIEST,Forbidden Ritual,267,134,0.5018726592
PRIEST,Bloodsail Raider,266,161,0.6052631579
PRIEST,Frost Giant,266,153,0.5751879699
MAGE,Amani Berserker,265,114,0.4301886792
ROGUE,Grand Crusader,265,123,0.4641509434
DRUID,Knife Juggler,265,106,0.4
SHAMAN,Moroes,263,117,0.4448669202
DRUID,Blackwing Technician,263,120,0.4562737643
SHAMAN,Harvest Golem,262,107,0.4083969466
SHAMAN,Dust Devil,262,101,0.3854961832
PALADIN,Zoobot,262,114,0.4351145038
DRUID,Jade Golem,262,148,0.5648854962
PRIEST,Leper Gnome,261,108,0.4137931034
DRUID,Questing Adventurer,261,127,0.4865900383
DRUID,King Mukla,260,126,0.4846153846
PRIEST,Mad Bomber,259,110,0.4247104247
SHAMAN,Arcane Giant,259,121,0.4671814672
ROGUE,Roaring Torch,259,127,0.4903474903
PRIEST,Eydis Darkbane,258,124,0.480620155
WARRIOR,Fandral Staghelm,258,95,36.82%
HUNTER,Ball of Spiders,257,96,0.373540856
ROGUE,Reinforce,257,76,0.2957198444
PRIEST,Stormcrack,257,154,0.5992217899
MAGE,Baron Geddon,256,137,0.53515625
PRIEST,The Black Knight,256,133,0.51953125
PRIEST,Kill Command,256,155,0.60546875
WARRIOR,Herald Volazj,255,126,49.41%
WARRIOR,Jeweled Scarab,254,96,37.80%
PRIEST,Ancestral Knowledge,253,129,0.5098814229
PALADIN,Scaled Nightmare,252,128,0.5079365079
DRUID,Evolved Kobold,251,141,0.561752988
DRUID,Skeram Cultist,251,99,0.3944223108
PRIEST,Spellslinger,250,109,0.436
PRIEST,Twilight Flamecaller,250,107,0.428
ROGUE,Selfless Hero,250,138,0.552
PRIEST,Grimestreet Informant,249,154,0.6184738956
PRIEST,Blood To Ichor,249,143,0.5742971888
PRIEST,Dark Arakkoa,249,117,0.4698795181
PALADIN,Weasel Tunneler,248,108,0.435483871
ROGUE,The Tidal Hand,248,103,0.4153225806
WARLOCK,Divine Spirit,247,150,0.6072874494
WARLOCK,Anomalus,247,86,0.3481781377
WARRIOR,Acidmaw,247,99,40.08%
ROGUE,The Storm Guardian,247,125,0.5060728745
SHAMAN,Murloc Raider,246,95,0.3861788618
WARRIOR,Prophet Velen,246,109,44.31%
MAGE,Wild Pyromancer,245,111,0.4530612245
DRUID,Psych-o-Tron,245,116,0.4734693878
WARLOCK,Infernal,245,155,0.6326530612
WARRIOR,Anomalus,245,104,42.45%
MAGE,Demonfire,244,109,0.4467213115
MAGE,Herald Volazj,244,146,0.5983606557
ROGUE,Wolfrider,243,91,0.3744855967
MAGE,Totemic Call,242,90,0.3719008264
ROGUE,Blessing of Wisdom,241,151,0.6265560166
WARRIOR,Abomination,241,83,34.44%
PRIEST,Daring Reporter,241,99,0.4107883817
PRIEST,Cult Sorcerer,241,129,0.5352697095
ROGUE,Grimestreet Outfitter,240,127,0.5291666667
SHAMAN,Gnomish Inventor,239,99,0.4142259414
SHAMAN,Shattered Sun Cleric,238,118,0.4957983193
PALADIN,Tank Up!,238,147,0.6176470588
DRUID,Worgen Infiltrator,238,102,0.4285714286
PRIEST,Kabal Demon,238,127,0.5336134454
PRIEST,Ancestral Spirit,237,135,0.5696202532
HUNTER,Menagerie Magician,237,107,0.4514767932
PALADIN,Hogger,237,95,0.4008438819
PALADIN,Naga Corsair,237,85,0.358649789
WARLOCK,Roaring Torch,237,127,0.5358649789
HUNTER,Young Dragonhawk,236,102,0.4322033898
WARLOCK,Mana Wyrm,236,115,0.4872881356
DRUID,Arcane Anomaly,236,100,0.4237288136
PRIEST,Lorewalker Cho,235,99,0.4212765957
WARLOCK,Sorcerer's Apprentice,235,96,0.4085106383
HUNTER,Brave Archer,235,83,0.3531914894
SHAMAN,Faerie Dragon,234,89,0.3803418803
PRIEST,Worthless Imp,234,92,0.3931623932
WARLOCK,Mind Blast,233,177,0.7596566524
MAGE,Sharp Fork,233,142,0.6094420601
DRUID,The Black Knight,233,120,0.5150214592
ROGUE,The Skeleton Knight,232,106,0.4568965517
ROGUE,Worgen Infiltrator,232,100,0.4310344828
ROGUE,Repentance,232,122,0.525862069
PRIEST,Eaglehorn Bow,232,164,0.7068965517
WARRIOR,Harvest Golem,232,106,45.69%
SHAMAN,The Skeleton Knight,232,115,0.4956896552
ROGUE,Seal of Champions,232,153,0.6594827586
DRUID,Harvest Golem,231,103,0.4458874459
PRIEST,Dagger Mastery,231,94,0.4069264069
PRIEST,Earth Elemental,231,151,0.6536796537
SHAMAN,Dread Corsair,231,92,0.3982683983
ROGUE,Ysera,231,114,0.4935064935
SHAMAN,Southsea Captain,230,124,0.5391304348
PRIEST,Backstreet Leper,230,107,0.4652173913
DRUID,Hogger,229,107,0.4672489083
SHAMAN,Tinkmaster Overspark,229,105,0.4585152838
WARRIOR,Cho'gall,229,89,38.86%
ROGUE,Gnomish Inventor,229,72,0.3144104803
SHAMAN,Soggoth the Slitherer,229,117,0.5109170306
WARLOCK,Molten Giant,229,94,0.4104803493
ROGUE,A Light in the Darkness,229,128,0.5589519651
HUNTER,Harvest Golem,228,103,0.451754386
WARRIOR,Archmage Antonidas,227,113,49.78%
PRIEST,"DIE, INSECT!",227,123,0.5418502203
WARLOCK,Lightspawn,227,112,0.4933920705
WARRIOR,Hallazeal the Ascended,227,99,43.61%
ROGUE,Avenging Wrath,227,125,0.550660793
PRIEST,Fist of Jaraxxus,227,95,0.4185022026
WARLOCK,Moroes,226,79,0.3495575221
SHAMAN,Refreshment Vendor,225,96,0.4266666667
MAGE,Abomination,225,97,0.4311111111
ROGUE,Divine Strength,225,137,0.6088888889
SHAMAN,Deathwing,225,63,0.28
ROGUE,Getaway Kodo,225,118,0.5244444444
ROGUE,Smuggler's Run,224,128,0.5714285714
ROGUE,Abusive Sergeant,224,100,0.4464285714
ROGUE,Argent Protector,224,128,0.5714285714
ROGUE,Explorer's Hat,224,118,0.5267857143
ROGUE,Silithid Swarmer,224,99,0.4419642857
WARLOCK,Coldarra Drake,223,123,0.5515695067
PALADIN,Abomination,223,73,0.3273542601
SHAMAN,Rumbling Elemental,223,92,0.4125560538
PRIEST,Keeper of Uldaman,223,113,0.5067264574
MAGE,Chromaggus,222,113,0.509009009
PRIEST,Aviana,222,124,0.5585585586
SHAMAN,Hired Gun,221,102,0.4615384615
DRUID,Wrathion,221,110,0.4977375566
ROGUE,Drakonid Crusher,220,117,0.5318181818
DRUID,Ironbeak Owl,220,98,0.4454545455
WARRIOR,Krul the Unshackled,220,74,33.64%
HUNTER,Blackwing Corruptor,220,102,0.4636363636
ROGUE,Hammer of Wrath,220,124,0.5636363636
HUNTER,Netherspite Historian,220,87,0.3954545455
PRIEST,Toxic Sewer Ooze,220,115,0.5227272727
MAGE,Stampeding Kodo,219,108,0.4931506849
ROGUE,Argent Lance,219,113,0.5159817352
ROGUE,Competitive Spirit,219,134,0.6118721461
MAGE,Twilight Darkmender,218,125,0.5733944954
HUNTER,Ironbeak Owl,218,75,0.3440366972
PRIEST,Friendly Bartender,218,69,0.3165137615
SHAMAN,Alexstrasza,217,117,0.5391705069
ROGUE,Wickerflame Burnbristle,217,119,0.5483870968
SHAMAN,Frostwolf Warlord,216,103,0.4768518519
WARRIOR,Argent Squire,216,86,39.81%
PRIEST,Forbidden Healing,216,69,0.3194444444
ROGUE,Blessing of Kings,216,141,0.6527777778
DRUID,Nexus-Champion Saraad,216,101,0.4675925926
PRIEST,Anub'arak,216,151,0.6990740741
MAGE,Usher of Souls,216,123,0.5694444444
ROGUE,Grimestreet Enforcer,216,124,0.5740740741
SHAMAN,Mukla's Champion,215,109,0.5069767442
WARLOCK,Blowgill Sniper,215,68,0.3162790698
WARLOCK,Leatherclad Hogleader,215,129,0.6
ROGUE,Consecration,214,128,0.5981308411
WARLOCK,Tinkmaster Overspark,214,86,0.4018691589
PALADIN,Djinni of Zephyrs,214,101,0.4719626168
WARLOCK,Twilight Summoner,214,117,0.546728972
SHAMAN,Twilight Elder,214,84,0.3925233645
WARRIOR,Psych-o-Tron,214,63,29.44%
MAGE,Hooded Acolyte,214,118,0.5514018692
WARLOCK,Gadgetzan Socialite,214,87,0.4065420561
PRIEST,Stormwind Knight,213,82,0.3849765258
HUNTER,Bloodsail Corsair,213,75,0.3521126761
PRIEST,Ironbeak Owl,212,82,0.3867924528
DRUID,Knight of the Wild,212,69,0.3254716981
ROGUE,Demonfuse,212,75,0.3537735849
PRIEST,Explosive Trap,211,131,0.6208530806
WARRIOR,Inkmaster Solia,211,92,43.60%
PRIEST,Moonglade Portal,210,129,0.6142857143
ROGUE,Rallying Blade,210,113,0.5380952381
ROGUE,Grimscale Chum,210,96,0.4571428571
HUNTER,Stonetusk Boar,209,56,0.2679425837
PRIEST,Forked Lightning,209,105,0.5023923445
WARLOCK,Cult Sorcerer,209,113,0.5406698565
PRIEST,Power of the Wild,209,149,0.7129186603
ROGUE,Eye for an Eye,209,97,0.4641148325
MAGE,Inner Fire,208,101,0.4855769231
WARLOCK,Eerie Statue,208,102,0.4903846154
WARLOCK,Holy Champion,208,110,0.5288461538
WARLOCK,"Y'Shaarj, Rage Unbound",208,92,0.4423076923
ROGUE,Noble Sacrifice,207,120,0.5797101449
PRIEST,Deadly Shot,207,125,0.6038647343
ROGUE,Humility,207,107,0.5169082126
PRIEST,Ancestral Healing,207,125,0.6038647343
PRIEST,Frost Shock,207,129,0.6231884058
WARLOCK,Shadow Word: Horror,206,99,0.4805825243
ROGUE,Redemption,206,122,0.5922330097
ROGUE,Silvermoon Portal,206,118,0.572815534
ROGUE,Truesilver Champion,205,113,0.5512195122
MAGE,Fist of Jaraxxus,205,94,0.4585365854
SHAMAN,Twilight Summoner,205,103,0.5024390244
PALADIN,Baron Geddon,205,94,0.4585365854
ROGUE,Blessing of Might,204,127,0.6225490196
ROGUE,Sword of Justice,204,112,0.5490196078
MAGE,Lesser Heal,204,91,0.4460784314
ROGUE,Blackwing Technician,204,103,0.5049019608
WARLOCK,Justicar Trueheart,204,92,0.4509803922
PRIEST,Mark of the Lotus,204,135,0.6617647059
MAGE,Leeroy Jenkins,203,108,0.5320197044
ROGUE,Anubisath Sentinel,203,97,0.4778325123
PRIEST,Moroes,203,92,0.4532019704
DRUID,Abomination,202,74,0.3663366337
PALADIN,Daring Reporter,202,83,0.4108910891
PALADIN,Eater of Secrets,202,91,0.4504950495
SHAMAN,Jade Golem,202,106,0.5247524752
ROGUE,Steward of Darkshire,202,104,0.5148514851
SHAMAN,Fireball,201,158,0.7860696517
PRIEST,Freezing Trap,201,135,0.671641791
WARRIOR,Novice Engineer,200,72,36.00%
ROGUE,Dragon Consort,200,114,0.57
WARLOCK,Midnight Drake,200,99,0.495
ROGUE,Kazakus Potion,200,86,0.43
DRUID,Fight Promoter,200,120,0.6
MAGE,Armor Up!,200,60,0.3
ROGUE,Solemn Vigil,199,117,0.5879396985
WARRIOR,Skeram Cultist,199,84,42.21%
SHAMAN,Sharp Fork,199,118,0.5929648241
SHAMAN,Zoobot,199,92,0.4623115578
DRUID,The Skeleton Knight,198,93,0.4696969697
MAGE,Harvest Golem,197,87,0.4416243655
PRIEST,Bloodsail Corsair,197,87,0.4416243655
SHAMAN,Coliseum Manager,197,93,0.4720812183
MAGE,Sacrificial Pact,196,168,0.8571428571
MAGE,Twilight Summoner,196,123,0.6275510204
DRUID,Twilight Drake,195,108,0.5538461538
HUNTER,Gadgetzan Auctioneer,195,80,0.4102564103
SHAMAN,Eater of Secrets,195,78,0.4
ROGUE,Varian Wrynn,195,96,0.4923076923
WARLOCK,Burgly Bully,194,100,0.5154639175
HUNTER,Bestial Wrath,194,96,0.4948453608
MAGE,Worthless Imp,194,95,0.4896907216
SHAMAN,Bomb Squad,194,90,0.4639175258
PRIEST,Gang Up,193,107,0.5544041451
WARRIOR,Tentacles for Arms,193,72,37.31%
PRIEST,Rockbiter Weapon,193,134,0.6943005181
SHAMAN,C'Thun's Chosen,193,83,0.4300518135
DRUID,Moroes,193,77,0.3989637306
MAGE,Flame Juggler,192,72,0.375
PRIEST,Bloodsail Cultist,192,131,0.6822916667
PRIEST,Darkshire Councilman,192,125,0.6510416667
ROGUE,Hand of Protection,192,108,0.5625
MAGE,Arcanosmith,192,98,0.5104166667
WARLOCK,Shadowform,192,105,0.546875
HUNTER,Bloodfen Raptor,192,60,0.3125
PRIEST,Don Han'Cho,192,122,0.6354166667
WARLOCK,Dalaran Aspirant,191,97,0.5078534031
PRIEST,Ethereal Peddler,191,134,0.7015706806
PALADIN,Onyxia,191,96,0.502617801
ROGUE,Keeper of Uldaman,191,104,0.5445026178
PRIEST,Nat Pagle,191,82,0.4293193717
PRIEST,Cho'gall,191,101,0.5287958115
PRIEST,Shieldbearer,190,67,0.3526315789
ROGUE,Bananas,190,99,0.5210526316
SHAMAN,Toxic Sewer Ooze,190,98,0.5157894737
PRIEST,Far Sight,190,93,0.4894736842
ROGUE,Flame Juggler,190,73,0.3842105263
PRIEST,Blubber Baron,189,97,0.5132275132
SHAMAN,Crazed Alchemist,188,94,0.5
ROGUE,Light's Justice,188,101,0.5372340426
ROGUE,Murloc Knight,188,94,0.5
PRIEST,Mark of the Wild,188,116,0.6170212766
WARLOCK,Skeram Cultist,188,110,0.585106383
PRIEST,Skeram Cultist,187,83,0.4438502674
ROGUE,Tirion Fordring,187,115,0.614973262
ROGUE,Meanstreet Marshal,187,99,0.5294117647
PALADIN,Crazed Alchemist,187,72,0.385026738
DRUID,Cult Master,186,81,0.435483871
SHAMAN,Nefarian,186,96,0.5161290323
SHAMAN,Cult Master,186,94,0.5053763441
WARLOCK,Herald Volazj,185,103,0.5567567568
HUNTER,Deathwing,185,54,0.2918918919
PALADIN,Big Game Hunter,185,85,0.4594594595
MAGE,Twilight Geomancer,183,69,0.3770491803
ROGUE,King Mukla,183,77,0.4207650273
PALADIN,Bananas,183,102,0.5573770492
DRUID,Crazed Alchemist,183,97,0.5300546448
MAGE,Twilight Whelp,183,87,0.4754098361
WARLOCK,Bolf Ramshield,183,81,0.4426229508
WARLOCK,Confuse,183,83,0.4535519126
ROGUE,Holy Light,182,89,0.489010989
SHAMAN,Reckless Rocketeer,182,85,0.467032967
DRUID,Gruul,182,106,0.5824175824
ROGUE,Aldor Peacekeeper,182,96,0.5274725275
WARRIOR,Fireball,181,106,58.56%
MAGE,"Mukla, Tyrant of the Vale",181,95,0.5248618785
PRIEST,Sinister Strike,181,131,0.7237569061
WARLOCK,Inner Fire,181,83,0.4585635359
PRIEST,Fjola Lightbane,181,87,0.4806629834
PRIEST,Hogger,181,83,0.4585635359
WARLOCK,Coldlight Oracle,181,40,0.2209944751
MAGE,"Deathwing, Dragonlord",181,115,0.635359116
PRIEST,Headcrack,180,116,0.6444444444
PRIEST,Dark Bargain,179,52,0.2905027933
SHAMAN,Worgen Infiltrator,179,89,0.4972067039
DRUID,Mayor Noggenfogger,179,80,0.4469273743
WARLOCK,"Deathwing, Dragonlord",179,113,0.6312849162
PALADIN,Hired Gun,179,67,0.374301676
WARLOCK,Raid Leader,178,70,0.393258427
ROGUE,Holy Wrath,178,97,0.5449438202
ROGUE,Ivory Knight,178,94,0.5280898876
HUNTER,Oasis Snapjaw,178,67,0.3764044944
MAGE,Coliseum Manager,178,101,0.5674157303
SHAMAN,Faceless Shambler,178,83,0.4662921348
MAGE,Toxic Sewer Ooze,178,79,0.4438202247
ROGUE,Grimestreet Protector,177,106,0.5988700565
PRIEST,Stranglethorn Tiger,177,73,0.4124293785
ROGUE,Tuskarr Jouster,177,81,0.4576271186
WARLOCK,Angry Chicken,177,84,0.4745762712
MAGE,Bog Creeper,177,81,0.4576271186
DRUID,Drakonid Crusher,177,108,0.6101694915
PALADIN,Lance Carrier,177,74,0.418079096
PALADIN,Bog Creeper,177,71,0.4011299435
WARLOCK,"Yogg-Saron, Hope's End",176,48,0.2727272727
WARLOCK,Onyxia,176,100,0.5681818182
MAGE,Tinkmaster Overspark,175,68,0.3885714286
SHAMAN,Ironbeak Owl,175,74,0.4228571429
ROGUE,Nightbane Templar,175,86,0.4914285714
SHAMAN,Questing Adventurer,174,97,0.5574712644
DRUID,Stonetusk Boar,173,84,0.4855491329
MAGE,Mad Bomber,173,69,0.3988439306
PRIEST,Unleash the Hounds,173,99,0.5722543353
MAGE,Psych-o-Tron,173,72,0.4161849711
PRIEST,Young Priestess,173,69,0.3988439306
MAGE,Purify,173,84,0.4855491329
MAGE,Wrathion,173,84,0.4855491329
PRIEST,Hired Gun,173,51,0.2947976879
HUNTER,Malygos,172,104,0.6046511628
WARRIOR,Youthful Brewmaster,172,89,51.74%
SHAMAN,Sea Giant,171,89,0.5204678363
WARLOCK,Baron Geddon,171,89,0.5204678363
HUNTER,Ysera,171,86,0.5029239766
WARLOCK,Hogger,171,84,0.4912280702
SHAMAN,Map to the Golden Monkey,171,69,0.4035087719
ROGUE,Astral Communion,171,23,0.134502924
PRIEST,Jade Golem,171,91,0.5321637427
HUNTER,Earthen Ring Farseer,170,72,0.4235294118
PRIEST,Boneguard Lieutenant,170,61,0.3588235294
ROGUE,Warhorse Trainer,169,93,0.550295858
SHAMAN,Razorfen Hunter,169,60,0.3550295858
WARLOCK,Demented Frostcaller,169,79,0.4674556213
PALADIN,Arcane Anomaly,169,72,0.426035503
PRIEST,Windfury,169,122,0.7218934911
ROGUE,Prince Malchezaar,169,65,0.3846153846
PRIEST,Icehowl,169,87,0.5147928994
SHAMAN,Jungle Panther,168,78,0.4642857143
WARLOCK,Hooded Acolyte,168,92,0.5476190476
HUNTER,Elise Starseeker,168,71,0.4226190476
WARLOCK,Hired Gun,168,77,0.4583333333
HUNTER,Mind Control Tech,167,55,0.3293413174
ROGUE,Equality,167,68,0.4071856287
MAGE,Doomcaller,167,76,0.4550898204
WARRIOR,Wilfred Fizzlebang,167,79,47.31%
SHAMAN,Squirming Tentacle,167,76,0.4550898204
ROGUE,Alexstrasza,166,84,0.5060240964
DRUID,Sapling,166,97,0.5843373494
WARRIOR,Lord Jaraxxus,165,54,32.73%
WARLOCK,Deathwing,165,52,0.3151515152
WARLOCK,Nexus-Champion Saraad,165,87,0.5272727273
PRIEST,"Mukla, Tyrant of the Vale",165,86,0.5212121212
PALADIN,Twisted Worgen,165,51,0.3090909091
WARRIOR,The Storm Guardian,165,88,53.33%
MAGE,Archmage,164,71,0.4329268293
ROGUE,Skycap'n Kragg,164,78,0.4756097561
PRIEST,Gruul,164,101,0.6158536585
HUNTER,"Y'Shaarj, Rage Unbound",164,38,0.2317073171
MAGE,Violet Teacher,164,76,0.4634146341
PALADIN,Blubber Baron,164,59,0.3597560976
PRIEST,Revenge,163,84,0.5153374233
ROGUE,Psych-o-Tron,163,64,0.3926380368
ROGUE,Leper Gnome,163,73,0.4478527607
WARRIOR,Ancient of Blossoms,163,41,25.15%
WARLOCK,Cult Master,163,75,0.4601226994
MAGE,"DIE, INSECT!",162,100,0.6172839506
DRUID,Murloc Tidehunter,162,57,0.3518518519
ROGUE,Small-Time Recruits,162,83,0.512345679
MAGE,Argent Horserider,162,76,0.4691358025
WARRIOR,Crazed Alchemist,161,68,42.24%
DRUID,Illidan Stormrage,161,83,0.5155279503
PRIEST,Infernal,161,49,0.3043478261
MAGE,Moroes,160,77,0.48125
PRIEST,Arcane Anomaly,159,61,0.3836477987
WARRIOR,Stampeding Kodo,159,72,45.28%
PRIEST,Mark of Y'Shaarj,159,92,0.5786163522
PRIEST,Moonfire,158,83,0.5253164557
WARRIOR,Fight Promoter,158,67,42.41%
ROGUE,Runic Egg,158,80,0.5063291139
SHAMAN,Sen'jin Shieldmasta,157,62,0.3949044586
DRUID,Ancient Harbinger,157,84,0.5350318471
PALADIN,Corrupted Healbot,157,82,0.5222929936
PALADIN,Nat Pagle,156,61,0.391025641
PRIEST,King Mukla,156,80,0.5128205128
MAGE,Shapeshift,156,97,0.6217948718
PALADIN,Hungry Dragon,156,60,0.3846153846
ROGUE,Stand Against Darkness,156,70,0.4487179487
PALADIN,Cursed!,156,84,0.5384615385
HUNTER,River Crocolisk,156,56,0.358974359
HUNTER,Excavated Evil,156,27,0.1730769231
ROGUE,"Deathwing, Dragonlord",156,79,0.5064102564
PRIEST,Ancient of Blossoms,155,68,0.4387096774
SHAMAN,Violet Illusionist,155,68,0.4387096774
DRUID,"Hogger, Doom of Elwynn",154,85,0.5519480519
PALADIN,Golden Monkey,154,62,0.4025974026
PALADIN,Silvermoon Guardian,154,42,0.2727272727
WARLOCK,Spawn of Shadows,154,84,0.5454545455
MAGE,Onyxia,154,85,0.5519480519
WARRIOR,Eater of Secrets,154,55,35.71%
ROGUE,Sacred Trial,154,66,0.4285714286
WARLOCK,Ancient of Blossoms,154,73,0.474025974
ROGUE,Eater of Secrets,153,63,0.4117647059
WARRIOR,Volcanic Drake,153,72,47.06%
MAGE,Daring Reporter,153,63,0.4117647059
MAGE,Mirror Image,153,79,0.5163398693
HUNTER,Bloodsail Raider,152,56,0.3684210526
PRIEST,Abusive Sergeant,152,77,0.5065789474
ROGUE,"Ragnaros, Lightlord",152,66,0.4342105263
PRIEST,Cyclopian Horror,152,72,0.4736842105
ROGUE,Vilefin Inquisitor,152,70,0.4605263158
WARRIOR,Cyclopian Horror,152,41,26.97%
MAGE,Friendly Bartender,151,64,0.4238410596
WARRIOR,Majordomo Executus,151,51,33.77%
PALADIN,Goldshire Footman,151,44,0.2913907285
DRUID,Cult Apothecary,151,54,0.357615894
WARLOCK,Drakonid Crusher,151,88,0.582781457
PRIEST,Doomhammer,151,111,0.7350993377
MAGE,The Skeleton Knight,151,82,0.5430463576
PRIEST,Renounce Darkness,151,42,0.2781456954
WARRIOR,Mirror of Doom,151,77,50.99%
DRUID,Leatherclad Hogleader,151,82,0.5430463576
DRUID,Eater of Secrets,151,67,0.4437086093
SHAMAN,Raid Leader,150,77,0.5133333333
SHAMAN,Chromaggus,150,73,0.4866666667
PALADIN,Questing Adventurer,149,60,0.4026845638
WARLOCK,Auctionmaster Beardo,149,77,0.5167785235
DRUID,Red Mana Wyrm,149,79,0.5302013423
WARRIOR,Midnight Drake,149,58,38.93%
PRIEST,Tank Up!,149,121,0.8120805369
WARLOCK,The Storm Guardian,149,79,0.5302013423
DRUID,Nat Pagle,148,69,0.4662162162
ROGUE,Lay on Hands,148,67,0.4527027027
HUNTER,Weasel Tunneler,148,61,0.4121621622
PALADIN,Mad Bomber,148,54,0.3648648649
WARLOCK,Aya Blackpaw,147,68,0.462585034
DRUID,Chillwind Yeti,147,60,0.4081632653
SHAMAN,Master of Ceremonies,147,84,0.5714285714
SHAMAN,Evolved Kobold,146,77,0.5273972603
MAGE,Steady Shot,146,60,0.4109589041
MAGE,Arcane Anomaly,146,53,0.3630136986
DRUID,"Mukla, Tyrant of the Vale",146,75,0.5136986301
PRIEST,Shadowcaster,146,103,0.7054794521
HUNTER,Giant Sand Worm,146,60,0.4109589041
PRIEST,Squirming Tentacle,146,62,0.4246575342
PALADIN,Shattered Sun Cleric,145,46,0.3172413793
WARLOCK,Scarlet Crusader,145,58,0.4
SHAMAN,Nexus-Champion Saraad,145,79,0.5448275862
WARRIOR,Mind Spike,145,60,41.38%
ROGUE,Twilight Geomancer,145,55,0.3793103448
WARLOCK,Arcane Giant,145,76,0.524137931
PRIEST,Madam Goya,145,70,0.4827586207
WARRIOR,Gnomish Inventor,144,53,36.81%
DRUID,Argent Commander,144,73,0.5069444444
ROGUE,Shatter,144,53,0.3680555556
WARRIOR,Leper Gnome,144,58,40.28%
SHAMAN,Auctionmaster Beardo,143,76,0.5314685315
WARLOCK,The Skeleton Knight,143,78,0.5454545455
DRUID,Ironfur Grizzly,142,59,0.4154929577
PRIEST,Mayor Noggenfogger,142,54,0.3802816901
PRIEST,Skycap'n Kragg,142,76,0.5352112676
MAGE,Chillwind Yeti,142,57,0.4014084507
PALADIN,Menagerie Magician,142,60,0.4225352113
DRUID,Sea Giant,141,78,0.5531914894
ROGUE,Guardian of Kings,141,55,0.390070922
SHAMAN,Sunwalker,141,62,0.4397163121
WARRIOR,Ivory Knight,141,65,46.10%
WARLOCK,Grimestreet Informant,141,47,0.3333333333
ROGUE,Scarlet Crusader,141,66,0.4680851064
PRIEST,Chillwind Yeti,140,57,0.4071428571
HUNTER,Chillmaw,140,66,0.4714285714
SHAMAN,Mad Bomber,139,64,0.4604316547
WARLOCK,Purify,139,57,0.4100719424
ROGUE,Eadric the Pure,139,67,0.4820143885
PRIEST,Majordomo Executus,139,58,0.4172661871
MAGE,Explorer's Hat,139,70,0.5035971223
WARLOCK,Lotus Agents,139,47,0.3381294964
WARLOCK,Grimestreet Smuggler,139,37,0.2661870504
