"player_class","card_name","times_played","wins"
"WARRIOR","C'Thun's Chosen",2231,964
"PRIEST","Injured Blademaster",2226,995
"WARRIOR","Grimestreet Informant",2209,913
"ROGUE","Earthen Ring Farseer",2207,871
"PALADIN","The Curator",2200,1168
"PALADIN","Dragon Consort",2196,998
"DRUID","Astral Communion",2185,1114
"HUNTER","Knife Juggler",2184,935
"PRIEST","Darkshire Alchemist",2181,944
"PRIEST","Scaled Nightmare",2171,1199
"DRUID","Beckoner of Evil",2156,940
"DRUID","Darnassus Aspirant",2146,973
"PALADIN","Blackwing Corruptor",2131,1013
"PALADIN","Faerie Dragon",2108,811
"HUNTER","Loot Hoarder",2103,811
"PALADIN","Southsea Deckhand",2094,938
"WARRIOR","Book Wyrm",2079,952
"MAGE","Yogg-Saron, Hope's End",2072,731
"PRIEST","Eviscerate",2069,1256
"HUNTER","Bluegill Warrior",2052,913
"SHAMAN","Dirty Rat",2049,948
"WARRIOR","I Know a Guy",2043,566
"PALADIN","Fireblast",2038,916
"PRIEST","Eerie Statue",2032,967
"PALADIN","Lay on Hands",2030,1047
"WARLOCK","Azure Drake",2008,1029
"PRIEST","Fireball",2007,1333
"PALADIN","Grimestreet Informant",1998,765
"WARRIOR","Golden Monkey",1970,767
"PRIEST","Wrath",1970,892
"DRUID","Zoobot",1967,984
"DRUID","Faceless Manipulator",1962,1360
"WARRIOR","Ysera",1957,1013
"DRUID","Ironbark Protector",1950,884
"PALADIN","Sylvanas Windrunner",1938,969
"DRUID","Druid of the Flame",1920,841
"PRIEST","Deathwing, Dragonlord",1900,1077
"MAGE","Coldlight Oracle",1884,840
"WARRIOR","Doomsayer",1881,574
"DRUID","Steady Shot",1871,879
"MAGE","Kabal Chemist",1863,822
"PALADIN","Blackwing Technician",1860,767
"WARLOCK","Elven Archer",1858,920
"PALADIN","Argent Protector",1851,773
"HUNTER","The Curator",1849,783
"ROGUE","Refreshment Vendor",1844,673
"DRUID","Twilight Elder",1843,800
"PALADIN","Mind Control Tech",1842,808
"WARLOCK","Youthful Brewmaster",1834,987
"PRIEST","Confessor Paletress",1833,1021
"WARRIOR","Ancient Shieldbearer",1833,861
"PRIEST","Sunfury Protector",1815,759
"SHAMAN","Flame Juggler",1807,860
"DRUID","Youthful Brewmaster",1804,1083
"WARLOCK","Sen'jin Shieldmasta",1803,864
"PALADIN","Grimestreet Protector",1801,899
"PRIEST","Flash Heal",1796,820
"DRUID","Twin Emperor Vek'lor",1788,918
"PRIEST","Shadow Madness",1783,789
"SHAMAN","Nerubian Prophet",1760,804
"PALADIN","Grimscale Chum",1759,726
"PALADIN","The Tidal Hand",1759,617
"HUNTER","Argent Squire",1757,796
"PRIEST","Onyxia",1754,887
"ROGUE","Violet Teacher",1748,840
"PALADIN","Ragnaros the Firelord",1739,940
"PRIEST","Onyx Bishop",1732,802
"WARRIOR","Brann Bronzebeard",1731,778
"PRIEST","Faceless Shambler",1730,898
"PRIEST","Purify",1720,859
"PRIEST","Mind Blast",1718,1285
"DRUID","Y'Shaarj, Rage Unbound",1716,1124
"PRIEST","Maelstrom Portal",1716,984
"PRIEST","Aya Blackpaw",1710,927
"PRIEST","Holy Fire",1698,801
"PALADIN","Life Tap",1697,726
"WARLOCK","Beckoner of Evil",1685,822
"WARRIOR","Reckless Rocketeer",1674,789
"PRIEST","Innervate",1674,854
"SHAMAN","N'Zoth, the Corruptor",1667,1067
"DRUID","Deathwing",1665,669
"SHAMAN","Emperor Thaurissan",1662,881
"WARLOCK","Disciple of C'Thun",1636,806
"WARRIOR","Beckoner of Evil",1631,635
"SHAMAN","Unbound Elemental",1629,713
"DRUID","Fireblast",1629,636
"HUNTER","Argent Horserider",1618,708
"WARRIOR","Stolen Goods",1614,482
"MAGE","Earthen Ring Farseer",1606,756
"HUNTER","Murloc Warleader",1602,738
"SHAMAN","Lotus Agents",1597,788
"PRIEST","Feral Rage",1595,844
"DRUID","Bog Creeper",1594,795
"PALADIN","Book Wyrm",1585,719
"PALADIN","Abusive Sergeant",1583,722
"PRIEST","Hungry Dragon",1581,727
"WARRIOR","Captain Greenskin",1579,868
"PRIEST","Mind Vision",1573,591
"WARLOCK","Young Priestess",1571,825
"WARLOCK","Reliquary Seeker",1570,913
"PALADIN","Murloc Tidecaller",1567,682
"PRIEST","Barnes",1563,690
"PALADIN","Bloodmage Thalnos",1549,732
"PRIEST","Dragonkin Sorcerer",1543,813
"WARRIOR","Infested Tauren",1541,678
"PALADIN","Redemption",1530,700
"PALADIN","Getaway Kodo",1506,648
"PRIEST","Forbidden Shaping",1500,646
"ROGUE","Arcane Giant",1497,809
"WARLOCK","C'Thun's Chosen",1493,775
"WARLOCK","Medivh, the Guardian",1472,962
"HUNTER","Timber Wolf",1468,631
"PRIEST","Djinni of Zephyrs",1462,688
"HUNTER","Arcane Shot",1456,521
"PRIEST","Ancient of War",1455,732
"ROGUE","Southsea Squidface",1431,635
"WARLOCK","Alexstrasza",1427,939
"WARLOCK","Shieldbearer",1423,684
"SHAMAN","Stormforged Axe",1418,625
"WARLOCK","Voodoo Doctor",1411,698
"ROGUE","Ragnaros the Firelord",1406,705
"ROGUE","Assassinate",1388,517
"SHAMAN","Primal Fusion",1373,732
"PRIEST","Midnight Drake",1358,689
"HUNTER","On the Hunt",1355,539
"PRIEST","N'Zoth, the Corruptor",1348,779
"MAGE","Twilight Drake",1345,707
"WARLOCK","Curse of Rafaam",1340,721
"DRUID","Totemic Call",1340,490
"DRUID","Cenarius",1336,737
"WARRIOR","Public Defender",1335,365
"HUNTER","Powershot",1333,501
"DRUID","Novice Engineer",1329,617
"HUNTER","Acidic Swamp Ooze",1328,530
"PALADIN","Leeroy Jenkins",1321,808
"WARLOCK","Stonetusk Boar",1318,645
"PALADIN","Don Han'Cho",1308,596
"WARLOCK","Kabal Chemist",1301,577
"PRIEST","Infested Tauren",1299,576
"DRUID","Wisps of the Old Gods",1288,834
"PRIEST","Kabal Chemist",1280,554
"MAGE","Shatter",1270,565
"PRIEST","Jade Claws",1268,709
"PALADIN","Small-Time Buccaneer",1246,508
"PALADIN","Steady Shot",1246,552
"PRIEST","Harrison Jones",1241,638
"PRIEST","Living Roots",1238,615
"SHAMAN","Tuskarr Totemic",1238,512
"WARRIOR","Inner Rage",1229,543
"DRUID","Lance Carrier",1222,607
"WARLOCK","Goldshire Footman",1218,590
"DRUID","Burgly Bully",1215,670
"HUNTER","Finja, the Flying Star",1206,639
"DRUID","Soggoth the Slitherer",1204,630
"PALADIN","Grimestreet Smuggler",1204,480
"SHAMAN","Murloc Tidecaller",1203,562
"WARRIOR","Cairne Bloodhoof",1196,612
"PRIEST","Backstab",1195,679
"PRIEST","Firelands Portal",1194,784
"PALADIN","Murloc Knight",1177,449
"SHAMAN","Lesser Heal",1171,476
"PALADIN","Shapeshift",1170,417
"SHAMAN","Harrison Jones",1157,617
"HUNTER","Grimestreet Informant",1155,444
"PALADIN","Nightbane Templar",1150,476
"WARRIOR","Emperor Thaurissan",1149,520
"WARLOCK","Worgen Infiltrator",1146,512
"DRUID","Ysera",1145,682
"DRUID","North Sea Kraken",1141,655
"WARLOCK","Twilight Elder",1138,586
"SHAMAN","Bloodsail Corsair",1132,604
"PRIEST","Kazakus Potion",1131,529
"MAGE","Harrison Jones",1127,592
"SHAMAN","Finders Keepers",1125,457
"PRIEST","Flametongue Totem",1125,784
"WARLOCK","Crazed Worshipper",1123,562
"PRIEST","Malygos",1119,586
"WARRIOR","Malkorok",1118,551
"PALADIN","Seal of Champions",1113,567
"PRIEST","Frostbolt",1113,656
"HUNTER","Leeroy Jenkins",1111,627
"PRIEST","Lightning Bolt",1111,662
"WARRIOR","Twin Emperor Vek'lor",1107,516
"PRIEST","Prophet Velen",1105,705
"PRIEST","Mind Control",1102,595
"WARRIOR","C'Thun",1100,582
"WARLOCK","Krul the Unshackled",1099,670
"PALADIN","Dragon Egg",1096,451
"PRIEST","The Curator",1095,555
"WARRIOR","Ironforge Portal",1091,427
"PRIEST","Raven Idol",1083,461
"WARLOCK","Elise Starseeker",1083,552
"PALADIN","Runic Egg",1083,466
"WARLOCK","Weasel Tunneler",1079,512
"DRUID","Klaxxi Amber-Weaver",1079,484
"ROGUE","Kabal Courier",1079,525
"ROGUE","Bloodsail Corsair",1073,496
"MAGE","Spellslinger",1066,413
"PRIEST","Jade Idol",1065,335
"PALADIN","Blessing of Might",1064,529
"WARLOCK","Tournament Attendee",1064,482
"PALADIN","Lesser Heal",1061,411
"ROGUE","Lotus Assassin",1061,511
"PALADIN","Cairne Bloodhoof",1058,563
"SHAMAN","Pantry Spider",1055,505
"PALADIN","Vilefin Inquisitor",1053,422
"PRIEST","Shadow Word: Horror",1053,452
"HUNTER","Sir Finley Mrrgglton",1049,419
"SHAMAN","Wicked Witchdoctor",1048,478
"PALADIN","N'Zoth, the Corruptor",1043,659
"PALADIN","Grimscale Oracle",1042,428
"ROGUE","Bloodsail Raider",1033,457
"ROGUE","Bladed Cultist",1026,493
"ROGUE","Cairne Bloodhoof",1019,506
"PALADIN","A Light in the Darkness",1016,421
"WARRIOR","Coldlight Oracle",1015,344
"PRIEST","Wrathion",1008,489
"PRIEST","Medivh, the Guardian",998,632
"WARLOCK","Bilefin Tidehunter",996,438
"WARRIOR","Bolster",993,291
"PALADIN","Argent Commander",993,464
"ROGUE","Shady Dealer",992,493
"WARLOCK","Twin Emperor Vek'lor",985,564
"PRIEST","Garrison Commander",979,519
"PALADIN","Enter the Coliseum",976,405
"SHAMAN","The Curator",972,488
"WARLOCK","Dragon Egg",966,422
"PRIEST","Leeroy Jenkins",966,762
"WARLOCK","Gormok the Impaler",962,547
"MAGE","Gadgetzan Auctioneer",962,445
"ROGUE","Perdition's Blade",960,412
"DRUID","Second-Rate Bruiser",958,375
"WARLOCK","Gadgetzan Jouster",956,461
"PALADIN","Steward of Darkshire",953,387
"DRUID","Force of Nature",952,424
"ROGUE","Kabal Chemist",952,426
"PALADIN","Bilefin Tidehunter",951,358
"PRIEST","Devolve",949,359
"PRIEST","Elise Starseeker",943,440
"SHAMAN","Murloc Tidehunter",942,383
"DRUID","Reinforce",936,331
"PALADIN","Sunfury Protector",936,372
"PRIEST","Mulch",935,416
"HUNTER","Sylvanas Windrunner",933,401
"PRIEST","Jeweled Scarab",928,417
"PALADIN","Light's Justice",926,372
"PRIEST","Faceless Manipulator",924,410
"HUNTER","Infested Tauren",923,385
"ROGUE","Burgly Bully",922,448
"PRIEST","Roaring Torch",921,589
"PRIEST","Bluegill Warrior",919,463
"PALADIN","Harrison Jones",919,440
"SHAMAN","Fireguard Destroyer",916,438
"PRIEST","Feral Spirit",912,451
"PALADIN","Blessing of Wisdom",910,393
"SHAMAN","Ysera",901,507
"PRIEST","Volcanic Drake",900,487
"WARLOCK","Leper Gnome",900,444
"HUNTER","Explosive Shot",900,334
"PALADIN","Noble Sacrifice",899,360
"PRIEST","Swashburglar",893,445
"WARLOCK","C'Thun",892,592
"PRIEST","Forgotten Torch",889,521
"WARRIOR","Alexstrasza",884,427
"WARRIOR","Wolfrider",878,387
"PRIEST","Confuse",877,390
"PRIEST","Siphon Soul",877,311
"PALADIN","Avenging Wrath",874,439
"ROGUE","Anub'arak",872,439
"SHAMAN","Cairne Bloodhoof",868,458
"PALADIN","Mysterious Challenger",863,466
"WARLOCK","Cult Apothecary",861,415
"PALADIN","Argent Lance",861,341
"ROGUE","Betrayal",861,319
"ROGUE","Deadly Fork",848,336
"HUNTER","Stranglethorn Tiger",842,370
"SHAMAN","Eternal Sentinel",841,349
"WARLOCK","Harrison Jones",839,447
"WARLOCK","Renounce Darkness",835,241
"MAGE","Arcane Giant",833,371
"ROGUE","Dread Corsair",832,351
"PRIEST","Jinyu Waterspeaker",830,405
"PALADIN","Worgen Infiltrator",827,310
"SHAMAN","Dagger Mastery",823,282
"DRUID","Acolyte of Pain",820,354
"WARRIOR","Protect the King!",819,201
"MAGE","Mind Spike",817,472
"SHAMAN","Bilefin Tidehunter",816,323
"ROGUE","Red Mana Wyrm",816,385
"PRIEST","Fiery War Axe",813,582
"WARLOCK","Sir Finley Mrrgglton",808,322
"PALADIN","Novice Engineer",801,330
"WARLOCK","Zealous Initiate",798,379
"HUNTER","Reno Jackson",797,337
"SHAMAN","Reinforce",796,272
"MAGE","Jeweled Scarab",791,354
"DRUID","Stampeding Kodo",786,429
"PRIEST","Kor'kron Elite",785,538
"WARLOCK","Frost Elemental",780,393
"PRIEST","Nozdormu",779,367
"PRIEST","Abyssal Enforcer",779,361
"PALADIN","Emperor Thaurissan",773,371
"ROGUE","Novice Engineer",772,310
"WARLOCK","Bloodmage Thalnos",772,373
"WARRIOR","Loot Hoarder",768,307
"MAGE","Twilight Guardian",767,395
"WARLOCK","Void Terror",766,344
"WARLOCK","Barnes",766,355
"PRIEST","Nourish",760,342
"ROGUE","Shadow Rager",759,342
"HUNTER","Fireblast",757,356
"PRIEST","Disciple of C'Thun",756,292
"PRIEST","Mana Tide Totem",755,395
"PRIEST","Blastcrystal Potion",749,274
"PRIEST","Beckoner of Evil",748,267
"WARLOCK","Twilight Guardian",746,365
"MAGE","Netherspite Historian",744,357
"PALADIN","Coldlight Seer",743,338
"DRUID","Master Jouster",739,394
"PALADIN","Silvermoon Portal",736,363
"WARRIOR","Don Han'Cho",734,262
"SHAMAN","Totemic Might",734,391
"HUNTER","N'Zoth, the Corruptor",733,376
"PRIEST","Nexus-Champion Saraad",731,377
"SHAMAN","Grimscale Oracle",731,310
"SHAMAN","Leeroy Jenkins",731,426
"WARLOCK","Lowly Squire",730,364
"PRIEST","Sap",727,362
"HUNTER","Carrion Grub",725,283
"PRIEST","Mind Shatter",723,418
"DRUID","Savagery",719,339
"WARLOCK","Felguard",706,292
"ROGUE","Mind Spike",705,285
"WARRIOR","Crazed Worshipper",705,253
"PALADIN","Murloc Tidehunter",704,258
"SHAMAN","Coldlight Seer",703,327
"WARRIOR","Chillmaw",702,242
"PRIEST","Archmage Antonidas",700,470
"WARLOCK","Blackwing Corruptor",700,380
"WARLOCK","Fist of Jaraxxus",698,219
"DRUID","Patches the Pirate",695,266
"ROGUE","Disciple of C'Thun",695,263
"ROGUE","Grimestreet Informant",694,331
"MAGE","Rhonin",694,351
"PRIEST","Youthful Brewmaster",690,341
"PRIEST","Druid of the Claw",689,369
"DRUID","Mistress of Mixtures",685,318
"HUNTER","Desert Camel",674,303
"HUNTER","Forlorn Stalker",672,257
"SHAMAN","Excavated Evil",670,180
"PRIEST","Mana Geode",669,302
"DRUID","Pilfered Power",667,323
"WARLOCK","Sacrificial Pact",666,373
"PRIEST","INFERNO!",664,384
"WARLOCK","Runic Egg",663,302
"PALADIN","Knife Juggler",660,262
"DRUID","Wild Pyromancer",660,302
"PALADIN","Holy Wrath",658,294
"ROGUE","Fireball",658,388
"ROGUE","Lightning Bolt",656,350
"WARRIOR","Arathi Weaponsmith",654,267
"DRUID","Pantry Spider",652,335
"ROGUE","Mark of the Lotus",652,411
"SHAMAN","Y'Shaarj, Rage Unbound",652,388
"WARRIOR","Twilight Elder",651,245
"WARLOCK","Big Game Hunter",648,385
"PRIEST","Holy Champion",645,284
"ROGUE","Cutpurse",639,285
"WARLOCK","Drain Life",638,234
"SHAMAN","Murloc Tinyfin",637,259
"ROGUE","Jade Idol",637,311
"PRIEST","Cold Blood",630,453
"WARLOCK","Unlicensed Apothecary",630,286
"DRUID","Lesser Heal",627,239
"ROGUE","Raven Idol",625,343
"HUNTER","Starving Buzzard",624,234
"PALADIN","Sword of Justice",623,254
"ROGUE","Flamewreathed Faceless",623,322
"ROGUE","Finders Keepers",622,290
"MAGE","Bluegill Warrior",621,296
"PALADIN","Gnomish Inventor",620,275
"PRIEST","Dark Peddler",618,330
"ROGUE","Arcane Missiles",617,303
"PRIEST","Mountain Giant",616,277
"WARRIOR","Grimestreet Pawnbroker",616,256
"PRIEST","Embrace the Shadow",612,303
"ROGUE","Jade Lightning",611,323
"ROGUE","Jade Claws",608,327
"ROGUE","Assassin's Blade",607,262
"WARRIOR","Barnes",607,265
"ROGUE","White Eyes",606,294
"ROGUE","Mark of the Wild",605,328
"PRIEST","Refreshment Vendor",605,248
"ROGUE","Power of the Wild",604,352
"ROGUE","Undercity Valiant",604,299
"ROGUE","Earth Elemental",603,258
"PALADIN","Holy Light",600,239
"WARLOCK","Garrison Commander",599,243
"PALADIN","Patches the Pirate",597,217
"HUNTER","Explorer's Hat",596,170
"ROGUE","Feral Spirit",593,306
"SHAMAN","Blowgill Sniper",592,208
"ROGUE","Sir Finley Mrrgglton",591,258
"ROGUE","Lightning Storm",590,313
"ROGUE","Grimestreet Smuggler",589,287
"PRIEST","Jade Behemoth",589,243
"PRIEST","Shadow Bolt",588,222
"PRIEST","C'Thun's Chosen",587,232
"PRIEST","Babbling Book",586,348
"ROGUE","Druid of the Claw",584,302
"ROGUE","Far Sight",584,278
"WARRIOR","Varian Wrynn",584,298
"PRIEST","Twilight Elder",583,202
"MAGE","Elise Starseeker",582,254
"DRUID","Dire Wolf Alpha",581,263
"ROGUE","Wrath",581,294
"WARRIOR","Argent Commander",579,266
"PRIEST","Tirion Fordring",577,354
"ROGUE","Stormcrack",576,272
"ROGUE","Totem Golem",575,303
"ROGUE","Darnassus Aspirant",575,323
"PALADIN","Squirming Tentacle",574,216
"PRIEST","Sir Finley Mrrgglton",574,281
"HUNTER","Flare",572,208
"ROGUE","Tunnel Trogg",572,284
"MAGE","Blackwing Corruptor",572,300
"PALADIN","Twilight Drake",570,277
"ROGUE","Frost Shock",569,256
"WARRIOR","N'Zoth, the Corruptor",569,304
"WARLOCK","Dread Infernal",568,248
"WARLOCK","Fireblast",566,193
"DRUID","Daring Reporter",564,226
"PRIEST","Map to the Golden Monkey",564,326
"ROGUE","Enchanted Raven",563,285
"SHAMAN","Second-Rate Bruiser",561,239
"PALADIN","Repentance",561,231
"ROGUE","Living Roots",558,311
"ROGUE","Sharp Fork",558,216
"WARRIOR","Baron Geddon",556,256
"ROGUE","Lightning Jolt",555,256
"MAGE","Murloc Warleader",553,281
"ROGUE","Claw",553,297
"PALADIN","Bloodsail Corsair",552,245
"ROGUE","Public Defender",552,315
"WARRIOR","Fool's Bane",552,202
"PRIEST","SI:7 Agent",551,358
"ROGUE","Mark of Nature",550,285
"ROGUE","Forked Lightning",550,265
"ROGUE","Gadgetzan Ferryman",550,256
"ROGUE","Innervate",548,319
"ROGUE","Headcrack",546,280
"WARRIOR","Soggoth the Slitherer",545,232
"ROGUE","Hex",545,252
"WARLOCK","Netherspite Historian",543,272
"ROGUE","Mark of Y'Shaarj",543,310
"PALADIN","Eadric the Pure",543,247
"PRIEST","Arcane Missiles",543,328
"ROGUE","Maelstrom Portal",542,297
"ROGUE","Swipe",542,287
"PRIEST","Twilight Summoner",542,278
"PRIEST","Arcane Intellect",541,299
"ROGUE","Moonfire",541,285
"ROGUE","Fireguard Destroyer",541,272
"HUNTER","Bloodmage Thalnos",540,207
"ROGUE","Kazakus",538,232
"WARLOCK","Tentacle of N'Zoth",538,194
"WARLOCK","Armor Up!",538,143
"WARLOCK","DOOM!",538,274
"ROGUE","Second-Rate Bruiser",535,185
"WARRIOR","Yogg-Saron, Hope's End",533,177
"ROGUE","Ancestral Knowledge",532,244
"PALADIN","Psych-o-Tron",531,222
"PRIEST","Cabalist's Tome",531,308
"WARRIOR","Doomcaller",530,216
"PRIEST","Totem Golem",530,278
"ROGUE","Ancestral Healing",529,261
"WARLOCK","Dreadsteed",529,248
"WARLOCK","Fireball",528,287
"HUNTER","Knuckles",528,235
"WARLOCK","Lesser Heal",527,167
"ROGUE","Druid of the Saber",527,291
"ROGUE","Hammer of Twilight",526,315
"ROGUE","I Know a Guy",526,247
"MAGE","Youthful Brewmaster",526,277
"ROGUE","Lotus Illusionist",525,266
"SHAMAN","Armor Up!",524,200
"ROGUE","Sparring Partner",524,278
"ROGUE","Eternal Sentinel",523,233
"ROGUE","N'Zoth's First Mate",523,263
"ROGUE","Earth Shock",522,242
"SHAMAN","Coldlight Oracle",521,191
"PRIEST","Jade Spirit",519,207
"PRIEST","Murloc Warleader",519,258
"ROGUE","Mounted Raptor",519,290
"WARRIOR","Flame Juggler",518,231
"ROGUE","Armorsmith",517,234
"WARLOCK","Harvest Golem",517,199
"ROGUE","Addled Grizzly",516,265
"WARLOCK","Murloc Tidecaller",516,223
"ROGUE","Lava Shock",515,238
"ROGUE","Feral Rage",515,273
"ROGUE","Unbound Elemental",515,250
"HUNTER","Ram Wrangler",514,226
"ROGUE","Jinyu Waterspeaker",513,237
"ROGUE","Lava Burst",512,272
"ROGUE","Thistle Tea",512,198
"ROGUE","Doomhammer",511,289
"PRIEST","Mortal Coil",510,238
"ROGUE","Stormforged Axe",509,251
"ROGUE","Dust Devil",509,217
"WARLOCK","Seadevil Stinger",509,214
"PALADIN","Totemic Call",508,175
"ROGUE","Blood To Ichor",508,257
"ROGUE","Spirit Claws",507,252
"PALADIN","Wrathion",506,229
"ROGUE","Mana Tide Totem",506,266
"MAGE","Kobold Geomancer",505,215
"PRIEST","Edwin VanCleef",504,319
"ROGUE","Flametongue Totem",504,323
"ROGUE","Twilight Summoner",503,231
"HUNTER","Hidden Cache",503,144
"ROGUE","Rockbiter Weapon",503,251
"ROGUE","Bash",501,274
"ROGUE","Devolve",501,203
"ROGUE","Fire Elemental",500,258
"ROGUE","Evolve",499,230
"SHAMAN","Faceless Manipulator",499,257
"ROGUE","Druid of the Flame",498,268
"PRIEST","Ice Block",498,269
"ROGUE","Naturalize",498,253
"PRIEST","Arcane Blast",498,297
"PALADIN","Coldlight Oracle",497,152
"ROGUE","Forbidden Ancient",497,239
"DRUID","Druid of the Claw",496,204
"ROGUE","Starfire",495,249
"ROGUE","The Mistcaller",494,239
"DRUID","Sunfury Protector",494,236
"ROGUE","Bite",494,258
"WARRIOR","Brass Knuckles",492,168
"DRUID","Crazed Worshipper",491,198
"PRIEST","Tomb Pillager",491,267
"DRUID","Jade Golem",489,337
"ROGUE","Wicked Witchdoctor",489,238
"PALADIN","Earthen Ring Farseer",488,211
"PRIEST","Power Overwhelming",488,320
"WARRIOR","Fight Promoter",488,163
"PRIEST","Preparation",487,236
"HUNTER","Southsea Deckhand",486,251
"ROGUE","Charged Hammer",486,237
"ROGUE","Wild Growth",485,258
"DRUID","Dagger Mastery",485,192
"ROGUE","Keeper of the Grove",484,255
"WARLOCK","Map to the Golden Monkey",483,232
"PRIEST","Dread Corsair",482,349
"SHAMAN","Spirit Wolf",482,290
"PRIEST","Auctionmaster Beardo",481,256
"SHAMAN","Acolyte of Pain",480,242
"ROGUE","Windfury",480,337
"MAGE","Avian Watcher",479,199
"MAGE","Excavated Evil",479,177
"PRIEST","Fel Orc Soulfiend",479,218
"HUNTER","Cult Master",478,236
"PRIEST","Twisting Nether",477,126
"ROGUE","Shield Block",477,245
"WARRIOR","Wild Pyromancer",476,190
"ROGUE","Rumbling Elemental",476,235
"PALADIN","Ysera",475,262
"PALADIN","Jeweled Scarab",474,188
"ROGUE","Slam",474,207
"ROGUE","Fiery War Axe",472,241
"WARLOCK","Argent Commander",472,241
"PRIEST","Hellfire",472,187
"ROGUE","Fierce Monkey",471,237
"ROGUE","Mulch",471,251
"ROGUE","Dark Arakkoa",471,248
"DRUID","Virmen Sensei",471,228
"ROGUE","Tuskarr Totemic",470,213
"ROGUE","Jade Blossom",470,238
"ROGUE","Savage Roar",468,291
"SHAMAN","Hammer of Twilight",468,236
"PRIEST","Polymorph",468,233
"SHAMAN","Chillmaw",467,235
"PRIEST","Flamestrike",467,230
"WARLOCK","Arcane Anomaly",466,218
"ROGUE","Blade of C'Thun",465,198
"ROGUE","Alley Armorsmith",465,272
"SHAMAN","Naga Corsair",463,226
"PRIEST","Truesilver Champion",463,248
"HUNTER","Doomsayer",463,154
"SHAMAN","Disciple of C'Thun",463,204
"HUNTER","Emperor Thaurissan",463,187
"ROGUE","Starfall",462,219
"PRIEST","Thing from Below",462,213
"MAGE","Book Wyrm",461,265
"PRIEST","Fan of Knives",460,195
"WARRIOR","Nefarian",459,208
"ROGUE","Elemental Destruction",458,157
"WARRIOR","Second-Rate Bruiser",458,144
"SHAMAN","Infested Tauren",457,231
"PRIEST","Lord Jaraxxus",457,202
"HUNTER","Life Tap",457,219
"PALADIN","Armor Up!",456,145
"ROGUE","Ancient of War",456,208
"SHAMAN","Beckoner of Evil",455,195
"ROGUE","Luckydo Buccaneer",455,185
"ROGUE","Excavated Evil",455,139
"ROGUE","Beckoner of Evil",455,168
"ROGUE","Savage Combatant",455,263
"WARLOCK","Cursed!",454,217
"ROGUE","Ancestral Spirit",452,228
"ROGUE","Upgrade!",451,217
"HUNTER","Misdirection",450,160
"ROGUE","Pit Snake",450,236
"ROGUE","Windspeaker",449,283
"WARLOCK","Steady Shot",449,178
"WARLOCK","Lightwarden",448,213
"ROGUE","Bloodhoof Brave",447,232
"PRIEST","Hozen Healer",447,226
"ROGUE","Master of Evolution",446,232
"SHAMAN","Malygos",446,295
"ROGUE","Al'Akir the Windlord",446,259
"ROGUE","Fandral Staghelm",445,238
"PALADIN","Competitive Spirit",445,217
"WARRIOR","Twilight Summoner",444,210
"WARRIOR","Emerald Drake",443,283
"ROGUE","Celestial Dreamer",443,226
"ROGUE","Inner Rage",440,223
"SHAMAN","Defender of Argus",439,215
"HUNTER","Faerie Dragon",436,168
"WARRIOR","Commanding Shout",436,162
"WARLOCK","Prince Malchezaar",436,208
"ROGUE","C'Thun's Chosen",435,172
"ROGUE","Ironforge Portal",434,184
"WARRIOR","Prince Malchezaar",434,168
"ROGUE","Cruel Taskmaster",433,214
"WARRIOR","Grim Patron",433,181
"PRIEST","Harvest Golem",432,173
"PALADIN","Dread Corsair",431,200
"ROGUE","Jade Behemoth",431,203
"ROGUE","Hallazeal the Ascended",430,191
"WARRIOR","Ysera Awakens",430,291
"ROGUE","Patient Assassin",429,204
"PRIEST","Coldlight Oracle",429,156
"DRUID","Huge Toad",429,190
"PRIEST","Lightwell",429,169
"PALADIN","Divine Strength",428,180
"ROGUE","Kor'kron Elite",428,209
"ROGUE","Frothing Berserker",428,208
"ROGUE","Yogg-Saron, Hope's End",427,144
"PRIEST","Frothing Berserker",427,318
"ROGUE","Drakonid Operative",427,211
"WARLOCK","Southsea Deckhand",427,230
"ROGUE","Mire Keeper",426,220
"PRIEST","Imp Gang Boss",426,226
"PALADIN","Chillmaw",424,181
"DRUID","Chillmaw",424,190
"ROGUE","Klaxxi Amber-Weaver",421,223
"PALADIN","Dire Wolf Alpha",419,163
"PRIEST","Soulfire",419,248
"PRIEST","Hooded Acolyte",418,157
"ROGUE","Alexstrasza's Champion",418,211
"PRIEST","Yogg-Saron, Hope's End",418,121
"ROGUE","Moonglade Portal",415,164
"HUNTER","Flame Juggler",415,156
"ROGUE","Commanding Shout",415,204
"ROGUE","Totemic Might",414,201
"ROGUE","Northshire Cleric",413,188
"DRUID","Cairne Bloodhoof",412,225
"PALADIN","Bloodsail Raider",411,180
"PRIEST","Novice Engineer",409,161
"ROGUE","Twilight Guardian",408,161
"ROGUE","Soul of the Forest",408,244
"DRUID","Dirty Rat",408,164
"ROGUE","Mortal Strike",407,209
"PRIEST","Spawn of Shadows",407,249
"WARRIOR","Twilight Drake",406,198
"ROGUE","Power Word: Shield",404,222
"HUNTER","Defender of Argus",403,181
"PRIEST","White Eyes",402,191
"DRUID","Keeper of the Grove",402,192
"ROGUE","Pilfered Power",402,215
"HUNTER","Acolyte of Pain",402,153
"PRIEST","Mortal Strike",402,286
"ROGUE","Hobart Grapplehammer",400,165
"WARRIOR","Dream",400,238
"MAGE","Finja, the Flying Star",399,212
"DRUID","Mind Control Tech",399,187
"WARRIOR","Laughing Sister",398,216
"ROGUE","Call in the Finishers",398,166
