"player_class","card_name","times_played","wins"
"PRIEST","Argent Horserider",396,258
"ROGUE","Draenei Totemcarver",396,190
"SHAMAN","Bloodsail Raider",394,177
"ROGUE","Wildwalker",394,205
"SHAMAN","Twilight Guardian",393,164
"ROGUE","Dark Peddler",393,209
"SHAMAN","Lightning Jolt",392,169
"ROGUE","Freezing Potion",391,171
"MAGE","Red Mana Wyrm",391,162
"ROGUE","Battle Rage",391,165
"ROGUE","Savagery",390,161
"ROGUE","Lunar Visions",390,178
"DRUID","Baron Geddon",389,198
"ROGUE","Voidwalker",389,196
"ROGUE","Healing Wave",389,151
"ROGUE","Heroic Strike",389,219
"WARRIOR","Cleave",388,119
"PRIEST","Twilight Darkmender",387,152
"ROGUE","Force of Nature",387,203
"WARLOCK","Ancient Watcher",386,164
"PRIEST","Lightspawn",384,155
"SHAMAN","Windfury",384,240
"ROGUE","Potion of Polymorph",384,189
"SHAMAN","Weasel Tunneler",383,166
"PRIEST","Wild Growth",382,131
"PRIEST","Gadgetzan Auctioneer",382,178
"WARLOCK","Pit Lord",382,192
"ROGUE","Kabal Talonpriest",381,213
"PALADIN","Guardian of Kings",380,147
"PRIEST","Voidwalker",379,223
"PRIEST","Shadow Strike",379,181
"DRUID","Summoning Stone",378,188
"DRUID","Chromaggus",378,212
"ROGUE","Museum Curator",377,176
"WARLOCK","Cairne Bloodhoof",376,213
"ROGUE","Mortal Coil",374,195
"WARLOCK","Young Dragonhawk",374,178
"SHAMAN","Jade Golem",372,229
"ROGUE","Possessed Villager",372,186
"ROGUE","Evolved Kobold",372,188
"ROGUE","Malchezaar's Imp",371,179
"PALADIN","The Silver Hand",371,188
"ROGUE","Grimy Gadgeteer",371,179
"HUNTER","Dart Trap",371,144
"PRIEST","C'Thun",370,194
"ROGUE","Flame Imp",369,200
"PALADIN","Blowgill Sniper",368,128
"ROGUE","Protect the King!",368,152
"ROGUE","Bloodsail Cultist",368,180
"ROGUE","Shadow Word: Pain",367,182
"PRIEST","Jade Chieftain",367,144
"DRUID","Jade Golem",366,258
"HUNTER","Shapeshift",366,111
"WARLOCK","Excavated Evil",365,127
"ROGUE","Holy Nova",364,170
"PRIEST","Bloodlust",364,325
"ROGUE","Nourish",364,175
"ROGUE","King's Defender",364,168
"ROGUE","Huge Toad",364,139
"HUNTER","Lesser Heal",363,144
"HUNTER","Mistress of Mixtures",362,112
"WARLOCK","Shapeshift",362,130
"WARRIOR","Reno Jackson",362,142
"ROGUE","Whirlwind",360,132
"PRIEST","Huge Toad",360,160
"SHAMAN","Mind Control Tech",359,146
"WARLOCK","Hungry Crab",359,180
"PRIEST","Finja, the Flying Star",359,174
"PALADIN","Refreshment Vendor",359,154
"ROGUE","Thing from Below",358,156
"ROGUE","Chillmaw",357,142
"WARLOCK","Ysera",357,238
"MAGE","Fallen Hero",357,143
"PALADIN","Blessed Champion",357,246
"ROGUE","Counterspell",356,218
"DRUID","Excavated Evil",356,176
"ROGUE","Faerie Dragon",356,147
"ROGUE","Jungle Moonkin",356,182
"PALADIN","Ancient of Blossoms",355,130
"SHAMAN","C'Thun's Chosen",355,153
"DRUID","Addled Grizzly",355,169
"ROGUE","Forgotten Torch",355,187
"ROGUE","Charge",354,125
"PALADIN","Harvest Golem",354,154
"PRIEST","Mindgames",354,150
"ROGUE","Jade Chieftain",353,155
"ROGUE","Healing Touch",352,136
"DRUID","Naga Sea Witch",352,198
"ROGUE","Bloodfury Potion",350,196
"PALADIN","Secretkeeper",349,157
"ROGUE","Warsong Commander",349,154
"ROGUE","Thunder Bluff Valiant",349,150
"ROGUE","Twilight Whelp",349,164
"ROGUE","Arcane Intellect",348,163
"ROGUE","Cleave",347,148
"ROGUE","Ravaging Ghoul",347,160
"ROGUE","Holy Smite",346,182
"PRIEST","Fireblast",346,136
"ROGUE","Orgrimmar Aspirant",345,158
"PRIEST","Lava Burst",344,242
"ROGUE","Imp Gang Boss",344,176
"ROGUE","Blood Imp",344,156
"PALADIN","Sacred Trial",344,131
"WARRIOR","Argent Squire",343,147
"ROGUE","Blackwing Corruptor",343,162
"PRIEST","Golden Monkey",343,185
"ROGUE","Drain Life",342,156
"ROGUE","Master of Disguise",342,184
"ROGUE","Sleep with the Fishes",342,137
"DRUID","Mind Spike",341,196
"ROGUE","Arcanite Reaper",341,173
"PRIEST","N'Zoth's First Mate",340,192
"PRIEST","Arcanite Reaper",340,280
"MAGE","Ysera",339,206
"ROGUE","Babbling Book",339,174
"ROGUE","Blastcrystal Potion",339,147
"ROGUE","Arathi Weaponsmith",339,167
"WARLOCK","Stampeding Kodo",339,191
"ROGUE","Darkshire Councilman",338,173
"ROGUE","Bane of Doom",336,159
"PRIEST","Flamewreathed Faceless",336,244
"ROGUE","Execute",336,149
"PALADIN","C'Thun's Chosen",336,150
"MAGE","Dragonfire Potion",336,146
"ROGUE","Pint-Size Potion",336,165
"PRIEST","Potion of Polymorph",335,193
"ROGUE","Demonfire",335,152
"ROGUE","Forbidden Shaping",335,150
"ROGUE","Flamewaker",334,188
"WARLOCK","Book Wyrm",334,184
"ROGUE","Mind Vision",334,163
"DRUID","Deathwing, Dragonlord",334,200
"ROGUE","Felfire Potion",334,146
"PALADIN","Dagger Mastery",334,123
"ROGUE","Potion of Madness",333,162
"ROGUE","Ancient of Lore",332,137
"DRUID","Jungle Panther",332,142
"MAGE","Beckoner of Evil",331,108
"PRIEST","Abomination",331,114
"ROGUE","Curse of Rafaam",330,174
"ROGUE","Thoughtsteal",330,144
"PRIEST","The Skeleton Knight",330,156
"ROGUE","Reckless Rocketeer",328,142
"ROGUE","Virmen Sensei",328,155
"ROGUE","Mirror Entity",327,167
"WARRIOR","Violet Illusionist",327,129
"ROGUE","Shadow Word: Death",327,144
"ROGUE","Wyrmrest Agent",327,133
"ROGUE","Frostbolt",326,161
"ROGUE","Lightwell",325,130
"ROGUE","Mindgames",325,134
"ROGUE","Primal Fusion",324,139
"PRIEST","Earthen Ring Farseer",324,132
"MAGE","Felfire Potion",323,142
"WARRIOR","Skycap'n Kragg",323,152
"HUNTER","Infest",323,122
"ROGUE","Ironbark Protector",322,120
"HUNTER","Emperor Cobra",322,101
"MAGE","Malygos",322,208
"PRIEST","Corrupted Healbot",321,159
"HUNTER","Grimestreet Smuggler",321,110
"ROGUE","Silence",321,148
"WARLOCK","Jeweled Scarab",319,118
"ROGUE","Shadow Bolt",319,150
"PRIEST","Alexstrasza's Champion",318,198
"PRIEST","Felfire Potion",318,158
"ROGUE","Kabal Songstealer",318,161
"DRUID","Armor Up!",318,108
"WARLOCK","Totemic Call",318,93
"ROGUE","Cabalist's Tome",317,147
"ROGUE","Wrathguard",317,175
"HUNTER","Multi-Shot",317,86
"HUNTER","Zoobot",316,152
"ROGUE","Resurrect",316,126
"WARLOCK","Arcane Missiles",316,169
"PALADIN","Disciple of C'Thun",316,123
"MAGE","Abyssal Enforcer",316,189
"ROGUE","Arcane Blast",316,152
"ROGUE","Shado-Pan Rider",315,160
"ROGUE","Revenge",315,108
"PRIEST","Shapeshift",315,163
"ROGUE","Shifting Shade",315,152
"ROGUE","Corruption",314,125
"ROGUE","Reliquary Seeker",314,124
"HUNTER","Injured Kvaldir",313,119
"ROGUE","Arcanosmith",313,124
"ROGUE","Twilight Elder",313,116
"ROGUE","Unlicensed Apothecary",313,146
"ROGUE","Holy Champion",312,135
"DRUID","Dire Shapeshift",312,170
"MAGE","INFERNO!",312,217
"PRIEST","Consecration",312,139
"WARRIOR","Grimestreet Smuggler",311,91
"ROGUE","Holy Fire",311,155
"PRIEST","Aldor Peacekeeper",311,141
"ROGUE","Ethereal Conjurer",310,152
"ROGUE","Soulfire",310,181
"ROGUE","Divine Spirit",309,146
"ROGUE","Brass Knuckles",307,127
"PRIEST","Manic Soulcaster",307,178
"PRIEST","Ethereal Conjurer",307,178
"PRIEST","Power Word: Glory",307,124
"ROGUE","Wisps of the Old Gods",306,173
"ROGUE","Don Han'Cho",306,165
"PALADIN","Reno Jackson",305,146
"ROGUE","Polymorph: Boar",305,167
"MAGE","C'Thun's Chosen",305,120
"DRUID","Jeweled Scarab",305,123
"ROGUE","Priest of the Feast",304,122
"PALADIN","Beckoner of Evil",303,117
"MAGE","Disciple of C'Thun",303,107
"ROGUE","Firelands Portal",302,155
"PRIEST","Shadowflame",302,109
"DRUID","Forbidden Ancient",302,150
"MAGE","Twilight Elder",301,105
"MAGE","Servant of Yogg-Saron",300,126
"ROGUE","Grimestreet Pawnbroker",300,131
"ROGUE","Tiny Knight of Evil",299,147
"ROGUE","Flash Heal",299,114
"DRUID","Onyxia",299,179
"ROGUE","Felguard",299,108
"DRUID","Nefarian",298,168
"PALADIN","Huge Toad",298,116
"ROGUE","Acolyte of Pain",298,107
"HUNTER","Bloodsail Corsair",297,135
"PRIEST","Forbidden Flame",297,147
"WARLOCK","Murloc Raider",297,126
"WARRIOR","Chromaggus",297,129
"ROGUE","Fireblast",295,98
"DRUID","Menagerie Magician",294,164
"PRIEST","Heroic Strike",294,200
"ROGUE","Shadow Madness",294,116
"WARLOCK","Faerie Dragon",294,111
"ROGUE","Power Overwhelming",293,178
"PRIEST","Shaku, the Collector",293,183
"PRIEST","Anyfin Can Happen",292,198
"ROGUE","C'Thun",292,162
"ROGUE","Shadowform",292,121
"WARLOCK","Friendly Bartender",292,124
"ROGUE","Magnataur Alpha",291,120
"ROGUE","Dirty Rat",291,107
"ROGUE","Mana Wyrm",291,143
"WARRIOR","Nightmare",290,180
"DRUID","Sen'jin Shieldmasta",290,108
"PRIEST","Water Elemental",290,180
"MAGE","Potion of Madness",290,152
"ROGUE","Spreading Madness",290,87
"ROGUE","Shadowfiend",289,138
"WARLOCK","Fearsome Doomguard",289,161
"HUNTER","Wolfrider",289,115
"ROGUE","Worthless Imp",289,112
"ROGUE","Spellslinger",288,128
"SHAMAN","Cursed!",287,126
"ROGUE","Kabal Lackey",287,147
"HUNTER","Lock and Load",287,105
"PRIEST","Kodorider",287,163
"MAGE","Secretkeeper",286,126
"MAGE","Blastcrystal Potion",286,118
"ROGUE","Obsidian Destroyer",286,174
"PRIEST","Arcane Giant",286,136
"ROGUE","Bloodlust",286,229
"PRIEST","Grommash Hellscream",286,196
"ROGUE","Lightspawn",285,136
"ROGUE","Axe Flinger",285,127
"PALADIN","Cyclopian Horror",285,115
"PALADIN","Alexstrasza",285,167
"DRUID","Jade Golem",284,177
"DRUID","Weasel Tunneler",284,135
"ROGUE","Mirror Image",283,127
"PRIEST","Jade Shuriken",283,138
"PRIEST","Twin Emperor Vek'lor",282,128
"DRUID","Sunwalker",282,132
"PRIEST","Blizzard",281,135
"HUNTER","Abusive Sergeant",281,120
"ROGUE","Sorcerer's Apprentice",281,140
"ROGUE","Mass Dispel",281,127
"ROGUE","Mana Geode",281,124
"PRIEST","Execute",280,169
"ROGUE","Harrison Jones",280,126
"ROGUE","Power Word: Glory",280,112
"DRUID","Twilight Guardian",279,130
"ROGUE","Menagerie Warden",279,128
"WARLOCK","Infested Tauren",279,141
"ROGUE","Dreadsteed",279,112
"MAGE","Faerie Dragon",279,118
"DRUID","Ysera Awakens",279,209
"WARRIOR","The Black Knight",279,127
"ROGUE","Kabal Trafficker",279,136
"ROGUE","Entomb",278,128
"ROGUE","Power Word: Tentacles",278,134
"PALADIN","Tuskarr Jouster",278,122
"HUNTER","Stampeding Kodo",278,117
"ROGUE","Effigy",278,136
"ROGUE","Silverware Golem",278,115
"ROGUE","Cult Sorcerer",277,150
"ROGUE","Fist of Jaraxxus",277,116
"SHAMAN","Lotus Illusionist",276,123
"ROGUE","Greater Arcane Missiles",276,126
"ROGUE","Animated Armor",276,112
"ROGUE","Darkshire Alchemist",276,108
"WARRIOR","Arcane Giant",275,121
"ROGUE","Greater Healing Potion",275,103
"ROGUE","Servant of Yogg-Saron",275,102
"ROGUE","Everyfin is Awesome",274,179
"ROGUE","Water Elemental",274,131
"ROGUE","Medivh's Valet",273,136
"PRIEST","Ragnaros, Lightlord",273,104
"DRUID","Argent Horserider",273,144
"PRIEST","Volcanic Potion",273,114
"ROGUE","Forbidden Flame",272,121
"WARLOCK","Wolfrider",272,124
"ROGUE","Forbidden Ritual",272,96
"MAGE","Cairne Bloodhoof",271,156
"WARLOCK","Kara Kazham!",270,94
"HUNTER","Princess Huhuran",270,121
"PALADIN","Twilight Elder",270,118
"ROGUE","Onyx Bishop",270,136
"SHAMAN","Jade Golem",270,175
"ROGUE","Hellfire",269,138
"DRUID","Jungle Moonkin",269,163
"DRUID","Kobold Geomancer",269,142
"DRUID","Worthless Imp",269,164
"ROGUE","Harvest Golem",268,103
"DRUID","Reno Jackson",268,112
"ROGUE","Twilight Flamecaller",268,120
"ROGUE","Violet Illusionist",268,133
"SHAMAN","Abusive Sergeant",268,126
"DRUID","Dream",268,177
"WARLOCK","Huge Toad",268,114
"ROGUE","Kara Kazham!",268,125
"MAGE","Raza the Chained",267,148
"ROGUE","Convert",267,111
"ROGUE","Spellbender",267,149
"ROGUE","Siphon Soul",266,104
"ROGUE","Mind Blast",266,161
"ROGUE","Dragon's Breath",266,138
"DRUID","Medivh, the Guardian",266,149
"WARLOCK","Frostbolt",266,137
"PRIEST","Power Word: Tentacles",265,143
"ROGUE","Dragonfire Potion",263,74
"ROGUE","Cenarius",263,131
"PALADIN","Sunwalker",263,102
"WARLOCK","Reinforce",263,88
"WARLOCK","Grimscale Oracle",262,116
"SHAMAN","Madam Goya",262,157
"PRIEST","Polluted Hoarder",261,118
"ROGUE","Summoning Portal",261,124
"SHAMAN","Big-Time Racketeer",261,111
"PALADIN","Nefarian",261,137
"ROGUE","Polymorph",260,97
"WARLOCK","Usher of Souls",260,136
"MAGE","Greater Healing Potion",260,107
"PRIEST","Freezing Potion",260,129
"MAGE","Prince Malchezaar",260,120
"PRIEST","The Storm Guardian",259,147
"WARLOCK","Illidan Stormrage",259,138
"DRUID","Ancient of Lore",258,129
"ROGUE","Faceless Summoner",258,135
"DRUID","Icehowl",258,141
"PRIEST","Mirror Image",258,128
"WARLOCK","Babbling Book",257,110
"ROGUE","Kirin Tor Mage",257,121
"MAGE","Squire",256,162
"PRIEST","Bash",256,181
"ROGUE","Dalaran Aspirant",256,132
"DRUID","Volcanic Lumberer",256,137
"ROGUE","Spawn of Shadows",256,129
"ROGUE","Vaporize",255,100
"WARLOCK","Tinkmaster Overspark",255,114
"ROGUE","Shadowflame",255,118
"MAGE","Chillmaw",255,129
"PRIEST","Mirror Entity",254,157
"ROGUE","Archmage Antonidas",254,149
"PRIEST","Crazed Alchemist",253,123
"WARLOCK","Injured Kvaldir",253,121
"ROGUE","Void Terror",253,110
"WARLOCK","Freezing Potion",253,96
"DRUID","Cursed!",251,140
"ROGUE","Kobold Geomancer",251,98
"ROGUE","Volcanic Potion",251,88
"SHAMAN","Frost Shock",251,140
"ROGUE","Faceless Manipulator",250,124
"ROGUE","Volcanic Lumberer",250,119
"ROGUE","Renounce Darkness",250,82
"WARLOCK","Loot Hoarder",250,99
"ROGUE","Abyssal Enforcer",250,135
"DRUID","Celestial Dreamer",250,141
"ROGUE","Twilight Darkmender",249,109
"ROGUE","Ice Lance",249,113
"DRUID","Infested Tauren",249,115
"MAGE","Fireblast Rank 2",248,122
"MAGE","Spellbreaker",248,110
"PRIEST","Weasel Tunneler",248,117
"ROGUE","Confessor Paletress",248,110
"WARRIOR","Dire Wolf Alpha",248,122
"WARLOCK","Sense Demons",247,91
"ROGUE","Fallen Hero",247,121
"PRIEST","Flamewaker",247,157
"PALADIN","Silent Knight",247,95
"PRIEST","Counterspell",247,168
"ROGUE","Lesser Heal",247,122
"ROGUE","Crystalweaver",246,116
"ROGUE","Dread Infernal",246,119
"WARLOCK","Potion of Polymorph",246,128
"DRUID","Bilefin Tidehunter",245,92
"HUNTER","Don Han'Cho",245,97
"WARRIOR","Huge Toad",245,107
"ROGUE","Cone of Cold",245,89
"ROGUE","Arcane Explosion",244,97
"PALADIN","Hand of Protection",243,87
"ROGUE","Seadevil Stinger",243,101
"ROGUE","Hooded Acolyte",243,99
"WARLOCK","Murloc Tidehunter",242,77
"DRUID","Arch-Thief Rafaam",242,148
"SHAMAN","Jade Golem",242,147
"ROGUE","Pit Lord",241,126
"ROGUE","Demonwrath",241,97
"SHAMAN","Novice Engineer",241,106
"ROGUE","Auchenai Soulpriest",240,108
"ROGUE","Purify",239,106
"ROGUE","Demented Frostcaller",239,102
"PRIEST","Excess Mana",238,72
"PRIEST","Shadowstep",238,148
"ROGUE","Circle of Healing",238,127
"HUNTER","King Krush",238,117
"DRUID","Emerald Drake",238,142
"DRUID","Bananas",238,144
"ROGUE","Netherspite Historian",237,90
"SHAMAN","Blackwing Corruptor",237,106
"ROGUE","Cabal Shadow Priest",237,120
"ROGUE","Ethereal Arcanist",236,97
"ROGUE","Confuse",236,91
"PALADIN","Soggoth the Slitherer",236,112
"ROGUE","Temple Enforcer",235,127
"SHAMAN","Ysera Awakens",235,168
"PRIEST","Prince Malchezaar",235,121
"PRIEST","Conceal",234,145
"ROGUE","Ice Barrier",234,86
"ROGUE","Silithid Swarmer",234,111
"ROGUE","Armor Up!",234,74
"ROGUE","Malkorok",234,124
"ROGUE","Manic Soulcaster",233,115
"PALADIN","Stand Against Darkness",233,92
"ROGUE","Usher of Souls",233,101
"DRUID","Leeroy Jenkins",233,148
"PALADIN","Twilight Summoner",232,119
"DRUID","Wildwalker",232,104
"ROGUE","Kun the Forgotten King",232,119
"PRIEST","Ivory Knight",231,103
"PRIEST","Spellbreaker",231,108
"WARLOCK","Street Trickster",230,100
"PRIEST","Sen'jin Shieldmasta",230,73
"ROGUE","Ice Block",230,116
"HUNTER","Patches the Pirate",229,72
"ROGUE","Shapeshift",229,122
"PRIEST","Lightwarden",229,114
"WARLOCK","Firelands Portal",229,136
"ROGUE","Tentacles for Arms",228,80
"MAGE","Animated Armor",228,92
"WARLOCK","Greater Healing Potion",228,118
"ROGUE","Herald Volazj",227,116
"ROGUE","Cryomancer",226,87
"HUNTER","Worgen Infiltrator",226,91
"HUNTER","Armor Up!",225,85
"HUNTER","Jungle Panther",225,74
"PRIEST","Anubisath Sentinel",223,112
"ROGUE","Blizzard",223,76
"ROGUE","Void Crusher",223,78
"ROGUE","Steady Shot",223,105
"ROGUE","Sacrificial Pact",222,143
"WARRIOR","Hungry Dragon",222,84
"ROGUE","Rhonin",222,103
"PRIEST","Upgrade!",222,131
"ROGUE","Shadow Word: Horror",221,96
"MAGE","Voidwalker",221,116
"SHAMAN","Dream",221,126
"WARLOCK","Ice Block",221,112
"MAGE","Imp Gang Boss",221,121
"PRIEST","Burgly Bully",220,111
"PRIEST","Jade Blossom",220,85
"HUNTER","Brann Bronzebeard",219,78
"WARRIOR","Wrathion",219,79
"ROGUE","Doomguard",219,129
"HUNTER","Cairne Bloodhoof",219,107
"DRUID","Netherspite Historian",219,110
"MAGE","Map to the Golden Monkey",219,100
"ROGUE","Flame Lance",219,98
"PALADIN","Southsea Captain",218,103
"PRIEST","Crazed Worshipper",218,90
"MAGE","Museum Curator",218,100
"HUNTER","Second-Rate Bruiser",218,73
"SHAMAN","Emerald Drake",218,140
"MAGE","Shadow Word: Pain",216,78
"WARLOCK","Forgotten Torch",216,108
"WARLOCK","Spreading Madness",216,76
"WARLOCK","Dragonfire Potion",216,95
"SHAMAN","Arcanosmith",216,71
"DRUID","Doomcaller",216,91
"HUNTER","Piranha Launcher",215,105
"WARLOCK","Polymorph",215,97
"WARLOCK","Ethereal Conjurer",215,107
"MAGE","Thoughtsteal",215,102
"HUNTER","Leper Gnome",214,80
"WARRIOR","Onyxia",214,91
"MAGE","Shadow Word: Death",214,103
"ROGUE","Twin Emperor Vek'lor",214,94
"DRUID","Laughing Sister",214,133
"ROGUE","Dire Wolf Alpha",214,108
"PRIEST","Dire Wolf Alpha",213,125
"SHAMAN","Charged Hammer",213,92
"WARRIOR","Excavated Evil",213,59
"MAGE","Holy Nova",213,116
"ROGUE","Flamestrike",212,72
"PALADIN","Elise Starseeker",212,91
"PRIEST","Bomb Squad",212,95
"ROGUE","Gorehowl",212,135
"ROGUE","Mind Control Tech",212,88
"ROGUE","Rampage",212,110
"ROGUE","Knight of the Wild",212,86
"SHAMAN","Laughing Sister",211,125
"WARLOCK","Golden Monkey",211,86
"ROGUE","Kabal Crystal Runner",211,95
"WARLOCK","Dagger Mastery",211,55
"PRIEST","Flame Lance",210,108
"ROGUE","Shield Slam",210,89
"ROGUE","Youthful Brewmaster",210,82
"WARLOCK","Museum Curator",209,109
"HUNTER","Avian Watcher",209,75
"HUNTER","Totemic Call",209,56
"ROGUE","Weasel Tunneler",208,89
"ROGUE","Kidnapper",208,98
"ROGUE","Frost Nova",208,83
"DRUID","Abusive Sergeant",208,103
"MAGE","Infested Tauren",208,107
"SHAMAN","Stoneclaw Totem",207,118
"SHAMAN","Nightmare",207,147
"ROGUE","Sea Reaver",207,100
"SHAMAN","Corrupted Seer",207,63
"ROGUE","Prophet Velen",206,99
"WARLOCK","Polymorph: Boar",206,106
"HUNTER","Jeweled Scarab",206,77
"ROGUE","Jeweled Scarab",205,68
"MAGE","Holy Fire",205,108
"HUNTER","Coldlight Oracle",205,64
"DRUID","Blackwing Corruptor",205,99
"PRIEST","Steady Shot",205,110
"WARLOCK","Cabalist's Tome",205,88
"MAGE","Siphon Soul",204,104
"WARLOCK","Volcanic Potion",204,86
"WARRIOR","Bloodmage Thalnos",204,71
"WARRIOR","Spellbreaker",203,75
"ROGUE","Fearsome Doomguard",203,74
"WARRIOR","Abusive Sergeant",203,100
"ROGUE","Coldarra Drake",203,100
"HUNTER","Tomb Spider",202,77
"MAGE","Entomb",202,105
"WARRIOR","Mind Control Tech",202,71
"ROGUE","Raza the Chained",202,98
"SHAMAN","Forked Lightning",202,65
"WARLOCK","Coldlight Seer",202,75
"WARRIOR","Scaled Nightmare",201,110
"PRIEST","Pyroblast",200,164
"PRIEST","Slam",200,114
"WARLOCK","Potion of Madness",200,104
"WARLOCK","Reckless Rocketeer",200,122
"DRUID","Madam Goya",200,108
"PRIEST","Questing Adventurer",199,99
"WARLOCK","Void Crusher",198,87
"WARRIOR","Bananas",198,87
"PRIEST","Gorehowl",197,147
"MAGE","Sen'jin Shieldmasta",197,69
"ROGUE","Excess Mana",197,68
"MAGE","Confessor Paletress",197,105
"PALADIN","Shieldbearer",196,79
"ROGUE","Darkshire Librarian",196,79
"MAGE","Dreadsteed",196,113
"WARRIOR","Deathwing, Dragonlord",196,89
"SHAMAN","Twilight Drake",196,94
"MAGE","Demented Frostcaller",195,65
"PRIEST","Armor Up!",195,66
"WARRIOR","Sunwalker",195,57
"SHAMAN","Moat Lurker",195,84
"ROGUE","Fool's Bane",194,74
"ROGUE","Stolen Goods",194,77
"ROGUE","Argent Commander",194,75
"DRUID","Nightmare",194,153
"ROGUE","Inner Fire",194,77
"PRIEST","Temple Enforcer",193,104
"DRUID","Jade Golem",192,119
"PRIEST","Bog Creeper",192,80
"PALADIN","Volcanic Drake",192,78
"SHAMAN","Dire Wolf Alpha",192,97
"PRIEST","Tunnel Trogg",192,92
"ROGUE","Blade Flurry",192,62
"MAGE","Twisting Nether",191,105
"WARLOCK","Sergeant Sally",190,87
"PRIEST","Doomguard",190,130
"MAGE","Bane of Doom",190,101
"WARRIOR","Mistress of Mixtures",189,75
"ROGUE","Polluted Hoarder",188,84
"MAGE","Felguard",188,102
"WARRIOR","Genzo, the Shark",188,89
"MAGE","Shadow Bolt",188,91
"ROGUE","Sense Demons",188,72
"ROGUE","Captain Greenskin",188,83
"PRIEST","Animal Companion",188,128
"MAGE","The Curator",187,100
"SHAMAN","Jade Golem",187,117
"ROGUE","Cho'gall",187,73
"PRIEST","Moat Lurker",186,81
"MAGE","Blood Imp",186,98
"PRIEST","Alley Armorsmith",186,113
"PRIEST","Convert",186,84
"WARLOCK","Blizzard",186,77
"MAGE","Shifting Shade",185,100
"SHAMAN","Reno Jackson",185,92
"ROGUE","Brawl",185,27
"SHAMAN","The Mistcaller",185,84
"PALADIN","Blood Knight",185,82
"PALADIN","Twilight Geomancer",185,62
"ROGUE","Aviana",185,71
"MAGE","Power Word: Shield",184,85
"WARRIOR","Leper Gnome",184,83
"ROGUE","Life Tap",183,78
"PRIEST","Fandral Staghelm",182,79
"ROGUE","Blood Warriors",182,74
"SHAMAN","Bog Creeper",182,91
"ROGUE","Succubus",181,63
"ROGUE","Cursed Blade",181,77
"ROGUE","Abomination",181,38
"ROGUE","Mind Control",180,83
"ROGUE","Poisoned Blade",179,81
"WARLOCK","Shadow Word: Death",179,96
"WARLOCK","Counterspell",179,107
"MAGE","Forbidden Shaping",179,91
"PRIEST","Demonwrath",179,62
"ROGUE","Grommash Hellscream",179,111
"PRIEST","Kun the Forgotten King",178,103
"ROGUE","Twisting Nether",178,58
"WARLOCK","Raza the Chained",177,98
"MAGE","Coldarra Drake",177,106
"MAGE","Shadowform",176,93
"WARLOCK","Demonfuse",176,82
"WARLOCK","Shadow Word: Pain",175,96
"WARRIOR","Nexus-Champion Saraad",175,74
"DRUID","Questing Adventurer",175,87
"WARLOCK","Secretkeeper",175,79
"WARLOCK","Faceless Summoner",175,92
"WARLOCK","Water Elemental",175,92
"PRIEST","Ice Barrier",174,82
"MAGE","Hellfire",174,91
"MAGE","Malchezaar's Imp",173,80
"MAGE","Dread Infernal",173,90
"PRIEST","Frost Nova",172,74
"ROGUE","Sunfury Protector",172,71
"HUNTER","Wild Pyromancer",172,50
"HUNTER","Burgly Bully",172,87
"PALADIN","Drakonid Crusher",171,89
"MAGE","Summoning Stone",171,78
"PRIEST","Evolve",171,82
"PRIEST","Quick Shot",171,112
"DRUID","Arcane Anomaly",171,85
"HUNTER","Gladiator's Longbow",170,75
"WARLOCK","N'Zoth, the Corruptor",170,110
"MAGE","Deathwing",170,65
"PRIEST","Southsea Deckhand",170,85
"WARLOCK","Flamestrike",170,77
"MAGE","Lord Jaraxxus",169,101
"WARLOCK","Toxic Sewer Ooze",169,83
"WARLOCK","Southsea Captain",169,88
"ROGUE","Dark Bargain",169,45
"PALADIN","Scarlet Crusader",169,64
"PRIEST","Savannah Highmane",169,129
"PRIEST","Bane of Doom",169,95
"PRIEST","Shiv",169,85
"WARLOCK","Eerie Statue",168,91
"ROGUE","The Tidal Hand",168,70
"PALADIN","Elven Archer",167,67
"WARLOCK","Darkshire Alchemist",167,91
"SHAMAN","Totemic Slam",166,71
"WARLOCK","Chillmaw",166,88
"PRIEST","Journey Below",166,83
"MAGE","Cabal Shadow Priest",165,90
"HUNTER","Doppelgangster",165,58
"PRIEST","Undercity Huckster",164,86
"MAGE","Blackwing Technician",164,70
"MAGE","Holy Smite",164,74
"PRIEST","Faceless Summoner",164,87
"ROGUE","Crazed Worshipper",164,60
"WARLOCK","Mirror Image",163,69
"PALADIN","Stonetusk Boar",163,70
"PRIEST","Beneath the Grounds",163,109
"PRIEST","Big Game Hunter",163,86
"MAGE","Priest of the Feast",163,86
"WARLOCK","Mindgames",162,69
"MAGE","Mind Vision",162,72
"PRIEST","Counterfeit Coin",161,75
"PALADIN","Murloc Tinyfin",161,48
"PRIEST","Ice Lance",161,89
"DRUID","Spellbreaker",161,84
"MAGE","Darkshire Alchemist",160,89
"WARLOCK","Forbidden Flame",160,74
"ROGUE","Bolster",160,81
"PALADIN","Justicar Trueheart",160,83
"SHAMAN","Arcane Missiles",160,93
"ROGUE","Moat Lurker",159,57
"WARLOCK","Imp Master",159,58
"MAGE","Drakonid Operative",159,76
"PRIEST","Shadowfiend",158,68
"MAGE","Cryomancer",158,67
"MAGE","Prophet Velen",158,94
"WARRIOR","Worgen Infiltrator",158,65
"WARLOCK","Shifting Shade",158,78
"HUNTER","Dreadscale",157,61
"PALADIN","Arcane Anomaly",157,63
