card_name,times_played,card_cost,card_attack,card_health,has_taunt,opponent_class,avg_damage_soaked,avg_damage_output,win_rate
Prophet Velen,2002,7,7,7,FALSE,MAGE,4.046953047,1.429070929,59.64
Prophet Velen,4787,7,7,7,FALSE,PRIEST,1.836640902,0.8928347608,63.06
Prophet Velen,7182,7,7,7,FALSE,DRUID,3.620579226,2.393205235,67.43
Prophet Velen,978,7,7,7,FALSE,WARLOCK,1.91002045,0.3987730061,69.12
Prophet Velen,926,7,7,7,FALSE,ROGUE,1.903887689,0.7840172786,69.76
Prophet Velen,558,7,7,7,FALSE,HUNTER,3.485663082,2.833333333,72.04
Prophet Velen,2580,7,7,7,FALSE,PALADIN,3.411627907,1.730620155,72.79
Prophet Velen,1145,7,7,7,FALSE,WARRIOR,2.453275109,2.676855895,77.37
Prophet Velen,832,7,7,7,FALSE,SHAMAN,2.549278846,1.592548077,77.4
Mana Addict,2,2,1,3,FALSE,HUNTER,4.5,4.5,0
Mana Addict,1,2,1,3,FALSE,MAGE,2,16,0
Mana Addict,3,2,1,3,FALSE,PRIEST,3,3.333333333,33.33
Mana Addict,8,2,1,3,FALSE,DRUID,2.25,3.5,50
Mana Addict,4,2,1,3,FALSE,PALADIN,2.75,1.5,50
Mana Addict,9,2,1,3,FALSE,ROGUE,1.777777778,2.444444444,66.66
Mana Addict,3,2,1,3,FALSE,SHAMAN,2.333333333,6.666666667,66.66
Mana Addict,1,2,1,3,FALSE,WARLOCK,4,5,100
Kor'kron Elite,7820,4,4,3,FALSE,SHAMAN,2.753324808,5.615601023,44.09
Kor'kron Elite,20282,4,4,3,FALSE,PALADIN,3.233754068,5.339808697,44.7
Kor'kron Elite,54774,4,4,3,FALSE,DRUID,2.972432176,5.713185088,46.38
Kor'kron Elite,4290,4,4,3,FALSE,HUNTER,2.996503497,4.920512821,48.64
Kor'kron Elite,21356,4,4,3,FALSE,PRIEST,2.811762502,6.260301555,51.17
Kor'kron Elite,13025,4,4,3,FALSE,WARRIOR,3.199001919,4.742418426,52.33
Kor'kron Elite,5307,4,4,3,FALSE,WARLOCK,2.764462031,5.039570379,61.72
Kor'kron Elite,5793,4,4,3,FALSE,ROGUE,2.806145348,4.584671155,61.78
Kor'kron Elite,12443,4,4,3,FALSE,MAGE,2.511693322,5.051193442,65.89
Al'Akir the Windlord,743,8,3,5,TRUE,PRIEST,3.086137281,8.288021534,37.28
Al'Akir the Windlord,170,8,3,5,TRUE,WARLOCK,2.705882353,7.041176471,40.58
Al'Akir the Windlord,946,8,3,5,TRUE,DRUID,3.882663848,7.243128964,41.01
Al'Akir the Windlord,350,8,3,5,TRUE,MAGE,2.477142857,6.934285714,54
Al'Akir the Windlord,399,8,3,5,TRUE,PALADIN,4.097744361,7.689223058,55.88
Al'Akir the Windlord,286,8,3,5,TRUE,SHAMAN,3.566433566,7.300699301,58.04
Al'Akir the Windlord,132,8,3,5,TRUE,ROGUE,3.151515152,6.939393939,58.33
Al'Akir the Windlord,125,8,3,5,TRUE,WARRIOR,3.168,7.56,67.2
Al'Akir the Windlord,62,8,3,5,TRUE,HUNTER,3.467741935,9.5,70.96
Silvermoon Guardian,3,4,3,3,FALSE,SHAMAN,3.666666667,5.666666667,0
Silvermoon Guardian,4,4,3,3,FALSE,ROGUE,1.5,2.25,25
Silvermoon Guardian,8,4,3,3,FALSE,PRIEST,2.25,5.75,25
Silvermoon Guardian,8,4,3,3,FALSE,DRUID,4.25,4.25,50
Silvermoon Guardian,4,4,3,3,FALSE,WARRIOR,4.75,2.75,50
Silvermoon Guardian,6,4,3,3,FALSE,PALADIN,4.666666667,8.166666667,83.33
Silvermoon Guardian,2,4,3,3,FALSE,MAGE,0,10,100
Silvermoon Guardian,1,4,3,3,FALSE,HUNTER,4,3,100
Silvermoon Guardian,1,4,3,3,FALSE,WARLOCK,3,0,100
Cenarius,205,9,5,8,FALSE,PRIEST,3.434146341,3.531707317,49.75
Cenarius,139,9,5,8,FALSE,PALADIN,3.820143885,3.81294964,52.51
Cenarius,49,9,5,8,FALSE,WARLOCK,5.306122449,2.489795918,53.06
Cenarius,58,9,5,8,FALSE,SHAMAN,4.293103448,3.810344828,53.44
Cenarius,128,9,5,8,FALSE,MAGE,4.453125,3.0625,54.68
Cenarius,1068,9,5,8,FALSE,DRUID,3.695692884,4.347378277,56.17
Cenarius,56,9,5,8,FALSE,WARRIOR,3.589285714,4.339285714,60.71
Cenarius,46,9,5,8,FALSE,ROGUE,3.130434783,3.52173913,60.86
Cenarius,24,9,5,8,FALSE,HUNTER,4.458333333,5.083333333,66.66
Pint-Sized Summoner,1,2,2,2,FALSE,MAGE,2,0,0
Pint-Sized Summoner,5,2,2,2,FALSE,DRUID,1.6,4,20
Pint-Sized Summoner,4,2,2,2,FALSE,PALADIN,3.75,2.25,25
Pint-Sized Summoner,4,2,2,2,FALSE,PRIEST,0.5,1,25
Pint-Sized Summoner,2,2,2,2,FALSE,SHAMAN,1,0,50
Pint-Sized Summoner,7,2,2,2,FALSE,ROGUE,2.142857143,2.142857143,57.14
Frostwolf Grunt,27,2,2,2,TRUE,WARLOCK,2.777777778,0.2962962963,25.92
Frostwolf Grunt,56,2,2,2,TRUE,SHAMAN,2.339285714,0.3571428571,28.57
Frostwolf Grunt,67,2,2,2,TRUE,ROGUE,2.537313433,0.3582089552,34.32
Frostwolf Grunt,151,2,2,2,TRUE,PALADIN,3.086092715,0.417218543,34.43
Frostwolf Grunt,123,2,2,2,TRUE,PRIEST,2.829268293,1.18699187,38.21
Frostwolf Grunt,427,2,2,2,TRUE,DRUID,2.864168618,0.5175644028,38.87
Frostwolf Grunt,82,2,2,2,TRUE,MAGE,2.134146341,0.8414634146,43.9
Frostwolf Grunt,163,2,2,2,TRUE,WARRIOR,3.134969325,0.5030674847,44.78
Frostwolf Grunt,35,2,2,2,TRUE,HUNTER,2.857142857,0.2285714286,45.71
Tauren Warrior,90,3,2,3,TRUE,SHAMAN,3.222222222,0.9888888889,32.22
Tauren Warrior,190,3,2,3,TRUE,PALADIN,3.510526316,0.5526315789,34.21
Tauren Warrior,164,3,2,3,TRUE,PRIEST,2.945121951,1.530487805,35.36
Tauren Warrior,48,3,2,3,TRUE,WARLOCK,3.291666667,0.8541666667,37.5
Tauren Warrior,491,3,2,3,TRUE,DRUID,3.627291242,0.9022403259,39.51
Tauren Warrior,126,3,2,3,TRUE,WARRIOR,3.658730159,0.4126984127,45.23
Tauren Warrior,50,3,2,3,TRUE,HUNTER,3.64,0.82,46
Tauren Warrior,129,3,2,3,TRUE,MAGE,3.031007752,1.410852713,46.51
Tauren Warrior,62,3,2,3,TRUE,ROGUE,3.580645161,0.5322580645,48.38
Voidwalker,7930,1,1,3,TRUE,MAGE,3.042496847,1.163556116,40.68
Voidwalker,14011,1,1,3,TRUE,PRIEST,3.087074442,1.132110485,41.01
Voidwalker,6974,1,1,3,TRUE,WARRIOR,3.310151993,0.3963292228,41.64
Voidwalker,31332,1,1,3,TRUE,DRUID,3.331386442,0.8065236819,43.61
Voidwalker,4979,1,1,3,TRUE,WARLOCK,3.409519984,0.6694115284,50.13
Voidwalker,3876,1,1,3,TRUE,ROGUE,3.181372549,0.6898864809,50.46
Voidwalker,2711,1,1,3,TRUE,HUNTER,3.354112873,0.7207672446,52.67
Voidwalker,12863,1,1,3,TRUE,PALADIN,3.511233771,0.5398429604,53.92
Voidwalker,4514,1,1,3,TRUE,SHAMAN,2.954807266,0.7144439521,67.98
Spiteful Smith,1,5,4,6,FALSE,WARRIOR,6,0,0
Spiteful Smith,1,5,4,6,FALSE,MAGE,0,0,0
Spiteful Smith,8,5,4,6,FALSE,PRIEST,4.25,3,12.5
Spiteful Smith,3,5,4,6,FALSE,ROGUE,4.333333333,5.333333333,33.33
Spiteful Smith,3,5,4,6,FALSE,SHAMAN,7.666666667,1.333333333,33.33
Spiteful Smith,5,5,4,6,FALSE,PALADIN,5.8,4,60
Spiteful Smith,17,5,4,6,FALSE,DRUID,6,3.529411765,70.58
Silverback Patriarch,29,3,1,4,TRUE,WARLOCK,4.310344828,0.6551724138,24.13
Silverback Patriarch,54,3,1,4,TRUE,SHAMAN,3.796296296,0.7962962963,27.77
Silverback Patriarch,108,3,1,4,TRUE,PALADIN,4.657407407,0.6574074074,32.4
Silverback Patriarch,310,3,1,4,TRUE,DRUID,4.14516129,0.7258064516,36.12
Silverback Patriarch,115,3,1,4,TRUE,PRIEST,3.260869565,1.373913043,40.86
Silverback Patriarch,45,3,1,4,TRUE,ROGUE,3.8,0.5555555556,44.44
Silverback Patriarch,114,3,1,4,TRUE,WARRIOR,4.157894737,0.1666666667,45.61
Silverback Patriarch,26,3,1,4,TRUE,HUNTER,4.692307692,0.5384615385,46.15
Silverback Patriarch,63,3,1,4,TRUE,MAGE,3.555555556,1.476190476,50.79
Stranglethorn Tiger,147,5,5,5,FALSE,PALADIN,4.442176871,5.700680272,36.05
Stranglethorn Tiger,59,5,5,5,FALSE,SHAMAN,2.593220339,4.593220339,42.37
Stranglethorn Tiger,386,5,5,5,FALSE,DRUID,4.238341969,5.930051813,43.52
Stranglethorn Tiger,213,5,5,5,FALSE,PRIEST,3.600938967,4.323943662,47.41
Stranglethorn Tiger,43,5,5,5,FALSE,HUNTER,3.348837209,5.302325581,48.83
Stranglethorn Tiger,129,5,5,5,FALSE,MAGE,3.697674419,5.248062016,54.26
Stranglethorn Tiger,74,5,5,5,FALSE,WARRIOR,3.594594595,5.851351351,56.75
Stranglethorn Tiger,62,5,5,5,FALSE,ROGUE,3.580645161,5.629032258,62.9
Stranglethorn Tiger,53,5,5,5,FALSE,WARLOCK,4.132075472,5.471698113,64.15
Silver Hand Knight,5,5,4,4,FALSE,ROGUE,1.6,1.6,100
Silver Hand Knight,1,5,4,4,FALSE,PRIEST,7,8,100
Silver Hand Knight,1,5,4,4,FALSE,DRUID,2,0,100
Silver Hand Knight,1,5,4,4,FALSE,SHAMAN,2,4,100
Chillwind Yeti,151,4,4,5,FALSE,WARLOCK,4.298013245,3.390728477,34.43
Chillwind Yeti,158,4,4,5,FALSE,ROGUE,3.702531646,2.544303797,37.34
Chillwind Yeti,622,4,4,5,FALSE,PRIEST,4.286173633,4.86977492,40.35
Chillwind Yeti,1329,4,4,5,FALSE,DRUID,4.933784801,5.295711061,41.38
Chillwind Yeti,201,4,4,5,FALSE,SHAMAN,4.353233831,5.298507463,43.78
Chillwind Yeti,529,4,4,5,FALSE,PALADIN,4.824196597,3.913043478,44.99
Chillwind Yeti,300,4,4,5,FALSE,WARRIOR,4.773333333,3.216666667,46.66
Chillwind Yeti,381,4,4,5,FALSE,MAGE,4.577427822,3.601049869,46.71
Chillwind Yeti,108,4,4,5,FALSE,HUNTER,4.37962963,3.185185185,50
Voodoo Doctor,129,1,2,1,FALSE,WARRIOR,2.317829457,0.992248062,31
Voodoo Doctor,63,1,2,1,FALSE,HUNTER,2.587301587,1.222222222,36.5
Voodoo Doctor,83,1,2,1,FALSE,ROGUE,1.903614458,0.2891566265,37.34
Voodoo Doctor,201,1,2,1,FALSE,MAGE,1.55721393,0.5970149254,37.81
Voodoo Doctor,104,1,2,1,FALSE,SHAMAN,2.105769231,0.5,40.38
Voodoo Doctor,682,1,2,1,FALSE,DRUID,1.755131965,0.7272727273,50.29
Voodoo Doctor,239,1,2,1,FALSE,PALADIN,1.69874477,0.6569037657,53.55
Voodoo Doctor,297,1,2,1,FALSE,PRIEST,2.134680135,0.9461279461,54.88
Voodoo Doctor,79,1,2,1,FALSE,WARLOCK,2.063291139,0.4556962025,62.02
Ravenholdt Assassin,2,7,7,5,FALSE,PRIEST,2.5,3.5,0
Ravenholdt Assassin,2,7,7,5,FALSE,PALADIN,5.5,15.5,0
Ravenholdt Assassin,7,7,7,5,FALSE,DRUID,3.857142857,6,42.85
Ravenholdt Assassin,1,7,7,5,FALSE,WARRIOR,0,0,100
Ravenholdt Assassin,2,7,7,5,FALSE,ROGUE,0.5,3.5,100
Doomsayer,31871,2,0,7,FALSE,WARRIOR,2.673276646,0.008377521885,43.36
Doomsayer,32262,2,0,7,FALSE,MAGE,1.738329924,0.0002169735292,44.45
Doomsayer,67863,2,0,7,FALSE,PRIEST,1.52824072,0.03741361272,44.56
Doomsayer,12578,2,0,7,FALSE,HUNTER,2.200588329,0.008347909048,45.81
Doomsayer,167732,2,0,7,FALSE,DRUID,2.777049102,0.00821548661,48.71
Doomsayer,18016,2,0,7,FALSE,ROGUE,2.218083925,0.001054618117,49.1
Doomsayer,66023,2,0,7,FALSE,PALADIN,2.127576754,0.01135967769,52.5
Doomsayer,22789,2,0,7,FALSE,SHAMAN,1.628680504,0.0003510465575,55.4
Doomsayer,18088,2,0,7,FALSE,WARLOCK,2.66148828,0.006855373728,55.94
Lord of the Arena,325,6,6,5,TRUE,PRIEST,3.387692308,1.667692308,31.69
Lord of the Arena,527,6,6,5,TRUE,DRUID,4.734345351,1.445920304,33.77
Lord of the Arena,81,6,6,5,TRUE,WARLOCK,4.703703704,0.9382716049,35.8
Lord of the Arena,183,6,6,5,TRUE,MAGE,4.825136612,1.327868852,39.89
Lord of the Arena,32,6,6,5,TRUE,HUNTER,4.9375,0.5625,43.75
Lord of the Arena,168,6,6,5,TRUE,PALADIN,4.553571429,1.636904762,47.02
Lord of the Arena,48,6,6,5,TRUE,ROGUE,2.854166667,1.125,47.91
Lord of the Arena,63,6,6,5,TRUE,SHAMAN,3.761904762,2.412698413,49.2
Lord of the Arena,98,6,6,5,TRUE,WARRIOR,4.93877551,1.755102041,55.1
Secretkeeper,252,1,1,2,FALSE,SHAMAN,2.496031746,1.357142857,34.12
Secretkeeper,745,1,1,2,FALSE,PALADIN,3.024161074,2.103355705,34.49
Secretkeeper,1769,1,1,2,FALSE,DRUID,2.782928208,2.411531939,37.53
Secretkeeper,436,1,1,2,FALSE,WARRIOR,2.422018349,1.03440367,41.97
Secretkeeper,723,1,1,2,FALSE,PRIEST,2.171507607,2.625172891,42.18
Secretkeeper,192,1,1,2,FALSE,HUNTER,2.90625,1.864583333,50.52
Secretkeeper,189,1,1,2,FALSE,WARLOCK,2.708994709,1.984126984,53.96
Secretkeeper,210,1,1,2,FALSE,ROGUE,2.438095238,1.304761905,56.66
Secretkeeper,436,1,1,2,FALSE,MAGE,2.316513761,2.639908257,71.78
Dalaran Mage,1,3,1,4,FALSE,MAGE,0,0,0
Dalaran Mage,4,3,1,4,FALSE,ROGUE,3,0.25,25
Windspeaker,1,4,3,3,FALSE,HUNTER,0,0,0
Windspeaker,2,4,3,3,FALSE,PRIEST,4.5,0,0
Windspeaker,5,4,3,3,FALSE,MAGE,1.4,1.2,60
Windspeaker,10,4,3,3,FALSE,DRUID,2.2,1.8,60
Windspeaker,128,4,3,3,FALSE,SHAMAN,1.703125,1.5078125,64.84
Windspeaker,3,4,3,3,FALSE,ROGUE,0,0,66.66
Windspeaker,1,4,3,3,FALSE,WARRIOR,4,9,100
Windspeaker,1,4,3,3,FALSE,WARLOCK,6,0,100
Windspeaker,2,4,3,3,FALSE,PALADIN,3,3,100
Wisp,9,0,1,1,FALSE,HUNTER,2,1.444444444,22.22
Wisp,16,0,1,1,FALSE,WARRIOR,0.6875,1.3125,43.75
Wisp,28,0,1,1,FALSE,MAGE,1.321428571,0.5714285714,46.42
Wisp,94,0,1,1,FALSE,SHAMAN,2.521276596,1.829787234,51.06
Wisp,43,0,1,1,FALSE,PALADIN,2.093023256,2.162790698,53.48
Wisp,130,0,1,1,FALSE,DRUID,2.2,2.292307692,60
Wisp,25,0,1,1,FALSE,ROGUE,1.28,0.64,68
Wisp,74,0,1,1,FALSE,PRIEST,2.189189189,1.891891892,75.67
Wisp,13,0,1,1,FALSE,WARLOCK,1.461538462,1.615384615,76.92
Ancient Brewmaster,50,4,5,4,FALSE,DRUID,4.1,2.26,36
Ancient Brewmaster,22,4,5,4,FALSE,PALADIN,3.318181818,1.181818182,36.36
Ancient Brewmaster,15,4,5,4,FALSE,WARLOCK,4.2,1.666666667,40
Ancient Brewmaster,5,4,5,4,FALSE,WARRIOR,3.4,1,40
Ancient Brewmaster,7,4,5,4,FALSE,ROGUE,3.571428571,2.142857143,57.14
Ancient Brewmaster,25,4,5,4,FALSE,PRIEST,3.04,2.04,60
Ancient Brewmaster,14,4,5,4,FALSE,MAGE,4.428571429,2.071428571,64.28
Ancient Brewmaster,3,4,5,4,FALSE,SHAMAN,3.333333333,1.666666667,100
Fire Elemental,76,6,6,5,FALSE,WARLOCK,3.513157895,4.684210526,31.57
Fire Elemental,617,6,6,5,FALSE,DRUID,4.035656402,6.489465154,38.41
Fire Elemental,312,6,6,5,FALSE,PRIEST,2.676282051,5.663461538,39.74
Fire Elemental,191,6,6,5,FALSE,MAGE,3.518324607,5.078534031,52.35
Fire Elemental,297,6,6,5,FALSE,SHAMAN,3.400673401,6.31986532,54.54
Fire Elemental,246,6,6,5,FALSE,PALADIN,3.75203252,7.182926829,58.13
Fire Elemental,113,6,6,5,FALSE,WARRIOR,3.017699115,6.902654867,60.17
Fire Elemental,53,6,6,5,FALSE,HUNTER,2.641509434,5.849056604,62.26
Fire Elemental,97,6,6,5,FALSE,ROGUE,3.216494845,5.092783505,65.97
Murloc Raider,5,1,2,1,FALSE,HUNTER,1.6,1.6,0
Murloc Raider,7,1,2,1,FALSE,WARLOCK,1.571428571,0.7142857143,14.28
Murloc Raider,17,1,2,1,FALSE,MAGE,1.470588235,1.941176471,23.52
Murloc Raider,21,1,2,1,FALSE,WARRIOR,1.857142857,1.047619048,23.8
Murloc Raider,14,1,2,1,FALSE,SHAMAN,1.214285714,3,28.57
Murloc Raider,43,1,2,1,FALSE,PRIEST,1.837209302,2.069767442,32.55
Murloc Raider,59,1,2,1,FALSE,DRUID,2.084745763,1.93220339,33.89
Murloc Raider,14,1,2,1,FALSE,ROGUE,1.071428571,0.8571428571,42.85
Murloc Raider,28,1,2,1,FALSE,PALADIN,2.964285714,3.607142857,53.57
Defias Ringleader,27,2,2,2,FALSE,PRIEST,2.407407407,1.481481481,18.51
Defias Ringleader,23,2,2,2,FALSE,MAGE,1.956521739,1.304347826,30.43
Defias Ringleader,67,2,2,2,FALSE,DRUID,2.417910448,3.402985075,35.82
Defias Ringleader,21,2,2,2,FALSE,PALADIN,2.952380952,1.857142857,47.61
Defias Ringleader,22,2,2,2,FALSE,WARRIOR,3.045454545,1.181818182,50
Defias Ringleader,165,2,2,2,FALSE,ROGUE,1.890909091,0.9454545455,53.93
Defias Ringleader,8,2,2,2,FALSE,HUNTER,2.5,1.75,62.5
Defias Ringleader,6,2,2,2,FALSE,SHAMAN,1.666666667,1,66.66
Defias Ringleader,7,2,2,2,FALSE,WARLOCK,2.714285714,2.857142857,71.42
Ironbark Protector,108,8,8,8,TRUE,PRIEST,3.648148148,3.444444444,30.55
Ironbark Protector,65,8,8,8,TRUE,PALADIN,6.615384615,2.723076923,33.84
Ironbark Protector,57,8,8,8,TRUE,MAGE,6.789473684,1.894736842,35.08
Ironbark Protector,821,8,8,8,TRUE,DRUID,5.605359318,2.649208283,40.31
Ironbark Protector,22,8,8,8,TRUE,WARLOCK,5.636363636,2.272727273,40.9
Ironbark Protector,29,8,8,8,TRUE,ROGUE,2.413793103,0.9310344828,55.17
Ironbark Protector,12,8,8,8,TRUE,HUNTER,3.833333333,1.333333333,58.33
Ironbark Protector,27,8,8,8,TRUE,SHAMAN,4.925925926,1.518518519,62.96
Ironbark Protector,30,8,8,8,TRUE,WARRIOR,4.733333333,3.9,70
Sea Giant,377,10,8,8,FALSE,WARLOCK,3.286472149,2.705570292,32.62
Sea Giant,1729,10,8,8,FALSE,PRIEST,3.253903991,4.562174667,37.99
Sea Giant,376,10,8,8,FALSE,ROGUE,2.117021277,2.074468085,44.41
Sea Giant,4254,10,8,8,FALSE,DRUID,4.164786084,7.204043253,49.41
Sea Giant,1084,10,8,8,FALSE,MAGE,3.86900369,4.090405904,50.27
Sea Giant,1604,10,8,8,FALSE,PALADIN,3.777431421,6.75,52.8
Sea Giant,694,10,8,8,FALSE,SHAMAN,3.636887608,5.521613833,58.35
Sea Giant,498,10,8,8,FALSE,WARRIOR,2.445783133,4.977911647,59.63
Sea Giant,302,10,8,8,FALSE,HUNTER,3.089403974,6.476821192,65.89
Bloodfen Raptor,28,2,3,2,FALSE,PALADIN,3.25,1.857142857,28.57
Bloodfen Raptor,23,2,3,2,FALSE,SHAMAN,2.782608696,2.173913043,34.78
Bloodfen Raptor,54,2,3,2,FALSE,PRIEST,2.5,2.333333333,35.18
Bloodfen Raptor,101,2,3,2,FALSE,DRUID,2.514851485,2.435643564,35.64
Bloodfen Raptor,10,2,3,2,FALSE,ROGUE,2.1,1.7,40
Bloodfen Raptor,31,2,3,2,FALSE,WARRIOR,2.451612903,2.161290323,45.16
Bloodfen Raptor,12,2,3,2,FALSE,HUNTER,1.75,2.083333333,50
Bloodfen Raptor,13,2,3,2,FALSE,WARLOCK,2.384615385,2.076923077,53.84
Bloodfen Raptor,20,2,3,2,FALSE,MAGE,1.85,2.7,85
Auchenai Soulpriest,1802,4,3,5,FALSE,PRIEST,4.144284129,1.92563818,45.67
Auchenai Soulpriest,814,4,3,5,FALSE,MAGE,4.675675676,2.015970516,49.87
Auchenai Soulpriest,3099,4,3,5,FALSE,DRUID,5.27589545,1.724427235,53.01
Auchenai Soulpriest,385,4,3,5,FALSE,ROGUE,4.267532468,0.9194805195,55.84
Auchenai Soulpriest,381,4,3,5,FALSE,WARLOCK,5.015748031,1.291338583,56.69
Auchenai Soulpriest,505,4,3,5,FALSE,WARRIOR,5.396039604,1.80990099,57.02
Auchenai Soulpriest,1204,4,3,5,FALSE,PALADIN,5.494186047,1.804817276,61.71
Auchenai Soulpriest,225,4,3,5,FALSE,HUNTER,4.982222222,2.031111111,66.22
Auchenai Soulpriest,457,4,3,5,FALSE,SHAMAN,4.625820569,1.27571116,68.92
Abusive Sergeant,597,1,1,1,FALSE,DRUID,1.561139028,1.005025126,33.66
Abusive Sergeant,79,1,1,1,FALSE,SHAMAN,1.303797468,0.5949367089,37.97
Abusive Sergeant,259,1,1,1,FALSE,PRIEST,2.061776062,1.154440154,41.31
Abusive Sergeant,116,1,1,1,FALSE,WARRIOR,2.094827586,1.129310345,43.96
Abusive Sergeant,234,1,1,1,FALSE,PALADIN,1.905982906,0.9700854701,49.57
Abusive Sergeant,133,1,1,1,FALSE,MAGE,1.533834586,1.157894737,49.62
Abusive Sergeant,62,1,1,1,FALSE,ROGUE,1.193548387,0.935483871,50
Abusive Sergeant,54,1,1,1,FALSE,HUNTER,1.555555556,0.9814814815,57.4
Abusive Sergeant,63,1,1,1,FALSE,WARLOCK,1.222222222,0.7619047619,61.9
Loot Hoarder,13371,2,2,1,FALSE,PRIEST,2.330790517,1.706529055,47.06
Loot Hoarder,29447,2,2,1,FALSE,DRUID,1.834312494,0.9857710463,48.3
Loot Hoarder,6720,2,2,1,FALSE,MAGE,1.568154762,0.8726190476,49.58
Loot Hoarder,5518,2,2,1,FALSE,WARRIOR,2.062160203,0.9990938746,52.44
Loot Hoarder,2341,2,2,1,FALSE,HUNTER,2.328492097,1.106364801,56.81
Loot Hoarder,11102,2,2,1,FALSE,PALADIN,2.431994235,1.054854981,57.39
Loot Hoarder,3032,2,2,1,FALSE,WARLOCK,1.956794195,0.9584432718,57.65
Loot Hoarder,3264,2,2,1,FALSE,ROGUE,1.48192402,0.3633578431,58.18
Loot Hoarder,4076,2,2,1,FALSE,SHAMAN,1.716143278,0.7038763494,59.44
Razorfen Hunter,2,3,2,3,FALSE,HUNTER,3,0,0
Razorfen Hunter,1,3,2,3,FALSE,WARRIOR,0,0,0
Razorfen Hunter,2,3,2,3,FALSE,DRUID,3.5,1,0
Razorfen Hunter,1,3,2,3,FALSE,PALADIN,0,0,0
Razorfen Hunter,1,3,2,3,FALSE,WARLOCK,0,2,0
Razorfen Hunter,1,3,2,3,FALSE,PRIEST,0,0,0
Razorfen Hunter,1,3,2,3,FALSE,ROGUE,0,5,100
Razorfen Hunter,1,3,2,3,FALSE,SHAMAN,7,16,100
Cabal Shadow Priest,8328,6,4,5,FALSE,PRIEST,4.769572526,2.997118156,52.04
Cabal Shadow Priest,4031,6,4,5,FALSE,MAGE,4.649466634,2.859340114,53.48
Cabal Shadow Priest,15320,6,4,5,FALSE,DRUID,4.622845953,3.41305483,56.76
Cabal Shadow Priest,1801,6,4,5,FALSE,WARLOCK,4.595780122,1.915047196,57.74
Cabal Shadow Priest,1645,6,4,5,FALSE,ROGUE,3.646200608,2.03100304,62.06
Cabal Shadow Priest,2471,6,4,5,FALSE,SHAMAN,3.86645083,2.776203966,68.75
Cabal Shadow Priest,6379,6,4,5,FALSE,PALADIN,4.249098605,3.47781784,69.39
Cabal Shadow Priest,1171,6,4,5,FALSE,HUNTER,3.872758326,3.67292912,71.05
Cabal Shadow Priest,1855,6,4,5,FALSE,WARRIOR,3.335849057,3.332075472,72.66
Argent Commander,21,6,4,2,FALSE,HUNTER,1.476190476,4.714285714,33.33
Argent Commander,251,6,4,2,FALSE,DRUID,2.366533865,6.533864542,41.43
Argent Commander,109,6,4,2,FALSE,PALADIN,2.816513761,6.853211009,42.2
Argent Commander,148,6,4,2,FALSE,PRIEST,2.256756757,7.581081081,43.24
Argent Commander,38,6,4,2,FALSE,SHAMAN,2.842105263,7.763157895,44.73
Argent Commander,74,6,4,2,FALSE,MAGE,1.702702703,6.324324324,59.45
Argent Commander,55,6,4,2,FALSE,WARRIOR,1.8,6.581818182,61.81
Argent Commander,32,6,4,2,FALSE,WARLOCK,1.1875,5.90625,62.5
Argent Commander,47,6,4,2,FALSE,ROGUE,1.319148936,7.191489362,63.82
Novice Engineer,3792,2,1,1,FALSE,HUNTER,2.041139241,0.4994725738,27.87
Novice Engineer,8584,2,1,1,FALSE,WARRIOR,1.961323392,0.5269105312,31.03
Novice Engineer,11391,2,1,1,FALSE,MAGE,1.383811781,0.5104029497,41.93
Novice Engineer,18169,2,1,1,FALSE,PALADIN,2.251142055,0.4798282789,44.99
Novice Engineer,5515,2,1,1,FALSE,ROGUE,1.52819583,0.2558476881,46.6
Novice Engineer,6833,2,1,1,FALSE,SHAMAN,1.792038636,0.3262110347,46.69
Novice Engineer,47920,2,1,1,FALSE,DRUID,1.688251252,0.4422579299,50.34
Novice Engineer,19983,2,1,1,FALSE,PRIEST,1.987689536,0.8009307912,61.03
Novice Engineer,5046,2,1,1,FALSE,WARLOCK,1.845422117,0.4256837099,64.58
Cruel Taskmaster,17,2,2,2,FALSE,WARLOCK,3.117647059,2.588235294,29.41
Cruel Taskmaster,60,2,2,2,FALSE,PRIEST,2.416666667,2.216666667,30
Cruel Taskmaster,11,2,2,2,FALSE,HUNTER,2.363636364,2.272727273,36.36
Cruel Taskmaster,24,2,2,2,FALSE,ROGUE,1.875,2.041666667,41.66
Cruel Taskmaster,155,2,2,2,FALSE,DRUID,2.658064516,2.922580645,42.58
Cruel Taskmaster,247,2,2,2,FALSE,WARRIOR,1.991902834,2.582995951,43.72
Cruel Taskmaster,23,2,2,2,FALSE,SHAMAN,2.260869565,2.956521739,47.82
Cruel Taskmaster,41,2,2,2,FALSE,MAGE,2.487804878,3.414634146,53.65
Cruel Taskmaster,65,2,2,2,FALSE,PALADIN,2.753846154,2.230769231,58.46
Kidnapper,1,6,5,3,FALSE,SHAMAN,0,0,0
Kidnapper,15,6,5,3,FALSE,PALADIN,2.933333333,1.466666667,33.33
Kidnapper,5,6,5,3,FALSE,MAGE,1.6,2,40
Kidnapper,2,6,5,3,FALSE,WARRIOR,3,2.5,50
Kidnapper,110,6,5,3,FALSE,ROGUE,2.590909091,0.7909090909,54.54
Kidnapper,7,6,5,3,FALSE,PRIEST,3,2.857142857,57.14
