card_name,times_played,card_cost,card_attack,card_health,has_taunt,opponent_class,avg_damage_soaked,avg_damage_output,win_rate
Prophet Velen,390,7,7,7,FALSE,MAGE,5.933333333,8.78974359,55.64
Prophet Velen,584,7,7,7,FALSE,PRIEST,6.210616438,9.167808219,59.58
Prophet Velen,145,7,7,7,FALSE,HUNTER,6.75862069,10.02068966,71.03
Prophet Velen,66,7,7,7,FALSE,WARLOCK,6.075757576,8.136363636,71.21
Prophet Velen,1671,7,7,7,FALSE,DRUID,6.84320766,10.92818671,72.17
Prophet Velen,509,7,7,7,FALSE,PALADIN,7.017681729,9.294695481,73.47
Prophet Velen,236,7,7,7,FALSE,WARRIOR,5.046610169,10.3220339,80.08
Prophet Velen,74,7,7,7,FALSE,ROGUE,6.918918919,9.081081081,81.08
Prophet Velen,201,7,7,7,FALSE,SHAMAN,6,9.736318408,88.55
Mana Addict,57,2,1,3,FALSE,PRIEST,4.596491228,3.561403509,35.08
Mana Addict,18,2,1,3,FALSE,HUNTER,5.555555556,4.5,50
Mana Addict,257,2,1,3,FALSE,DRUID,3.443579767,4.140077821,58.36
Mana Addict,39,2,1,3,FALSE,MAGE,2.692307692,4.666666667,58.97
Mana Addict,213,2,1,3,FALSE,SHAMAN,3.840375587,4.201877934,61.97
Mana Addict,85,2,1,3,FALSE,PALADIN,3.882352941,3.541176471,65.88
Mana Addict,12,2,1,3,FALSE,WARLOCK,5.25,4.25,66.66
Mana Addict,22,2,1,3,FALSE,WARRIOR,4.409090909,4.454545455,72.72
Mana Addict,23,2,1,3,FALSE,ROGUE,4.173913043,3.695652174,73.91
Kor'kron Elite,6125,4,4,3,FALSE,SHAMAN,3.561632653,5.728979592,37.02
Kor'kron Elite,17260,4,4,3,FALSE,PALADIN,3.814252607,5.490672074,37.31
Kor'kron Elite,44911,4,4,3,FALSE,DRUID,3.637438489,5.903720692,38.45
Kor'kron Elite,14853,4,4,3,FALSE,PRIEST,4.055948293,6.493166364,38.75
Kor'kron Elite,3420,4,4,3,FALSE,HUNTER,3.75994152,5.031578947,42.01
Kor'kron Elite,10651,4,4,3,FALSE,WARRIOR,4.050981129,4.759553094,44.75
Kor'kron Elite,4015,4,4,3,FALSE,WARLOCK,3.679950187,5.187795766,53.59
Kor'kron Elite,4286,4,4,3,FALSE,ROGUE,3.807512832,4.668922072,55.15
Kor'kron Elite,8476,4,4,3,FALSE,MAGE,3.593440302,5.480887211,57.32
Al'Akir the Windlord,148,8,3,5,TRUE,WARLOCK,4.25,7.804054054,35.81
Al'Akir the Windlord,771,8,3,5,TRUE,PRIEST,4.070038911,8.590142672,36.05
Al'Akir the Windlord,1282,8,3,5,TRUE,DRUID,4.434477379,7.911856474,42.04
Al'Akir the Windlord,127,8,3,5,TRUE,ROGUE,4.346456693,7.401574803,46.45
Al'Akir the Windlord,448,8,3,5,TRUE,MAGE,3.477678571,7.837053571,52.67
Al'Akir the Windlord,531,8,3,5,TRUE,PALADIN,4.465160075,7.777777778,55.74
Al'Akir the Windlord,398,8,3,5,TRUE,SHAMAN,4.454773869,8.148241206,60.8
Al'Akir the Windlord,134,8,3,5,TRUE,WARRIOR,4.029850746,8.089552239,67.16
Al'Akir the Windlord,72,8,3,5,TRUE,HUNTER,4.222222222,9.097222222,69.44
Silvermoon Guardian,11,4,3,3,FALSE,WARLOCK,2.272727273,4.454545455,45.45
Silvermoon Guardian,9,4,3,3,FALSE,ROGUE,2.111111111,3.888888889,55.55
Silvermoon Guardian,66,4,3,3,FALSE,PRIEST,2.121212121,5.212121212,56.06
Silvermoon Guardian,39,4,3,3,FALSE,MAGE,1.564102564,4.487179487,61.53
Silvermoon Guardian,146,4,3,3,FALSE,DRUID,2.390410959,4.589041096,61.64
Silvermoon Guardian,51,4,3,3,FALSE,PALADIN,2.392156863,5.156862745,62.74
Silvermoon Guardian,110,4,3,3,FALSE,SHAMAN,2.627272727,5.945454545,65.45
Silvermoon Guardian,17,4,3,3,FALSE,WARRIOR,1.705882353,4.235294118,70.58
Silvermoon Guardian,6,4,3,3,FALSE,HUNTER,1,3.666666667,100
Cenarius,21,9,5,8,FALSE,WARLOCK,8.428571429,6.285714286,38.09
Cenarius,116,9,5,8,FALSE,PRIEST,6.413793103,7.629310345,51.72
Cenarius,100,9,5,8,FALSE,PALADIN,6.15,6.77,54
Cenarius,572,9,5,8,FALSE,DRUID,6.083916084,8.456293706,55.94
Cenarius,16,9,5,8,FALSE,HUNTER,7.5,9.1875,56.25
Cenarius,24,9,5,8,FALSE,WARRIOR,7.666666667,8.416666667,58.33
Cenarius,70,9,5,8,FALSE,MAGE,5.614285714,6.885714286,60
Cenarius,16,9,5,8,FALSE,ROGUE,7.1875,9.0625,68.75
Cenarius,73,9,5,8,FALSE,SHAMAN,6.164383562,8.602739726,69.86
Pint-Sized Summoner,9,2,2,2,FALSE,WARLOCK,2.666666667,3,33.33
Pint-Sized Summoner,210,2,2,2,FALSE,DRUID,3.080952381,3.366666667,51.9
Pint-Sized Summoner,36,2,2,2,FALSE,PRIEST,3.916666667,3.611111111,52.77
Pint-Sized Summoner,16,2,2,2,FALSE,ROGUE,3.8125,2.8125,56.25
Pint-Sized Summoner,23,2,2,2,FALSE,WARRIOR,3.130434783,2.782608696,60.86
Pint-Sized Summoner,67,2,2,2,FALSE,PALADIN,3.253731343,2.865671642,68.65
Pint-Sized Summoner,176,2,2,2,FALSE,SHAMAN,3.045454545,3.767045455,69.88
Pint-Sized Summoner,23,2,2,2,FALSE,MAGE,3.086956522,2.956521739,78.26
Pint-Sized Summoner,11,2,2,2,FALSE,HUNTER,3.545454545,3.545454545,90.9
Frostwolf Grunt,72,2,2,2,TRUE,PRIEST,3.763888889,3.416666667,44.44
Frostwolf Grunt,15,2,2,2,TRUE,ROGUE,3.133333333,2.466666667,46.66
Frostwolf Grunt,154,2,2,2,TRUE,DRUID,3.201298701,3.279220779,50
Frostwolf Grunt,33,2,2,2,TRUE,MAGE,3.03030303,3.484848485,54.54
Frostwolf Grunt,10,2,2,2,TRUE,WARLOCK,3.6,2.7,60
Frostwolf Grunt,129,2,2,2,TRUE,SHAMAN,3.100775194,3.441860465,60.46
Frostwolf Grunt,42,2,2,2,TRUE,PALADIN,3.904761905,2.976190476,64.28
Frostwolf Grunt,22,2,2,2,TRUE,WARRIOR,4.681818182,3.409090909,81.81
Frostwolf Grunt,2,2,2,2,TRUE,HUNTER,4,4,100
Tauren Warrior,9,3,2,3,TRUE,WARLOCK,3.555555556,3.333333333,33.33
Tauren Warrior,12,3,2,3,TRUE,WARRIOR,5.166666667,3.75,41.66
Tauren Warrior,72,3,2,3,TRUE,MAGE,3.680555556,3.527777778,45.83
Tauren Warrior,64,3,2,3,TRUE,PRIEST,4.5,4.5,46.87
Tauren Warrior,141,3,2,3,TRUE,DRUID,3.992907801,4.439716312,59.57
Tauren Warrior,95,3,2,3,TRUE,SHAMAN,4.273684211,3.884210526,65.26
Tauren Warrior,37,3,2,3,TRUE,PALADIN,4.432432432,3.864864865,70.27
Tauren Warrior,12,3,2,3,TRUE,HUNTER,4.583333333,4,75
Tauren Warrior,13,3,2,3,TRUE,ROGUE,3.615384615,2.769230769,84.61
Voidwalker,3617,1,1,3,TRUE,WARLOCK,4.446226154,1.75283384,36.05
Voidwalker,4493,1,1,3,TRUE,MAGE,3.574671712,2.035388382,43.15
Voidwalker,5741,1,1,3,TRUE,PRIEST,4.128897405,2.041456192,43.87
Voidwalker,14553,1,1,3,TRUE,DRUID,3.644197073,1.811791383,47.19
Voidwalker,1875,1,1,3,TRUE,WARRIOR,3.597333333,1.477866667,50.61
Voidwalker,1712,1,1,3,TRUE,ROGUE,3.602803738,1.551985981,56.65
Voidwalker,1312,1,1,3,TRUE,HUNTER,3.786585366,1.522865854,60.36
Voidwalker,5472,1,1,3,TRUE,PALADIN,3.878289474,1.316520468,60.65
Voidwalker,2445,1,1,3,TRUE,SHAMAN,3.551329243,1.685480573,72.71
Spiteful Smith,169,5,4,6,FALSE,PRIEST,6.00591716,6.591715976,49.11
Spiteful Smith,326,5,4,6,FALSE,DRUID,5.552147239,6.733128834,49.69
Spiteful Smith,121,5,4,6,FALSE,PALADIN,5.305785124,5.446280992,61.15
Spiteful Smith,26,5,4,6,FALSE,WARRIOR,4.461538462,5.769230769,61.53
Spiteful Smith,75,5,4,6,FALSE,MAGE,5.253333333,6.306666667,64
Spiteful Smith,25,5,4,6,FALSE,WARLOCK,5.88,5.24,64
Spiteful Smith,18,5,4,6,FALSE,ROGUE,6.055555556,5.5,66.66
Spiteful Smith,104,5,4,6,FALSE,SHAMAN,5.605769231,7.153846154,73.07
Spiteful Smith,15,5,4,6,FALSE,HUNTER,5.466666667,5.533333333,93.33
Silverback Patriarch,12,3,1,4,TRUE,WARLOCK,4.833333333,1.833333333,33.33
Silverback Patriarch,68,3,1,4,TRUE,PRIEST,4.926470588,2.720588235,39.7
Silverback Patriarch,153,3,1,4,TRUE,DRUID,4.758169935,2.235294118,56.2
Silverback Patriarch,104,3,1,4,TRUE,SHAMAN,4.451923077,2.173076923,64.42
Silverback Patriarch,45,3,1,4,TRUE,MAGE,4.377777778,2.666666667,64.44
Silverback Patriarch,12,3,1,4,TRUE,ROGUE,4,2.333333333,66.66
Silverback Patriarch,13,3,1,4,TRUE,HUNTER,5.076923077,1.615384615,69.23
Silverback Patriarch,20,3,1,4,TRUE,WARRIOR,5.1,1.3,70
Silverback Patriarch,56,3,1,4,TRUE,PALADIN,5.017857143,2.303571429,71.42
Stranglethorn Tiger,225,5,5,5,FALSE,PALADIN,5.515555556,6.755555556,39.55
Stranglethorn Tiger,728,5,5,5,FALSE,DRUID,5.266483516,7.236263736,44.36
Stranglethorn Tiger,239,5,5,5,FALSE,PRIEST,5.631799163,6.669456067,45.6
Stranglethorn Tiger,54,5,5,5,FALSE,HUNTER,5.425925926,6.444444444,46.29
Stranglethorn Tiger,172,5,5,5,FALSE,MAGE,5.494186047,6.918604651,51.74
Stranglethorn Tiger,85,5,5,5,FALSE,WARRIOR,5.517647059,7.211764706,56.47
Stranglethorn Tiger,72,5,5,5,FALSE,WARLOCK,5.722222222,6.444444444,59.72
Stranglethorn Tiger,164,5,5,5,FALSE,SHAMAN,5.317073171,7.298780488,59.75
Stranglethorn Tiger,78,5,5,5,FALSE,ROGUE,5.076923077,6.679487179,60.25
Silver Hand Knight,114,5,4,4,FALSE,PRIEST,5.096491228,5.48245614,50.87
Silver Hand Knight,15,5,4,4,FALSE,HUNTER,2.933333333,4.533333333,53.33
Silver Hand Knight,26,5,4,4,FALSE,WARLOCK,5.423076923,4.692307692,53.84
Silver Hand Knight,266,5,4,4,FALSE,DRUID,4.390977444,6.15037594,54.88
Silver Hand Knight,93,5,4,4,FALSE,PALADIN,5.419354839,5.591397849,56.98
Silver Hand Knight,59,5,4,4,FALSE,MAGE,4.050847458,5.881355932,62.71
Silver Hand Knight,101,5,4,4,FALSE,SHAMAN,4.198019802,5.683168317,70.29
Silver Hand Knight,27,5,4,4,FALSE,WARRIOR,4.185185185,5.37037037,70.37
Silver Hand Knight,19,5,4,4,FALSE,ROGUE,3.947368421,5.947368421,78.94
Chillwind Yeti,81,4,4,5,FALSE,WARLOCK,5.432098765,6.172839506,33.33
Chillwind Yeti,381,4,4,5,FALSE,PRIEST,5.913385827,7.422572178,38.84
Chillwind Yeti,64,4,4,5,FALSE,ROGUE,5.375,6.34375,45.31
Chillwind Yeti,943,4,4,5,FALSE,DRUID,5.906680806,7.965005302,47.82
Chillwind Yeti,191,4,4,5,FALSE,MAGE,5.659685864,7.408376963,50.78
Chillwind Yeti,355,4,4,5,FALSE,PALADIN,5.712676056,6.430985915,55.49
Chillwind Yeti,190,4,4,5,FALSE,SHAMAN,5.331578947,8.210526316,57.89
Chillwind Yeti,137,4,4,5,FALSE,WARRIOR,6.233576642,6.97810219,59.12
Chillwind Yeti,56,4,4,5,FALSE,HUNTER,5.75,6.428571429,64.28
Voodoo Doctor,36,1,2,1,FALSE,WARLOCK,3.25,2.305555556,44.44
Voodoo Doctor,62,1,2,1,FALSE,MAGE,2.903225806,2.387096774,45.16
Voodoo Doctor,162,1,2,1,FALSE,PRIEST,3.419753086,2.567901235,45.67
Voodoo Doctor,71,1,2,1,FALSE,WARRIOR,3.76056338,2.85915493,47.88
Voodoo Doctor,57,1,2,1,FALSE,HUNTER,3.719298246,2.298245614,49.12
Voodoo Doctor,357,1,2,1,FALSE,DRUID,2.941176471,2.43697479,51.26
Voodoo Doctor,19,1,2,1,FALSE,ROGUE,4.526315789,2.157894737,57.89
Voodoo Doctor,185,1,2,1,FALSE,PALADIN,3.583783784,2.8,58.37
Voodoo Doctor,442,1,2,1,FALSE,SHAMAN,3.20361991,2.785067873,60.85
Ravenholdt Assassin,103,7,7,5,FALSE,PRIEST,4.291262136,8.116504854,33.98
Ravenholdt Assassin,24,7,7,5,FALSE,WARLOCK,4.583333333,7.916666667,41.66
Ravenholdt Assassin,21,7,7,5,FALSE,WARRIOR,3.523809524,7.476190476,42.85
Ravenholdt Assassin,116,7,7,5,FALSE,PALADIN,4.577586207,8.120689655,46.55
Ravenholdt Assassin,335,7,7,5,FALSE,DRUID,4.155223881,8.611940299,49.25
Ravenholdt Assassin,81,7,7,5,FALSE,MAGE,4.111111111,8.111111111,56.79
Ravenholdt Assassin,26,7,7,5,FALSE,ROGUE,5.192307692,8.576923077,61.53
Ravenholdt Assassin,144,7,7,5,FALSE,SHAMAN,5.125,9.326388889,71.52
Ravenholdt Assassin,12,7,7,5,FALSE,HUNTER,6.166666667,7.666666667,75
Doomsayer,8,2,0,7,FALSE,ROGUE,6.625,3.25,37.5
Doomsayer,402,2,0,7,FALSE,PRIEST,7.256218905,4.487562189,39.05
Doomsayer,362,2,0,7,FALSE,DRUID,7.281767956,3.657458564,46.96
Doomsayer,6,2,0,7,FALSE,MAGE,7.333333333,3,50
Doomsayer,32,2,0,7,FALSE,WARLOCK,8.125,4.09375,53.12
Doomsayer,230,2,0,7,FALSE,PALADIN,6.143478261,3.286956522,55.21
Doomsayer,73,2,0,7,FALSE,WARRIOR,7.068493151,3.835616438,63.01
Doomsayer,3,2,0,7,FALSE,SHAMAN,5,2.666666667,66.66
Doomsayer,25,2,0,7,FALSE,HUNTER,7.52,4.08,76
Lord of the Arena,19,6,6,5,TRUE,WARLOCK,5.263157895,6.473684211,47.36
Lord of the Arena,153,6,6,5,TRUE,PRIEST,5.058823529,7.581699346,52.94
Lord of the Arena,82,6,6,5,TRUE,MAGE,5.048780488,7.695121951,56.09
Lord of the Arena,257,6,6,5,TRUE,DRUID,5.093385214,7.151750973,60.31
Lord of the Arena,14,6,6,5,TRUE,ROGUE,4.642857143,7.071428571,64.28
Lord of the Arena,38,6,6,5,TRUE,WARRIOR,5.789473684,7.421052632,68.42
Lord of the Arena,93,6,6,5,TRUE,PALADIN,5.35483871,6.666666667,75.26
Lord of the Arena,66,6,6,5,TRUE,SHAMAN,4.96969697,7.227272727,75.75
Lord of the Arena,12,6,6,5,TRUE,HUNTER,4.583333333,7.083333333,91.66
Secretkeeper,360,1,1,2,FALSE,PRIEST,3.658333333,4.275,38.05
Secretkeeper,1187,1,1,2,FALSE,DRUID,3.281381634,3.880370682,44.39
Secretkeeper,534,1,1,2,FALSE,PALADIN,3.5917603,3.441947566,49.62
Secretkeeper,170,1,1,2,FALSE,WARRIOR,3.423529412,2.8,52.35
Secretkeeper,708,1,1,2,FALSE,SHAMAN,3.214689266,2.426553672,55.79
Secretkeeper,93,1,1,2,FALSE,ROGUE,3.397849462,3.053763441,56.98
Secretkeeper,143,1,1,2,FALSE,HUNTER,3.314685315,3.258741259,58.04
Secretkeeper,106,1,1,2,FALSE,WARLOCK,3.311320755,3.254716981,59.43
Secretkeeper,230,1,1,2,FALSE,MAGE,3.356521739,4.134782609,70.43
Dalaran Mage,10,3,1,4,FALSE,ROGUE,4.7,1.9,30
Dalaran Mage,13,3,1,4,FALSE,WARLOCK,5.153846154,1.846153846,38.46
Dalaran Mage,42,3,1,4,FALSE,PRIEST,4.19047619,2.095238095,45.23
Dalaran Mage,33,3,1,4,FALSE,MAGE,3.757575758,1.636363636,48.48
Dalaran Mage,4,3,1,4,FALSE,HUNTER,4,1.75,50
Dalaran Mage,157,3,1,4,FALSE,DRUID,3.681528662,2.566878981,50.31
Dalaran Mage,49,3,1,4,FALSE,PALADIN,3.857142857,2.285714286,59.18
Dalaran Mage,21,3,1,4,FALSE,WARRIOR,4.095238095,2.428571429,66.66
Dalaran Mage,129,3,1,4,FALSE,SHAMAN,4.108527132,2.387596899,72.09
Windspeaker,2,4,3,3,FALSE,HUNTER,5,5.5,50
Windspeaker,31,4,3,3,FALSE,PRIEST,4.096774194,4.032258065,51.61
Windspeaker,111,4,3,3,FALSE,DRUID,4.063063063,4.333333333,52.25
Windspeaker,26,4,3,3,FALSE,MAGE,3.038461538,4.615384615,65.38
Windspeaker,110,4,3,3,FALSE,SHAMAN,3.818181818,4.945454545,68.18
Windspeaker,7,4,3,3,FALSE,WARLOCK,5.285714286,3.285714286,71.42
Windspeaker,27,4,3,3,FALSE,PALADIN,4.444444444,4.37037037,74.07
Windspeaker,4,4,3,3,FALSE,WARRIOR,5,4.5,75
Windspeaker,4,4,3,3,FALSE,ROGUE,4.75,3.75,75
Wisp,133,0,1,1,FALSE,MAGE,2.593984962,1.646616541,50.37
Wisp,490,0,1,1,FALSE,PRIEST,3.57755102,1.693877551,51.42
Wisp,50,0,1,1,FALSE,WARLOCK,3.32,1.36,56
Wisp,10889,0,1,1,FALSE,SHAMAN,2.650013775,2.325741574,61.67
Wisp,801,0,1,1,FALSE,DRUID,3.230961298,1.84019975,62.17
Wisp,38,0,1,1,FALSE,WARRIOR,3.921052632,1.947368421,68.42
Wisp,115,0,1,1,FALSE,ROGUE,3.504347826,1.72173913,70.43
Wisp,284,0,1,1,FALSE,PALADIN,3.588028169,1.559859155,71.47
Wisp,40,0,1,1,FALSE,HUNTER,3.475,1.625,77.5
Ancient Brewmaster,5,4,5,4,FALSE,HUNTER,5,5,20
Ancient Brewmaster,8,4,5,4,FALSE,WARLOCK,6.125,5.625,37.5
Ancient Brewmaster,7,4,5,4,FALSE,WARRIOR,4.714285714,5.714285714,42.85
Ancient Brewmaster,115,4,5,4,FALSE,DRUID,4.252173913,6.704347826,49.56
Ancient Brewmaster,23,4,5,4,FALSE,MAGE,3.304347826,6.652173913,52.17
Ancient Brewmaster,40,4,5,4,FALSE,PALADIN,5.2,5.375,57.5
Ancient Brewmaster,38,4,5,4,FALSE,PRIEST,4.868421053,7.236842105,57.89
Ancient Brewmaster,93,4,5,4,FALSE,SHAMAN,4.795698925,6.709677419,66.66
Ancient Brewmaster,7,4,5,4,FALSE,ROGUE,5.428571429,5.857142857,85.71
Fire Elemental,74,6,6,5,FALSE,WARLOCK,5.310810811,5.891891892,37.83
Fire Elemental,261,6,6,5,FALSE,PRIEST,5.118773946,7.022988506,42.91
Fire Elemental,846,6,6,5,FALSE,DRUID,4.743498818,7.622931442,46.09
Fire Elemental,287,6,6,5,FALSE,SHAMAN,4.989547038,7.459930314,55.74
Fire Elemental,203,6,6,5,FALSE,MAGE,4.719211823,6.640394089,57.14
Fire Elemental,332,6,6,5,FALSE,PALADIN,4.78313253,7.361445783,57.22
Fire Elemental,52,6,6,5,FALSE,HUNTER,4.711538462,7.576923077,63.46
Fire Elemental,97,6,6,5,FALSE,WARRIOR,4.546391753,7.804123711,63.91
Fire Elemental,70,6,6,5,FALSE,ROGUE,5.5,6.328571429,65.71
Murloc Raider,17,1,2,1,FALSE,WARLOCK,3.294117647,3.764705882,29.41
Murloc Raider,16,1,2,1,FALSE,ROGUE,2.9375,2.625,37.5
Murloc Raider,69,1,2,1,FALSE,PRIEST,3.260869565,3.246376812,37.68
Murloc Raider,199,1,2,1,FALSE,DRUID,2.994974874,3.135678392,41.2
Murloc Raider,21,1,2,1,FALSE,MAGE,2.476190476,2.714285714,52.38
Murloc Raider,39,1,2,1,FALSE,WARRIOR,3.256410256,3.102564103,53.84
Murloc Raider,150,1,2,1,FALSE,PALADIN,2.88,3.56,54.66
Murloc Raider,30,1,2,1,FALSE,HUNTER,2.6,2.466666667,56.66
Murloc Raider,454,1,2,1,FALSE,SHAMAN,3.123348018,3.059471366,63.43
Defias Ringleader,58,2,2,2,FALSE,PRIEST,3.827586207,3.155172414,41.37
Defias Ringleader,298,2,2,2,FALSE,DRUID,3.016778523,3.436241611,42.95
Defias Ringleader,14,2,2,2,FALSE,WARLOCK,3.357142857,3.642857143,50
Defias Ringleader,34,2,2,2,FALSE,MAGE,3.382352941,3.264705882,55.88
Defias Ringleader,183,2,2,2,FALSE,SHAMAN,2.896174863,3.448087432,62.29
Defias Ringleader,41,2,2,2,FALSE,WARRIOR,4.170731707,2.804878049,63.41
Defias Ringleader,66,2,2,2,FALSE,ROGUE,2.96969697,2.712121212,63.63
Defias Ringleader,98,2,2,2,FALSE,PALADIN,3.775510204,2.816326531,65.3
Defias Ringleader,19,2,2,2,FALSE,HUNTER,3.736842105,3.947368421,78.94
Ironbark Protector,20,8,8,8,TRUE,WARLOCK,6.1,8.55,50
Ironbark Protector,130,8,8,8,TRUE,PRIEST,6.384615385,10.10769231,55.38
Ironbark Protector,17,8,8,8,TRUE,WARRIOR,6,11.47058824,58.82
Ironbark Protector,15,8,8,8,TRUE,ROGUE,5.2,8,60
Ironbark Protector,393,8,8,8,TRUE,DRUID,6.488549618,9.93129771,61.57
Ironbark Protector,94,8,8,8,TRUE,MAGE,6.521276596,9.574468085,67.02
Ironbark Protector,78,8,8,8,TRUE,PALADIN,6.923076923,9.423076923,70.51
Ironbark Protector,6,8,8,8,TRUE,HUNTER,6.5,8.5,83.33
Ironbark Protector,81,8,8,8,TRUE,SHAMAN,7.259259259,11.18518519,87.65
Sea Giant,728,10,8,8,FALSE,PRIEST,6.42032967,11.47252747,51.92
Sea Giant,2492,10,8,8,FALSE,DRUID,6.380016051,13.1641252,53.45
Sea Giant,135,10,8,8,FALSE,WARLOCK,7.007407407,10.2,54.07
Sea Giant,402,10,8,8,FALSE,MAGE,5.786069652,10.87313433,54.72
Sea Giant,167,10,8,8,FALSE,WARRIOR,5.778443114,11.43712575,56.88
Sea Giant,926,10,8,8,FALSE,PALADIN,6.057235421,11.62419006,58.53
Sea Giant,317,10,8,8,FALSE,SHAMAN,6.533123028,11.64984227,60.25
Sea Giant,74,10,8,8,FALSE,ROGUE,5.959459459,10.33783784,60.81
Sea Giant,120,10,8,8,FALSE,HUNTER,6.141666667,11.84166667,65
Bloodfen Raptor,34,2,3,2,FALSE,WARRIOR,3.764705882,3.852941176,47.05
Bloodfen Raptor,71,2,3,2,FALSE,PRIEST,4.042253521,4.690140845,49.29
Bloodfen Raptor,251,2,3,2,FALSE,DRUID,3.071713147,4.418326693,52.58
Bloodfen Raptor,14,2,3,2,FALSE,WARLOCK,3.071428571,4,57.14
Bloodfen Raptor,12,2,3,2,FALSE,ROGUE,4.166666667,4.833333333,58.33
Bloodfen Raptor,100,2,3,2,FALSE,PALADIN,4.19,4.41,62
Bloodfen Raptor,154,2,3,2,FALSE,SHAMAN,3.623376623,5.064935065,64.28
Bloodfen Raptor,30,2,3,2,FALSE,MAGE,2.866666667,4.633333333,73.33
Bloodfen Raptor,21,2,3,2,FALSE,HUNTER,4.19047619,4.285714286,76.19
Auchenai Soulpriest,722,4,3,5,FALSE,PRIEST,5.951523546,4.85734072,49.44
Auchenai Soulpriest,363,4,3,5,FALSE,MAGE,5.738292011,4.685950413,53.44
Auchenai Soulpriest,128,4,3,5,FALSE,WARLOCK,6.171875,4.109375,55.46
Auchenai Soulpriest,1231,4,3,5,FALSE,DRUID,6.09829407,4.80016247,58.81
Auchenai Soulpriest,88,4,3,5,FALSE,ROGUE,5.545454545,4.238636364,59.09
Auchenai Soulpriest,108,4,3,5,FALSE,HUNTER,6.138888889,4.416666667,65.74
Auchenai Soulpriest,205,4,3,5,FALSE,WARRIOR,6.492682927,4.297560976,66.82
Auchenai Soulpriest,525,4,3,5,FALSE,PALADIN,6.194285714,4.394285714,68.38
Auchenai Soulpriest,218,4,3,5,FALSE,SHAMAN,5.174311927,4.646788991,71.1
Abusive Sergeant,152,1,1,1,FALSE,PRIEST,3.552631579,2.131578947,35.52
Abusive Sergeant,407,1,1,1,FALSE,DRUID,2.454545455,2.206388206,38.57
Abusive Sergeant,82,1,1,1,FALSE,MAGE,2.658536585,2.37804878,43.9
Abusive Sergeant,42,1,1,1,FALSE,WARLOCK,2.547619048,1.476190476,45.23
Abusive Sergeant,497,1,1,1,FALSE,SHAMAN,2.915492958,1.722334004,53.72
Abusive Sergeant,270,1,1,1,FALSE,PALADIN,2.496296296,1.6,56.66
Abusive Sergeant,97,1,1,1,FALSE,WARRIOR,3.742268041,2.412371134,57.73
Abusive Sergeant,30,1,1,1,FALSE,ROGUE,2.366666667,2.133333333,60
Abusive Sergeant,59,1,1,1,FALSE,HUNTER,2.779661017,2.169491525,64.4
Loot Hoarder,6853,2,2,1,FALSE,PRIEST,3.33007442,3.115569823,35.25
Loot Hoarder,11891,2,2,1,FALSE,DRUID,2.909595492,2.507022118,48.37
Loot Hoarder,2004,2,2,1,FALSE,MAGE,2.590818363,2.78243513,52.34
Loot Hoarder,536,2,2,1,FALSE,ROGUE,3.399253731,2.393656716,55.97
Loot Hoarder,1915,2,2,1,FALSE,WARRIOR,3.537859008,2.554046997,58.48
Loot Hoarder,953,2,2,1,FALSE,WARLOCK,3.311647429,2.866736621,58.97
Loot Hoarder,5515,2,2,1,FALSE,PALADIN,3.334723481,2.166092475,60.77
Loot Hoarder,1061,2,2,1,FALSE,HUNTER,3.536286522,2.450518379,62.67
Loot Hoarder,1228,2,2,1,FALSE,SHAMAN,3.127035831,2.626221498,65.39
Razorfen Hunter,29,3,2,3,FALSE,PRIEST,3.689655172,3.103448276,37.93
Razorfen Hunter,150,3,2,3,FALSE,DRUID,3.226666667,3.293333333,43.33
Razorfen Hunter,7,3,2,3,FALSE,WARLOCK,5.428571429,3,57.14
Razorfen Hunter,42,3,2,3,FALSE,PALADIN,3.785714286,3.404761905,59.52
Razorfen Hunter,11,3,2,3,FALSE,WARRIOR,3.909090909,3.727272727,63.63
Razorfen Hunter,6,3,2,3,FALSE,HUNTER,3.166666667,2.333333333,66.66
Razorfen Hunter,19,3,2,3,FALSE,MAGE,3.473684211,3.052631579,68.42
Razorfen Hunter,121,3,2,3,FALSE,SHAMAN,3.694214876,3.603305785,72.72
Razorfen Hunter,7,3,2,3,FALSE,ROGUE,2.857142857,4.142857143,85.71
Cabal Shadow Priest,1792,6,4,5,FALSE,MAGE,5.815290179,6.3046875,53.96
Cabal Shadow Priest,3815,6,4,5,FALSE,PRIEST,6.478374836,6.596330275,54.36
Cabal Shadow Priest,8199,6,4,5,FALSE,DRUID,6.058787657,6.450054885,61.01
Cabal Shadow Priest,631,6,4,5,FALSE,WARLOCK,6.619651347,5.334389857,61.96
Cabal Shadow Priest,531,6,4,5,FALSE,ROGUE,6.065913371,5.760828625,67.41
Cabal Shadow Priest,3583,6,4,5,FALSE,PALADIN,5.8431482,6.119452972,71.47
Cabal Shadow Priest,584,6,4,5,FALSE,HUNTER,5.714041096,6.748287671,72.77
Cabal Shadow Priest,1100,6,4,5,FALSE,SHAMAN,5.684545455,6.334545455,73.18
Cabal Shadow Priest,841,6,4,5,FALSE,WARRIOR,5.279429251,6.197384067,76.09
Argent Commander,501,6,4,2,FALSE,PRIEST,2.55489022,6.4750499,39.12
Argent Commander,104,6,4,2,FALSE,WARLOCK,2.182692308,5.596153846,45.19
Argent Commander,1121,6,4,2,FALSE,DRUID,2.044603033,6.034790366,47.36
