n_games,num_turns,player_class
16,52,HUNTER
343,52,MAGE
1112,52,PALADIN
2552,52,PRIEST
14,52,ROGUE
1037,52,SHAMAN
11,52,WARLOCK
1264,52,WARRIOR
14,53,DRUID
18,53,HUNTER
252,53,MAGE
839,53,PALADIN
1910,53,PRIEST
10,53,ROGUE
708,53,SHAMAN
7,53,WARLOCK
860,53,WARRIOR
18,54,DRUID
18,54,HUNTER
200,54,MAGE
595,54,PALADIN
1467,54,PRIEST
3,54,ROGUE
597,54,SHAMAN
9,54,WARLOCK
609,54,WARRIOR
11,55,DRUID
11,55,HUNTER
138,55,MAGE
442,55,PALADIN
1118,55,PRIEST
4,55,ROGUE
395,55,SHAMAN
7,55,WARLOCK
440,55,WARRIOR
8,56,DRUID
11,56,HUNTER
109,56,MAGE
317,56,PALADIN
892,56,PRIEST
1,56,ROGUE
311,56,SHAMAN
4,56,WARLOCK
285,56,WARRIOR
4,57,DRUID
2,57,HUNTER
59,57,MAGE
224,57,PALADIN
653,57,PRIEST
8,57,ROGUE
192,57,SHAMAN
2,57,WARLOCK
214,57,WARRIOR
5,58,DRUID
4,58,HUNTER
53,58,MAGE
143,58,PALADIN
479,58,PRIEST
182,58,SHAMAN
118,58,WARRIOR
1,59,DRUID
1,59,HUNTER
28,59,MAGE
97,59,PALADIN
346,59,PRIEST
1,59,ROGUE
84,59,SHAMAN
82,59,WARRIOR
2,60,DRUID
18,60,MAGE
72,60,PALADIN
246,60,PRIEST
86,60,SHAMAN
1,60,WARLOCK
65,60,WARRIOR
2,61,DRUID
1,61,HUNTER
13,61,MAGE
29,61,PALADIN
208,61,PRIEST
46,61,SHAMAN
51,61,WARRIOR
2,62,DRUID
13,62,MAGE
34,62,PALADIN
138,62,PRIEST
1,62,ROGUE
29,62,SHAMAN
19,62,WARRIOR
2,63,HUNTER
4,63,MAGE
16,63,PALADIN
103,63,PRIEST
18,63,SHAMAN
17,63,WARRIOR
2,64,DRUID
2,64,HUNTER
4,64,MAGE
4,64,PALADIN
46,64,PRIEST
11,64,SHAMAN
13,64,WARRIOR
2,65,MAGE
6,65,PALADIN
34,65,PRIEST
1,65,ROGUE
3,65,SHAMAN
8,65,WARRIOR
1,66,DRUID
1,66,HUNTER
3,66,MAGE
3,66,PALADIN
24,66,PRIEST
3,66,SHAMAN
5,66,WARRIOR
1,67,DRUID
1,67,MAGE
22,67,PRIEST
2,67,ROGUE
3,67,SHAMAN
1,67,WARRIOR
3,68,DRUID
1,68,PALADIN
8,68,PRIEST
1,68,SHAMAN
3,68,WARRIOR
1,69,PALADIN
13,69,PRIEST
3,69,SHAMAN
3,69,WARRIOR
2,71,WARRIOR
2,72,PRIEST
4,72,WARRIOR
1,76,DRUID
1,76,PRIEST
1,77,PRIEST
1,77,ROGUE
1,86,DRUID
1,86,PRIEST
2,90,DRUID
2,90,PRIEST
